  I     	  II     	  LV     	  LV'		  AO     	  AO'		
 10.07   	249.94   	 13.43   	  71.21		 55.58   	  -5.09		
 43.64   	482.48   	 13.71   	  66.12		 55.56   	  -5.09		
 92.47   	776.67   	 13.98   	  66.12		 55.54   	   0.00		
152.89   	1102.29   	 14.24   	 106.82		 55.54   	 -10.17		
262.15   	1611.94   	 14.67   	  35.61		 55.50   	 -10.17		
277.40   	1615.60(R)	 14.81(E)	  25.43		 55.46   	  -5.09		
252.69   	1367.80   	 14.91   	  15.26		 55.44   	 -10.17		
193.79   	910.95   	 14.97   	  10.17		 55.40   	 -15.26		
120.24   	386.35   	 15.02   	  10.17		 55.34   	 -15.26		
 54.93   	-29.91   	 15.06   	  15.26		 55.28   	 -20.35		
 12.51   	-230.10   	 15.12   	  25.43		 55.20   	 -20.35		
 -7.02   	-231.32   	 15.22   	  45.78		 55.12   	 -25.43		
-12.82   	-139.16   	 15.40   	  71.21		 55.02   	 -30.52		
-14.95   	-59.20   	 15.69   	 101.73		 54.89   	 -30.52		
-17.40   	-35.71   	 16.09   	 147.51		 54.77   	 -35.61		
-19.53   	-51.27   	 16.68   	 193.29		 54.63   	 -35.61		
-18.92   	-69.89   	 17.46   	 254.32		 54.49   	 -40.69		
-16.48   	-71.41   	 18.47   	 320.45		 54.32   	 -40.69		
-14.65   	-59.51   	 19.76   	 396.74		 54.16   	 -40.69		
-15.26   	-47.30   	 21.34   	 483.21		 54.00   	 -40.69		
-17.40   	-42.11   	 23.28   	 574.77		 53.83   	 -35.61		
-19.84   	-43.95   	 25.57   	 671.41		 53.69   	 -30.52		
-21.36   	-48.52   	 28.26   	 768.05		 53.57   	 -25.43		
-21.06   	-51.88   	 31.33   	 849.44		 53.47   	 -20.35		
-19.84   	-50.96   	 34.73   	 915.56		 53.39   	  -5.09		
-18.31   	-46.08   	 38.39   	 961.34		 53.37   	  10.17		
-16.78   	-40.59   	 42.24   	 971.51		 53.41   	  30.52		
-14.95   	-37.23   	 46.12   	 956.25		 53.53   	  45.78		
-13.73   	-36.32   	 49.95   	 915.56		 53.71   	  76.30		
-13.12   	-35.40   	 53.61   	 844.35		 54.02   	 101.73		
-12.82   	-33.57   	 56.99   	 757.88		 54.43   	 132.25		
-12.51   	-30.52   	 60.02   	 676.50		 54.95   	 157.68		
-12.21   	-26.25   	 62.73   	 605.29		 55.58   	 193.29		
-11.60   	-21.36   	 65.15   	 549.34		 56.36   	 223.80		
-10.68   	-17.09   	 67.34   	 523.90		 57.25   	 254.32		
 -9.46   	-13.12   	 69.44   	 518.82		 58.27   	 284.84		
 -8.24   	 -9.46   	 71.52   	 534.08		 59.41   	 315.36		
 -7.63   	 -5.19   	 73.65   	 554.42		 60.67   	 345.88		
 -6.71   	 -0.61   	 75.87   	 574.77		 62.05   	 371.31		
 -6.10   	  3.97   	 78.17   	 574.77		 63.54   	 386.57		
 -5.19   	  7.63   	 80.47   	 554.42		 65.09   	 412.00		
 -4.27   	 10.07   	 82.69   	 508.65		 66.73   	 417.09		
 -3.05   	 13.12   	 84.72   	 437.43		 68.40   	 422.18		
 -2.14   	 18.01   	 86.47   	 350.97		 70.09   	 422.18		
 -0.92   	 24.41   	 87.87   	 254.32		 71.78   	 412.00		
  0.31   	 32.04   	 88.89   	 162.77		 73.43   	 396.74		
  1.53   	 39.98   	 89.54   	  81.38		 75.01   	 376.40		
  2.75   	 46.39   	 89.87   	  30.52		 76.52   	 361.14		
  3.97   	 51.57   	 89.99   	   0.00		 77.97   	 335.71		
  5.49   	 55.85   	 89.99   	   5.09		 79.31   	 315.36		
  7.63   	 60.73   	 90.01   	  40.69		 80.57   	 300.10		
 10.07   	 67.75   	 90.17   	  96.64		 81.77   	 279.75		
 12.51   	 77.21   	 90.56   	 162.77		 82.89   	 269.58		
 14.65   	 88.50   	 91.21   	 223.80		 83.97   	 264.50		
 16.78   	 99.79   	 92.11   	 274.67		 85.03   	 259.41		
 18.62   	110.17   	 93.20   	 315.36		 86.06   	 254.32		
 20.75   	120.24   	 94.47   	 335.71		 87.08   	 254.32		
 23.50   	130.62   	 95.81   	 335.71		 88.10   	 254.32		
 27.16   	142.82   	 97.15   	 315.36		 89.11   	 259.41		
 32.04   	158.08   	 98.41   	 289.93		 90.15   	 259.41		
 37.84   	177.00   	 99.57   	 254.32		 91.19   	 259.41		
 44.25   	199.58   	100.59   	 228.89		 92.23   	 264.50		
 50.05   	223.69   	101.51   	 198.37		 93.29   	 264.50		
 54.93   	246.58   	102.30   	 183.11		 94.34   	 264.50		
 58.90   	265.81   	103.03   	 178.03		 95.40   	 259.41		
 62.56   	281.68   	103.74   	 172.94		 96.44   	 259.41		
 66.22   	295.72   	104.43   	 167.85		 97.48   	 254.32		
 70.50   	310.06   	105.11   	 172.94		 98.49   	 244.15		
 74.77   	325.62   	105.80   	 152.59		 99.47   	 239.06		
 78.74   	340.58   	106.41   	 132.25		100.43   	 223.80		
 81.18   	352.48   	106.94   	  96.64		101.32   	 208.54		
 82.70   	360.72   	107.32   	  55.95		102.16   	 198.37		
 83.62   	365.60   	107.55(S)	  -5.09		102.95   	 172.94		
 84.23   	368.04   	107.53   	 -50.86		103.64   	 152.59		
 84.23   	368.65   	107.32   	-106.82		104.25   	 127.16		
 83.01   	366.52   	106.90   	-152.59		104.76   	 106.82		
 79.35   	360.41   	106.29   	-188.20		105.19   	  81.38		
 73.85   	349.43   	105.53   	-213.63		105.51   	  50.86		
 68.05   	332.64   	104.68   	-228.89		105.72   	  30.52		
 62.26   	310.97   	103.76   	-233.98		105.84(S)	   0.00		
 57.07   	285.03   	102.83   	-233.98		105.84   	 -20.35		
 51.57   	255.74   	101.89   	-233.98		105.76   	 -50.86		
 46.08   	224.91   	100.96   	-233.98		105.55   	 -66.12		
 40.28   	193.48   	100.02   	-233.98		105.29   	 -91.56		
 34.18   	162.96   	 99.08   	-233.98		104.92   	-111.90		
 28.69   	133.06   	 98.15   	-244.15		104.48   	-127.16		
 23.19   	104.06   	 97.17   	-259.41		103.97   	-142.42		
 17.09   	 75.68   	 96.13   	-274.67		103.40   	-157.68		
 10.99   	 47.61   	 95.04   	-289.93		102.77   	-167.85		
  5.19   	 20.45   	 93.88   	-305.19		102.10   	-178.03		
  0.92   	 -4.27   	 92.65   	-325.53		101.38   	-178.03		
 -2.14   	-25.33   	 91.35   	-340.79		100.67   	-183.11		
 -4.27   	-43.03   	 89.99   	-356.05		 99.94   	-183.11		
 -6.10   	-57.37   	 88.57   	-371.31		 99.21   	-172.94		
 -8.24   	-69.89   	 87.08   	-376.40		 98.51   	-172.94		
-10.07   	-80.57   	 85.57   	-396.74		 97.82   	-157.68		
-10.99   	-90.03   	 83.99   	-401.83		 97.19   	-152.59		
-11.29   	-97.66   	 82.38   	-406.92		 96.58   	-132.25		
-11.29   	-103.76   	 80.75   	-417.09		 96.05   	-122.07		
-11.60   	-108.95   	 79.08   	-422.18		 95.56   	-111.90		
-12.21   	-112.92   	 77.40   	-422.18		 95.12   	 -91.56		
-13.12   	-115.66   	 75.71   	-422.18		 94.75   	 -76.30		
-13.73   	-117.49   	 74.02   	-422.18		 94.45   	 -66.12		
-14.04   	-118.71   	 72.33   	-427.26		 94.18   	 -50.86		
-13.73   	-119.63   	 70.62   	-422.18		 93.98   	 -40.69		
-13.12   	-119.63   	 68.93   	-437.43		 93.81   	 -30.52		
-12.21   	-119.02   	 67.18   	-442.52		 93.69   	 -20.35		
-11.60   	-118.10   	 65.41   	-467.95		 93.61   	 -20.35		
-11.29   	-116.88   	 63.54   	-488.30		 93.53   	 -10.17		
-11.60   	-115.05   	 61.59   	-513.73		 93.49   	 -15.26		
-11.90   	-112.00   	 59.53   	-554.42		 93.43   	 -20.35		
-12.82   	-107.73   	 57.31   	-590.03		 93.35   	 -20.35		
-13.12   	-102.84   	 54.95   	-625.63		 93.27   	 -25.43		
-13.12   	-98.57   	 52.45   	-666.32		 93.16   	 -35.61		
-12.51   	-95.83   	 49.79   	-686.67		 93.02   	 -50.86		
-11.29   	-93.69   	 47.04   	-712.10		 92.82   	 -55.95		
-10.07   	-91.55   	 44.19   	-712.10		 92.59   	 -71.21		
 -9.46   	-89.42   	 41.34   	-712.10		 92.31   	 -81.38		
 -9.46   	-87.59   	 38.49   	-686.67		 91.98   	 -86.47		
-10.38   	-86.06   	 35.75   	-651.07		 91.64   	 -96.64		
-10.68   	-84.84   	 33.14   	-605.29		 91.25   	-101.73		
-10.07   	-82.70   	 30.72   	-559.51		 90.84   	-106.82		
 -7.93   	-79.65   	 28.48   	-503.56		 90.42   	-106.82		
 -6.10   	-76.60   	 26.47   	-452.69		 89.99   	-106.82		
 -5.19   	-73.55   	 24.66   	-406.92		 89.56   	-106.82		
 -6.10   	-71.72   	 23.03   	-366.22		 89.13   	 -96.64		
 -7.63   	-70.80   	 21.57   	-335.71		 88.75   	 -96.64		
 -8.54   	-70.80   	 20.22   	-315.36		 88.36   	 -86.47		
 -8.24   	-70.80   	 18.96   	-300.10		 88.02   	 -81.38		
 -7.32   	-70.80   	 17.76   	-289.93		 87.69   	 -76.30		
 -6.71   	-70.50   	 16.60   	-284.84		 87.39   	 -66.12		
 -7.32   	-70.50   	 15.46   	-279.75		 87.12   	 -66.12		
 -7.93   	-70.50   	 14.34   	-269.58		 86.86   	 -55.95		
 -8.24   	-71.41   	 13.27   	-254.32		 86.63   	 -55.95		
 -7.63   	-72.63   	 12.25   	-244.15		 86.41   	 -45.78		
 -7.02   	-74.46   	 11.27   	-228.89		 86.23   	 -50.86		
 -6.10   	-75.99   	 10.36   	-208.54		 86.02   	 -45.78		
 -6.10   	-77.82   	  9.52   	-188.20		 85.84   	 -45.78		
 -6.41   	-79.35   	  8.77   	-157.68		 85.66   	 -40.69		
 -6.71   	-80.57   	  8.14   	-137.33		 85.49   	 -45.78		
 -7.02   	-82.09   	  7.59   	-111.90		 85.31   	 -45.78		
 -7.63   	-83.31   	  7.14   	 -91.56		 85.13   	 -45.78		
 -8.54   	-84.53   	  6.78   	 -71.21		 84.94   	 -45.78		
 -9.77   	-86.06   	  6.49   	 -61.04		 84.76   	 -45.78		
-10.68   	-87.89   	  6.25   	 -45.78		 84.58   	 -50.86		
-11.29   	-90.03   	  6.06   	 -45.78		 84.37   	 -45.78		
-10.68   	-91.25   	  5.88   	 -35.61		 84.19   	 -55.95		
-10.07   	-92.16   	  5.74   	 -30.52		 83.97   	 -50.86		
 -9.16   	-92.47   	  5.62   	 -25.43		 83.76   	 -55.95		
 -9.16   	-93.08   	  5.51   	 -20.35		 83.54   	 -55.95		
 -9.16   	-93.99   	  5.43   	  -5.09		 83.32   	 -55.95		
 -9.16   	-94.30   	  5.41(D)	   5.09		 83.09   	 -61.04		
 -8.85   	-94.30   	  5.43   	  20.35		 82.85   	 -55.95		
 -8.54   	-93.38   	  5.51   	  35.61		 82.62   	 -61.04		
 -8.24   	-92.77   	  5.66   	  50.86		 82.38   	 -55.95		
 -7.93   	-93.08   	  5.86   	  66.12		 82.16   	 -61.04		
 -8.54   	-94.60   	  6.12   	  66.12		 81.91   	 -55.95		
 -9.77   	-97.35   	  6.39   	  71.21		 81.69   	 -55.95		
-10.99   	-99.79   	  6.67   	  71.21		 81.46   	 -55.95		
-11.90   	-101.32   	  6.96   	  66.12		 81.24   	 -55.95		
-11.90   	-102.23   	  7.22   	  55.95		 81.02   	 -55.95		
-11.60   	-102.54   	  7.45   	  45.78		 80.79   	 -61.04		
-11.29   	-102.54   	  7.63   	  40.69		 80.55   	 -61.04		
-11.60   	-101.93   	  7.79   	  25.43		 80.30   	 -55.95		
-12.21   	-101.01   	  7.89   	  20.35		 80.08   	 -61.04		
-12.82   	-100.10   	  7.98   	  20.35		 79.84   	 -66.12		
-12.82   	-99.49   	  8.06   	  15.26		 79.57   	 -61.04		
-11.90   	-99.49   	  8.12   	  20.35		 79.33   	 -66.12		
-10.99   	-100.10   	  8.20   	  25.43		 79.06   	 -66.12		
-10.38   	-100.71   	  8.30   	  30.52		 78.80   	 -66.12		
-10.38   	-101.32   	  8.42   	  35.61		 78.53   	 -66.12		
-10.99   	-101.32   	  8.57   	  45.78		 78.27   	 -66.12		
-11.29   	-100.71   	  8.75   	  50.86		 78.01   	 -66.12		
-10.99   	-99.79   	  8.95   	  50.86		 77.74   	 -66.12		
-10.38   	-98.88   	  9.16   	  55.95		 77.48   	 -66.12		
 -9.77   	-98.88   	  9.38   	  45.78		 77.21   	 -61.04		
-10.07   	-100.10   	  9.56   	  45.78		 76.97   	 -66.12		
-11.29   	-101.62   	  9.75   	  35.61		 76.70   	 -66.12		
-12.21   	-102.84   	  9.89   	  30.52		 76.44   	 -61.04		
-11.90   	-102.84   	 10.01   	  20.35		 76.20   	 -61.04		
-10.68   	-101.62   	 10.09   	  20.35		 75.95   	 -61.04		
 -9.16   	-99.79   	 10.17   	  15.26		 75.71   	 -61.04		
 -8.24   	-98.57   	 10.23   	  15.26		 75.46   	 -61.04		
 -8.85   	-98.57   	 10.29   	  10.17		 75.22   	 -55.95		
-10.07   	-99.79   	 10.34   	  10.17		 74.99   	 -55.95		
-11.29   	-101.62   	 10.38   	  15.26		 74.77   	 -55.95		
-11.90   	-102.54   	 10.44   	  15.26		 74.55   	 -55.95		
-11.60   	-101.93   	 10.50   	  10.17		 74.32   	 -50.86		
-10.68   	-99.79   	 10.54   	  15.26		 74.12   	 -55.95		
 -9.46   	-97.35   	 10.60   	  15.26		 73.90   	 -50.86		
 -8.54   	-95.83   	 10.66   	  10.17		 73.69   	 -50.86		
 -8.54   	-95.83   	 10.70   	  10.17		 73.49   	 -50.86		
 -8.85   	-96.74   	 10.74   	  10.17		 73.29   	 -45.78		
 -8.85   	-97.35   	 10.78   	  10.17		 73.10   	 -50.86		
 -8.54   	-97.35   	 10.82   	   5.09		 72.90   	 -45.78		
 -8.24   	-96.44   	 10.84   	  10.17		 72.72   	 -50.86		
 -8.24   	-95.52   	 10.89   	   5.09		 72.51   	 -45.78		
 -8.54   	-94.60   	 10.91   	  10.17		 72.33   	 -45.78		
 -9.77   	-94.60   	 10.95   	   5.09		 72.15   	 -45.78		
-10.68   	-94.91   	 10.97   	  10.17		 71.96   	 -45.78		
-11.60   	-95.52   	 11.01   	  10.17		 71.78   	 -40.69		
-11.90   	-95.83   	 11.05   	  10.17		 71.62   	 -45.78		
-11.90   	-95.52   	 11.09   	  10.17		 71.43   	 -45.78		
-11.90   	-94.60   	 11.13   	  10.17		 71.25   	 -40.69		
-11.90   	-93.69   	 11.17   	  15.26		 71.09   	 -45.78		
-11.60   	-92.77   	 11.23   	  10.17		 70.91   	 -40.69		
-11.29   	-92.16   	 11.27   	  10.17		 70.74   	 -40.69		
-10.99   	-90.94   	 11.31   	   5.09		 70.58   	 -45.78		
-10.68   	-89.11   	 11.33   	  10.17		 70.40   	 -40.69		
-10.38   	-86.67   	 11.37   	  10.17		 70.23   	 -40.69		
-10.07   	-84.84   	 11.41   	  10.17		 70.07   	 -35.61		
 -9.77   	-84.23   	 11.45   	  10.17		 69.93   	 -40.69		
-10.07   	-84.53   	 11.50   	  10.17		 69.77   	 -40.69		
-10.99   	-85.45   	 11.54   	  10.17		 69.60   	 -35.61		
-11.90   	-86.06   	 11.58   	  10.17		 69.46   	 -40.69		
-12.21   	-85.75   	 11.62   	  10.17		 69.30   	 -35.61		
-11.60   	-84.84   	 11.66   	  10.17		 69.16   	 -40.69		
-10.99   	-83.31   	 11.70   	  10.17		 68.99   	 -35.61		
-10.38   	-81.79   	 11.74   	   5.09		 68.85   	 -35.61		
-10.38   	-80.57   	 11.76   	  10.17		 68.71   	 -35.61		
-10.38   	-80.26   	 11.80   	   5.09		 68.57   	 -35.61		
-10.68   	-80.26   	 11.82   	   0.00		 68.42   	 -35.61		
-11.29   	-80.57   	 11.82   	   5.09		 68.28   	 -35.61		
-11.90   	-80.57   	 11.84   	   0.00		 68.14   	 -35.61		
-12.21   	-79.96   	 11.84   	   5.09		 68.00   	 -35.61		
-12.21   	-78.74   	 11.86   	   0.00		 67.85   	 -35.61		
-11.60   	-77.51   	 11.86   	   5.09		 67.71   	 -35.61		
-10.99   	-76.60   	 11.88   	   5.09		 67.57   	 -30.52		
-11.29   	-76.29   	 11.90   	   5.09		 67.45   	 -35.61		
-12.21   	-76.29   	 11.92   	   5.09		 67.30   	 -35.61		
-13.43   	-76.29   	 11.94   	   5.09		 67.16   	 -35.61		
-14.04   	-75.68   	 11.96   	   5.09		 67.02   	 -35.61		
-13.43   	-74.77   	 11.98   	   5.09		 66.88   	 -30.52		
-12.21   	-73.24   	 12.00   	   5.09		 66.75   	 -35.61		
-10.68   	-72.02   	 12.02   	   5.09		 66.61   	 -30.52		
-10.38   	-71.72   	 12.04   	   5.09		 66.49   	 -35.61		
-10.68   	-72.02   	 12.07   	   5.09		 66.35   	 -35.61		
-11.60   	-72.33   	 12.09   	   5.09		 66.21   	 -30.52		
-12.21   	-71.72   	 12.11   	   0.00		 66.08   	 -30.52		
-12.21   	-70.50   	 12.11   	   5.09		 65.96   	 -35.61		
-11.90   	-68.97   	 12.13   	   0.00		 65.82   	 -30.52		
-10.99   	-68.36   	 12.13   	   5.09		 65.70   	 -35.61		
-10.07   	-68.05   	 12.15   	   0.00		 65.55   	 -30.52		
 -9.46   	-68.05   	 12.15   	   5.09		 65.43   	 -30.52		
 -9.46   	-68.05   	 12.17   	   0.00		 65.31   	 -30.52		
 -9.77   	-67.75   	 12.17   	   5.09		 65.19   	 -35.61		
-10.38   	-67.44   	 12.19   	   0.00		 65.05   	 -30.52		
-10.99   	-66.83   	 12.19   	   5.09		 64.92   	 -30.52		
-10.99   	-65.92   	 12.21   	   0.00		 64.80   	 -35.61		
-10.38   	-65.00   	 12.21   	   5.09		 64.66   	 -30.52		
 -8.85   	-64.39   	 12.23   	   5.09		 64.54   	 -30.52		
 -7.63   	-63.78   	 12.25   	   5.09		 64.41   	 -30.52		
 -7.02   	-63.48   	 12.27   	   0.00		 64.29   	 -35.61		
 -7.32   	-62.87   	 12.27   	   5.09		 64.15   	 -30.52		
 -8.54   	-61.95   	 12.29   	   0.00		 64.03   	 -30.52		
 -9.46   	-61.04   	 12.29   	   5.09		 63.91   	 -35.61		
 -9.46   	-60.42   	 12.31   	   0.00		 63.76   	 -30.52		
 -9.16   	-60.42   	 12.31   	   0.00		 63.64   	 -30.52		
 -8.54   	-60.12   	 12.31   	  -5.09		 63.52   	 -35.61		
 -8.24   	-60.12   	 12.29   	   0.00		 63.38   	 -30.52		
 -8.54   	-60.12   	 12.29   	  -5.09		 63.26   	 -30.52		
 -9.16   	-60.42   	 12.27   	   0.00		 63.13   	 -35.61		
 -9.46   	-61.34   	 12.27   	  -5.09		 62.99   	 -30.52		
 -9.16   	-62.26   	 12.25   	  -5.09		 62.87   	 -35.61		
 -8.24   	-61.95   	 12.23   	   0.00		 62.73   	 -30.52		
 -7.93   	-60.42   	 12.23   	  -5.09		 62.60   	 -35.61		
 -7.93   	-58.29   	 12.21   	   0.00		 62.46   	 -30.52		
 -8.24   	-56.46   	 12.21   	   5.09		 62.34   	 -30.52		
 -8.54   	-55.54   	 12.23   	   0.00		 62.22   	 -35.61		
 -8.54   	-55.54   	 12.23   	   0.00		 62.08   	 -30.52		
 -8.24   	-54.93   	 12.23   	   5.09		 61.95   	 -30.52		
 -7.93   	-53.10   	 12.25   	   5.09		 61.83   	 -30.52		
 -7.32   	-50.05   	 12.27   	   0.00		 61.71   	 -35.61		
 -7.02   	-45.78   	 12.27   	   5.09		 61.57   	 -30.52		
 -7.02   	-42.11   	 12.29   	   0.00		 61.44   	 -30.52		
 -7.02   	-39.06   	 12.29   	   5.09		 61.32   	 -30.52		
 -7.02   	-37.23   	 12.31   	   0.00		 61.20   	 -30.52		
 -5.49   	-35.71   	 12.31   	   5.09		 61.08   	 -30.52		
 -2.14   	-32.65   	 12.33   	   0.00		 60.96   	 -30.52		
  3.05   	-25.63   	 12.33   	   0.00		 60.83   	 -30.52		
  8.85   	-13.43   	 12.33   	   0.00		 60.71   	 -30.52		
 13.43   	  3.05   	 12.33   	   5.09		 60.59   	 -30.52		
 15.87   	 19.84   	 12.35   	   0.00		 60.47   	 -30.52		
 16.17   	 31.74   	 12.35   	   0.00		 60.35   	 -30.52		
 15.26   	 36.32   	 12.35   	   5.09		 60.22   	 -30.52		
 14.95   	 35.40   	 12.37   	   0.00		 60.10   	 -30.52		
 16.17   	 33.57   	 12.37   	   0.00		 59.98   	 -25.43		
 20.45   	 33.26   	 12.37   	   5.09		 59.88   	 -30.52		
 26.55   	 33.57   	 12.39   	   5.09		 59.76   	 -30.52		
 32.65   	 28.69   	 12.41   	   0.00		 59.63   	 -30.52		
 36.01   	 14.34   	 12.41   	   5.09		 59.51   	 -30.52		
 35.40   	 -8.54   	 12.43   	   5.09		 59.39   	 -25.43		
 31.43   	-32.96   	 12.45   	   5.09		 59.29   	 -30.52		
 26.25   	-49.74   	 12.47   	   5.09		 59.17   	 -30.52		
 22.58   	-52.80   	 12.49   	   0.00		 59.04   	 -30.52		
 20.75   	-43.95   	 12.49   	   5.09		 58.92   	 -25.43		
 20.75   	-30.82   	 12.51   	   0.00		 58.82   	 -30.52		
 20.75   	-21.06   	 12.51   	   5.09		 58.70   	 -25.43		
 19.84   	-18.01   	 12.53   	   0.00		 58.60   	 -30.52		
 18.01   	-18.92   	 12.53   	   0.00		 58.47   	 -25.43		
 14.34   	-18.92   	 12.53   	  -5.09		 58.37   	 -30.52		
  8.85   	-15.56   	 12.51   	   0.00		 58.25   	 -25.43		
  1.53   	-11.29   	 12.51   	   0.00		 58.15   	 -25.43		
 -6.41   	-12.82   	 12.51   	   5.09		 58.05   	 -30.52		
-13.43   	-23.50   	 12.53   	   0.00		 57.92   	 -25.43		
-17.70   	-42.11   	 12.53   	  10.17		 57.82   	 -30.52		
-18.92   	-61.65   	 12.57   	  10.17		 57.70   	 -25.43		
-17.70   	-75.68   	 12.61   	  10.17		 57.60   	 -25.43		
-15.87   	-79.96   	 12.66   	  20.35		 57.50   	 -25.43		
-15.26   	-76.90   	 12.74   	  20.35		 57.40   	 -25.43		
-15.87   	-71.41   	 12.82   	  25.43		 57.29   	 -25.43		
-17.70   	-68.05   	 12.92   	  25.43		 57.19   	 -25.43		
-19.23   	-67.75   	 13.02   	  35.61		 57.09   	 -25.43		
-20.45   	-68.97   	 13.16   	  35.61		 56.99   	 -25.43		
-20.45   	-69.27   	 13.31   	  40.69		 56.89   	 -20.35		
-19.84   	-67.75   	 13.47   	  45.78		 56.81   	 -20.35		
-19.23   	-65.31   	 13.65   	  50.86		 56.72   	 -20.35		
-18.31   	-62.26   	 13.86   	  55.95		 56.64   	 -20.35		
-17.70   	-59.81   	 14.08   	  61.04		 56.56   	 -20.35		
-18.01   	-57.07   	 14.32   	  66.12		 56.48   	 -15.26		
-19.23   	-53.71   	 14.59   	  71.21		 56.42   	 -10.17		
-21.06   	-50.96   	 14.87   	  76.30		 56.38   	 -15.26		
-23.50   	-50.35   	 15.18   	  76.30		 56.32   	 -10.17		
-25.02   	-50.35   	 15.48   	  81.38		 56.28   	 -10.17		
-24.72   	-40.89   	 15.81   	  81.38		 56.24   	  -5.09		
-20.45   	 -3.05   	 16.13   	  81.38		 56.22   	 -10.17		
 -9.46   	 86.98   	 16.46   	  81.38		 56.17   	 -10.17		
 12.21   	247.19   	 16.79   	  71.21		 56.13   	  -5.09		
 47.91   	480.04   	 17.07   	  61.04		 56.11   	 -10.17		
 99.18   	771.48   	 17.31   	  50.86		 56.07   	 -10.17		
162.05   	1091.92   	 17.52   	  40.69		 56.03   	 -10.17		
226.14   	1390.99   	 17.68   	  55.95		 55.99   	 -30.52		
291.14   	1588.13(R)	 17.90(E)	  20.35		 55.87   	 -15.26		
267.03   	1343.99   	 17.99   	  15.26		 55.81   	 -20.35		
208.13   	901.79   	 18.05   	  20.35		 55.73   	 -25.43		
133.36   	402.83   	 18.13   	  25.43		 55.63   	 -20.35		
 65.00   	 15.87   	 18.23   	  35.61		 55.54   	 -30.52		
 18.31   	-164.79   	 18.37   	  40.69		 55.42   	 -25.43		
 -5.80   	-168.15   	 18.54   	  66.12		 55.32   	 -30.52		
-14.95   	-99.79   	 18.80   	  81.38		 55.20   	 -30.52		
-18.92   	-52.19   	 19.13   	 111.90		 55.08   	 -30.52		
-21.97   	-51.57   	 19.57   	 147.51		 54.95   	 -35.61		
-24.41   	-71.41   	 20.16   	 193.29		 54.81   	 -35.61		
-25.02   	-79.04   	 20.94   	 249.24		 54.67   	 -35.61		
-24.11   	-67.14   	 21.93   	 315.36		 54.53   	 -35.61		
-23.80   	-49.13   	 23.19   	 401.83		 54.38   	 -35.61		
-24.41   	-39.37   	 24.80   	 493.39		 54.24   	 -30.52		
-25.33   	-38.15   	 26.78   	 590.03		 54.12   	 -25.43		
-25.33   	-40.59   	 29.14   	 691.76		 54.02   	 -25.43		
-24.72   	-42.42   	 31.90   	 783.31		 53.92   	 -15.26		
-24.11   	-43.03   	 35.04   	 854.52		 53.86(D)	   0.00		
-24.72   	-41.81   	 38.45   	 905.39		 53.86   	  10.17		
-25.63   	-39.37   	 42.08   	 935.91		 53.90   	  25.43		
-26.55   	-36.62   	 45.82   	 925.73		 54.00   	  40.69		
-26.25   	-34.18   	 49.52   	 890.13		 54.16   	  66.12		
-25.02   	-32.65   	 53.08   	 829.09		 54.43   	  91.56		
-23.80   	-30.52   	 56.40   	 752.79		 54.79   	 116.99		
