  I     	  II     	  LV     	  LV'		  FA     	  FA'		
 28.08   	-40.28   	 30.52   	-345.88		 58.17   	 -71.21		
 28.08   	-41.50   	 29.14   	-320.45		 57.88   	 -71.21		
 27.77   	-43.03   	 27.85   	-300.10		 57.60   	 -66.12		
 26.86   	-44.56   	 26.65   	-284.84		 57.33   	 -66.12		
 25.94   	-44.86   	 25.51   	-269.58		 57.07   	 -66.12		
 25.02   	-44.86   	 24.44   	-254.32		 56.81   	 -66.12		
 24.72   	-44.25   	 23.42   	-244.15		 56.54   	 -61.04		
 25.02   	-44.25   	 22.44   	-233.98		 56.30   	 -66.12		
 25.94   	-44.86   	 21.51   	-223.80		 56.03   	 -61.04		
 26.55   	-45.78   	 20.61   	-208.54		 55.79   	 -61.04		
 26.55   	-46.69   	 19.78   	-198.37		 55.54   	 -61.04		
 26.55   	-47.61   	 18.98   	-188.20		 55.30   	 -61.04		
 26.55   	-47.91   	 18.23   	-172.94		 55.06   	 -55.95		
 26.55   	-48.22   	 17.54   	-157.68		 54.83   	 -61.04		
 26.86   	-48.22   	 16.91   	-147.51		 54.59   	 -55.95		
 26.86   	-47.30   	 16.32   	-132.25		 54.36   	 -55.95		
 26.55   	-45.78   	 15.79   	-122.07		 54.14   	 -55.95		
 26.25   	-43.95   	 15.30   	-111.90		 53.92   	 -50.86		
 26.25   	-42.72   	 14.85   	-101.73		 53.71   	 -55.95		
 26.86   	-42.72   	 14.45   	 -96.64		 53.49   	 -50.86		
 27.47   	-43.03   	 14.06   	 -86.47		 53.29   	 -50.86		
 27.47   	-43.95   	 13.71   	 -86.47		 53.08   	 -55.95		
 26.86   	-44.25   	 13.37   	 -76.30		 52.86   	 -45.78		
 25.63   	-43.95   	 13.06   	 -71.21		 52.68   	 -50.86		
 24.41   	-43.03   	 12.78   	 -61.04		 52.47   	 -50.86		
 23.50   	-41.81   	 12.53   	 -61.04		 52.27   	 -50.86		
 23.19   	-41.20   	 12.29   	 -55.95		 52.06   	 -45.78		
 23.50   	-41.20   	 12.07   	 -45.78		 51.88   	 -50.86		
 23.19   	-41.81   	 11.88   	 -40.69		 51.68   	 -45.78		
 22.58   	-42.11   	 11.72   	 -40.69		 51.50   	 -45.78		
 21.97   	-41.50   	 11.56   	 -35.61		 51.31   	 -45.78		
 21.97   	-39.98   	 11.41   	 -30.52		 51.13   	 -45.78		
 23.19   	-37.54   	 11.29   	 -25.43		 50.95   	 -40.69		
 24.72   	-35.40   	 11.19   	 -25.43		 50.78   	 -45.78		
 26.25   	-33.87   	 11.09   	 -20.35		 50.60   	 -40.69		
 26.55   	-32.65   	 11.01   	 -15.26		 50.44   	 -45.78		
 25.94   	-31.74   	 10.95   	 -20.35		 50.25   	 -40.69		
 25.02   	-30.82   	 10.86   	 -10.17		 50.09   	 -40.69		
 24.11   	-29.60   	 10.82   	 -10.17		 49.93   	 -40.69		
 23.50   	-27.77   	 10.78   	  -5.09		 49.77   	 -40.69		
 23.19   	-25.94   	 10.76   	  -5.09		 49.60   	 -35.61		
 23.50   	-24.11   	 10.74   	   0.00		 49.46   	 -40.69		
 24.11   	-22.89   	 10.74   	  -5.09		 49.30   	 -35.61		
 25.33   	-22.28   	 10.72   	   5.09		 49.16   	 -40.69		
 26.55   	-21.36   	 10.74   	   0.00		 48.99   	 -35.61		
 27.47   	-20.14   	 10.74   	   0.00		 48.85   	 -40.69		
 27.16   	-19.23   	 10.74   	   0.00		 48.69   	 -35.61		
 26.25   	-18.62   	 10.74   	   5.09		 48.55   	 -35.61		
 25.02   	-18.31   	 10.76   	   0.00		 48.40   	 -40.69		
 25.02   	-18.01   	 10.76   	   0.00		 48.24   	 -35.61		
 25.94   	-17.09   	 10.76   	   0.00		 48.10   	 -35.61		
 27.16   	-16.17   	 10.76   	   5.09		 47.96   	 -35.61		
 27.77   	-14.95   	 10.78   	   0.00		 47.81   	 -40.69		
 27.77   	-14.04   	 10.78   	   5.09		 47.65   	 -35.61		
 27.16   	-12.82   	 10.80   	   5.09		 47.51   	 -35.61		
 26.86   	-11.60   	 10.82   	   5.09		 47.37   	 -35.61		
 27.47   	 -9.77   	 10.84   	  10.17		 47.22   	 -35.61		
 28.08   	 -7.32   	 10.89   	   5.09		 47.08   	 -35.61		
 28.69   	 -4.88   	 10.91   	  10.17		 46.94   	 -35.61		
 28.38   	 -3.05   	 10.95   	  10.17		 46.80   	 -30.52		
 27.77   	 -2.44   	 10.99   	   5.09		 46.67   	 -35.61		
 27.16   	 -3.36   	 11.01   	  15.26		 46.53   	 -35.61		
 26.25   	 -4.58   	 11.07   	  10.17		 46.39   	 -30.52		
 25.63   	 -5.19   	 11.11   	  10.17		 46.27   	 -30.52		
 24.41   	 -4.58   	 11.15   	  10.17		 46.14   	 -35.61		
 23.50   	 -1.53   	 11.19   	  10.17		 46.00   	 -30.52		
 23.50   	  4.88   	 11.23   	  10.17		 45.88   	 -30.52		
 24.41   	 16.48   	 11.27   	  10.17		 45.76   	 -30.52		
 26.25   	 35.10   	 11.31   	  10.17		 45.64   	 -30.52		
 28.69   	 61.04   	 11.35   	  10.17		 45.51   	 -30.52		
 30.52   	 90.33   	 11.39   	  10.17		 45.39   	 -35.61		
 30.82   	117.19   	 11.43   	   5.09		 45.25   	 -30.52		
 29.91   	137.33   	 11.45   	  10.17		 45.13   	 -30.52		
 28.38   	148.62   	 11.50   	  10.17		 45.00   	 -30.52		
 27.16   	152.89   	 11.54   	   5.09		 44.88   	 -30.52		
 26.55   	153.50   	 11.56   	   5.09		 44.76   	 -30.52		
 26.86   	150.76   	 11.58   	  10.17		 44.64   	 -30.52		
 26.86   	143.13   	 11.62   	   5.09		 44.52   	 -25.43		
 26.55   	129.09   	 11.64   	   5.09		 44.41   	 -30.52		
 25.94   	111.39   	 11.66   	  10.17		 44.29   	 -30.52		
 25.94   	 96.13   	 11.70   	   5.09		 44.17   	 -30.52		
 27.16   	 88.50   	 11.72   	  10.17		 44.05   	 -30.52		
 31.43   	 90.94   	 11.76   	   5.09		 43.93   	 -30.52		
 39.06   	 98.27   	 11.78   	   5.09		 43.80   	 -30.52		
 49.74   	102.54   	 11.80   	  10.17		 43.68   	 -25.43		
 61.65   	101.32   	 11.84   	   5.09		 43.58   	 -30.52		
 70.19   	 96.74   	 11.86   	   0.00		 43.46   	 -30.52		
 71.41   	 93.38   	 11.86   	   5.09		 43.34   	 -30.52		
 64.70   	 94.91   	 11.88   	   5.09		 43.21   	 -25.43		
 51.88   	 97.35   	 11.90   	   0.00		 43.11   	 -30.52		
 36.62   	 93.08   	 11.90   	   0.00		 42.99   	 -30.52		
 23.80   	 75.38   	 11.90   	   0.00		 42.87   	 -30.52		
 15.87   	 45.47   	 11.90   	   0.00		 42.75   	 -25.43		
 12.51   	 10.38   	 11.90   	  -5.09		 42.64   	 -30.52		
 12.82   	-21.36   	 11.88   	   5.09		 42.52   	 -30.52		
 14.04   	-43.33   	 11.90   	   0.00		 42.40   	 -30.52		
 15.26   	-54.32   	 11.90   	   0.00		 42.28   	 -30.52		
 15.56   	-58.29   	 11.90   	   0.00		 42.16   	 -35.61		
 15.56   	-58.90   	 11.90   	   5.09		 42.01   	 -30.52		
 15.26   	-59.51   	 11.92   	   5.09		 41.89   	 -30.52		
 14.65   	-60.42   	 11.94   	   5.09		 41.77   	 -30.52		
 13.43   	-60.73   	 11.96   	  10.17		 41.65   	 -30.52		
 12.21   	-59.81   	 12.00   	   5.09		 41.53   	 -30.52		
 11.60   	-58.29   	 12.02   	  15.26		 41.40   	 -30.52		
 11.29   	-57.07   	 12.09   	  10.17		 41.28   	 -30.52		
 11.29   	-55.85   	 12.13   	  15.26		 41.16   	 -30.52		
 11.60   	-53.71   	 12.19   	  15.26		 41.04   	 -30.52		
 11.60   	-49.13   	 12.25   	  20.35		 40.92   	 -30.52		
 12.82   	-42.72   	 12.33   	  20.35		 40.79   	 -30.52		
 17.40   	-35.40   	 12.41   	  25.43		 40.67   	 -30.52		
 28.38   	-25.63   	 12.51   	  25.43		 40.55   	 -30.52		
 48.22   	 -6.10   	 12.61   	  25.43		 40.43   	 -25.43		
 76.90   	 32.65   	 12.72   	  30.52		 40.33   	 -30.52		
111.39   	101.62   	 12.84   	  30.52		 40.20   	 -30.52		
148.32   	217.29   	 12.96   	  30.52		 40.08   	 -30.52		
187.68   	406.19   	 13.08   	  30.52		 39.96   	 -25.43		
233.46   	701.90   	 13.20   	  30.52		 39.86   	 -30.52		
288.09   	1123.66   	 13.33   	  35.61		 39.74   	 -30.52		
343.63   	1638.79   	 13.47   	  40.69		 39.61   	 -30.52		
381.77   	2143.86   	 13.63   	  40.69		 39.49   	 -30.52		
381.16   	2496.03   	 13.79   	  50.86		 39.37   	 -25.43		
334.78   	2574.16(R)	 14.00(E)	  55.95		 39.27   	 -30.52		
254.21   	2335.21   	 14.22   	  61.04		 39.15   	 -30.52		
162.66   	1834.41   	 14.47   	  81.38		 39.02   	 -30.52		
 82.09   	1201.17   	 14.79   	  86.47		 38.90   	 -25.43		
 21.97   	587.46   	 15.14   	 101.73		 38.80   	 -30.52		
-18.62   	116.27   	 15.54   	 116.99		 38.68   	 -25.43		
-43.03   	-151.67   	 16.01   	 132.25		 38.58   	 -25.43		
-52.49   	-232.85   	 16.54   	 147.51		 38.47   	 -30.52		
-47.91   	-204.16   	 17.13   	 167.85		 38.35   	 -25.43		
-33.57   	-154.72   	 17.80   	 188.20		 38.25   	 -25.43		
-17.09   	-138.85   	 18.56   	 218.72		 38.15   	 -30.52		
 -6.10   	-159.91   	 19.43   	 244.15		 38.03   	 -25.43		
 -3.97   	-191.35   	 20.41   	 284.84		 37.92   	 -25.43		
 -8.54   	-209.05   	 21.55   	 320.45		 37.82   	 -25.43		
-14.65   	-208.13   	 22.83   	 356.05		 37.72   	 -30.52		
-17.70   	-199.58   	 24.25   	 401.83		 37.60   	 -25.43		
-17.09   	-193.79   	 25.86   	 432.35		 37.50   	 -25.43		
-14.65   	-191.96   	 27.59   	 467.95		 37.40   	 -25.43		
-12.21   	-191.04   	 29.46   	 498.47		 37.29   	 -25.43		
-11.29   	-189.21   	 31.45   	 513.73		 37.19   	 -25.43		
-11.60   	-186.77   	 33.51   	 523.90		 37.09   	 -30.52		
-12.82   	-184.33   	 35.61   	 528.99		 36.97   	 -25.43		
-13.73   	-181.58   	 37.72   	 513.73		 36.87   	 -25.43		
-14.04   	-179.14   	 39.78   	 493.39		 36.76   	 -25.43		
-14.04   	-176.70   	 41.75   	 473.04		 36.66   	 -25.43		
-14.04   	-173.65   	 43.64   	 447.61		 36.56   	 -25.43		
-14.04   	-169.07   	 45.43   	 427.26		 36.46   	 -25.43		
-14.95   	-163.88   	 47.14   	 422.18		 36.36   	 -25.43		
-16.17   	-159.00   	 48.83   	 427.26		 36.26   	 -20.35		
-17.40   	-155.94   	 50.54   	 432.35		 36.17   	 -20.35		
-18.31   	-154.72   	 52.27   	 452.69		 36.09   	 -20.35		
-18.92   	-155.33   	 54.08   	 462.87		 36.01   	 -10.17		
-19.23   	-155.94   	 55.93   	 478.13		 35.97   	  -5.09		
-19.53   	-155.33   	 57.84   	 467.95		 35.95   	   5.09		
-19.53   	-153.20   	 59.71   	 462.87		 35.97   	  25.43		
-19.23   	-148.93   	 61.57   	 442.52		 36.07   	  40.69		
-18.31   	-144.04   	 63.34   	 422.18		 36.24   	  71.21		
-17.70   	-140.08   	 65.03   	 401.83		 36.52   	  96.64		
-17.70   	-137.63   	 66.63   	 381.48		 36.91   	 127.16		
-18.62   	-136.41   	 68.16   	 366.22		 37.42   	 157.68		
-19.84   	-134.58   	 69.62   	 361.14		 38.05   	 193.29		
-20.75   	-131.53   	 71.07   	 361.14		 38.82   	 223.80		
-20.75   	-128.48   	 72.51   	 366.22		 39.72   	 249.24		
-20.14   	-126.34   	 73.98   	 376.40		 40.71   	 269.58		
-20.14   	-125.12   	 75.48   	 396.74		 41.79   	 295.01		
-20.75   	-123.90   	 77.07   	 406.92		 42.97   	 315.36		
-22.28   	-121.77   	 78.70   	 422.18		 44.23   	 325.53		
-23.50   	-118.10   	 80.39   	 432.35		 45.53   	 335.71		
-24.72   	-115.36   	 82.12   	 437.43		 46.88   	 335.71		
-25.94   	-114.44   	 83.87   	 432.35		 48.22   	 340.79		
-27.16   	-114.14   	 85.59   	 432.35		 49.58   	 340.79		
-28.99   	-112.30   	 87.32   	 422.18		 50.95   	 330.62		
-30.52   	-108.03   	 89.01   	 412.00		 52.27   	 325.53		
-31.13   	-101.32   	 90.66   	 412.00		 53.57   	 310.27		
-31.13   	-95.83   	 92.31   	 406.92		 54.81   	 305.19		
-30.52   	-93.69   	 93.94   	 406.92		 56.03   	 284.84		
-29.60   	-95.21   	 95.56   	 406.92		 57.17   	 274.67		
-29.30   	-97.66   	 97.19   	 406.92		 58.27   	 259.41		
-29.91   	-98.88   	 98.82   	 406.92		 59.31   	 239.06		
-32.65   	-97.05   	100.45   	 401.83		 60.26   	 228.89		
-36.93   	-93.38   	102.05   	 396.74		 61.18   	 213.63		
-41.50   	-89.11   	103.64   	 386.57		 62.03   	 198.37		
-45.17   	-85.75   	105.19   	 381.48		 62.83   	 183.11		
-47.00   	-83.01   	106.71   	 361.14		 63.56   	 172.94		
-48.52   	-80.57   	108.16   	 350.97		 64.25   	 157.68		
-51.27   	-77.51   	109.56   	 340.79		 64.88   	 142.42		
-56.15   	-73.55   	110.93   	 325.53		 65.45   	 137.33		
-62.56   	-69.27   	112.23   	 315.36		 66.00   	 122.07		
-69.27   	-65.61   	113.49   	 300.10		 66.49   	 106.82		
-75.07   	-63.78   	114.69   	 284.84		 66.92   	  96.64		
-79.04   	-65.31   	115.83   	 264.50		 67.30   	  91.56		
-82.09   	-70.19   	116.89   	 249.24		 67.67   	  71.21		
-85.14   	-76.60   	117.88   	 223.80		 67.95   	  66.12		
-88.50   	-81.79   	118.78   	 198.37		 68.22   	  55.95		
-91.55   	-84.53   	119.57   	 178.03		 68.44   	  45.78		
-94.30   	-84.53   	120.28   	 152.59		 68.63   	  35.61		
-96.74   	-83.62   	120.89   	 122.07		 68.77   	  30.52		
-99.18   	-85.14   	121.38   	  96.64		 68.89   	  20.35		
-101.93   	-89.42   	121.77   	  76.30		 68.97   	  10.17		
-104.06   	-94.60   	122.07   	  50.86		 69.01   	   5.09		
-103.15   	-97.05   	122.28   	  20.35		 69.03(S)	  -5.09		
-98.88   	-96.13   	122.36(S)	 -10.17		 69.01   	 -10.17		
-92.47   	-93.99   	122.32   	 -45.78		 68.97   	 -15.26		
-85.75   	-94.60   	122.14   	 -86.47		 68.91   	 -20.35		
-80.57   	-99.49   	121.79   	-127.16		 68.83   	 -25.43		
-75.99   	-106.81   	121.28   	-178.03		 68.73   	 -30.52		
-69.27   	-112.92   	120.57   	-233.98		 68.61   	 -35.61		
-59.20   	-114.14   	119.63   	-284.84		 68.46   	 -40.69		
-46.08   	-109.25   	118.49   	-345.88		 68.30   	 -45.78		
-33.26   	-98.88   	117.11   	-396.74		 68.12   	 -45.78		
-22.58   	-85.45   	115.52   	-452.69		 67.93   	 -55.95		
-14.65   	-72.33   	113.71   	-503.56		 67.71   	 -55.95		
 -7.63   	-62.26   	111.70   	-549.34		 67.49   	 -55.95		
  0.00   	-56.15   	109.50   	-590.03		 67.26   	 -61.04		
  7.93   	-52.49   	107.14   	-625.63		 67.02   	 -66.12		
 15.56   	-48.52   	104.64   	-651.07		 66.75   	 -66.12		
 21.67   	-41.81   	102.03   	-671.41		 66.49   	 -66.12		
 25.94   	-32.96   	 99.35   	-681.58		 66.23   	 -71.21		
 28.38   	-24.41   	 96.62   	-681.58		 65.94   	 -71.21		
 29.91   	-18.31   	 93.90   	-671.41		 65.66   	 -76.30		
 30.52   	-14.34   	 91.21   	-656.15		 65.35   	 -71.21		
 30.21   	-11.90   	 88.59   	-635.81		 65.07   	 -76.30		
 30.21   	-10.38   	 86.04   	-610.37		 64.76   	 -76.30		
 29.91   	-10.07   	 83.60   	-590.03		 64.46   	 -76.30		
 30.21   	-10.68   	 81.24   	-559.51		 64.15   	 -76.30		
 30.82   	-10.99   	 79.00   	-544.25		 63.85   	 -76.30		
 32.35   	 -9.77   	 76.83   	-523.90		 63.54   	 -76.30		
 34.18   	 -6.10   	 74.73   	-513.73		 63.23   	 -76.30		
 35.71   	 -2.44   	 72.68   	-503.56		 62.93   	 -76.30		
 35.40   	 -1.22   	 70.66   	-508.65		 62.62   	 -76.30		
 33.57   	 -1.83   	 68.63   	-513.73		 62.32   	 -76.30		
 30.52   	 -3.05   	 66.57   	-518.82		 62.01   	 -76.30		
 27.16   	 -2.75   	 64.50   	-528.99		 61.71   	 -81.38		
 25.33   	 -0.31   	 62.38   	-539.16		 61.38   	 -76.30		
 24.41   	  0.92   	 60.22   	-549.34		 61.08   	 -76.30		
 23.80   	 -0.92   	 58.03   	-559.51		 60.77   	 -76.30		
 22.89   	 -6.10   	 55.79   	-569.68		 60.47   	 -76.30		
 20.75   	-11.29   	 53.51   	-569.68		 60.16   	 -81.38		
 18.92   	-12.21   	 51.23   	-569.68		 59.84   	 -81.38		
 18.01   	 -7.93   	 48.95   	-574.77		 59.51   	 -81.38		
 18.31   	 -0.92   	 46.65   	-564.60		 59.19   	 -81.38		
 20.14   	  3.36   	 44.39   	-559.51		 58.86   	 -81.38		
 21.67   	  2.44   	 42.16   	-554.42		 58.53   	 -81.38		
 21.97   	 -3.05   	 39.94   	-539.16		 58.21   	 -81.38		
 20.14   	-10.07   	 37.78   	-534.08		 57.88   	 -81.38		
 16.48   	-15.56   	 35.65   	-523.90		 57.56   	 -86.47		
 12.82   	-18.92   	 33.55   	-508.65		 57.21   	 -81.38		
 10.38   	-20.75   	 31.52   	-493.39		 56.89   	 -76.30		
  9.46   	-21.97   	 29.54   	-478.13		 56.58   	 -81.38		
  9.46   	-22.58   	 27.63   	-457.78		 56.26   	 -81.38		
  9.46   	-22.89   	 25.80   	-442.52		 55.93   	 -76.30		
  9.77   	-22.89   	 24.03   	-417.09		 55.63   	 -81.38		
 10.68   	-22.89   	 22.36   	-391.66		 55.30   	 -71.21		
 12.21   	-21.67   	 20.79   	-371.31		 55.02   	 -76.30		
 13.73   	-18.92   	 19.31   	-350.97		 54.71   	 -76.30		
 13.73   	-15.56   	 17.90   	-320.45		 54.40   	 -71.21		
 12.51   	-14.34   	 16.62   	-305.19		 54.12   	 -71.21		
 10.68   	-18.62   	 15.40   	-284.84		 53.83   	 -71.21		
  9.46   	-27.77   	 14.26   	-269.58		 53.55   	 -71.21		
  9.16   	-38.15   	 13.18   	-249.24		 53.27   	 -66.12		
  9.16   	-44.86   	 12.19   	-239.06		 53.00   	 -66.12		
  8.85   	-44.56   	 11.23   	-223.80		 52.74   	 -66.12		
  8.24   	-40.28   	 10.34   	-208.54		 52.47   	 -66.12		
  7.63   	-36.32   	  9.50   	-198.37		 52.21   	 -66.12		
  7.32   	-35.40   	  8.71   	-188.20		 51.94   	 -61.04		
  7.63   	-36.93   	  7.96   	-172.94		 51.70   	 -61.04		
  8.54   	-37.23   	  7.26   	-157.68		 51.45   	 -61.04		
  9.77   	-34.79   	  6.63   	-152.59		 51.21   	 -61.04		
 10.99   	-30.82   	  6.02   	-132.25		 50.97   	 -61.04		
 11.29   	-27.16   	  5.49   	-122.07		 50.72   	 -61.04		
 10.99   	-24.41   	  5.01   	-116.99		 50.48   	 -55.95		
  9.77   	-24.11   	  4.54   	 -96.64		 50.25   	 -61.04		
  8.85   	-26.55   	  4.15   	 -96.64		 50.01   	 -55.95		
  7.93   	-31.43   	  3.76   	 -81.38		 49.79   	 -55.95		
  7.32   	-37.54   	  3.44   	 -76.30		 49.56   	 -55.95		
  6.71   	-42.42   	  3.13   	 -71.21		 49.34   	 -55.95		
  6.41   	-43.33   	  2.85   	 -66.12		 49.11   	 -50.86		
  6.41   	-39.06   	  2.58   	 -61.04		 48.91   	 -55.95		
  7.02   	-31.43   	  2.34   	 -55.95		 48.69   	 -50.86		
  7.93   	-24.11   	  2.12   	 -50.86		 48.48   	 -50.86		
  8.24   	-20.14   	  1.91   	 -50.86		 48.28   	 -50.86		
  7.63   	-20.14   	  1.71   	 -40.69		 48.08   	 -50.86		
  7.02   	-23.19   	  1.55   	 -40.69		 47.87   	 -50.86		
  6.10   	-26.55   	  1.38   	 -30.52		 47.67   	 -50.86		
  6.10   	-26.55   	  1.26   	 -35.61		 47.47   	 -50.86		
  7.02   	-22.28   	  1.12   	 -25.43		 47.26   	 -45.78		
  8.24   	-16.78   	  1.02   	 -25.43		 47.08   	 -45.78		
  9.16   	-14.65   	  0.92   	 -20.35		 46.90   	 -45.78		
  9.16   	-17.70   	  0.83   	 -20.35		 46.71   	 -45.78		
  8.54   	-23.80   	  0.75   	 -15.26		 46.53   	 -45.78		
  7.63   	-28.38   	  0.69   	 -15.26		 46.35   	 -45.78		
  6.41   	-27.47   	  0.63   	 -15.26		 46.16   	 -45.78		
  6.10   	-20.75   	  0.57   	 -10.17		 45.98   	 -40.69		
  6.41   	-13.12   	  0.53   	 -15.26		 45.82   	 -45.78		
  7.63   	 -9.16   	  0.47   	  -5.09		 45.64   	 -40.69		
  8.54   	-10.07   	  0.45   	 -10.17		 45.47   	 -45.78		
  7.32   	-13.73   	  0.41   	 -10.17		 45.29   	 -40.69		
  4.88   	-16.78   	  0.37   	  -5.09		 45.13   	 -40.69		
  2.75   	-17.09   	  0.35   	  -5.09		 44.96   	 -40.69		
  2.75   	-15.26   	  0.33   	   0.00		 44.80   	 -40.69		
  5.49   	-13.12   	  0.33   	  -5.09		 44.64   	 -40.69		
  9.77   	-11.90   	  0.31(D)	   0.00		 44.48   	 -40.69		
 13.12   	-12.21   	  0.31   	   5.09		 44.31   	 -35.61		
 14.04   	-12.51   	  0.33   	   0.00		 44.17   	 -40.69		
 12.21   	-12.82   	  0.33   	   5.09		 44.01   	 -40.69		
  9.77   	-13.43   	  0.35   	   5.09		 43.85   	 -35.61		
  8.85   	-13.43   	  0.37   	   5.09		 43.70   	 -35.61		
 10.38   	-11.60   	  0.39   	   5.09		 43.56   	 -40.69		
 13.43   	 -7.32   	  0.41   	  10.17		 43.40   	 -35.61		
 15.26   	 -2.14   	  0.45   	   5.09		 43.26   	 -35.61		
 14.65   	  0.00   	  0.47   	  10.17		 43.11   	 -35.61		
 11.29   	 -4.27   	  0.51   	   5.09		 42.97   	 -30.52		
  8.54   	-12.51   	  0.53   	  10.17		 42.85   	 -35.61		
  8.24   	-18.62   	  0.57   	  10.17		 42.71   	 -35.61		
 10.68   	-14.95   	  0.61   	   5.09		 42.56   	 -35.61		
 14.65   	  0.31   	  0.63   	  10.17		 42.42   	 -30.52		
 17.40   	 23.19   	  0.67   	  10.17		 42.30   	 -35.61		
 18.01   	 46.08   	  0.71   	   5.09		 42.16   	 -35.61		
 17.40   	 63.17   	  0.73   	   5.09		 42.01   	 -30.52		
 16.17   	 74.77   	  0.75   	   5.09		 41.89   	 -35.61		
 14.65   	 85.14   	  0.77   	  10.17		 41.75   	 -30.52		
 12.51   	 98.88   	  0.81   	   5.09		 41.63   	 -30.52		
 10.68   	117.19   	  0.83   	   5.09		 41.51   	 -35.61		
  9.16   	134.89   	  0.85   	   5.09		 41.36   	 -30.52		
  9.16   	143.43   	  0.87   	   5.09		 41.24   	 -30.52		
  9.77   	135.19   	  0.90   	   5.09		 41.12   	 -30.52		
 10.38   	111.39   	  0.92   	   5.09		 41.00   	 -30.52		
  9.77   	 82.09   	  0.94   	  10.17		 40.87   	 -30.52		
  8.24   	 62.56   	  0.98   	  10.17		 40.75   	 -30.52		
  7.93   	 62.56   	  1.02   	  10.17		 40.63   	 -30.52		
 11.29   	 80.57   	  1.06   	  10.17		 40.51   	 -30.52		
 19.84   	105.29   	  1.10   	  10.17		 40.39   	 -30.52		
 32.04   	122.38   	  1.14   	  15.26		 40.26   	 -30.52		
 44.86   	125.43   	  1.20   	  10.17		 40.14   	 -30.52		
 54.02   	117.80   	  1.24   	  15.26		 40.02   	 -25.43		
 56.46   	107.42   	  1.30   	  10.17		 39.92   	 -30.52		
 50.66   	102.23   	  1.34   	  10.17		 39.80   	 -25.43		
 38.15   	101.93   	  1.38   	  15.26		 39.69   	 -25.43		
 22.28   	 98.57   	  1.44   	  10.17		 39.59   	 -30.52		
  7.32   	 82.09   	  1.49   	  15.26		 39.47   	 -25.43		
 -3.36   	 48.22   	  1.55   	  15.26		 39.37   	 -25.43		
 -8.85   	  3.05   	  1.61   	  15.26		 39.27   	 -25.43		
-10.38   	-39.06   	  1.67   	  15.26		 39.17   	 -25.43		
 -9.77   	-63.48   	  1.73   	  15.26		 39.06   	 -25.43		
 -8.24   	-66.83   	  1.79   	  15.26		 38.96   	 -25.43		
 -6.71   	-57.68   	  1.85   	  20.35		 38.86   	 -25.43		
 -5.49   	-50.05   	  1.93   	  20.35		 38.76   	 -25.43		
 -5.19   	-52.80   	  2.01   	  20.35		 38.66   	 -20.35		
 -5.80   	-63.78   	  2.10   	  25.43		 38.58   	 -25.43		
 -7.93   	-73.24   	  2.20   	  30.52		 38.47   	 -25.43		
-10.68   	-74.77   	  2.32   	  25.43		 38.37   	 -20.35		
-12.51   	-69.27   	  2.42   	  35.61		 38.29   	 -25.43		
-12.51   	-63.17   	  2.56   	  30.52		 38.19   	 -20.35		
-10.07   	-61.95   	  2.69   	  35.61		 38.11   	 -20.35		
 -6.71   	-65.31   	  2.83   	  40.69		 38.03   	 -20.35		
 -3.97   	-68.36   	  2.99   	  35.61		 37.94   	 -25.43		
