  I     	  II     	  LV     	  LV'		  PW     	  PW'		
 -5.49   	 28.99   	 13.33   	  -5.09		  9.87   	   5.09		
 -8.24   	 40.89   	 13.31   	   0.00		  9.89   	   5.09		
 -8.85   	 37.84   	 13.31   	  -5.09		  9.91   	   5.09		
 -7.63   	 20.75   	 13.29   	   0.00		  9.93   	  10.17		
 -3.97   	 -2.14   	 13.29   	   0.00		  9.97   	   5.09		
  0.00   	-21.06   	 13.29   	   0.00		  9.99   	  15.26		
  2.75   	-29.91   	 13.29   	   5.09		 10.05   	  15.26		
  3.36   	-28.99   	 13.31   	   0.00		 10.11   	  15.26		
  0.92   	-21.67   	 13.31   	   5.09		 10.17   	  20.35		
 -1.83   	-10.99   	 13.33   	   0.00		 10.25   	  25.43		
 -1.83   	  1.53   	 13.33   	   5.09		 10.36   	  20.35		
  2.44   	 12.82   	 13.35   	   5.09		 10.44   	  20.35		
  7.93   	 18.92   	 13.37   	  10.17		 10.52   	  20.35		
  9.16   	 18.31   	 13.41   	   5.09		 10.60   	  20.35		
  3.36   	 13.43   	 13.43   	  10.17		 10.68   	  15.26		
 -7.32   	 10.99   	 13.47   	   5.09		 10.74   	  15.26		
-16.48   	 18.92   	 13.49   	  10.17		 10.80   	  10.17		
-18.01   	 36.93   	 13.53   	  15.26		 10.84   	  15.26		
-11.90   	 58.59   	 13.59   	  10.17		 10.91   	  10.17		
 -1.83   	 74.16   	 13.63   	  10.17		 10.95   	  15.26		
  6.10   	 76.90   	 13.67   	  10.17		 11.01   	  10.17		
  8.24   	 67.14   	 13.71   	  10.17		 11.05   	  15.26		
  4.58   	 50.96   	 13.75   	  10.17		 11.11   	  15.26		
 -1.22   	 36.93   	 13.79   	  10.17		 11.17   	  15.26		
 -5.19   	 32.35   	 13.84   	  10.17		 11.23   	  15.26		
 -5.49   	 38.76   	 13.88   	   5.09		 11.29   	  15.26		
 -3.97   	 53.10   	 13.90   	  10.17		 11.35   	  15.26		
 -3.66   	 68.05   	 13.94   	  10.17		 11.41   	  10.17		
 -6.41   	 75.99   	 13.98   	  10.17		 11.45   	  15.26		
-10.07   	 72.94   	 14.02   	  10.17		 11.52   	  10.17		
-10.07   	 60.73   	 14.06   	  10.17		 11.56   	  10.17		
 -3.97   	 44.56   	 14.10   	   5.09		 11.60   	  10.17		
  5.19   	 30.21   	 14.12   	  10.17		 11.64   	  10.17		
 11.29   	 20.45   	 14.16   	   5.09		 11.68   	  10.17		
 10.38   	 17.09   	 14.18   	   5.09		 11.72   	  10.17		
  3.66   	 20.14   	 14.20   	   5.09		 11.76   	   5.09		
 -3.66   	 28.69   	 14.22   	   5.09		 11.78   	  10.17		
 -6.71   	 39.37   	 14.24   	   0.00		 11.82   	   5.09		
 -4.88   	 48.52   	 14.24   	   5.09		 11.84   	  10.17		
 -0.31   	 52.19   	 14.26   	   0.00		 11.88   	   5.09		
  2.14   	 48.52   	 14.26   	   0.00		 11.90   	   5.09		
  0.92   	 39.67   	 14.26   	   0.00		 11.92   	   0.00		
 -2.14   	 29.60   	 14.26   	   0.00		 11.92   	   5.09		
 -3.66   	 23.19   	 14.26   	   0.00		 11.94   	   0.00		
 -0.92   	 22.58   	 14.26   	   0.00		 11.94   	   5.09		
  6.10   	 25.02   	 14.26   	   0.00		 11.96   	   0.00		
 12.51   	 24.11   	 14.26   	   0.00		 11.96   	  -5.09		
 14.04   	 16.17   	 14.26   	  -5.09		 11.94   	   0.00		
 10.07   	  3.66   	 14.24   	   0.00		 11.94   	   0.00		
  4.88   	 -4.58   	 14.24   	  -5.09		 11.94   	   0.00		
  3.36   	  0.31   	 14.22   	   0.00		 11.94   	  -5.09		
  6.71   	 18.31   	 14.22   	  -5.09		 11.92   	   0.00		
 12.51   	 39.98   	 14.20   	   0.00		 11.92   	  -5.09		
 15.56   	 51.88   	 14.20   	   0.00		 11.90   	   0.00		
 13.43   	 47.91   	 14.20   	   0.00		 11.90   	   0.00		
  7.93   	 33.26   	 14.20   	   0.00		 11.90   	  -5.09		
  2.14   	 20.14   	 14.20   	   0.00		 11.88   	   0.00		
 -2.14   	 18.31   	 14.20   	   0.00		 11.88   	  -5.09		
 -4.88   	 28.38   	 14.20   	   0.00		 11.86   	  -5.09		
 -4.88   	 42.42   	 14.20   	   0.00		 11.84   	   0.00		
 -2.14   	 51.88   	 14.20   	   0.00		 11.84   	  -5.09		
  3.36   	 53.41   	 14.20   	   0.00		 11.82   	  -5.09		
 10.07   	 50.35   	 14.20   	  -5.09		 11.80   	  -5.09		
 14.34   	 48.22   	 14.18   	  -5.09		 11.78   	  -5.09		
 13.12   	 48.22   	 14.16   	   0.00		 11.76   	  -5.09		
  7.02   	 48.83   	 14.16   	  -5.09		 11.74   	  -5.09		
 -1.53   	 46.39   	 14.14   	   0.00		 11.72   	  -5.09		
 -9.16   	 39.98   	 14.14   	  -5.09		 11.70   	  -5.09		
-12.21   	 33.26   	 14.12   	   0.00		 11.68   	   0.00		
 -9.77   	 31.13   	 14.12   	   0.00		 11.68   	  -5.09		
 -2.14   	 36.93   	 14.12   	   0.00		 11.66   	   0.00		
  6.41   	 46.69   	 14.12   	   5.09		 11.66   	   5.09		
 10.99   	 54.32   	 14.14   	   0.00		 11.68   	   0.00		
 10.07   	 54.93   	 14.14   	   5.09		 11.68   	   5.09		
  4.58   	 48.22   	 14.16   	   0.00		 11.70   	   0.00		
 -0.61   	 40.28   	 14.16   	   5.09		 11.70   	   5.09		
 -1.53   	 38.45   	 14.18   	   5.09		 11.72   	   0.00		
  2.75   	 43.95   	 14.20   	   0.00		 11.72   	   5.09		
  8.54   	 51.27   	 14.20   	   5.09		 11.74   	   0.00		
 11.60   	 53.10   	 14.22   	   0.00		 11.74   	   5.09		
  9.77   	 45.17   	 14.22   	   5.09		 11.76   	   0.00		
  3.36   	 27.16   	 14.24   	   5.09		 11.76   	   5.09		
 -5.49   	 -1.22   	 14.26   	   5.09		 11.78   	   5.09		
-13.43   	-34.18   	 14.28   	   5.09		 11.80   	   5.09		
-16.17   	-53.71   	 14.30   	   5.09		 11.82   	   5.09		
-10.07   	-26.25   	 14.32   	   5.09		 11.84   	   5.09		
 11.60   	 88.20   	 14.34   	   5.09		 11.86   	  10.17		
 50.35   	309.14   	 14.36   	  10.17		 11.90   	  10.17		
 98.88   	613.71   	 14.40   	   5.09		 11.94   	  10.17		
137.63   	928.96   	 14.43   	  25.43		 11.98   	  30.52		
110.78   	1243.59(R)	 14.53(E)	  20.35		 12.11   	  15.26		
 43.95   	1157.84   	 14.61   	  20.35		 12.17   	  20.35		
-24.72   	942.08   	 14.69   	  25.43		 12.25   	  20.35		
-63.78   	668.34   	 14.79   	  35.61		 12.33   	  20.35		
-61.65   	406.80   	 14.93   	  45.78		 12.41   	  25.43		
-29.91   	201.72   	 15.12   	  50.86		 12.51   	  20.35		
  6.41   	 68.66   	 15.32   	  66.12		 12.59   	  20.35		
 26.25   	  0.31   	 15.58   	  76.30		 12.68   	  20.35		
 26.25   	-23.50   	 15.89   	  86.47		 12.76   	  15.26		
 16.48   	-25.94   	 16.24   	 106.82		 12.82   	  15.26		
  7.63   	-23.50   	 16.66   	 122.07		 12.88   	  15.26		
  3.66   	-24.41   	 17.15   	 147.51		 12.94   	  15.26		
  3.36   	-29.30   	 17.74   	 167.85		 13.00   	  20.35		
  2.75   	-34.79   	 18.41   	 198.37		 13.08   	  25.43		
  1.53   	-38.45   	 19.21   	 228.89		 13.18   	  20.35		
  1.83   	-39.06   	 20.12   	 269.58		 13.27   	  25.43		
  4.27   	-37.23   	 21.20   	 305.19		 13.37   	  15.26		
  7.93   	-33.26   	 22.42   	 340.79		 13.43   	  15.26		
 10.38   	-29.91   	 23.78   	 381.48		 13.49   	   5.09		
  9.77   	-30.52   	 25.31   	 417.09		 13.51   	   5.09		
  7.02   	-38.15   	 26.98   	 442.52		 13.53   	   5.09		
  3.36   	-51.27   	 28.75   	 467.95		 13.55   	   5.09		
 -0.31   	-64.09   	 30.62   	 483.21		 13.57   	  20.35		
 -2.44   	-70.50   	 32.55   	 493.39		 13.65   	  30.52		
 -2.75   	-68.97   	 34.53   	 493.39		 13.77   	  45.78		
 -0.92   	-62.26   	 36.50   	 498.47		 13.96   	  61.04		
  1.83   	-54.32   	 38.49   	 493.39		 14.20   	  71.21		
  4.27   	-48.83   	 40.47   	 498.47		 14.49   	  76.30		
  4.58   	-46.08   	 42.46   	 493.39		 14.79   	  81.38		
  2.44   	-46.08   	 44.44   	 493.39		 15.12   	  81.38		
 -0.31   	-45.47   	 46.41   	 493.39		 15.44   	  81.38		
 -0.31   	-42.11   	 48.38   	 488.30		 15.77   	  76.30		
  3.05   	-36.01   	 50.34   	 473.04		 16.07   	  71.21		
  8.24   	-28.38   	 52.23   	 452.69		 16.36   	  66.12		
 11.90   	-24.11   	 54.04   	 427.26		 16.62   	  71.21		
 10.68   	-27.77   	 55.75   	 386.57		 16.91   	  76.30		
  5.19   	-39.06   	 57.29   	 345.88		 17.21   	  76.30		
  0.00   	-52.19   	 58.68   	 305.19		 17.52   	  71.21		
 -2.44   	-60.73   	 59.90   	 264.50		 17.80   	  76.30		
 -2.14   	-61.04   	 60.96   	 228.89		 18.11   	  71.21		
 -1.22   	-54.63   	 61.87   	 203.46		 18.39   	  71.21		
 -1.83   	-48.22   	 62.69   	 178.03		 18.68   	  61.04		
 -3.97   	-46.39   	 63.40   	 152.59		 18.92   	  61.04		
 -5.19   	-49.44   	 64.01   	 142.42		 19.17   	  50.86		
 -3.05   	-54.02   	 64.58   	 122.07		 19.37   	  50.86		
  1.22   	-57.07   	 65.07   	 116.99		 19.57   	  50.86		
  5.19   	-58.29   	 65.53   	 101.73		 19.78   	  50.86		
  6.71   	-59.51   	 65.94   	  96.64		 19.98   	  45.78		
  5.80   	-61.65   	 66.33   	  86.47		 20.16   	  45.78		
  3.05   	-65.92   	 66.67   	  76.30		 20.35   	  50.86		
  0.00   	-71.11   	 66.98   	  76.30		 20.55   	  50.86		
 -0.61   	-74.16   	 67.28   	  66.12		 20.75   	  50.86		
  1.22   	-72.94   	 67.55   	  66.12		 20.96   	  55.95		
  5.19   	-68.05   	 67.81   	  55.95		 21.18   	  61.04		
  9.46   	-61.65   	 68.04   	  50.86		 21.42   	  66.12		
 11.29   	-57.68   	 68.24   	  40.69		 21.69   	  71.21		
  8.85   	-58.90   	 68.40   	  35.61		 21.97   	  76.30		
  3.66   	-64.39   	 68.55   	  25.43		 22.28   	  81.38		
 -0.31   	-71.11   	 68.65   	  20.35		 22.60   	  81.38		
 -1.22   	-75.07   	 68.73   	  15.26		 22.93   	  86.47		
  1.22   	-74.16   	 68.79   	   5.09		 23.28   	  86.47		
  4.88   	-69.89   	 68.81   	   5.09		 23.62   	  91.56		
  7.32   	-65.00   	 68.83   	   5.09		 23.99   	  91.56		
  9.16   	-60.42   	 68.85   	   5.09		 24.35   	  86.47		
 11.29   	-57.37   	 68.87   	   5.09		 24.70   	  91.56		
 13.43   	-55.85   	 68.89   	  15.26		 25.07   	  91.56		
 14.95   	-54.32   	 68.95   	  15.26		 25.43   	  91.56		
 14.04   	-52.49   	 69.01   	  15.26		 25.80   	  96.64		
 12.82   	-47.00   	 69.07   	  25.43		 26.19   	 101.73		
 13.73   	-36.93   	 69.18   	  20.35		 26.59   	 106.82		
 18.31   	-22.58   	 69.26   	  25.43		 27.02   	 106.82		
 25.63   	 -7.32   	 69.36   	  25.43		 27.45   	 116.99		
 31.74   	  6.41   	 69.46   	  25.43		 27.91   	 116.99		
 34.48   	 17.40   	 69.56   	  25.43		 28.38   	 116.99		
 33.57   	 28.38   	 69.66   	  25.43		 28.85   	 127.16		
 29.91   	 39.67   	 69.77   	  20.35		 29.36   	 122.07		
 24.11   	 50.66   	 69.85   	  15.26		 29.85   	 127.16		
 18.31   	 59.51   	 69.91   	  20.35		 30.36   	 122.07		
 14.34   	 65.31   	 69.99   	  15.26		 30.84   	 127.16		
 12.82   	 68.97   	 70.05   	  10.17		 31.35   	 122.07		
 13.12   	 72.63   	 70.09(S)	   0.00		 31.84   	 122.07		
 12.21   	 75.99   	 70.09   	  -5.09		 32.33   	 122.07		
  8.54   	 78.13   	 70.07   	 -15.26		 32.82   	 122.07		
  4.27   	 79.04   	 70.01   	 -35.61		 33.31   	 122.07		
  1.53   	 79.96   	 69.87   	 -45.78		 33.79   	 116.99		
  2.14   	 82.70   	 69.68   	 -61.04		 34.26   	 122.07		
  3.97   	 86.06   	 69.44   	 -81.38		 34.75   	 116.99		
  5.80   	 87.59   	 69.11   	 -96.64		 35.22   	 116.99		
  6.10   	 85.75   	 68.73   	-116.99		 35.69   	 116.99		
  5.80   	 82.09   	 68.26   	-142.42		 36.15   	 111.90		
  4.58   	 78.74   	 67.69   	-167.85		 36.60   	 116.99		
  2.75   	 77.51   	 67.02   	-203.46		 37.07   	 111.90		
 -0.61   	 78.43   	 66.21   	-239.06		 37.52   	 111.90		
 -3.97   	 79.96   	 65.25   	-284.84		 37.97   	 111.90		
 -5.80   	 80.57   	 64.11   	-320.45		 38.41   	 101.73		
 -5.49   	 80.57   	 62.83   	-356.05		 38.82   	  91.56		
 -4.58   	 80.26   	 61.40   	-386.57		 39.19   	  81.38		
 -3.66   	 81.18   	 59.86   	-401.83		 39.51   	  76.30		
 -3.36   	 83.92   	 58.25   	-412.00		 39.82   	  61.04		
 -3.97   	 86.98   	 56.60   	-417.09		 40.06   	  50.86		
 -4.27   	 88.81   	 54.93   	-417.09		 40.26   	  35.61		
 -3.05   	 87.28   	 53.27   	-417.09		 40.41   	  35.61		
 -1.53   	 83.62   	 51.60   	-406.92		 40.55   	  25.43		
  0.00   	 79.96   	 49.97   	-401.83		 40.65   	  25.43		
  0.31   	 78.43   	 48.36   	-396.74		 40.75   	  35.61		
 -0.31   	 79.04   	 46.77   	-391.66		 40.90   	  50.86		
 -0.61   	 79.35   	 45.21   	-386.57		 41.10   	  71.21		
  0.00   	 76.60   	 43.66   	-381.48		 41.38   	  81.38		
  2.44   	 71.72   	 42.14   	-381.48		 41.71   	  96.64		
  4.88   	 66.53   	 40.61   	-371.31		 42.10   	  91.56		
  4.88   	 64.39   	 39.12   	-376.40		 42.46   	  81.38		
  3.36   	 66.83   	 37.62   	-376.40		 42.79   	  71.21		
  1.53   	 72.63   	 36.11   	-376.40		 43.07   	  40.69		
  1.22   	 78.43   	 34.61   	-371.31		 43.23   	  20.35		
  2.75   	 82.40   	 33.12   	-371.31		 43.32(V)	  -5.09		
  5.80   	 83.01   	 31.64   	-366.22		 43.30   	 -30.52		
  7.93   	 80.87   	 30.17   	-345.88		 43.17   	 -55.95		
  7.32   	 76.60   	 28.79   	-325.53		 42.95   	 -66.12		
  4.58   	 72.02   	 27.49   	-305.19		 42.69   	 -86.47		
  1.53   	 68.97   	 26.27   	-274.67		 42.34   	 -91.56		
  0.92   	 67.75   	 25.17   	-244.15		 41.97   	-106.82		
  3.97   	 68.66   	 24.19   	-223.80		 41.55   	-111.90		
  8.24   	 70.50   	 23.30   	-193.29		 41.10   	-111.90		
 10.68   	 71.11   	 22.52   	-183.11		 40.65   	-111.90		
 10.68   	 70.50   	 21.79   	-167.85		 40.20   	-116.99		
 10.07   	 70.50   	 21.12   	-157.68		 39.74   	-111.90		
 12.51   	 72.63   	 20.49   	-157.68		 39.29   	-111.90		
 17.40   	 75.99   	 19.86   	-142.42		 38.84   	-111.90		
 20.75   	 79.35   	 19.29   	-142.42		 38.39   	-111.90		
 18.92   	 80.26   	 18.72   	-132.25		 37.94   	-106.82		
 12.51   	 79.65   	 18.19   	-116.99		 37.52   	-116.99		
  6.10   	 79.35   	 17.72   	-101.73		 37.05   	-122.07		
  3.97   	 80.57   	 17.31   	 -86.47		 36.56   	-132.25		
  6.41   	 82.09   	 16.97   	 -71.21		 36.03   	-137.33		
 10.07   	 82.09   	 16.68   	 -55.95		 35.48   	-137.33		
 10.99   	 78.43   	 16.46   	 -45.78		 34.93   	-137.33		
  8.85   	 73.55   	 16.28   	 -30.52		 34.38   	-122.07		
  6.41   	 71.41   	 16.15   	 -25.43		 33.90   	-106.82		
  6.10   	 73.85   	 16.05   	 -15.26		 33.47   	 -81.38		
  7.93   	 78.74   	 15.99   	 -15.26		 33.14   	 -61.04		
  9.77   	 81.79   	 15.93   	  -5.09		 32.90   	 -45.78		
 10.38   	 80.26   	 15.91(D)	   0.00		 32.72   	 -35.61		
  9.16   	 74.77   	 15.91   	  10.17		 32.57   	 -35.61		
  7.63   	 69.27   	 15.95   	  25.43		 32.43   	 -35.61		
  7.93   	 66.83   	 16.05   	  35.61		 32.29   	 -55.95		
  9.77   	 67.44   	 16.20   	  55.95		 32.06   	 -66.12		
 12.51   	 68.05   	 16.42   	  71.21		 31.80   	 -76.30		
 14.65   	 66.53   	 16.70   	  91.56		 31.50   	 -86.47		
 14.95   	 61.34   	 17.07   	 106.82		 31.15   	 -96.64		
 12.51   	 54.02   	 17.50   	 116.99		 30.76   	 -91.56		
  8.54   	 45.78   	 17.97   	 132.25		 30.40   	 -86.47		
  4.58   	 38.45   	 18.49   	 132.25		 30.05   	 -81.38		
  1.22   	 32.35   	 19.02   	 127.16		 29.73   	 -66.12		
 -0.92   	 28.08   	 19.53   	 122.07		 29.46   	 -61.04		
 -1.53   	 26.55   	 20.02   	 116.99		 29.22   	 -50.86		
  0.00   	 27.16   	 20.49   	 101.73		 29.01   	 -40.69		
  3.05   	 29.60   	 20.90   	  86.47		 28.85   	 -40.69		
  6.41   	 31.74   	 21.24   	  76.30		 28.69   	 -40.69		
  8.85   	 32.35   	 21.55   	  66.12		 28.52   	 -45.78		
  8.54   	 30.82   	 21.81   	  55.95		 28.34   	 -45.78		
  6.71   	 29.30   	 22.03   	  45.78		 28.16   	 -45.78		
  6.41   	 31.43   	 22.22   	  40.69		 27.98   	 -50.86		
  8.85   	 38.45   	 22.38   	  35.61		 27.77   	 -55.95		
 13.12   	 48.83   	 22.52   	  30.52		 27.55   	 -55.95		
 17.09   	 57.98   	 22.64   	  30.52		 27.32   	 -50.86		
 18.01   	 61.95   	 22.77   	  25.43		 27.12   	 -50.86		
 15.56   	 60.42   	 22.87   	  25.43		 26.92   	 -45.78		
 11.90   	 57.07   	 22.97   	  25.43		 26.73   	 -45.78		
  9.16   	 57.07   	 23.07   	  25.43		 26.55   	 -40.69		
  8.24   	 62.56   	 23.17   	  25.43		 26.39   	 -35.61		
  9.46   	 71.41   	 23.28   	  25.43		 26.25   	 -35.61		
 11.60   	 81.18   	 23.38   	  30.52		 26.10   	 -30.52		
 13.12   	 88.20   	 23.50   	  25.43		 25.98   	 -25.43		
 11.90   	 90.33   	 23.60   	  30.52		 25.88   	 -25.43		
  9.16   	 87.89   	 23.72   	  30.52		 25.78   	 -25.43		
  5.49   	 82.40   	 23.85   	  20.35		 25.68   	 -15.26		
  4.27   	 76.29   	 23.93   	  25.43		 25.62   	 -15.26		
  6.71   	 72.94   	 24.03   	  15.26		 25.55   	 -15.26		
 11.29   	 73.55   	 24.09   	  10.17		 25.49   	 -10.17		
 14.34   	 75.99   	 24.13   	  10.17		 25.45   	 -10.17		
 12.51   	 77.51   	 24.17   	   5.09		 25.41   	  -5.09		
  7.02   	 76.90   	 24.19   	   5.09		 25.39   	  -5.09		
  1.22   	 75.07   	 24.21   	   5.09		 25.37   	  -5.09		
 -1.22   	 74.77   	 24.23   	   0.00		 25.35   	  -5.09		
 -0.31   	 75.07   	 24.23   	   5.09		 25.33   	  -5.09		
  1.83   	 74.77   	 24.25   	   0.00		 25.31   	  -5.09		
  3.05   	 71.41   	 24.25   	   5.09		 25.29   	  -5.09		
  2.14   	 65.00   	 24.27   	   0.00		 25.27   	   0.00		
  1.53   	 57.98   	 24.27   	   5.09		 25.27   	   0.00		
  3.05   	 53.41   	 24.29   	   0.00		 25.27   	   0.00		
  6.71   	 52.19   	 24.29   	   0.00		 25.27   	   5.09		
 10.68   	 53.10   	 24.29   	   0.00		 25.29   	   5.09		
 11.90   	 54.32   	 24.29   	   0.00		 25.31   	   0.00		
  9.16   	 53.71   	 24.29   	   5.09		 25.31   	   5.09		
  3.05   	 50.05   	 24.31   	   0.00		 25.33   	   5.09		
 -3.36   	 44.86   	 24.31   	   0.00		 25.35   	   0.00		
 -4.88   	 40.59   	 24.31   	   5.09		 25.35   	   5.09		
 -0.92   	 40.89   	 24.33   	   5.09		 25.37   	   5.09		
  6.71   	 44.86   	 24.35   	   5.09		 25.39   	   5.09		
 11.60   	 50.35   	 24.37   	  10.17		 25.41   	   5.09		
 11.60   	 54.32   	 24.41   	   5.09		 25.43   	   5.09		
  9.77   	 57.07   	 24.44   	  10.17		 25.45   	   5.09		
 11.29   	 60.42   	 24.48   	  10.17		 25.47   	   5.09		
 18.31   	 65.00   	 24.52   	  10.17		 25.49   	   5.09		
 27.16   	 67.75   	 24.56   	  10.17		 25.51   	   0.00		
 29.60   	 64.70   	 24.60   	  10.17		 25.51   	   0.00		
 24.41   	 57.07   	 24.64   	  10.17		 25.51   	   5.09		
 15.87   	 50.35   	 24.68   	  10.17		 25.53   	  -5.09		
 10.99   	 49.74   	 24.72   	  10.17		 25.51   	   0.00		
 12.21   	 56.46   	 24.76   	  10.17		 25.51   	  -5.09		
 15.56   	 65.92   	 24.80   	   5.09		 25.49   	 -10.17		
 18.01   	 72.33   	 24.82   	   5.09		 25.45   	  -5.09		
 17.09   	 72.02   	 24.84   	  10.17		 25.43   	 -10.17		
 14.65   	 66.53   	 24.88   	   5.09		 25.39   	 -10.17		
 14.04   	 60.42   	 24.90   	   5.09		 25.35   	 -10.17		
 14.65   	 57.37   	 24.92   	   5.09		 25.31   	  -5.09		
 14.34   	 59.81   	 24.94   	   5.09		 25.29   	  -5.09		
 12.82   	 67.14   	 24.96   	   5.09		 25.27   	  -5.09		
 11.29   	 76.29   	 24.98   	  10.17		 25.25   	   0.00		
 10.68   	 83.62   	 25.03   	   5.09		 25.25   	   0.00		
 11.29   	 87.59   	 25.05   	   5.09		 25.25   	   5.09		
 11.90   	 88.20   	 25.07   	   5.09		 25.27   	   5.09		
 10.38   	 86.06   	 25.09   	  10.17		 25.29   	  10.17		
  5.80   	 81.18   	 25.13   	   5.09		 25.33   	   5.09		
  0.92   	 74.77   	 25.15   	  10.17		 25.35   	  10.17		
 -0.31   	 68.36   	 25.19   	  10.17		 25.39   	  10.17		
  3.66   	 64.70   	 25.23   	  10.17		 25.43   	   5.09		
 10.38   	 64.39   	 25.27   	  10.17		 25.45   	   5.09		
 15.26   	 65.92   	 25.31   	  10.17		 25.47   	   5.09		
 15.87   	 67.75   	 25.35   	  10.17		 25.49   	   5.09		
 13.12   	 69.27   	 25.39   	  10.17		 25.51   	   5.09		
 11.90   	 71.41   	 25.43   	  10.17		 25.53   	   0.00		
 14.95   	 74.77   	 25.47   	  15.26		 25.53   	   0.00		
 21.06   	 78.13   	 25.53   	  10.17		 25.53   	   0.00		
 24.72   	 78.43   	 25.57   	  15.26		 25.53   	   5.09		
 22.89   	 75.07   	 25.64   	  10.17		 25.55   	   0.00		
 16.17   	 70.19   	 25.68   	  15.26		 25.55   	   5.09		
 10.07   	 68.05   	 25.74   	  15.26		 25.57   	   5.09		
  9.46   	 71.41   	 25.80   	  10.17		 25.60   	   5.09		
 14.65   	 78.74   	 25.84   	  15.26		 25.62   	  10.17		
 22.28   	 86.06   	 25.90   	  15.26		 25.66   	   5.09		
 27.16   	 90.33   	 25.96   	  15.26		 25.68   	  10.17		
 27.16   	 89.72   	 26.02   	  10.17		 25.72   	   5.09		
 23.50   	 86.98   	 26.06   	  10.17		 25.74   	   5.09		
 19.53   	 84.84   	 26.10   	  10.17		 25.76   	   0.00		
 17.40   	 83.62   	 26.14   	   5.09		 25.76   	   5.09		
 17.70   	 82.09   	 26.16   	   5.09		 25.78   	   0.00		
 20.14   	 79.65   	 26.19   	   5.09		 25.78   	  -5.09		
 22.89   	 76.60   	 26.21   	   0.00		 25.76   	   0.00		
 24.72   	 74.46   	 26.21   	   0.00		 25.76   	   0.00		
 24.72   	 74.16   	 26.21   	   0.00		 25.76   	  -5.09		
