  I     	  II     	  LV     	  LV'		
-67.14   	 85.14   	114.42   	 183.11		
-70.19   	 85.75   	115.16   	 167.85		
-72.63   	 86.06   	115.83   	 152.59		
-73.85   	 88.20   	116.44   	 147.51		
-73.55   	 93.38   	117.03   	 142.42		
-72.02   	101.62   	117.60   	 137.33		
-69.58   	112.30   	118.15   	 137.33		
-65.92   	124.21   	118.70   	 127.16		
-60.42   	135.80   	119.21   	 116.99		
-51.88   	145.87   	119.67   	 111.90		
-40.89   	153.81   	120.12   	  96.64		
-28.38   	157.47   	120.51   	  86.47		
-15.56   	155.94   	120.85   	  71.21		
 -3.97   	148.32   	121.14   	  61.04		
  5.80   	136.41   	121.38   	  50.86		
 13.73   	122.38   	121.59   	  40.69		
 18.92   	108.64   	121.75   	  35.61		
 21.36   	 95.52   	121.89   	  25.43		
 21.97   	 83.31   	121.99   	  15.26		
 21.36   	 71.72   	122.05(S)	   0.00		
 20.75   	 60.42   	122.05   	  -5.09		
 20.75   	 50.66   	122.03   	 -25.43		
 20.75   	 41.81   	121.93   	 -45.78		
 19.53   	 32.65   	121.75   	 -66.12		
 16.17   	 22.58   	121.48   	 -91.56		
 11.60   	 11.60   	121.12   	-122.07		
  6.71   	  0.31   	120.63   	-157.68		
  2.75   	 -9.77   	120.00   	-198.37		
 -0.92   	-18.62   	119.21   	-249.24		
 -4.27   	-26.25   	118.21   	-295.01		
 -8.24   	-33.26   	117.03   	-345.88		
-11.60   	-38.76   	115.65   	-396.74		
-13.73   	-42.42   	114.06   	-442.52		
-14.65   	-43.95   	112.29   	-498.47		
-14.95   	-43.95   	110.29   	-549.34		
-16.48   	-44.25   	108.10   	-600.20		
-19.53   	-46.39   	105.70   	-656.15		
-23.50   	-49.44   	103.07   	-717.19		
-26.55   	-52.19   	100.20   	-773.14		
-27.47   	-54.02   	 97.11   	-818.92		
-26.86   	-55.24   	 93.83   	-864.70		
-26.25   	-56.76   	 90.38   	-900.30		
-26.86   	-59.81   	 86.77   	-920.65		
-28.38   	-63.48   	 83.09   	-935.91		
-29.91   	-67.14   	 79.35   	-935.91		
-29.91   	-69.27   	 75.60   	-930.82		
-28.99   	-70.80   	 71.88   	-920.65		
-27.16   	-71.72   	 68.20   	-895.22		
-25.94   	-72.02   	 64.62   	-874.87		
-25.94   	-71.41   	 61.12   	-844.35		
-26.25   	-68.66   	 57.74   	-818.92		
-26.25   	-64.09   	 54.47   	-793.49		
-25.33   	-57.68   	 51.29   	-762.97		
-23.80   	-52.19   	 48.24   	-732.45		
-22.89   	-49.13   	 45.31   	-712.10		
-22.58   	-50.35   	 42.46   	-681.58		
-22.89   	-53.10   	 39.74   	-651.07		
-23.50   	-54.63   	 37.13   	-625.63		
-23.19   	-51.57   	 34.63   	-595.11		
-22.28   	-43.95   	 32.25   	-564.60		
-21.36   	-35.10   	 29.99   	-534.08		
-20.75   	-28.99   	 27.85   	-503.56		
-20.45   	-27.77   	 25.84   	-473.04		
-20.14   	-30.82   	 23.95   	-437.43		
-20.14   	-35.10   	 22.20   	-401.83		
-20.75   	-38.15   	 20.59   	-361.14		
-21.97   	-38.15   	 19.15   	-315.36		
-23.80   	-35.10   	 17.88   	-269.58		
-24.72   	-30.52   	 16.81   	-223.80		
-24.41   	-26.25   	 15.91   	-183.11		
-22.28   	-24.41   	 15.18   	-142.42		
-19.84   	-25.63   	 14.61   	-122.07		
-18.62   	-29.30   	 14.12   	 -96.64		
-19.53   	-34.18   	 13.73   	 -86.47		
-22.58   	-38.76   	 13.39   	 -81.38		
-26.25   	-41.20   	 13.06   	 -71.21		
-28.99   	-40.59   	 12.78   	 -71.21		
-30.52   	-37.84   	 12.49   	 -66.12		
-31.43   	-34.48   	 12.23   	 -50.86		
-32.04   	-31.43   	 12.02   	 -40.69		
-32.65   	-28.99   	 11.86   	 -30.52		
-32.65   	-26.25   	 11.74   	 -10.17		
-31.74   	-22.28   	 11.70(D)	   0.00		
-29.91   	-17.40   	 11.70   	  15.26		
-28.08   	-12.82   	 11.76   	  20.35		
-27.77   	-10.38   	 11.84   	  30.52		
-29.60   	-11.60   	 11.96   	  35.61		
-33.26   	-17.09   	 12.11   	  40.69		
-36.32   	-25.63   	 12.27   	  45.78		
-37.84   	-34.79   	 12.45   	  45.78		
-37.54   	-40.28   	 12.63   	  45.78		
-36.62   	-40.28   	 12.82   	  45.78		
-36.62   	-34.18   	 13.00   	  45.78		
-37.84   	-24.41   	 13.18   	  35.61		
-39.06   	-14.95   	 13.33   	  30.52		
-38.45   	 -8.24   	 13.45   	  20.35		
-36.01   	 -5.19   	 13.53   	  15.26		
-32.35   	 -5.19   	 13.59   	   5.09		
-29.60   	 -6.41   	 13.61   	  -5.09		
-28.08   	 -8.85   	 13.59   	  -5.09		
-28.08   	-11.90   	 13.57   	 -15.26		
-28.99   	-16.17   	 13.51   	 -15.26		
-30.52   	-21.36   	 13.45   	 -20.35		
-32.65   	-26.25   	 13.37   	 -25.43		
-34.79   	-28.08   	 13.27   	 -20.35		
-35.71   	-25.63   	 13.18   	 -25.43		
-35.40   	-18.92   	 13.08   	 -25.43		
-34.18   	-10.68   	 12.98   	 -20.35		
-32.96   	 -4.58   	 12.90   	 -20.35		
-32.35   	 -2.44   	 12.82   	 -15.26		
-33.26   	 -3.66   	 12.76   	 -15.26		
-34.79   	 -6.41   	 12.70   	 -10.17		
-37.23   	 -7.93   	 12.66   	  -5.09		
-40.89   	 -6.10   	 12.63   	  -5.09		
-43.33   	  0.61   	 12.61   	  -5.09		
-39.37   	 15.87   	 12.59   	  -5.09		
-21.97   	 41.81   	 12.57   	  -5.09		
 15.56   	 81.18   	 12.55   	 -10.17		
 76.60   	134.89   	 12.51   	 -10.17		
162.05   	206.60   	 12.47   	 -15.26		
272.22   	300.60   	 12.41   	 -15.26		
406.80   	412.60   	 12.35   	 -15.26		
563.66   	517.58   	 12.29   	 -10.17		
720.83   	562.44   	 12.25   	 -10.17		
826.42(R)	486.15   	 12.21   	 -10.17		
817.57   	270.69   	 12.17(E)	   0.00		
663.15   	-28.08   	 12.17   	   5.09		
393.98   	-298.46   	 12.19   	  20.35		
 99.79   	-430.60   	 12.27   	  25.43		
-121.46   	-387.88   	 12.37   	  45.78		
-227.66   	-232.54   	 12.55   	  55.95		
-251.77   	-79.35   	 12.78   	  76.30		
-261.54   	-19.53   	 13.08   	  86.47		
-299.68   	-74.16   	 13.43   	 106.82		
-360.41   	-194.70   	 13.86   	 116.99		
-406.19   	-305.18   	 14.32   	 132.25		
-404.36   	-346.98   	 14.85   	 147.51		
-353.39   	-306.70   	 15.44   	 167.85		
-275.88   	-212.40   	 16.11   	 188.20		
-200.50   	-109.86   	 16.87   	 228.89		
-143.74   	-36.01   	 17.78   	 269.58		
-108.95   	 -3.97   	 18.86   	 325.53		
-90.94   	 -2.75   	 20.16   	 391.66		
-82.09   	-11.60   	 21.73   	 462.87		
-77.21   	-15.87   	 23.58   	 539.16		
-74.16   	-12.82   	 25.74   	 600.20		
-72.63   	 -6.10   	 28.14   	 671.41		
-72.94   	 -1.22   	 30.82   	 717.19		
-72.94   	  0.31   	 33.69   	 762.97		
-72.33   	 -1.83   	 36.74   	 798.57		
-70.80   	 -5.80   	 39.94   	 829.09		
-69.58   	 -9.77   	 43.26   	 854.52		
-69.27   	-10.99   	 46.67   	 874.87		
-69.89   	 -9.46   	 50.17   	 895.22		
-71.11   	 -6.10   	 53.75   	 910.47		
-72.63   	 -2.75   	 57.40   	 930.82		
-74.16   	 -2.14   	 61.12   	 930.82		
-76.29   	 -4.88   	 64.84   	 935.91		
-79.04   	-10.38   	 68.59   	 930.82		
-81.79   	-17.09   	 72.31   	 920.65		
-83.62   	-23.19   	 75.99   	 890.13		
-83.31   	-27.77   	 79.55   	 864.70		
-81.79   	-29.91   	 83.01   	 824.00		
-80.87   	-30.21   	 86.31   	 778.23		
-81.79   	-28.69   	 89.42   	 727.36		
-84.23   	-25.63   	 92.33   	 681.58		
-86.36   	-20.14   	 95.06   	 625.63		
-86.67   	-11.60   	 97.56   	 574.77		
-85.14   	  0.31   	 99.86   	 523.90		
-82.70   	 13.12   	101.95   	 478.13		
-80.57   	 23.50   	103.87   	 432.35		
-78.74   	 26.86   	105.59   	 396.74		
-78.13   	 22.58   	107.18   	 350.97		
-78.74   	 14.04   	108.59   	 325.53		
-82.09   	  5.19   	109.89   	 289.93		
-87.89   	 -1.83   	111.05   	 269.58		
-94.91   	 -8.54   	112.13   	 249.24		
-101.32   	-16.17   	113.12   	 233.98		
-104.98   	-22.28   	114.06   	 233.98		
-105.90   	-19.23   	114.99   	 228.89		
-105.90   	 -1.22   	115.91   	 223.80		
-106.81   	 28.69   	116.81   	 218.72		
-108.64   	 60.12   	117.68   	 213.63		
-110.17   	 80.57   	118.53   	 203.46		
-109.86   	 83.31   	119.35   	 183.11		
-107.42   	 72.63   	120.08   	 162.77		
-103.15   	 60.12   	120.73   	 147.51		
-98.57   	 55.85   	121.32   	 132.25		
-94.60   	 64.09   	121.85   	 122.07		
-90.03   	 80.87   	122.34   	 116.99		
-84.53   	 98.57   	122.81   	 111.90		
-77.21   	111.39   	123.25   	 116.99		
-67.75   	119.32   	123.72   	 106.82		
-56.15   	125.73   	124.15   	 101.73		
-43.64   	134.28   	124.56   	  81.38		
-31.43   	144.04   	124.88   	  71.21		
-21.67   	148.93   	125.17   	  50.86		
-14.04   	141.91   	125.37   	  30.52		
 -7.93   	122.99   	125.49   	  15.26		
 -1.53   	 98.57   	125.55   	   5.09		
  5.19   	 78.74   	125.57(S)	  -5.09		
 10.68   	 70.19   	125.55   	 -15.26		
 13.73   	 69.89   	125.49   	 -25.43		
 13.73   	 68.66   	125.39   	 -35.61		
 12.21   	 57.98   	125.25   	 -55.95		
  9.46   	 35.10   	125.02   	 -76.30		
  5.80   	  4.58   	124.72   	-101.73		
  0.31   	-25.33   	124.31   	-132.25		
 -6.41   	-47.91   	123.78   	-167.85		
-12.82   	-60.12   	123.11   	-213.63		
-17.40   	-61.95   	122.26   	-259.41		
-19.84   	-53.71   	121.22   	-315.36		
-21.97   	-36.93   	119.96   	-366.22		
-25.02   	-16.78   	118.49   	-417.09		
-28.69   	 -2.44   	116.83   	-462.87		
-31.43   	 -5.19   	114.97   	-508.65		
-32.65   	-30.82   	112.94   	-554.42		
-33.87   	-74.46   	110.72   	-605.29		
-36.01   	-120.54   	108.30   	-666.32		
-39.67   	-151.37   	105.64   	-722.28		
-43.64   	-158.08   	102.75   	-793.49		
-46.39   	-142.21   	 99.57   	-859.61		
-46.69   	-114.14   	 96.13   	-915.56		
-45.78   	-84.23   	 92.47   	-966.43		
-45.47   	-60.42   	 88.61   	-1007.12		
-46.08   	-47.00   	 84.58   	-1022.38		
-47.00   	-45.47   	 80.49   	-1032.55		
-47.30   	-54.93   	 76.36   	-1037.64		
-45.78   	-71.41   	 72.21   	-1022.38		
-42.72   	-87.59   	 68.12   	-1012.20		
-37.84   	-95.83   	 64.07   	-991.86		
-31.74   	-93.99   	 60.10   	-971.51		
-25.94   	-84.84   	 56.22   	-951.17		
-22.89   	-75.07   	 52.41   	-925.73		
-23.80   	-70.19   	 48.71   	-890.13		
-28.08   	-70.50   	 45.15   	-864.70		
-32.65   	-72.02   	 41.69   	-824.00		
-33.26   	-71.41   	 38.39   	-778.23		
-28.99   	-69.27   	 35.28   	-742.62		
-22.58   	-67.75   	 32.31   	-691.76		
-17.70   	-68.66   	 29.54   	-651.07		
-16.48   	-69.58   	 26.94   	-610.37		
-18.31   	-66.53   	 24.50   	-569.68		
-21.67   	-59.81   	 22.22   	-528.99		
-24.41   	-54.02   	 20.10   	-503.56		
-26.25   	-54.32   	 18.09   	-467.95		
-25.33   	-61.95   	 16.22   	-427.26		
-21.97   	-72.33   	 14.51   	-386.57		
-18.01   	-78.43   	 12.96   	-345.88		
-15.56   	-75.68   	 11.58   	-289.93		
-17.70   	-64.09   	 10.42   	-239.06		
-22.89   	-47.61   	  9.46   	-193.29		
-28.38   	-32.35   	  8.69   	-152.59		
-31.13   	-23.19   	  8.08   	-116.99		
-30.52   	-23.50   	  7.61   	 -91.56		
-28.08   	-31.43   	  7.24   	 -71.21		
-26.86   	-41.50   	  6.96   	 -55.95		
-28.08   	-49.44   	  6.73   	 -50.86		
-31.43   	-53.10   	  6.53   	 -45.78		
-34.48   	-54.63   	  6.35   	 -40.69		
-35.40   	-55.24   	  6.19   	 -30.52		
-34.18   	-54.63   	  6.06   	 -30.52		
-31.43   	-54.02   	  5.94   	 -20.35		
-28.99   	-55.54   	  5.86   	 -20.35		
-28.38   	-60.42   	  5.78   	 -15.26		
-29.60   	-68.36   	  5.72   	 -10.17		
-31.74   	-74.77   	  5.68   	  -5.09		
-34.48   	-75.99   	  5.66(D)	   0.00		
-37.23   	-71.72   	  5.66   	  15.26		
-38.45   	-64.70   	  5.72   	  30.52		
-37.84   	-58.29   	  5.84   	  45.78		
-35.40   	-53.10   	  6.02   	  66.12		
-32.35   	-48.52   	  6.29   	  76.30		
-29.60   	-43.95   	  6.59   	  86.47		
-27.77   	-39.06   	  6.94   	  86.47		
-26.86   	-36.01   	  7.28   	  86.47		
-25.63   	-34.79   	  7.63   	  76.30		
-23.19   	-34.79   	  7.93   	  66.12		
-20.14   	-34.48   	  8.20   	  45.78		
-17.40   	-32.65   	  8.38   	  30.52		
-15.56   	-27.47   	  8.50   	  20.35		
-15.26   	-18.92   	  8.59   	   0.00		
-15.87   	-10.38   	  8.59   	   0.00		
-17.09   	 -6.10   	  8.59   	  -5.09		
-17.09   	 -8.85   	  8.57   	 -10.17		
-16.17   	-16.78   	  8.52   	  -5.09		
-15.26   	-22.28   	  8.50   	   0.00		
-14.65   	-20.14   	  8.50   	   5.09		
-15.56   	-11.29   	  8.52   	   5.09		
-16.78   	 -4.58   	  8.55   	  10.17		
-17.40   	 -8.54   	  8.59   	  15.26		
-17.09   	-22.89   	  8.65   	  15.26		
-16.17   	-39.67   	  8.71   	  20.35		
-16.48   	-48.22   	  8.79   	  20.35		
-17.70   	-43.64   	  8.87   	  20.35		
-19.53   	-29.60   	  8.95   	  25.43		
-20.75   	-14.65   	  9.05   	  30.52		
-21.06   	 -6.41   	  9.18   	  30.52		
-21.36   	 -6.71   	  9.30   	  30.52		
-22.28   	-13.12   	  9.42   	  35.61		
-24.41   	-21.36   	  9.56   	  30.52		
-27.16   	-27.47   	  9.68   	  30.52		
-30.21   	-30.21   	  9.81   	  35.61		
-32.96   	-30.82   	  9.95   	  25.43		
-35.71   	-32.04   	 10.05   	  30.52		
-38.45   	-36.01   	 10.17   	  25.43		
-40.59   	-43.33   	 10.27   	  20.35		
-41.81   	-51.27   	 10.36   	  20.35		
-42.42   	-56.46   	 10.44   	  20.35		
-42.42   	-56.46   	 10.52   	  20.35		
-42.72   	-51.57   	 10.60   	  15.26		
-43.64   	-44.25   	 10.66   	  20.35		
-43.95   	-36.93   	 10.74   	  15.26		
-43.03   	-31.13   	 10.80   	  15.26		
-39.98   	-25.63   	 10.86   	  20.35		
-35.40   	-20.14   	 10.95   	  15.26		
-29.91   	-14.95   	 11.01   	  20.35		
-25.33   	-10.99   	 11.09   	  15.26		
-22.89   	 -9.46   	 11.15   	  20.35		
-22.58   	-10.38   	 11.23   	  25.43		
-23.50   	-11.90   	 11.33   	  20.35		
-23.50   	-11.90   	 11.41   	  20.35		
-22.28   	-10.38   	 11.50   	  20.35		
-20.14   	 -7.02   	 11.58   	  20.35		
-18.31   	 -3.36   	 11.66   	  20.35		
-18.31   	 -0.92   	 11.74   	  15.26		
-20.75   	  0.00   	 11.80   	  20.35		
-25.02   	  0.61   	 11.88   	  15.26		
-28.08   	  2.75   	 11.94   	  10.17		
-24.11   	 12.21   	 11.98   	  15.26		
 -6.10   	 34.18   	 12.04   	  15.26		
 32.35   	 73.85   	 12.11   	  15.26		
 93.69   	133.36   	 12.17   	  15.26		
178.83   	215.15   	 12.23   	  15.26		
288.70   	321.35   	 12.29   	  15.26		
424.80   	444.95   	 12.35   	  20.35		
582.28   	558.78   	 12.43   	  20.35		
734.56   	606.08   	 12.51   	  25.43		
824.89(R)	523.99   	 12.61(E)	  25.43		
794.37   	295.72   	 12.72   	  30.52		
621.64   	-17.40   	 12.84   	  40.69		
349.43   	-295.41   	 13.00   	  40.69		
 72.63   	-422.97   	 13.16   	  55.95		
-119.63   	-364.38   	 13.39   	  61.04		
-202.33   	-187.99   	 13.63   	  71.21		
-219.73   	-14.95   	 13.92   	  81.38		
-237.73   	 59.20   	 14.24   	  91.56		
-288.09   	 11.60   	 14.61   	 101.73		
-353.09   	-110.78   	 15.02   	 116.99		
-392.15   	-231.02   	 15.48   	 116.99		
-378.72   	-289.31   	 15.95   	 132.25		
-318.60   	-269.17   	 16.48   	 147.51		
-239.87   	-193.79   	 17.07   	 157.68		
-169.68   	-104.68   	 17.70   	 188.20		
-121.77   	-38.15   	 18.45   	 218.72		
-95.83   	 -7.63   	 19.33   	 269.58		
-84.53   	 -3.66   	 20.41   	 330.62		
-78.13   	 -6.41   	 21.73   	 391.66		
-71.41   	 -1.83   	 23.30   	 467.95		
-62.26   	 10.38   	 25.17   	 539.16		
-53.10   	 23.50   	 27.32   	 610.37		
-46.08   	 31.43   	 29.77   	 661.24		
-41.81   	 32.96   	 32.41   	 717.19		
-39.67   	 31.13   	 35.28   	 762.97		
-38.45   	 30.52   	 38.33   	 793.49		
-36.32   	 32.96   	 41.51   	 829.09		
-32.65   	 36.93   	 44.82   	 864.70		
-27.47   	 40.28   	 48.28   	 890.13		
-22.58   	 41.50   	 51.84   	 920.65		
-19.23   	 40.89   	 55.52   	 951.17		
-18.01   	 39.67   	 59.33   	 966.43		
-18.62   	 39.37   	 63.19   	 976.60		
-19.23   	 40.28   	 67.10   	 981.68		
-19.23   	 42.11   	 71.03   	 966.43		
-18.01   	 44.86   	 74.89   	 951.17		
-15.56   	 47.61   	 78.70   	 915.56		
-13.12   	 50.05   	 82.36   	 874.87		
-11.29   	 50.96   	 85.86   	 834.18		
-10.99   	 50.35   	 89.20   	 783.31		
-12.51   	 48.52   	 92.33   	 737.54		
-14.95   	 46.69   	 95.28   	 691.76		
-17.40   	 46.39   	 98.05   	 640.89		
-19.23   	 48.83   	100.61   	 590.03		
-20.14   	 54.02   	102.97   	 544.25		
-21.06   	 59.81   	105.15   	 498.47		
-23.19   	 64.39   	107.14   	 452.69		
-25.94   	 67.44   	108.95   	 406.92		
-28.99   	 69.58   	110.58   	 366.22		
-31.13   	 72.02   	112.04   	 325.53		
-32.04   	 74.77   	113.35   	 289.93		
-32.65   	 77.51   	114.51   	 259.41		
-33.87   	 78.13   	115.54   	 233.98		
-36.62   	 76.29   	116.48   	 208.54		
-39.98   	 72.63   	117.31   	 203.46		
-43.95   	 68.36   	118.13   	 193.29		
-47.30   	 65.61   	118.90   	 193.29		
-50.05   	 66.22   	119.67   	 198.37		
-52.80   	 69.58   	120.47   	 198.37		
-55.54   	 75.38   	121.26   	 198.37		
-58.90   	 82.40   	122.05   	 198.37		
-62.56   	 90.33   	122.85   	 188.20		
-65.31   	100.10   	123.60   	 178.03		
-65.61   	112.30   	124.31   	 167.85		
-63.17   	126.34   	124.98   	 147.51		
-57.68   	141.30   	125.57   	 137.33		
-49.74   	154.42   	126.12   	 116.99		
-40.59   	165.41   	126.59   	 106.82		
-30.52   	174.26   	127.02   	  91.56		
-19.84   	182.19   	127.39   	  76.30		
 -8.54   	189.21   	127.69   	  71.21		
  2.75   	194.70   	127.98   	  55.95		
 14.04   	196.23   	128.20   	  45.78		
 24.41   	193.48   	128.38   	  35.61		
 33.26   	187.68   	128.52   	  25.43		
 40.28   	179.75   	128.63   	  20.35		
 45.47   	171.20   	128.71   	  15.26		
 49.13   	161.74   	128.77   	   5.09		
 51.57   	150.76   	128.79(S)	  -5.09		
 52.19   	137.94   	128.77   	 -20.35		
 50.35   	123.60   	128.69   	 -40.69		
 47.00   	108.64   	128.52   	 -61.04		
 42.11   	 93.69   	128.28   	-101.73		
 38.15   	 79.65   	127.87   	-142.42		
 35.10   	 66.83   	127.30   	-188.20		
 32.35   	 56.46   	126.55   	-239.06		
 28.99   	 48.52   	125.59   	-289.93		
 24.41   	 42.42   	124.43   	-340.79		
 18.62   	 37.54   	123.07   	-391.66		
 13.12   	 34.48   	121.51   	-437.43		
  9.16   	 32.04   	119.76   	-483.21		
  7.32   	 29.91   	117.82   	-544.25		
  7.02   	 26.55   	115.65   	-605.29		
  5.80   	 21.06   	113.22   	-676.50		
  3.05   	 14.04   	110.52   	-752.79		
 -1.53   	  7.32   	107.51   	-829.09		
 -6.10   	  1.83   	104.19   	-900.30		
 -9.16   	 -2.14   	100.59   	-956.25		
-10.38   	 -4.58   	 96.76   	-1002.03		
-10.07   	 -6.41   	 92.76   	-1032.55		
-10.38   	 -7.02   	 88.63   	-1042.72		
-11.60   	 -6.71   	 84.46   	-1037.64		
-14.04   	 -4.58   	 80.30   	-1032.55		
-16.48   	  0.31   	 76.17   	-1017.29		
-17.09   	  8.24   	 72.11   	-996.94		
-15.26   	 18.92   	 68.12   	-976.60		
-11.29   	 28.38   	 64.21   	-961.34		
 -6.41   	 33.26   	 60.37   	-935.91		
 -1.53   	 31.43   	 56.62   	-915.56		
  2.14   	 25.02   	 52.96   	-890.13		
  4.27   	 17.70   	 49.40   	-854.52		
  4.58   	 13.73   	 45.98   	-813.83		
  3.97   	 13.43   	 42.73   	-778.23		
  3.36   	 15.87   	 39.61   	-722.28		
  3.97   	 18.31   	 36.72   	-681.58		
  5.49   	 20.14   	 34.00   	-630.72		
  7.32   	 22.28   	 31.47   	-579.86		
  9.77   	 24.72   	 29.16   	-544.25		
 12.82   	 28.08   	 26.98   	-498.47		
 15.56   	 31.43   	 24.98   	-462.87		
 17.70   	 33.87   	 23.13   	-417.09		
 18.31   	 35.10   	 21.46   	-371.31		
 17.70   	 35.71   	 19.98   	-320.45		
 16.48   	 35.71   	 18.70   	-274.67		
 14.95   	 36.32   	 17.60   	-228.89		
 13.12   	 37.54   	 16.68   	-183.11		
 11.29   	 39.37   	 15.95   	-142.42		
  8.85   	 41.81   	 15.38   	-122.07		
