  I     	  II     	  LV     	  LV'		  FA     	  FA'		
 22.89   	  6.71   	 12.53   	   0.00		 60.26   	 -30.52		
 22.89   	  3.36   	 12.53   	   0.00		 60.14   	 -35.61		
 16.17   	 -0.92   	 12.53   	   0.00		 60.00   	 -50.86		
  7.32   	 -2.75   	 12.53   	   0.00		 59.80   	 -30.52		
  2.44   	  0.31   	 12.53   	  -5.09		 59.67   	 -45.78		
  3.36   	  7.02   	 12.51   	   0.00		 59.49   	 -20.35		
  7.32   	 14.04   	 12.51   	  -5.09		 59.41   	  20.35		
 10.07   	 17.70   	 12.49   	   0.00		 59.49   	 -25.43		
  9.16   	 19.53   	 12.49   	   0.00		 59.39   	 -96.64		
  7.02   	 22.58   	 12.49   	   0.00		 59.00   	 -20.35		
  5.80   	 32.04   	 12.49   	  10.17		 58.92   	 101.73		
  7.32   	 48.83   	 12.53   	  15.26		 59.33   	  71.21		
 11.29   	 69.27   	 12.59   	  20.35		 59.61   	 -76.30		
 16.17   	 86.98   	 12.68   	  25.43		 59.31   	-183.11		
 20.14   	 97.05   	 12.78   	  30.52		 58.58   	-132.25		
 22.28   	 99.49   	 12.90   	  25.43		 58.05   	 -20.35		
 21.97   	 98.57   	 13.00   	  25.43		 57.97   	  30.52		
 21.06   	 99.79   	 13.10   	  20.35		 58.09   	   0.00		
 21.97   	106.20   	 13.18   	  10.17		 58.09   	 -66.12		
 26.25   	117.19   	 13.22   	   5.09		 57.82   	-101.73		
 32.65   	129.39   	 13.25   	 -10.17		 57.42   	 -40.69		
 39.37   	140.08   	 13.20   	 -10.17		 57.25   	  25.43		
 42.42   	147.09   	 13.16   	 -15.26		 57.35   	  20.35		
 41.20   	150.15   	 13.10   	 -15.26		 57.44   	 -76.30		
 39.37   	150.45   	 13.04   	 -10.17		 57.13   	 -61.04		
 39.06   	150.45   	 13.00   	   5.09		 56.89   	  86.47		
 40.28   	152.28   	 13.02   	  15.26		 57.23   	 106.82		
 40.59   	158.39   	 13.08   	  30.52		 57.66   	 -55.95		
 38.76   	167.54   	 13.20   	  40.69		 57.44   	-167.85		
 35.71   	174.87   	 13.37   	  45.78		 56.76   	-122.07		
 34.18   	174.56   	 13.55   	  50.86		 56.28   	   5.09		
 36.01   	161.74   	 13.75   	  45.78		 56.30   	 101.73		
 38.76   	135.50   	 13.94   	  40.69		 56.70   	  81.38		
 38.15   	 99.79   	 14.10   	  35.61		 57.03   	 -55.95		
 33.57   	 62.56   	 14.24   	  20.35		 56.81   	-178.03		
 25.94   	 29.91   	 14.32   	  15.26		 56.09   	-147.51		
 18.31   	  5.49   	 14.38   	  10.17		 55.50   	  -5.09		
 11.90   	-11.90   	 14.43   	   5.09		 55.48   	  35.61		
  5.49   	-25.33   	 14.45   	  10.17		 55.63   	 -55.95		
 -1.22   	-36.32   	 14.49   	  10.17		 55.40   	-152.59		
 -6.41   	-42.72   	 14.53   	  25.43		 54.79   	-101.73		
 -7.32   	-43.33   	 14.63   	  35.61		 54.38   	   0.00		
 -2.14   	-39.37   	 14.77   	  45.78		 54.38   	  20.35		
  7.93   	-35.40   	 14.95   	  55.95		 54.47   	 -15.26		
 18.01   	-36.62   	 15.18   	  61.04		 54.40   	 -15.26		
 21.06   	-44.56   	 15.42   	  61.04		 54.34   	 -25.43		
 14.95   	-57.07   	 15.67   	  61.04		 54.24   	 -81.38		
  3.36   	-68.66   	 15.91   	  50.86		 53.92   	 -76.30		
 -7.63   	-75.68   	 16.11   	  40.69		 53.61   	 -15.26		
-13.12   	-80.26   	 16.28   	  35.61		 53.55   	 -10.17		
-12.82   	-85.75   	 16.42   	  25.43		 53.51   	 -50.86		
 -9.77   	-92.77   	 16.52   	  15.26		 53.31   	 -86.47		
 -8.85   	-95.21   	 16.58   	  10.17		 52.96   	 -66.12		
-11.90   	-82.09   	 16.62   	  15.26		 52.70   	 -25.43		
-13.12   	-38.15   	 16.68   	  10.17		 52.59   	 -10.17		
  0.00   	 55.24   	 16.72   	  20.35		 52.55   	   5.09		
 41.50   	215.45   	 16.81   	  25.43		 52.57   	 -20.35		
118.41   	455.02   	 16.91   	  35.61		 52.49   	 -81.38		
220.95   	765.08   	 17.05   	  40.69		 52.17   	-106.82		
322.88   	1087.34   	 17.21   	 111.90		 51.74   	 -55.95		
401.31   	1329.96(R)	 17.66(E)	  76.30		 51.52   	  30.52		
359.80   	1101.68   	 17.97   	  81.38		 51.64   	  20.35		
288.70   	684.51   	 18.29   	  96.64		 51.72   	 -30.52		
216.98   	224.30   	 18.68   	 111.90		 51.60   	  10.17		
163.27   	-124.82   	 19.13   	 132.25		 51.64   	 116.99		
126.95   	-287.78   	 19.65   	 152.59		 52.11   	 183.11		
 97.35   	-285.34   	 20.26   	 167.85		 52.84   	 122.07		
 67.44   	-195.62   	 20.94   	 198.37		 53.33   	 -20.35		
 38.45   	-101.32   	 21.73   	 223.80		 53.24   	 -91.56		
 15.56   	-52.49   	 22.62   	 259.41		 52.88   	 -10.17		
  1.53   	-55.24   	 23.66   	 300.10		 52.84   	  76.30		
 -6.10   	-89.11   	 24.86   	 345.88		 53.14   	  66.12		
-11.90   	-128.17   	 26.25   	 396.74		 53.41   	  20.35		
-17.40   	-154.11   	 27.83   	 462.87		 53.49   	 -25.43		
-21.67   	-161.74   	 29.68   	 528.99		 53.39   	 -30.52		
-23.50   	-157.47   	 31.80   	 605.29		 53.27   	 -35.61		
-23.50   	-150.45   	 34.22   	 676.50		 53.12   	 -30.52		
-23.19   	-147.09   	 36.93   	 747.71		 53.00   	 -30.52		
-23.50   	-147.40   	 39.92   	 813.83		 52.88   	 -40.69		
-25.63   	-148.62   	 43.17   	 874.87		 52.72   	 -25.43		
-30.82   	-150.76   	 46.67   	 930.82		 52.61   	 -40.69		
-39.67   	-153.81   	 50.40   	 971.51		 52.45   	 -86.47		
-48.52   	-155.03   	 54.28   	1007.12		 52.11   	 -71.21		
-50.05   	-153.20   	 58.31   	1037.64		 51.82   	 -40.69		
-40.89   	-148.93   	 62.46   	1057.98		 51.66   	 -50.86		
-23.19   	-144.65   	 66.69   	1073.24		 51.45   	 -86.47		
 -6.10   	-144.04   	 70.99   	1088.50		 51.11   	 -81.38		
  1.53   	-147.09   	 75.34   	1093.59		 50.78   	 -55.95		
 -5.80   	-152.59   	 79.71   	1098.67		 50.56   	 -55.95		
-24.72   	-155.94   	 84.11   	1098.67		 50.34   	 -86.47		
-43.03   	-155.64   	 88.50   	1098.67		 49.99   	 -61.04		
-50.35   	-151.98   	 92.90   	1088.50		 49.75   	 -45.78		
-42.72   	-148.93   	 97.25   	1073.24		 49.56   	 -66.12		
-25.33   	-149.54   	101.55   	1037.64		 49.30   	 -10.17		
-10.99   	-153.81   	105.70   	 996.94		 49.26   	  71.21		
-10.07   	-159.30   	109.68   	 940.99		 49.54   	  96.64		
-22.58   	-160.83   	113.45   	 864.70		 49.93   	  96.64		
-37.84   	-156.56   	116.91   	 778.23		 50.32   	 188.20		
-44.86   	-149.84   	120.02   	 686.67		 51.07   	 330.62		
-39.98   	-147.40   	122.77   	 590.03		 52.39   	 462.87		
-28.08   	-152.59   	125.13   	 503.56		 54.24   	 534.08		
-18.62   	-162.96   	127.14   	 422.18		 56.38   	 569.68		
-16.17   	-169.98   	128.83   	 356.05		 58.66   	 564.60		
-20.75   	-167.85   	130.25   	 310.27		 60.92   	 534.08		
-29.30   	-157.78   	131.49   	 279.75		 63.05   	 518.82		
-38.15   	-147.09   	132.61   	 274.67		 65.13   	 498.47		
-44.56   	-142.21   	133.71   	 289.93		 67.12   	 462.87		
-46.08   	-143.74   	134.87   	 315.36		 68.97   	 473.04		
-42.11   	-147.40   	136.13   	 340.79		 70.86   	 503.56		
-34.18   	-148.01   	137.50   	 356.05		 72.88   	 539.16		
-26.55   	-144.35   	138.92   	 361.14		 75.04   	 544.25		
-23.80   	-138.85   	140.37   	 350.97		 77.21   	 544.25		
-26.86   	-133.36   	141.77   	 310.27		 79.39   	 539.16		
-32.35   	-128.48   	143.01   	 269.58		 81.55   	 528.99		
-36.32   	-123.90   	144.09   	 208.54		 83.66   	 518.82		
-36.01   	-119.63   	144.92   	 157.68		 85.74   	 523.90		
-34.79   	-115.97   	145.55   	 106.82		 87.83   	 518.82		
-37.23   	-113.22   	145.98   	  66.12		 89.91   	 508.65		
-45.17   	-110.17   	146.25   	  45.78		 91.94   	 493.39		
-53.71   	-104.98   	146.43   	  25.43		 93.92   	 462.87		
-56.76   	-97.66   	146.53   	  25.43		 95.77   	 488.30		
-51.57   	-89.11   	146.63   	  15.26		 97.72   	 508.65		
-42.72   	-82.09   	146.69   	  15.26		 99.76   	 462.87		
-39.37   	-77.51   	146.75   	   5.09		101.61   	 417.09		
-44.25   	-75.68   	146.77(S)	  -5.09		103.28   	 386.57		
-53.10   	-73.85   	146.75   	 -25.43		104.82   	 335.71		
-58.29   	-70.50   	146.65   	 -50.86		106.16   	 289.93		
-57.07   	-64.70   	146.45   	 -71.21		107.32   	 264.50		
-53.10   	-57.37   	146.16   	-101.73		108.38   	 239.06		
-51.88   	-50.96   	145.76   	-132.25		109.34   	 218.72		
-54.32   	-45.78   	145.23   	-152.59		110.21   	 172.94		
-57.07   	-41.50   	144.62   	-178.03		110.90   	 111.90		
-56.46   	-36.93   	143.91   	-198.37		111.35   	  96.64		
-53.71   	-32.65   	143.11   	-218.72		111.74   	 122.07		
-51.57   	-29.91   	142.24   	-233.98		112.23   	 127.16		
-51.88   	-28.69   	141.30   	-249.24		112.74   	 111.90		
-52.80   	-28.69   	140.30   	-274.67		113.18   	  61.04		
-51.88   	-28.08   	139.21   	-289.93		113.43   	 -15.26		
-47.30   	-26.55   	138.05   	-310.27		113.37   	   0.00		
-37.54   	-24.72   	136.81   	-335.71		113.37   	  66.12		
-24.41   	-23.80   	135.46   	-356.05		113.63   	  45.78		
-10.68   	-24.11   	134.04   	-376.40		113.81(S)	 -45.78		
 -0.31   	-25.02   	132.53   	-396.74		113.63   	 -96.64		
  3.97   	-26.55   	130.95   	-422.18		113.24   	 -81.38		
  1.83   	-28.08   	129.26   	-437.43		112.92   	 -50.86		
 -1.83   	-28.38   	127.51   	-457.78		112.72   	 -55.95		
 -1.22   	-26.86   	125.68   	-483.21		112.49   	-122.07		
  3.97   	-23.19   	123.74   	-493.39		112.00   	-188.20		
 10.99   	-19.84   	121.77   	-518.82		111.25   	-203.46		
 14.65   	-18.01   	119.69   	-539.16		110.44   	-193.29		
 12.82   	-18.01   	117.54   	-554.42		109.66   	-172.94		
  6.71   	-19.23   	115.32   	-579.86		108.97   	-172.94		
  2.44   	-18.92   	113.00   	-595.11		108.28   	-198.37		
  2.14   	-17.09   	110.62   	-620.55		107.49   	-223.80		
  3.66   	-15.87   	108.14   	-645.98		106.59   	-218.72		
  3.97   	-15.87   	105.55   	-676.50		105.72   	-213.63		
  2.44   	-17.70   	102.85   	-712.10		104.86   	-223.80		
  0.31   	-19.84   	100.00   	-752.79		103.97   	-264.50		
  0.92   	-21.36   	 96.99   	-788.40		102.91   	-279.75		
  4.27   	-21.36   	 93.83   	-834.18		101.79   	-264.50		
  7.32   	-20.75   	 90.50   	-874.87		100.73   	-264.50		
  6.41   	-20.14   	 87.00   	-910.47		 99.67   	-289.93		
  2.14   	-20.45   	 83.36   	-940.99		 98.51   	-310.27		
 -1.83   	-21.67   	 79.59   	-956.25		 97.27   	-325.53		
 -3.05   	-23.19   	 75.77   	-971.51		 95.97   	-315.36		
 -1.83   	-24.72   	 71.88   	-966.43		 94.71   	-315.36		
 -0.31   	-25.63   	 68.02   	-956.25		 93.45   	-310.27		
  0.00   	-26.55   	 64.19   	-930.82		 92.21   	-320.45		
 -1.53   	-26.86   	 60.47   	-905.39		 90.93   	-320.45		
 -4.27   	-26.25   	 56.85   	-864.70		 89.64   	-305.19		
 -7.32   	-24.72   	 53.39   	-824.00		 88.42   	-264.50		
 -9.16   	-23.19   	 50.09   	-778.23		 87.36   	-239.06		
 -7.63   	-22.89   	 46.98   	-732.45		 86.41   	-213.63		
 -2.44   	-25.02   	 44.05   	-691.76		 85.55   	-203.46		
  3.66   	-28.69   	 41.28   	-640.89		 84.74   	-213.63		
  6.10   	-32.96   	 38.72   	-610.37		 83.89   	-218.72		
  2.14   	-36.01   	 36.28   	-574.77		 83.01   	-223.80		
 -5.80   	-36.93   	 33.98   	-554.42		 82.12   	-208.54		
-12.21   	-35.40   	 31.76   	-534.08		 81.28   	-198.37		
-13.73   	-33.26   	 29.62   	-513.73		 80.49   	-193.29		
-10.38   	-31.74   	 27.57   	-503.56		 79.71   	-188.20		
 -5.49   	-32.35   	 25.55   	-483.21		 78.96   	-183.11		
 -1.53   	-35.10   	 23.62   	-462.87		 78.23   	-178.03		
  0.61   	-38.45   	 21.77   	-437.43		 77.52   	-167.85		
  1.22   	-39.67   	 20.02   	-396.74		 76.85   	-162.77		
  1.53   	-38.45   	 18.43   	-350.97		 76.20   	-157.68		
  1.53   	-35.71   	 17.03   	-310.27		 75.56   	-142.42		
  0.00   	-33.87   	 15.79   	-254.32		 74.99   	-122.07		
 -3.05   	-34.79   	 14.77   	-208.54		 74.51   	-127.16		
 -7.63   	-38.45   	 13.94   	-157.68		 74.00   	-137.33		
-12.21   	-42.42   	 13.31   	-116.99		 73.45   	-132.25		
-14.65   	-44.25   	 12.84   	 -86.47		 72.92   	-101.73		
-13.12   	-43.03   	 12.49   	 -61.04		 72.51   	 -86.47		
 -8.54   	-40.89   	 12.25   	 -50.86		 72.17   	 -81.38		
 -3.66   	-40.28   	 12.04   	 -35.61		 71.84   	 -91.56		
 -0.92   	-42.11   	 11.90   	 -40.69		 71.47   	 -91.56		
  0.00   	-43.33   	 11.74   	 -35.61		 71.11   	 -86.47		
 -0.92   	-41.50   	 11.60   	 -45.78		 70.76   	 -76.30		
 -2.14   	-35.71   	 11.41   	 -40.69		 70.46   	 -71.21		
 -3.36   	-28.69   	 11.25   	 -45.78		 70.17   	 -76.30		
 -5.19   	-24.72   	 11.07   	 -45.78		 69.87   	 -86.47		
 -6.41   	-24.41   	 10.89   	 -35.61		 69.52   	 -86.47		
 -5.49   	-26.55   	 10.74   	 -30.52		 69.18   	 -91.56		
 -3.66   	-28.08   	 10.62   	 -20.35		 68.81   	 -81.38		
 -4.27   	-27.47   	 10.54   	 -10.17		 68.48   	 -66.12		
 -8.54   	-26.25   	 10.50   	  -5.09		 68.22   	 -61.04		
-14.04   	-25.94   	 10.48(D)	  10.17		 67.98   	 -66.12		
-15.56   	-26.86   	 10.52   	  10.17		 67.71   	 -66.12		
-10.38   	-27.77   	 10.56   	  10.17		 67.45   	 -71.21		
 -0.61   	-27.16   	 10.60   	  15.26		 67.16   	 -71.21		
  7.93   	-25.63   	 10.66   	  10.17		 66.88   	 -76.30		
  8.85   	-24.41   	 10.70   	  10.17		 66.57   	 -66.12		
  1.53   	-24.11   	 10.74   	   5.09		 66.31   	 -81.38		
 -9.77   	-24.41   	 10.76   	   5.09		 65.98   	 -81.38		
-17.40   	-23.80   	 10.78   	  -5.09		 65.66   	 -66.12		
-17.09   	-21.97   	 10.76   	   0.00		 65.39   	 -45.78		
 -9.77   	-19.84   	 10.76   	 -10.17		 65.21   	 -45.78		
 -2.75   	-20.45   	 10.72   	   0.00		 65.03   	 -45.78		
 -2.75   	-24.11   	 10.72   	  -5.09		 64.84   	 -25.43		
-10.38   	-28.99   	 10.70   	   0.00		 64.74   	 -15.26		
-19.84   	-31.43   	 10.70   	   5.09		 64.68   	 -30.52		
-21.67   	-28.99   	 10.72   	  10.17		 64.56   	 -76.30		
-12.82   	-22.58   	 10.76   	  10.17		 64.25   	-116.99		
  1.22   	-17.09   	 10.80   	  20.35		 63.78   	 -71.21		
 10.07   	-16.17   	 10.89   	  25.43		 63.50   	  -5.09		
  7.02   	-19.84   	 10.99   	  25.43		 63.48   	   0.00		
 -7.02   	-24.72   	 11.09   	  25.43		 63.48   	 -55.95		
-22.89   	-27.16   	 11.19   	  30.52		 63.26   	 -76.30		
-30.52   	-24.72   	 11.31   	  25.43		 62.95   	 -55.95		
-25.02   	-19.23   	 11.41   	  25.43		 62.73   	 -30.52		
-10.07   	-14.95   	 11.52   	  25.43		 62.60   	 -30.52		
  4.27   	-14.95   	 11.62   	  20.35		 62.48   	 -40.69		
  9.46   	-19.23   	 11.70   	  25.43		 62.32   	 -30.52		
  2.14   	-25.02   	 11.80   	  20.35		 62.20   	 -25.43		
-12.51   	-29.30   	 11.88   	  20.35		 62.10   	 -61.04		
-25.63   	-30.52   	 11.96   	  15.26		 61.85   	 -81.38		
-30.52   	-29.30   	 12.02   	  20.35		 61.53   	  40.69		
-26.86   	-27.47   	 12.11   	  20.35		 61.69   	 167.85		
-18.31   	-26.25   	 12.19   	  15.26		 62.36   	  20.35		
 -9.77   	-26.25   	 12.25   	  15.26		 62.44   	-193.29		
 -3.97   	-25.63   	 12.31   	  15.26		 61.67   	-147.51		
 -0.92   	-25.02   	 12.37   	  10.17		 61.08   	  15.26		
  1.22   	-23.80   	 12.41   	  10.17		 61.14   	  66.12		
  2.14   	-22.28   	 12.45   	  10.17		 61.40   	 -10.17		
  1.53   	-21.06   	 12.49   	   5.09		 61.36   	-101.73		
 -1.22   	-19.53   	 12.51   	   5.09		 60.96   	-137.33		
 -5.19   	-17.09   	 12.53   	   5.09		 60.41   	-101.73		
 -8.54   	-14.34   	 12.55   	   0.00		 60.00   	 -45.78		
 -9.46   	-13.12   	 12.55   	   0.00		 59.82   	 -15.26		
 -9.46   	-15.56   	 12.55   	  -5.09		 59.76   	 -20.35		
-10.07   	-21.06   	 12.53   	   5.09		 59.67   	 -50.86		
-13.43   	-25.33   	 12.55   	   0.00		 59.47   	 -55.95		
-17.40   	-23.50   	 12.55   	   5.09		 59.25   	 -45.78		
-18.01   	-12.51   	 12.57   	   5.09		 59.06   	 -20.35		
-12.51   	  5.49   	 12.59   	  10.17		 58.98   	 -25.43		
 -1.53   	 26.25   	 12.63   	  10.17		 58.88   	 -35.61		
  7.93   	 45.17   	 12.68   	  10.17		 58.74   	 -55.95		
 10.38   	 61.04   	 12.72   	  10.17		 58.51   	 -71.21		
  5.49   	 73.55   	 12.76   	  10.17		 58.23   	 -50.86		
 -1.22   	 82.40   	 12.80   	   5.09		 58.03   	 -40.69		
 -1.83   	 86.06   	 12.82   	   5.09		 57.86   	 -30.52		
  5.49   	 84.84   	 12.84   	   5.09		 57.74   	 -25.43		
 15.56   	 83.31   	 12.86   	   5.09		 57.64   	 -25.43		
 20.45   	 86.67   	 12.88   	   5.09		 57.54   	 -30.52		
 16.78   	 98.57   	 12.90   	   0.00		 57.42   	 -20.35		
 10.07   	117.19   	 12.90   	   0.00		 57.33   	 -10.17		
  6.71   	135.50   	 12.90   	   5.09		 57.29   	 -20.35		
  9.16   	147.71   	 12.92   	   0.00		 57.21   	 -35.61		
 15.26   	149.84   	 12.92   	   0.00		 57.07   	 -35.61		
 20.75   	144.04   	 12.92   	   0.00		 56.93   	 -35.61		
 23.80   	136.11   	 12.92   	   5.09		 56.79   	 -35.61		
 26.86   	133.36   	 12.94   	  -5.09		 56.64   	 -35.61		
 30.82   	140.38   	 12.92   	   0.00		 56.50   	 -35.61		
 34.48   	154.42   	 12.92   	   0.00		 56.36   	 -25.43		
 36.32   	166.63   	 12.92   	   0.00		 56.26   	 -15.26		
 35.40   	168.15   	 12.92   	   0.00		 56.20   	 -10.17		
 32.35   	153.81   	 12.92   	   0.00		 56.15   	 -10.17		
 26.55   	123.29   	 12.92   	   0.00		 56.11   	 -15.26		
 17.70   	 83.31   	 12.92   	   5.09		 56.05   	 -20.35		
  7.32   	 41.50   	 12.94   	   5.09		 55.97   	 -25.43		
 -2.75   	  6.41   	 12.96   	  10.17		 55.87   	 -25.43		
 -9.16   	-18.01   	 13.00   	  15.26		 55.77   	 -35.61		
-11.60   	-31.43   	 13.06   	  20.35		 55.63   	 -45.78		
-12.82   	-38.15   	 13.14   	  25.43		 55.44   	 -50.86		
-14.04   	-43.33   	 13.25   	  25.43		 55.24   	 -45.78		
-14.65   	-50.05   	 13.35   	  35.61		 55.06   	 -20.35		
-11.90   	-57.98   	 13.49   	  35.61		 54.97   	 -30.52		
 -6.71   	-65.00   	 13.63   	  35.61		 54.85   	 -66.12		
 -3.36   	-68.97   	 13.77   	  40.69		 54.59   	 -66.12		
 -6.10   	-70.50   	 13.94   	  40.69		 54.32   	 -25.43		
-14.34   	-69.89   	 14.10   	  40.69		 54.22   	 -25.43		
-23.19   	-68.97   	 14.26   	  45.78		 54.12   	 -15.26		
-25.94   	-69.58   	 14.45   	  45.78		 54.06   	  30.52		
-20.14   	-73.24   	 14.63   	  45.78		 54.18   	  66.12		
-10.38   	-80.87   	 14.81   	  50.86		 54.45   	  15.26		
 -3.97   	-91.86   	 15.02   	  50.86		 54.51   	 -66.12		
 -5.80   	-104.37   	 15.22   	  45.78		 54.24   	 -81.38		
-15.56   	-112.61   	 15.40   	  45.78		 53.92   	 -35.61		
-27.47   	-109.56   	 15.58   	  40.69		 53.77   	 -10.17		
-31.43   	-82.09   	 15.75   	  35.61		 53.73   	 -71.21		
-17.09   	-10.38   	 15.89   	  30.52		 53.45   	-157.68		
 22.89   	127.26   	 16.01   	  25.43		 52.82   	-167.85		
 90.94   	348.82   	 16.11   	  20.35		 52.15   	 -86.47		
180.36   	651.25   	 16.20   	  20.35		 51.80   	 -20.35		
277.10   	986.02   	 16.28   	  45.78		 51.72   	 -91.56		
404.36   	1318.97(R)	 16.46(E)	  40.69		 51.35   	  15.26		
397.34   	1142.58   	 16.62   	  50.86		 51.41   	  91.56		
338.44   	754.70   	 16.83   	  66.12		 51.78   	  91.56		
248.11   	291.44   	 17.09   	  86.47		 52.15   	  15.26		
158.08   	-85.14   	 17.44   	 106.82		 52.21   	 -40.69		
 94.91   	-279.24   	 17.86   	 127.16		 52.04   	 -61.04		
 64.70   	-297.55   	 18.37   	 147.51		 51.80   	 -45.78		
 52.80   	-215.15   	 18.96   	 167.85		 51.62   	 -25.43		
 38.45   	-119.63   	 19.63   	 188.20		 51.52   	 -15.26		
 12.21   	-66.22   	 20.39   	 218.72		 51.45   	 -40.69		
-19.53   	-62.87   	 21.26   	 244.15		 51.29   	 -50.86		
