  I     	  II     	  PW     	  PW'		
-64.39   	-78.74   	 15.14   	 -25.43		
-59.51   	-79.65   	 15.04   	 -45.78		
-57.68   	-79.35   	 14.85   	 -61.04		
-57.98   	-80.57   	 14.61   	 -45.78		
-58.29   	-83.31   	 14.43   	 -15.26		
-56.76   	-86.98   	 14.36   	 -10.17		
-53.71   	-89.11   	 14.32   	 -10.17		
-49.13   	-87.59   	 14.28   	  15.26		
-44.25   	-83.31   	 14.34   	  30.52		
-41.81   	-81.18   	 14.47   	  10.17		
-43.95   	-83.92   	 14.51   	  -5.09		
-50.66   	-89.72   	 14.49   	 -50.86		
-57.68   	-93.08   	 14.28   	 -45.78		
-59.51   	-90.03   	 14.10   	  71.21		
-55.24   	-82.09   	 14.38   	 116.99		
-49.13   	-73.85   	 14.85   	  50.86		
-47.30   	-71.11   	 15.06   	 -96.64		
-51.57   	-74.16   	 14.67   	-218.72		
-57.07   	-78.74   	 13.79   	-172.94		
-58.59   	-80.87   	 13.10   	-249.24		
-54.32   	-79.65   	 12.11   	-208.54		
-48.83   	-76.29   	 11.27   	  66.12		
-46.69   	-72.02   	 11.54   	 198.37		
-49.44   	-68.05   	 12.33   	 198.37		
-54.32   	-65.31   	 13.12   	 198.37		
-56.46   	-63.17   	 13.92   	 142.42		
-54.32   	-60.42   	 14.49   	 116.99		
-49.44   	-56.15   	 14.95   	 188.20		
-45.17   	-51.27   	 15.71   	 193.29		
-43.03   	-45.78   	 16.48   	  61.04		
-43.64   	-41.20   	 16.72   	 -45.78		
-47.00   	-39.06   	 16.54   	 -61.04		
-50.96   	-39.37   	 16.30   	 -86.47		
-54.32   	-40.89   	 15.95   	 -96.64		
-57.07   	-43.95   	 15.56   	 -76.30		
-58.29   	-47.91   	 15.26   	 -50.86		
-58.90   	-51.27   	 15.06   	 -25.43		
-60.42   	-53.71   	 14.95   	  25.43		
-64.09   	-55.24   	 15.06   	  81.38		
-67.14   	-57.07   	 15.38   	 101.73		
-64.39   	-58.90   	 15.79   	 111.90		
-53.10   	-59.51   	 16.24   	 111.90		
-35.10   	-57.68   	 16.68   	 111.90		
-18.31   	-54.93   	 17.13   	  76.30		
-11.29   	-53.71   	 17.44   	  25.43		
-16.78   	-54.93   	 17.54   	  40.69		
-28.38   	-58.90   	 17.70   	  61.04		
-39.06   	-63.17   	 17.94(V)	   0.00		
-43.03   	-66.83   	 17.94   	 -50.86		
-41.20   	-68.97   	 17.74   	 -45.78		
-37.54   	-69.89   	 17.56   	 -30.52		
-34.79   	-70.50   	 17.44   	 -55.95		
-32.96   	-70.50   	 17.21   	 -61.04		
-31.74   	-70.80   	 16.97   	 -30.52		
-31.13   	-71.72   	 16.85   	   5.09		
-33.57   	-73.85   	 16.87   	  15.26		
-39.37   	-76.90   	 16.93   	  10.17		
-46.69   	-81.79   	 16.97   	 -20.35		
-51.88   	-90.33   	 16.89   	 -35.61		
-53.71   	-104.98   	 16.74   	 -30.52		
-53.10   	-125.43   	 16.62   	 -25.43		
-53.10   	-147.40   	 16.52   	 -40.69		
-56.15   	-166.02   	 16.36   	 -45.78		
-60.42   	-176.39   	 16.17   	 -20.35		
-62.87   	-176.09   	 16.09   	 -10.17		
-59.81   	-166.02   	 16.05   	 -20.35		
-50.35   	-149.54   	 15.97   	 -20.35		
-36.32   	-131.23   	 15.89   	   0.00		
-20.45   	-115.97   	 15.89   	  25.43		
 -5.49   	-105.90   	 15.99   	  10.17		
  6.41   	-98.88   	 16.03   	 -15.26		
 15.56   	-88.81   	 15.97   	 -35.61		
 21.36   	-72.33   	 15.83   	 -50.86		
 23.50   	-52.19   	 15.63   	 -71.21		
 20.75   	-37.84   	 15.34   	-106.82		
 10.99   	-36.93   	 14.91   	-157.68		
 -6.71   	-49.13   	 14.28   	-198.37		
-28.38   	-66.53   	 13.49   	-193.29		
-46.39   	-78.43   	 12.72   	-152.59		
-54.02   	-81.48   	 12.11   	 -76.30		
-50.35   	-77.82   	 11.80   	 -10.17		
-41.20   	-72.33   	 11.76   	  20.35		
-33.26   	-68.05   	 11.84   	  25.43		
-29.60   	-65.31   	 11.94   	  -5.09		
-27.77   	-62.87   	 11.92   	 -40.69		
-23.19   	-60.42   	 11.76   	 -50.86		
-15.56   	-58.90   	 11.56   	  30.52		
 -8.54   	-57.98   	 11.68   	 269.58		
 -5.49   	-56.15   	 12.76   	 473.04		
 -7.32   	-53.71   	 14.65   	 406.92		
-12.21   	-52.80   	 16.28   	 259.41		
-17.09   	-53.71   	 17.31   	 208.54		
-20.45   	-55.85   	 18.15   	  96.64		
-22.58   	-58.59   	 18.54   	-122.07		
-24.72   	-59.20   	 18.05   	-279.75		
-28.69   	-56.46   	 16.93   	-264.50		
-33.26   	-50.96   	 15.87   	-218.72		
-37.23   	-43.95   	 14.99   	-269.58		
-39.37   	-36.93   	 13.92   	-269.58		
-39.06   	-31.74   	 12.84   	-111.90		
-35.40   	-28.69   	 12.39   	  76.30		
-28.99   	-27.47   	 12.70   	 162.77		
-21.36   	-27.47   	 13.35   	 208.54		
-14.95   	-27.77   	 14.18   	 269.58		
-10.99   	-27.16   	 15.26   	 310.27		
-10.07   	-25.02   	 16.50   	 264.50		
-10.99   	-20.75   	 17.56   	 147.51		
-12.21   	-15.56   	 18.15   	  71.21		
-14.04   	-13.43   	 18.43   	  20.35		
-17.70   	-16.48   	 18.51   	 -96.64		
-21.67   	-21.06   	 18.13   	-178.03		
-23.80   	-21.97   	 17.42   	-178.03		
-21.97   	-16.48   	 16.70   	-228.89		
-16.78   	 -5.80   	 15.79   	-259.41		
-10.38   	  3.66   	 14.75   	-172.94		
 -5.80   	  8.24   	 14.06   	 -66.12		
 -6.41   	  9.77   	 13.79   	 -30.52		
-13.43   	 13.12   	 13.67   	  30.52		
-27.47   	 21.36   	 13.79   	 152.59		
-45.17   	 34.18   	 14.40   	 213.63		
-57.37   	 50.66   	 15.26   	 188.20		
-50.05   	 72.33   	 16.01   	 183.11		
-11.60   	104.06   	 16.74   	 152.59		
 63.48   	151.06   	 17.35   	  71.21		
173.95   	216.67   	 17.64(A)	 -71.21		
316.47   	305.18   	 17.35   	-198.37		
487.67   	424.19   	 16.56   	-172.94		
675.35   	578.00   	 15.87   	-152.59		
844.73   	747.38   	 15.26   	-488.30		
930.79   	902.40(R)	 13.31   	-162.77		
787.66   	778.50   	 12.66   	 -96.64		
546.26   	534.67   	 12.27   	 -71.21		
272.83   	259.40   	 11.98   	 -45.78		
 35.40   	 47.30   	 11.80   	 -20.35		
-124.51   	-57.68   	 11.72   	  10.17		
-196.84   	-77.51   	 11.76   	  61.04		
-200.50   	-67.44   	 12.00   	 111.90		
-166.02   	-66.83   	 12.45   	 157.68		
-120.24   	-79.96   	 13.08   	 142.42		
-79.96   	-89.72   	 13.65   	  45.78		
-53.10   	-84.23   	 13.84   	 -35.61		
-42.11   	-63.78   	 13.69   	 -86.47		
-44.86   	-41.20   	 13.35   	-198.37		
-55.54   	-28.38   	 12.55   	-325.53		
-66.53   	-30.52   	 11.25   	-335.71		
-71.41   	-43.03   	  9.91   	-264.50		
-69.27   	-54.93   	  8.85   	-157.68		
-64.70   	-57.37   	  8.22   	 -45.78		
-64.09   	-47.91   	  8.04   	 -25.43		
-68.36   	-30.82   	  7.93   	-137.33		
-72.94   	-17.40   	  7.39   	-228.89		
-72.63   	-13.43   	  6.47   	-188.20		
-65.61   	-19.53   	  5.72   	 -86.47		
-56.15   	-30.52   	  5.37   	  66.12		
-49.74   	-40.59   	  5.64   	 254.32		
-50.05   	-44.86   	  6.65   	 437.43		
-56.46   	-43.03   	  8.40   	 549.34		
-65.92   	-38.45   	 10.60   	 574.77		
-73.24   	-34.79   	 12.90   	 488.30		
-75.99   	-32.96   	 14.85   	 284.84		
-72.63   	-32.04   	 15.99   	  20.35		
-64.39   	-31.74   	 16.07   	-172.94		
-54.02   	-34.18   	 15.38   	-264.50		
-46.08   	-41.50   	 14.32   	-366.22		
-43.95   	-52.19   	 12.86   	-549.34		
-48.52   	-58.59   	 10.66   	-722.28		
-56.15   	-53.71   	  7.77   	-757.88		
-62.56   	-37.84   	  4.74   	-574.77		
-63.48   	-18.31   	  2.44   	-233.98		
-58.59   	 -4.27   	  1.51   	  30.52		
-49.13   	 -0.92   	  1.63   	 183.11		
-38.45   	 -5.49   	  2.36   	 422.18		
-29.30   	 -8.54   	  4.05   	 488.30		
-23.19   	 -3.66   	  6.00   	 295.01		
-18.62   	  9.77   	  7.18   	 152.59		
-11.29   	 28.69   	  7.79   	 142.42		
  3.66   	 48.52   	  8.36   	  61.04		
 25.94   	 68.36   	  8.61   	-116.99		
 49.74   	 88.20   	  8.14   	-178.03		
 68.05   	109.25   	  7.43   	-152.59		
 78.13   	129.70   	  6.82   	-249.24		
 85.45   	146.48   	  5.82   	-356.05		
 95.83   	159.00   	  4.39   	-284.84		
111.39   	168.76   	  3.26   	-152.59		
128.17   	177.61   	  2.64   	  20.35		
139.47   	187.38   	  2.73   	 203.46		
142.52   	196.53   	  3.54   	 198.37		
140.69   	203.86   	  4.33   	  71.21		
137.94   	207.82   	  4.62   	 101.73		
137.33   	208.13   	  5.03   	 157.68		
136.41   	205.38   	  5.66   	  71.21		
132.45   	198.97   	  5.94   	 -30.52		
122.38   	188.60   	  5.82   	 -40.69		
106.20   	173.03   	  5.66   	 -25.43		
 86.67   	153.50   	  5.55   	 -50.86		
 66.83   	130.62   	  5.35   	 -91.56		
 49.74   	107.12   	  4.98   	 -96.64		
 35.71   	 85.45   	  4.60   	-106.82		
 23.50   	 65.61   	  4.17   	-116.99		
 10.68   	 45.78   	  3.70   	 -91.56		
 -5.49   	 22.89   	  3.34   	 -50.86		
-23.50   	 -4.88   	  3.13   	   5.09		
-38.76   	-32.96   	  3.15   	  40.69		
-47.00   	-54.02   	  3.32   	  25.43		
-47.91   	-62.87   	  3.42   	  20.35		
-44.25   	-61.34   	  3.50   	  25.43		
-43.33   	-57.98   	  3.60   	 -10.17		
-49.13   	-60.73   	  3.56   	 -10.17		
-60.12   	-71.72   	  3.52   	  15.26		
-71.41   	-86.06   	  3.58   	   5.09		
-78.74   	-96.44   	  3.60   	 -15.26		
-81.48   	-99.18   	  3.54   	 -20.35		
-81.18   	-95.52   	  3.46   	 -15.26		
-79.65   	-89.72   	  3.40   	   0.00		
-78.74   	-84.23   	  3.40   	  20.35		
-77.82   	-80.26   	  3.48   	  25.43		
-75.68   	-77.51   	  3.58   	  15.26		
-70.80   	-76.90   	  3.64   	  10.17		
-64.39   	-78.74   	  3.68   	  25.43		
-57.98   	-82.09   	  3.78   	  61.04		
-54.63   	-84.53   	  4.03   	  55.95		
-54.93   	-83.01   	  4.25   	  35.61		
-57.07   	-75.99   	  4.39   	  45.78		
-58.59   	-66.53   	  4.58   	  55.95		
-58.59   	-59.51   	  4.80   	 -30.52		
-58.90   	-58.59   	  4.68   	 -76.30		
-60.42   	-63.48   	  4.37   	  91.56		
-63.78   	-71.41   	  4.74   	 269.58		
-67.75   	-77.51   	  5.82   	 132.25		
-69.89   	-79.65   	  6.35   	-172.94		
-69.58   	-78.74   	  5.66   	-320.45		
-67.75   	-75.38   	  4.37   	-239.06		
-65.00   	-70.50   	  3.42   	   5.09		
-63.17   	-62.56   	  3.44   	 111.90		
-61.65   	-52.80   	  3.89   	  76.30		
-61.04   	-46.08   	  4.19   	 218.72		
-59.81   	-47.61   	  5.07   	 310.27		
-57.37   	-57.98   	  6.31   	 208.54		
-57.07   	-70.80   	  7.14   	 142.42		
-60.12   	-75.99   	  7.71   	  91.56		
-65.00   	-67.75   	  8.08   	 -20.35		
-68.97   	-50.66   	  8.00   	 -71.21		
-69.89   	-36.01   	  7.71   	 -96.64		
-67.14   	-34.48   	  7.32   	-116.99		
-61.95   	-47.61   	  6.86   	-111.90		
-55.54   	-69.27   	  6.41   	-101.73		
-47.30   	-88.20   	  6.00   	-106.82		
-38.15   	-95.21   	  5.57   	 -40.69		
-31.13   	-86.67   	  5.41   	  55.95		
-29.30   	-66.83   	  5.64   	  96.64		
-32.96   	-47.30   	  6.02   	  96.64		
-37.84   	-37.54   	  6.41   	 122.07		
-41.50   	-41.50   	  6.90   	 172.94		
-43.03   	-54.63   	  7.59   	 162.77		
-44.56   	-67.14   	  8.24   	  66.12		
-47.91   	-72.63   	  8.50(V)	 -45.78		
-51.88   	-72.02   	  8.32   	 -96.64		
-54.63   	-70.50   	  7.93   	-142.42		
-54.63   	-72.63   	  7.37   	-203.46		
-52.80   	-77.82   	  6.55   	-203.46		
-50.35   	-81.48   	  5.74   	-183.11		
-47.91   	-80.57   	  5.01   	-137.33		
-45.78   	-76.29   	  4.46   	 -55.95		
-45.78   	-73.24   	  4.23   	   5.09		
-51.27   	-75.07   	  4.25   	  25.43		
-61.34   	-81.79   	  4.35   	  35.61		
-72.63   	-89.42   	  4.50   	  55.95		
-79.96   	-94.60   	  4.72   	  50.86		
-79.04   	-98.88   	  4.92   	  55.95		
-70.19   	-105.59   	  5.15   	  91.56		
-58.59   	-117.19   	  5.51   	  71.21		
-49.44   	-132.75   	  5.80   	  10.17		
-47.00   	-148.62   	  5.84   	 -20.35		
-52.80   	-161.44   	  5.76   	 -35.61		
-61.95   	-168.46   	  5.62   	 -50.86		
-68.05   	-167.54   	  5.41   	 -86.47		
-64.70   	-157.78   	  5.07   	 -45.78		
-51.27   	-139.77   	  4.88   	  35.61		
-32.65   	-118.10   	  5.03   	  20.35		
-16.17   	-100.40   	  5.11   	 -40.69		
 -5.49   	-91.55   	  4.94   	 -20.35		
 -0.92   	-90.03   	  4.86   	   5.09		
  1.22   	-87.89   	  4.88   	  50.86		
  2.14   	-77.82   	  5.09   	  76.30		
  1.53   	-60.73   	  5.39   	   5.09		
 -1.22   	-43.03   	  5.41   	 -61.04		
 -6.41   	-33.57   	  5.17   	 -40.69		
-14.95   	-36.93   	  5.01   	 -10.17		
-27.77   	-50.96   	  4.96   	 -66.12		
-43.95   	-67.75   	  4.70   	 -81.38		
-58.59   	-80.87   	  4.37   	 -10.17		
-65.00   	-87.28   	  4.33   	 -45.78		
-60.12   	-87.59   	  4.15   	-147.51		
-45.47   	-83.31   	  3.56   	-106.82		
-28.99   	-76.29   	  3.13   	 -71.21		
-19.23   	-67.44   	  2.85   	-122.07		
-17.40   	-56.76   	  2.36   	 -76.30		
-19.84   	-47.00   	  2.05   	 137.33		
-23.19   	-42.72   	  2.60   	 244.15		
-26.55   	-46.39   	  3.58   	 203.46		
-31.43   	-56.15   	  4.39   	 269.58		
-39.67   	-66.22   	  5.47   	 356.05		
-48.83   	-70.80   	  6.90   	 162.77		
-54.32   	-68.97   	  7.55   	 -35.61		
-54.32   	-65.00   	  7.41   	   0.00		
-49.44   	-63.17   	  7.41   	  45.78		
-42.11   	-61.65   	  7.59   	 -35.61		
-34.48   	-55.24   	  7.45   	 -81.38		
-28.99   	-43.03   	  7.12   	 -66.12		
-27.47   	-31.43   	  6.86   	 -20.35		
-30.21   	-29.91   	  6.78   	 -30.52		
-35.71   	-41.20   	  6.65   	 -96.64		
-40.59   	-57.07   	  6.27   	 -50.86		
-42.72   	-65.92   	  6.06   	  50.86		
-43.03   	-61.95   	  6.27   	  45.78		
-43.95   	-49.74   	  6.45   	 -10.17		
-44.86   	-38.45   	  6.41   	 -10.17		
-42.72   	-32.65   	  6.37   	  40.69		
-35.10   	-32.35   	  6.53   	  50.86		
-23.19   	-32.65   	  6.73   	  55.95		
-11.60   	-31.43   	  6.96   	  50.86		
 -5.49   	-31.74   	  7.16   	   0.00		
 -7.93   	-36.01   	  7.16   	 -20.35		
-16.78   	-42.72   	  7.08   	 -30.52		
-27.47   	-46.08   	  6.96   	  -5.09		
-35.71   	-39.37   	  6.94   	  40.69		
-37.54   	-21.67   	  7.10   	  55.95		
-34.48   	  0.31   	  7.32   	  35.61		
-30.21   	 18.01   	  7.47   	  10.17		
-30.52   	 25.63   	  7.51   	 -15.26		
-36.62   	 25.33   	  7.45   	 -55.95		
-42.42   	 25.33   	  7.22   	-106.82		
-34.79   	 33.26   	  6.80   	-132.25		
  1.83   	 56.15   	  6.27   	 -66.12		
 79.04   	101.32   	  6.00   	   0.00		
200.50   	176.09   	  6.00   	  45.78		
361.02   	285.34   	  6.19   	  71.21		
549.32   	433.35   	  6.47   	  35.61		
738.53   	611.27   	  6.61   	  -5.09		
943.30   	888.37(R)	  6.59   	 -25.43		
873.72   	871.89   	  6.49   	 -55.95		
673.83   	717.77   	  6.27   	-127.16		
388.79   	470.28   	  5.76   	-188.20		
 97.96   	213.01   	  5.01   	-208.54		
-123.60   	 15.56   	  4.17   	-132.25		
-238.65   	-99.18   	  3.64   	 -20.35		
-256.96   	-148.93   	  3.56   	 -40.69		
-222.78   	-161.13   	  3.40   	-116.99		
-180.36   	-153.50   	  2.93   	 -30.52		
-148.62   	-137.63   	  2.81   	 269.58		
-123.90   	-125.12   	  3.89   	 447.61		
-97.05   	-122.99   	  5.68   	 315.36		
-68.97   	-123.60   	  6.94   	  91.56		
-49.44   	-112.92   	  7.30   	 -81.38		
-45.47   	-86.98   	  6.98   	-335.71		
-54.02   	-60.12   	  5.64   	-671.41		
-65.92   	-51.27   	  2.95   	-757.88		
-74.16   	-63.48   	 -0.08   	-396.74		
-78.13   	-81.48   	 -1.67   	 122.07		
-81.79   	-87.59   	 -1.18   	 427.26		
-86.06   	-78.43   	  0.53   	 544.25		
-88.20   	-65.00   	  2.71   	 635.81		
-85.75   	-59.81   	  5.25   	 610.37		
-80.57   	-65.00   	  7.69   	 320.45		
-76.29   	-73.24   	  8.97   	  35.61		
-75.68   	-77.21   	  9.11(A)	 -45.78		
-79.04   	-73.24   	  8.93   	 -66.12		
-83.92   	-65.00   	  8.67   	 -71.21		
-85.75   	-58.59   	  8.38   	  20.35		
-82.09   	-59.51   	  8.46   	 122.07		
-72.94   	-66.83   	  8.95   	  30.52		
-61.65   	-73.85   	  9.07   	-239.06		
-52.80   	-73.24   	  8.12   	-391.66		
-51.57   	-65.61   	  6.55   	-335.71		
-57.98   	-57.98   	  5.21   	-208.54		
-67.75   	-57.98   	  4.37   	-142.42		
-73.55   	-65.92   	  3.80   	-122.07		
-70.50   	-76.29   	  3.32   	-127.16		
-58.29   	-79.96   	  2.81   	-127.16		
-40.89   	-74.16   	  2.30   	 -86.47		
-23.80   	-61.34   	  1.95   	  15.26		
-10.68   	-47.61   	  2.01   	  91.56		
 -3.97   	-37.23   	  2.38   	 147.51		
 -1.22   	-30.21   	  2.97   	 228.89		
  0.31   	-23.19   	  3.89   	 244.15		
  3.36   	-12.21   	  4.86   	 172.94		
  8.85   	  4.88   	  5.55   	  86.47		
 16.17   	 25.02   	  5.90   	 -45.78		
 24.72   	 43.64   	  5.72   	 -76.30		
 36.01   	 57.07   	  5.41   	 147.51		
 50.66   	 65.31   	  6.00   	 157.68		
 68.97   	 72.02   	  6.63   	 -50.86		
 88.20   	 81.79   	  6.43   	-122.07		
104.68   	 97.35   	  5.94   	 -20.35		
115.97   	118.41   	  5.86   	   0.00		
121.46   	140.99   	  5.86   	 -35.61		
123.60   	159.00   	  5.72   	 -45.78		
125.43   	168.46   	  5.53   	 -50.86		
127.87   	169.68   	  5.33   	   0.00		
129.39   	167.24   	  5.33   	  55.95		
126.34   	164.18   	  5.55   	  15.26		
116.27   	161.44   	  5.62   	  10.17		
101.32   	156.86   	  5.66   	  20.35		
 86.06   	149.54   	  5.74   	   0.00		
 75.38   	141.30   	  5.74   	 -50.86		
 68.97   	133.06   	  5.53   	 -91.56		
 61.34   	123.29   	  5.17   	 -96.64		
 46.69   	106.51   	  4.78   	-116.99		
 25.33   	 80.87   	  4.31   	-137.33		
  3.36   	 49.44   	  3.76   	 -66.12		
-10.99   	 21.06   	  3.50   	   0.00		
-15.87   	  1.22   	  3.50   	  -5.09		
-17.40   	-11.60   	  3.48   	   5.09		
-25.02   	-22.89   	  3.50   	  25.43		
-41.81   	-35.71   	  3.60   	  25.43		
-60.73   	-50.05   	  3.70   	   5.09		
-71.41   	-63.48   	  3.72   	 -20.35		
-68.97   	-73.24   	  3.64   	 -25.43		
-58.90   	-79.04   	  3.54   	 -55.95		
-50.96   	-79.96   	  3.32   	 -66.12		
-51.27   	-74.16   	  3.05   	 -15.26		
-57.68   	-62.26   	  2.99   	  10.17		
-64.09   	-49.74   	  3.03   	 -10.17		
-68.05   	-42.72   	  2.99   	 -10.17		
-70.80   	-44.86   	  2.95   	  25.43		
-74.16   	-53.41   	  3.05   	  40.69		
-75.99   	-62.26   	  3.21   	  50.86		
-72.33   	-67.75   	  3.42   	  66.12		
-61.04   	-70.19   	  3.68   	  66.12		
-47.61   	-70.80   	  3.95   	  45.78		
-41.20   	-69.58   	  4.13   	  40.69		
-47.00   	-67.14   	  4.29   	  45.78		
-62.56   	-64.09   	  4.48   	  25.43		
-78.43   	-62.87   	  4.58   	  10.17		
-86.06   	-63.78   	  4.62   	  25.43		
-81.79   	-64.70   	  4.72   	  61.04		
-68.36   	-62.56   	  4.96   	 -15.26		
-53.10   	-57.98   	  4.90   	 -61.04		
-44.25   	-55.24   	  4.66   	 -25.43		
-46.08   	-56.76   	  4.56   	  -5.09		
-56.15   	-61.34   	  4.54   	  30.52		
-67.75   	-64.09   	  4.66   	  81.38		
-73.24   	-61.04   	  4.98   	 137.33		
-69.58   	-53.71   	  5.53   	 183.11		
-60.73   	-45.78   	  6.27   	 162.77		
-54.63   	-40.89   	  6.92   	 249.24		
-55.85   	-40.59   	  7.91   	 391.66		
-62.87   	-42.72   	  9.48   	 208.54		
-69.89   	-44.25   	 10.32   	-111.90		
-70.50   	-42.72   	  9.87   	  -5.09		
-63.48   	-38.15   	  9.85   	  30.52		
-53.10   	-32.96   	  9.97   	-279.75		
-45.47   	-29.91   	  8.85   	-254.32		
-43.64   	-31.43   	  7.83   	  61.04		
-46.08   	-35.71   	  8.08   	 172.94		
-47.91   	-39.06   	  8.77   	 132.25		
-46.39   	-37.84   	  9.30   	 172.94		
-42.42   	-31.43   	  9.99   	 157.68		
-39.06   	-24.11   	 10.62   	  71.21		
-39.37   	-20.75   	 10.91   	  66.12		
-43.03   	-23.80   	 11.17   	 111.90		
-46.69   	-30.52   	 11.62   	  61.04		
-47.61   	-36.62   	 11.86   	   5.09		
-44.25   	-39.06   	 11.88   	  -5.09		
-36.93   	-38.45   	 11.86   	 -10.17		
-28.08   	-37.84   	 11.82   	 -25.43		
