  I     	  II     	  LV     	  LV'		
-61.04   	-39.67   	  0.55   	  50.86		
-62.56   	-41.50   	  0.75   	  40.69		
-62.56   	-42.42   	  0.92   	  40.69		
-61.34   	-41.50   	  1.08   	  25.43		
-59.81   	-39.67   	  1.18   	  25.43		
-59.20   	-38.15   	  1.28   	  15.26		
-60.12   	-38.15   	  1.34   	  15.26		
-60.73   	-38.76   	  1.40   	  20.35		
-60.12   	-39.37   	  1.49   	  20.35		
-58.29   	-38.76   	  1.57   	  30.52		
-55.85   	-35.40   	  1.69   	  35.61		
-54.02   	-28.99   	  1.83   	  40.69		
-50.96   	-19.23   	  1.99   	  40.69		
-45.78   	 -7.32   	  2.16   	  45.78		
-37.54   	  5.80   	  2.34   	  40.69		
-28.08   	 20.14   	  2.50   	  30.52		
-19.84   	 33.87   	  2.62   	  30.52		
-14.34   	 45.78   	  2.75   	  20.35		
-10.99   	 54.02   	  2.83   	  20.35		
 -6.71   	 59.20   	  2.91   	  10.17		
 -0.92   	 64.70   	  2.95   	  10.17		
  6.10   	 75.38   	  2.99   	   5.09		
 13.43   	 93.99   	  3.01   	  10.17		
 19.84   	115.97   	  3.05   	   5.09		
 25.33   	130.00   	  3.07   	  10.17		
 28.69   	126.65   	  3.11   	  10.17		
 30.21   	104.06   	  3.15   	  15.26		
 30.82   	 71.41   	  3.21   	  10.17		
 32.65   	 42.11   	  3.26   	   5.09		
 36.01   	 25.33   	  3.28   	  10.17		
 38.45   	 21.06   	  3.32   	   5.09		
 34.48   	 23.50   	  3.34   	   0.00		
 19.53   	 24.41   	  3.34   	   0.00		
 -4.88   	 19.23   	  3.34   	  -5.09		
-31.74   	  5.49   	  3.32   	  -5.09		
-52.80   	-15.26   	  3.30   	   0.00		
-64.09   	-39.06   	  3.30   	   0.00		
-65.92   	-60.12   	  3.30   	  10.17		
-63.78   	-73.85   	  3.34   	  10.17		
-62.87   	-79.35   	  3.38   	  15.26		
-64.70   	-79.65   	  3.44   	  25.43		
-68.36   	-78.74   	  3.54   	  30.52		
-71.41   	-78.13   	  3.66   	  35.61		
-72.63   	-78.74   	  3.80   	  40.69		
-73.24   	-79.35   	  3.97   	  40.69		
-74.77   	-81.18   	  4.13   	  45.78		
-77.82   	-84.53   	  4.31   	  45.78		
-80.87   	-88.81   	  4.50   	  45.78		
-82.09   	-91.55   	  4.68   	  45.78		
-81.18   	-90.94   	  4.86   	  40.69		
-78.74   	-86.67   	  5.03   	  45.78		
-76.90   	-81.48   	  5.21   	  45.78		
-75.68   	-78.13   	  5.39   	  45.78		
-75.07   	-77.21   	  5.57   	  50.86		
-74.46   	-77.21   	  5.78   	  50.86		
-73.24   	-75.99   	  5.98   	  55.95		
-71.11   	-72.33   	  6.21   	  61.04		
-68.05   	-66.53   	  6.45   	  66.12		
-65.00   	-61.04   	  6.71   	  66.12		
-62.87   	-56.76   	  6.98   	  71.21		
-61.34   	-54.63   	  7.26   	  66.12		
-60.12   	-52.80   	  7.53   	  66.12		
-58.90   	-49.74   	  7.79   	  66.12		
-56.46   	-45.47   	  8.06   	  55.95		
-52.80   	-41.50   	  8.28   	  55.95		
-47.61   	-41.50   	  8.50   	  50.86		
-40.89   	-46.39   	  8.71   	  45.78		
-28.99   	-50.35   	  8.89   	  40.69		
  0.00   	-36.93   	  9.05   	  35.61		
 65.31   	 18.31   	  9.20   	  30.52		
186.16   	135.80   	  9.32   	  25.43		
366.82   	317.69   	  9.42   	  20.35		
579.53   	540.16   	  9.50   	  15.26		
759.89   	754.70   	  9.56   	  10.17		
828.55   	905.46   	  9.60   	  10.17		
732.42   	945.43(R)	  9.64(E)	  10.17		
485.23   	851.44   	  9.68   	  10.17		
173.03   	640.26   	  9.73   	  15.26		
-86.06   	370.79   	  9.79   	  20.35		
-208.44   	126.04   	  9.87   	  35.61		
-190.43   	-20.14   	 10.01   	  45.78		
-98.57   	-45.78   	 10.19   	  66.12		
-16.17   	  8.85   	 10.46   	  91.56		
 11.60   	 70.19   	 10.82   	 127.16		
 -7.02   	 83.92   	 11.33   	 167.85		
-36.93   	 45.17   	 12.00   	 213.63		
-50.96   	-10.38   	 12.86   	 269.58		
-46.08   	-45.17   	 13.94   	 330.62		
-35.10   	-48.22   	 15.26   	 396.74		
-29.91   	-34.79   	 16.85   	 467.95		
-31.74   	-24.72   	 18.72   	 528.99		
-35.71   	-26.55   	 20.83   	 595.11		
-37.23   	-35.10   	 23.21   	 651.07		
-35.40   	-41.50   	 25.82   	 701.93		
-31.43   	-42.42   	 28.63   	 747.71		
-28.08   	-39.06   	 31.62   	 783.31		
-25.94   	-35.10   	 34.75   	 813.83		
-25.63   	-32.96   	 38.01   	 839.26		
-25.94   	-33.57   	 41.36   	 859.61		
-25.63   	-35.10   	 44.80   	 879.96		
-24.41   	-36.32   	 48.32   	 890.13		
-22.58   	-35.10   	 51.88   	 890.13		
-20.75   	-32.65   	 55.44   	 885.04		
-18.92   	-29.91   	 58.98   	 859.61		
-17.40   	-28.69   	 62.42   	 834.18		
-16.17   	-28.69   	 65.76   	 793.49		
-14.65   	-29.30   	 68.93   	 742.62		
-12.82   	-28.99   	 71.90   	 686.67		
-10.99   	-27.47   	 74.65   	 640.89		
 -9.46   	-25.63   	 77.21   	 590.03		
 -8.24   	-24.72   	 79.57   	 554.42		
 -7.32   	-25.02   	 81.79   	 523.90		
 -7.02   	-26.25   	 83.89   	 498.47		
 -6.41   	-27.47   	 85.88   	 488.30		
 -5.80   	-28.08   	 87.83   	 478.13		
 -5.19   	-27.77   	 89.75   	 467.95		
 -3.66   	-26.86   	 91.62   	 457.78		
 -1.53   	-25.63   	 93.45   	 437.43		
  1.22   	-23.80   	 95.20   	 412.00		
  4.27   	-21.97   	 96.85   	 376.40		
  7.02   	-19.84   	 98.35   	 335.71		
 10.07   	-17.40   	 99.69   	 295.01		
 13.43   	-14.34   	100.87   	 254.32		
 17.09   	-11.29   	101.89   	 228.89		
 21.06   	 -8.85   	102.81   	 213.63		
 24.72   	 -7.02   	103.66   	 208.54		
 28.38   	 -5.80   	104.50   	 213.63		
 32.04   	 -4.58   	105.35   	 233.98		
 36.01   	 -1.83   	106.29   	 244.15		
 40.59   	  2.75   	107.26   	 254.32		
 45.78   	  7.63   	108.28   	 259.41		
 51.57   	 12.21   	109.32   	 254.32		
 57.68   	 16.48   	110.34   	 239.06		
 63.78   	 20.75   	111.29   	 228.89		
 70.50   	 26.55   	112.21   	 203.46		
 77.82   	 33.87   	113.02   	 183.11		
 85.45   	 42.11   	113.75   	 178.03		
 93.08   	 49.74   	114.47   	 167.85		
100.40   	 56.15   	115.14   	 167.85		
107.12   	 61.34   	115.81   	 178.03		
113.22   	 66.53   	116.52   	 188.20		
118.41   	 72.33   	117.27   	 193.29		
123.29   	 78.74   	118.05   	 198.37		
127.26   	 85.14   	118.84   	 198.37		
130.62   	 91.25   	119.63   	 188.20		
133.06   	 97.05   	120.39   	 172.94		
134.58   	101.62   	121.08   	 157.68		
134.58   	105.29   	121.71   	 132.25		
133.06   	107.42   	122.24   	 111.90		
129.39   	108.03   	122.69   	  96.64		
122.68   	106.51   	123.07   	  81.38		
112.61   	102.23   	123.40   	  76.30		
 98.27   	 94.30   	123.70   	  71.21		
 80.26   	 82.40   	123.99   	  66.12		
 59.81   	 67.75   	124.25   	  76.30		
 39.06   	 51.88   	124.56   	  71.21		
 19.23   	 36.93   	124.84   	  81.38		
  1.53   	 22.58   	125.17   	  76.30		
-14.34   	  9.46   	125.47   	  71.21		
-28.99   	 -3.05   	125.76   	  71.21		
-42.11   	-15.56   	126.04   	  66.12		
-54.32   	-26.86   	126.31   	  55.95		
-65.31   	-36.93   	126.53   	  45.78		
-74.16   	-45.17   	126.71   	  35.61		
-80.87   	-52.19   	126.86   	  30.52		
-85.45   	-58.59   	126.98   	  20.35		
-88.50   	-63.78   	127.06   	  10.17		
-90.94   	-68.05   	127.10(S)	  -5.09		
-93.08   	-71.11   	127.08   	 -10.17		
-95.52   	-72.94   	127.04   	 -30.52		
-97.35   	-74.77   	126.92   	 -45.78		
-97.96   	-75.99   	126.73   	 -66.12		
-97.96   	-76.29   	126.47   	 -91.56		
-97.35   	-76.29   	126.10   	-122.07		
-97.05   	-75.68   	125.61   	-147.51		
-97.35   	-75.68   	125.02   	-193.29		
-97.66   	-76.29   	124.25   	-233.98		
-98.27   	-77.82   	123.32   	-284.84		
-98.57   	-79.35   	122.18   	-340.79		
-99.18   	-80.26   	120.81   	-406.92		
-100.10   	-81.48   	119.19   	-462.87		
-101.01   	-82.40   	117.33   	-528.99		
-101.32   	-83.01   	115.22   	-579.86		
-101.32   	-83.01   	112.90   	-625.63		
-100.71   	-82.09   	110.40   	-671.41		
-99.79   	-81.48   	107.71   	-707.02		
-99.49   	-81.18   	104.88   	-742.62		
-99.49   	-81.79   	101.91   	-773.14		
-99.79   	-82.70   	 98.82   	-808.75		
-99.18   	-83.62   	 95.58   	-839.26		
-98.27   	-83.62   	 92.23   	-874.87		
-97.35   	-83.31   	 88.73   	-895.22		
-96.44   	-82.70   	 85.15   	-920.65		
-96.13   	-82.70   	 81.46   	-935.91		
-96.44   	-83.01   	 77.72   	-930.82		
-96.44   	-84.23   	 74.00   	-925.73		
-96.74   	-85.14   	 70.29   	-905.39		
-96.74   	-85.75   	 66.67   	-874.87		
-96.44   	-85.75   	 63.17   	-839.26		
-95.83   	-85.75   	 59.82   	-803.66		
-95.21   	-85.75   	 56.60   	-762.97		
-94.60   	-85.75   	 53.55   	-722.28		
-93.69   	-85.45   	 50.66   	-691.76		
-92.47   	-84.53   	 47.89   	-656.15		
-91.55   	-83.62   	 45.27   	-625.63		
-90.94   	-82.70   	 42.77   	-600.20		
-91.25   	-82.70   	 40.37   	-564.60		
-91.55   	-83.31   	 38.11   	-534.08		
-91.55   	-83.92   	 35.97   	-503.56		
-90.94   	-83.62   	 33.96   	-462.87		
-89.72   	-82.70   	 32.11   	-422.18		
-88.50   	-81.48   	 30.42   	-381.48		
-87.59   	-81.18   	 28.89   	-335.71		
-87.28   	-82.09   	 27.55   	-300.10		
-86.67   	-83.01   	 26.35   	-259.41		
-86.36   	-83.62   	 25.31   	-228.89		
-85.75   	-82.70   	 24.39   	-208.54		
-85.75   	-80.87   	 23.56   	-193.29		
-85.75   	-79.35   	 22.79   	-183.11		
-85.45   	-79.04   	 22.05   	-188.20		
-85.14   	-80.26   	 21.30   	-183.11		
-84.53   	-82.40   	 20.57   	-188.20		
-83.92   	-84.23   	 19.82   	-188.20		
-83.62   	-84.84   	 19.06   	-188.20		
-83.62   	-84.23   	 18.31   	-178.03		
-83.31   	-83.01   	 17.60   	-172.94		
-83.01   	-82.09   	 16.91   	-157.68		
-82.09   	-82.40   	 16.28   	-137.33		
-81.48   	-83.31   	 15.73   	-122.07		
-80.87   	-84.53   	 15.24   	-106.82		
-80.87   	-85.45   	 14.81   	 -91.56		
-80.87   	-85.75   	 14.45   	 -76.30		
-81.18   	-85.75   	 14.14   	 -71.21		
-80.87   	-85.45   	 13.86   	 -55.95		
-80.26   	-85.14   	 13.63   	 -45.78		
-79.65   	-85.45   	 13.45   	 -40.69		
-79.35   	-86.36   	 13.29   	 -25.43		
-79.96   	-87.28   	 13.18   	 -20.35		
-80.57   	-87.89   	 13.10(D)	   0.00		
-81.18   	-88.20   	 13.10   	  10.17		
-80.57   	-87.89   	 13.14   	  20.35		
-78.74   	-86.98   	 13.22   	  35.61		
-76.29   	-85.14   	 13.37   	  40.69		
-73.85   	-82.70   	 13.53   	  45.78		
-72.63   	-80.87   	 13.71   	  45.78		
-72.33   	-80.57   	 13.90   	  45.78		
-72.94   	-81.48   	 14.08   	  40.69		
-73.24   	-83.31   	 14.24   	  35.61		
-72.94   	-84.53   	 14.38   	  25.43		
-72.33   	-84.84   	 14.49   	  20.35		
-72.33   	-84.84   	 14.57   	  15.26		
-72.94   	-84.84   	 14.63   	  15.26		
-74.16   	-85.14   	 14.69   	  10.17		
-75.07   	-85.14   	 14.73   	  15.26		
-75.07   	-84.53   	 14.79   	  15.26		
-74.46   	-83.92   	 14.85   	  15.26		
-73.55   	-83.31   	 14.91   	  15.26		
-72.94   	-83.92   	 14.97   	  20.35		
-72.02   	-84.53   	 15.06   	  25.43		
-71.11   	-85.14   	 15.16   	  15.26		
-70.19   	-85.45   	 15.22   	  20.35		
-68.97   	-85.75   	 15.30   	  15.26		
-68.05   	-85.75   	 15.36   	  15.26		
-66.83   	-84.23   	 15.42   	  10.17		
-64.09   	-79.04   	 15.46   	  10.17		
-59.51   	-68.05   	 15.50   	   5.09		
-52.49   	-51.88   	 15.52   	  10.17		
-43.95   	-32.65   	 15.56   	   5.09		
-34.79   	-14.95   	 15.58   	   5.09		
-26.25   	 -1.83   	 15.61   	   5.09		
-19.23   	  5.49   	 15.63   	   5.09		
-13.12   	  9.16   	 15.65   	  10.17		
 -7.63   	 13.43   	 15.69   	  10.17		
 -3.36   	 21.36   	 15.73   	  10.17		
  0.00   	 33.87   	 15.77   	  10.17		
  2.44   	 48.52   	 15.81   	  15.26		
  4.27   	 59.20   	 15.87   	  10.17		
  6.41   	 59.51   	 15.91   	  15.26		
  7.93   	 46.39   	 15.97   	  10.17		
  8.54   	 22.28   	 16.01   	  10.17		
  9.16   	 -4.88   	 16.05   	  10.17		
 11.90   	-26.25   	 16.09   	  10.17		
 16.78   	-37.23   	 16.13   	  10.17		
 20.75   	-39.06   	 16.17   	  10.17		
 18.31   	-36.62   	 16.22   	   5.09		
  5.19   	-36.93   	 16.24   	  10.17		
-18.31   	-43.64   	 16.28   	   5.09		
-46.08   	-58.90   	 16.30   	  10.17		
-70.19   	-80.26   	 16.34   	  10.17		
-85.45   	-103.15   	 16.38   	  10.17		
-90.33   	-122.38   	 16.42   	  15.26		
-88.81   	-134.89   	 16.48   	  20.35		
-86.67   	-140.69   	 16.56   	  25.43		
-87.28   	-142.52   	 16.66   	  30.52		
-91.55   	-143.74   	 16.79   	  30.52		
-97.05   	-145.57   	 16.91   	  35.61		
