  I     	  II     	  LV     	  LV'		  FA     	  FA'		
107.73   	126.95   	112.72   	  10.17		103.68   	 116.99		
116.88   	129.70   	112.76(S)	   0.00		104.15   	 111.90		
124.21   	130.62   	112.76   	  -5.09		104.60   	 101.73		
130.31   	129.09   	112.74   	 -15.26		105.00   	  96.64		
135.80   	126.34   	112.68   	 -25.43		105.39   	  86.47		
141.91   	123.29   	112.57   	 -30.52		105.74   	  81.38		
147.71   	119.93   	112.45   	 -40.69		106.06   	  76.30		
152.28   	115.36   	112.29   	 -45.78		106.37   	  66.12		
154.11   	110.17   	112.11   	 -55.95		106.63   	  61.04		
153.20   	105.29   	111.88   	 -61.04		106.88   	  55.95		
150.76   	101.62   	111.64   	 -61.04		107.10   	  45.78		
147.71   	 99.18   	111.39   	 -76.30		107.28   	  40.69		
144.65   	 95.83   	111.09   	 -86.47		107.45   	  30.52		
139.77   	 90.03   	110.74   	 -96.64		107.57   	  25.43		
131.53   	 81.48   	110.36   	-116.99		107.67   	  15.26		
119.02   	 71.41   	109.89   	-132.25		107.73   	   5.09		
102.84   	 61.65   	109.36   	-157.68		107.75(S)	   0.00		
 85.14   	 53.10   	108.73   	-178.03		107.75   	 -15.26		
 68.05   	 46.39   	108.02   	-208.54		107.69   	 -20.35		
 53.71   	 40.89   	107.18   	-239.06		107.61   	 -30.52		
 41.50   	 36.01   	106.23   	-269.58		107.49   	 -40.69		
 29.91   	 30.52   	105.15   	-305.19		107.32   	 -50.86		
 18.62   	 24.11   	103.93   	-345.88		107.12   	 -71.21		
  7.93   	 17.40   	102.54   	-386.57		106.84   	 -76.30		
 -2.14   	 10.68   	101.00   	-422.18		106.53   	 -96.64		
-11.60   	  4.58   	 99.31   	-452.69		106.14   	-111.90		
-20.45   	 -0.92   	 97.50   	-493.39		105.70   	-127.16		
-29.30   	 -6.10   	 95.52   	-518.82		105.19   	-147.51		
-36.93   	-11.29   	 93.45   	-554.42		104.60   	-162.77		
-42.72   	-16.48   	 91.23   	-605.29		103.95   	-183.11		
-45.78   	-21.36   	 88.81   	-666.32		103.21   	-203.46		
-47.00   	-24.72   	 86.14   	-737.54		102.40   	-223.80		
-47.30   	-25.94   	 83.19   	-818.92		101.51   	-239.06		
-48.52   	-25.33   	 79.92   	-900.30		100.55   	-249.24		
-51.27   	-23.50   	 76.32   	-971.51		 99.55   	-259.41		
-54.63   	-22.28   	 72.43   	-1022.38		 98.51   	-269.58		
-57.37   	-22.89   	 68.34   	-1047.81		 97.44   	-259.41		
-58.90   	-25.63   	 64.15   	-1047.81		 96.40   	-264.50		
-58.90   	-29.30   	 59.96   	-1027.46		 95.34   	-249.24		
-58.59   	-33.26   	 55.85   	-976.60		 94.34   	-239.06		
-58.90   	-36.62   	 51.94   	-925.73		 93.39   	-233.98		
-59.81   	-38.45   	 48.24   	-859.61		 92.45   	-218.72		
-60.42   	-38.45   	 44.80   	-798.57		 91.58   	-208.54		
-60.12   	-36.32   	 41.61   	-742.62		 90.74   	-203.46		
-59.20   	-33.57   	 38.64   	-701.93		 89.93   	-193.29		
-59.20   	-31.74   	 35.83   	-666.32		 89.16   	-188.20		
-60.73   	-32.96   	 33.16   	-640.89		 88.40   	-178.03		
-63.17   	-36.32   	 30.60   	-625.63		 87.69   	-172.94		
-64.70   	-39.98   	 28.10   	-605.29		 87.00   	-162.77		
-64.70   	-41.20   	 25.68   	-590.03		 86.35   	-162.77		
-62.87   	-39.06   	 23.32   	-569.68		 85.70   	-152.59		
-60.12   	-34.48   	 21.04   	-539.16		 85.09   	-147.51		
-57.98   	-30.21   	 18.88   	-508.65		 84.50   	-142.42		
-56.76   	-27.77   	 16.85   	-467.95		 83.93   	-137.33		
-56.15   	-26.86   	 14.97   	-422.18		 83.38   	-137.33		
-55.54   	-27.16   	 13.29   	-376.40		 82.83   	-127.16		
-55.24   	-27.77   	 11.78   	-335.71		 82.32   	-127.16		
-54.93   	-27.77   	 10.44   	-289.93		 81.81   	-122.07		
-54.32   	-26.86   	  9.28   	-254.32		 81.32   	-116.99		
-53.10   	-25.33   	  8.26   	-218.72		 80.85   	-116.99		
-51.57   	-24.11   	  7.39   	-198.37		 80.39   	-111.90		
-49.74   	-23.80   	  6.59   	-172.94		 79.94   	-106.82		
-48.52   	-24.72   	  5.90   	-157.68		 79.51   	-106.82		
-48.52   	-26.55   	  5.27   	-142.42		 79.08   	-106.82		
-49.74   	-28.38   	  4.70   	-127.16		 78.66   	-101.73		
-51.27   	-29.60   	  4.19   	-116.99		 78.25   	 -96.64		
-52.19   	-29.91   	  3.72   	-106.82		 77.86   	-101.73		
-51.88   	-29.91   	  3.30   	 -86.47		 77.46   	 -96.64		
-50.66   	-30.21   	  2.95   	 -81.38		 77.07   	 -91.56		
-49.74   	-30.52   	  2.62   	 -61.04		 76.70   	 -91.56		
-50.35   	-30.82   	  2.38   	 -50.86		 76.34   	 -91.56		
-52.19   	-31.13   	  2.18   	 -40.69		 75.97   	 -86.47		
-55.24   	-31.74   	  2.01   	 -35.61		 75.63   	 -86.47		
-57.98   	-31.74   	  1.87   	 -25.43		 75.28   	 -86.47		
-59.51   	-31.13   	  1.77   	 -20.35		 74.93   	 -81.38		
-59.51   	-29.30   	  1.69   	 -25.43		 74.61   	 -76.30		
-58.29   	-27.16   	  1.59   	 -20.35		 74.30   	 -81.38		
-56.76   	-25.63   	  1.51   	 -20.35		 73.98   	 -76.30		
-55.85   	-25.02   	  1.42   	 -25.43		 73.67   	 -71.21		
-55.85   	-25.63   	  1.32   	 -20.35		 73.39   	 -76.30		
-57.07   	-26.25   	  1.24   	 -25.43		 73.08   	 -71.21		
-57.68   	-26.55   	  1.14   	 -20.35		 72.80   	 -71.21		
-56.76   	-25.94   	  1.06   	 -20.35		 72.51   	 -71.21		
-54.63   	-25.02   	  0.98   	 -15.26		 72.23   	 -71.21		
-52.19   	-24.72   	  0.92   	 -10.17		 71.94   	 -71.21		
-50.35   	-25.02   	  0.87   	 -10.17		 71.66   	 -66.12		
-50.96   	-26.25   	  0.83   	  -5.09		 71.39   	 -66.12		
-53.10   	-27.47   	  0.81   	   0.00		 71.13   	 -66.12		
-55.85   	-27.47   	  0.81   	  -5.09		 70.86   	 -66.12		
-57.37   	-26.55   	  0.79   	   0.00		 70.60   	 -66.12		
-57.98   	-25.63   	  0.79   	  -5.09		 70.34   	 -66.12		
-57.07   	-26.25   	  0.77   	  -5.09		 70.07   	 -66.12		
-55.85   	-28.38   	  0.75   	  -5.09		 69.81   	 -61.04		
-55.24   	-31.74   	  0.73   	  -5.09		 69.56   	 -61.04		
-55.85   	-34.18   	  0.71   	  -5.09		 69.32   	 -66.12		
-57.07   	-35.10   	  0.69   	  -5.09		 69.05   	 -61.04		
-58.29   	-34.18   	  0.67   	  -5.09		 68.81   	 -61.04		
-58.29   	-32.65   	  0.65(D)	   0.00		 68.57   	 -61.04		
-57.37   	-31.43   	  0.65   	   0.00		 68.32   	 -55.95		
-56.46   	-30.82   	  0.65   	   0.00		 68.10   	 -61.04		
-56.15   	-31.43   	  0.65   	   0.00		 67.85   	 -61.04		
-56.46   	-31.74   	  0.65   	   5.09		 67.61   	 -55.95		
-56.46   	-32.04   	  0.67   	   5.09		 67.39   	 -61.04		
-55.85   	-32.35   	  0.69   	   0.00		 67.14   	 -55.95		
-54.93   	-32.04   	  0.69   	   5.09		 66.92   	 -55.95		
-54.02   	-31.74   	  0.71   	   0.00		 66.69   	 -55.95		
-53.41   	-31.74   	  0.71   	   5.09		 66.47   	 -55.95		
-52.49   	-31.43   	  0.73   	   0.00		 66.25   	 -55.95		
-51.88   	-31.43   	  0.73   	   5.09		 66.02   	 -50.86		
-51.88   	-31.43   	  0.75   	   0.00		 65.82   	 -55.95		
-52.49   	-31.13   	  0.75   	   0.00		 65.59   	 -55.95		
-52.80   	-29.91   	  0.75   	   5.09		 65.37   	 -50.86		
-52.19   	-28.08   	  0.77   	   0.00		 65.17   	 -50.86		
-50.66   	-25.94   	  0.77   	   5.09		 64.96   	 -50.86		
-49.13   	-24.72   	  0.79   	   5.09		 64.76   	 -50.86		
-48.83   	-25.02   	  0.81   	   5.09		 64.56   	 -50.86		
-49.44   	-26.25   	  0.83   	   5.09		 64.35   	 -50.86		
-49.13   	-26.55   	  0.85   	   5.09		 64.15   	 -50.86		
-47.61   	-25.63   	  0.87   	   0.00		 63.95   	 -50.86		
-45.47   	-24.41   	  0.87   	   5.09		 63.74   	 -50.86		
-44.86   	-24.72   	  0.90   	   5.09		 63.54   	 -45.78		
-46.69   	-27.16   	  0.92   	   5.09		 63.36   	 -50.86		
-50.05   	-30.52   	  0.94   	   5.09		 63.15   	 -45.78		
-52.19   	-32.96   	  0.96   	   0.00		 62.97   	 -45.78		
-52.19   	-32.96   	  0.96   	   5.09		 62.79   	 -50.86		
-50.35   	-31.13   	  0.98   	   5.09		 62.58   	 -45.78		
-48.22   	-28.99   	  1.00   	   5.09		 62.40   	 -45.78		
-46.69   	-27.47   	  1.02   	   5.09		 62.22   	 -45.78		
-45.78   	-26.86   	  1.04   	  10.17		 62.03   	 -40.69		
-46.08   	-26.55   	  1.08   	   5.09		 61.87   	 -45.78		
-47.30   	-25.94   	  1.10   	  10.17		 61.69   	 -45.78		
-48.83   	-25.33   	  1.14   	   5.09		 61.51   	 -40.69		
-49.74   	-25.33   	  1.16   	   5.09		 61.34   	 -45.78		
-49.74   	-25.33   	  1.18   	  10.17		 61.16   	 -45.78		
-48.83   	-25.94   	  1.22   	   5.09		 60.98   	 -40.69		
-48.52   	-26.86   	  1.24   	   5.09		 60.81   	 -40.69		
-48.83   	-28.08   	  1.26   	   5.09		 60.65   	 -45.78		
-50.05   	-28.69   	  1.28   	   0.00		 60.47   	 -40.69		
-50.96   	-29.30   	  1.28   	   5.09		 60.30   	 -40.69		
-50.35   	-29.91   	  1.30   	   0.00		 60.14   	 -40.69		
-48.22   	-30.21   	  1.30   	   5.09		 59.98   	 -40.69		
-45.17   	-31.13   	  1.32   	   0.00		 59.82   	 -40.69		
-43.03   	-32.04   	  1.32   	   0.00		 59.65   	 -40.69		
-42.72   	-32.96   	  1.32   	   0.00		 59.49   	 -35.61		
-43.95   	-33.87   	  1.32   	   0.00		 59.35   	 -40.69		
-45.17   	-34.48   	  1.32   	   0.00		 59.19   	 -40.69		
-44.86   	-34.79   	  1.32   	   0.00		 59.02   	 -35.61		
-43.03   	-34.79   	  1.32   	   0.00		 58.88   	 -40.69		
-41.20   	-34.48   	  1.32   	   0.00		 58.72   	 -35.61		
-40.59   	-33.57   	  1.32   	   0.00		 58.58   	 -35.61		
-41.50   	-31.74   	  1.32   	   0.00		 58.43   	 -40.69		
-42.72   	-29.30   	  1.32   	   0.00		 58.27   	 -35.61		
-43.33   	-27.16   	  1.32   	   0.00		 58.13   	 -35.61		
-42.42   	-26.86   	  1.32   	  -5.09		 57.99   	 -35.61		
-40.89   	-28.38   	  1.30   	   0.00		 57.84   	 -35.61		
-38.76   	-30.82   	  1.30   	   0.00		 57.70   	 -35.61		
-36.93   	-32.35   	  1.30   	   0.00		 57.56   	 -35.61		
-35.71   	-32.65   	  1.30   	   0.00		 57.42   	 -30.52		
-35.71   	-32.35   	  1.30   	   0.00		 57.29   	 -35.61		
-36.93   	-31.74   	  1.30   	  -5.09		 57.15   	 -35.61		
-38.76   	-31.13   	  1.28   	   0.00		 57.01   	 -35.61		
-39.98   	-30.52   	  1.28   	   0.00		 56.87   	 -30.52		
-40.59   	-29.60   	  1.28   	   0.00		 56.74   	 -35.61		
-40.59   	-28.08   	  1.28   	   0.00		 56.60   	 -30.52		
-40.28   	-26.55   	  1.28   	   0.00		 56.48   	 -30.52		
-39.67   	-23.80   	  1.28   	   0.00		 56.36   	 -35.61		
-38.15   	-21.36   	  1.28   	   0.00		 56.22   	 -30.52		
-36.32   	-20.14   	  1.28   	   5.09		 56.09   	 -30.52		
-35.40   	-21.36   	  1.30   	   0.00		 55.97   	 -35.61		
-35.40   	-24.72   	  1.30   	   5.09		 55.83   	 -30.52		
-35.40   	-27.77   	  1.32   	   5.09		 55.71   	 -30.52		
-34.18   	-28.69   	  1.34   	   0.00		 55.58   	 -30.52		
-31.43   	-26.55   	  1.34   	   5.09		 55.46   	 -30.52		
-28.99   	-24.41   	  1.36   	   0.00		 55.34   	 -30.52		
-28.69   	-23.80   	  1.36   	   5.09		 55.22   	 -30.52		
-30.82   	-25.33   	  1.38   	   0.00		 55.10   	 -30.52		
-32.65   	-27.16   	  1.38   	   5.09		 54.97   	 -30.52		
-33.26   	-27.77   	  1.40   	   0.00		 54.85   	 -25.43		
-32.96   	-26.55   	  1.40   	   0.00		 54.75   	 -30.52		
-32.96   	-24.41   	  1.40   	   5.09		 54.63   	 -30.52		
-33.57   	-22.58   	  1.42   	   0.00		 54.51   	 -30.52		
-34.48   	-21.67   	  1.42   	   5.09		 54.38   	 -25.43		
-34.18   	-21.36   	  1.44   	   0.00		 54.28   	 -30.52		
-33.26   	-21.36   	  1.44   	   0.00		 54.16   	 -25.43		
-32.65   	-21.67   	  1.44   	   0.00		 54.06   	 -25.43		
-34.18   	-21.97   	  1.44   	   0.00		 53.96   	 -30.52		
-36.01   	-22.28   	  1.44   	   0.00		 53.83   	 -25.43		
-36.62   	-21.67   	  1.44   	   0.00		 53.73   	 -25.43		
-34.18   	-20.75   	  1.44   	   0.00		 53.63   	 -25.43		
-30.21   	-19.84   	  1.44   	   0.00		 53.53   	 -30.52		
-27.16   	-20.14   	  1.44   	   0.00		 53.41   	 -25.43		
-26.25   	-21.36   	  1.44   	   0.00		 53.31   	 -25.43		
-26.55   	-23.80   	  1.44   	   0.00		 53.20   	 -25.43		
-26.86   	-25.94   	  1.44   	   0.00		 53.10   	 -25.43		
-25.94   	-26.55   	  1.44   	   0.00		 53.00   	 -25.43		
-25.02   	-25.02   	  1.44   	   0.00		 52.90   	 -25.43		
-24.41   	-22.28   	  1.44   	   0.00		 52.80   	 -30.52		
-25.02   	-19.84   	  1.44   	   5.09		 52.68   	 -25.43		
-25.94   	-20.14   	  1.46   	   0.00		 52.57   	 -25.43		
-26.55   	-22.89   	  1.46   	   0.00		 52.47   	 -25.43		
-27.16   	-26.25   	  1.46   	   0.00		 52.37   	 -20.35		
-27.16   	-27.77   	  1.46   	   0.00		 52.29   	 -25.43		
-27.16   	-26.55   	  1.46   	   0.00		 52.19   	 -25.43		
-26.86   	-23.19   	  1.46   	   0.00		 52.09   	 -25.43		
-25.63   	-21.06   	  1.46   	   0.00		 51.98   	 -25.43		
-24.41   	-21.67   	  1.46   	   0.00		 51.88   	 -25.43		
-23.19   	-25.02   	  1.46   	   0.00		 51.78   	 -25.43		
-22.58   	-28.08   	  1.46   	   0.00		 51.68   	 -20.35		
-22.28   	-29.30   	  1.46   	   0.00		 51.60   	 -25.43		
-22.28   	-28.38   	  1.46   	   5.09		 51.50   	 -25.43		
-21.97   	-26.55   	  1.49   	   0.00		 51.39   	 -20.35		
-21.06   	-25.63   	  1.49   	   0.00		 51.31   	 -25.43		
-19.23   	-24.72   	  1.49   	   5.09		 51.21   	 -25.43		
-15.87   	-21.36   	  1.51   	   0.00		 51.11   	 -20.35		
-10.99   	-12.51   	  1.51   	   5.09		 51.03   	 -25.43		
 -5.49   	  1.53   	  1.53   	   5.09		 50.93   	 -25.43		
  0.00   	 17.09   	  1.55   	   0.00		 50.82   	 -20.35		
  3.97   	 29.60   	  1.55   	   5.09		 50.74   	 -20.35		
  5.19   	 35.71   	  1.57   	   5.09		 50.66   	 -25.43		
  3.66   	 36.01   	  1.59   	   5.09		 50.56   	 -20.35		
  0.92   	 33.87   	  1.61   	  10.17		 50.48   	 -20.35		
 -2.14   	 33.87   	  1.65   	   5.09		 50.40   	 -20.35		
 -3.36   	 38.15   	  1.67   	   5.09		 50.32   	 -20.35		
 -2.44   	 46.39   	  1.69   	   0.00		 50.23   	 -15.26		
 -0.92   	 54.02   	  1.69   	   5.09		 50.17   	 -20.35		
  1.83   	 57.68   	  1.71   	   5.09		 50.09   	 -20.35		
  5.49   	 57.37   	  1.73   	   0.00		 50.01   	 -20.35		
 10.38   	 56.46   	  1.73   	   5.09		 49.93   	 -20.35		
 14.95   	 58.29   	  1.75   	   0.00		 49.85   	 -15.26		
 17.70   	 62.87   	  1.75   	   0.00		 49.79   	 -20.35		
 16.78   	 64.70   	  1.75   	   0.00		 49.70   	 -15.26		
 12.51   	 57.68   	  1.75   	   0.00		 49.64   	 -20.35		
  7.32   	 41.20   	  1.75   	   5.09		 49.56   	 -15.26		
  4.58   	 21.97   	  1.77   	   5.09		 49.50   	 -15.26		
  7.02   	 10.07   	  1.79   	   0.00		 49.44   	 -20.35		
 15.87   	 10.99   	  1.79   	   0.00		 49.36   	 -15.26		
 28.38   	 21.97   	  1.79   	   0.00		 49.30   	 -15.26		
 41.50   	 34.79   	  1.79   	 -10.17		 49.24   	 -15.26		
 49.74   	 39.67   	  1.75   	  -5.09		 49.18   	 -15.26		
 49.13   	 33.26   	  1.73   	 -10.17		 49.11   	 -10.17		
 37.84   	 16.78   	  1.69   	 -10.17		 49.07   	 -15.26		
 18.01   	 -3.66   	  1.65   	   0.00		 49.01   	 -10.17		
 -3.97   	-22.89   	  1.65   	  10.17		 48.97   	 -10.17		
-22.28   	-37.23   	  1.69   	  15.26		 48.93   	 -10.17		
-32.04   	-46.39   	  1.75   	  35.61		 48.89   	  -5.09		
-33.57   	-52.19   	  1.89   	  45.78		 48.87   	 -10.17		
-30.82   	-56.15   	  2.08   	  55.95		 48.83   	  -5.09		
-28.69   	-59.51   	  2.30   	  71.21		 48.81   	  -5.09		
-29.30   	-61.04   	  2.58   	  76.30		 48.79   	   0.00		
-32.65   	-61.04   	  2.89   	  81.38		 48.79   	  -5.09		
-36.01   	-59.81   	  3.21   	  81.38		 48.77   	   0.00		
-37.23   	-59.20   	  3.54   	  76.30		 48.77   	  -5.09		
-36.62   	-59.20   	  3.85   	  66.12		 48.75   	  -5.09		
-35.40   	-60.12   	  4.11   	  55.95		 48.73   	   0.00		
-36.01   	-61.65   	  4.33   	  35.61		 48.73   	  -5.09		
-39.37   	-62.56   	  4.48   	  15.26		 48.71   	  -5.09		
-43.95   	-63.17   	  4.54   	 -10.17		 48.69   	  -5.09		
-47.61   	-63.17   	  4.50   	 -25.43		 48.67   	 -10.17		
-48.83   	-62.56   	  4.39   	 -40.69		 48.63   	  -5.09		
-47.00   	-61.65   	  4.23   	 -55.95		 48.61   	 -10.17		
-43.64   	-60.42   	  4.01   	 -61.04		 48.57   	  -5.09		
-39.98   	-59.20   	  3.76   	 -50.86		 48.55   	 -10.17		
-37.84   	-57.68   	  3.56   	 -50.86		 48.50   	 -10.17		
-38.45   	-55.24   	  3.36   	 -30.52		 48.46   	 -10.17		
-43.03   	-49.44   	  3.23   	 -20.35		 48.42   	  -5.09		
-54.32   	-38.15   	  3.15   	   0.00		 48.40   	 -10.17		
-72.94   	-20.14   	  3.15   	  15.26		 48.36   	 -10.17		
-94.60   	  3.36   	  3.21   	  30.52		 48.32   	 -10.17		
-105.90   	 30.82   	  3.34   	  35.61		 48.28   	  -5.09		
-85.45   	 58.29   	  3.48   	  45.78		 48.26   	  -5.09		
-13.12   	 84.53   	  3.66   	  40.69		 48.24   	 -10.17		
114.44   	110.78   	  3.83   	  45.78		 48.20   	  -5.09		
275.27   	129.39   	  4.01   	  40.69		 48.18   	 -10.17		
425.72   	112.30   	  4.17   	  35.61		 48.14   	 -10.17		
519.10   	 26.55   	  4.31   	  35.61		 48.10   	  -5.09		
533.14   	-131.84   	  4.46   	  40.69		 48.08   	 -10.17		
479.43   	-322.88   	  4.62   	  35.61		 48.04   	 -10.17		
390.63   	-475.77   	  4.76   	  45.78		 48.00   	 -10.17		
297.55   	-538.94   	  4.94   	  50.86		 47.96   	 -10.17		
214.84   	-526.43   	  5.15   	  66.12		 47.91   	 -10.17		
143.74   	-505.68   	  5.41   	  76.30		 47.87   	 -10.17		
 86.06   	-534.36   	  5.72   	  91.56		 47.83   	 -10.17		
 49.13   	-608.52   	  6.08   	 116.99		 47.79   	 -10.17		
 37.84   	-670.47(R)	  6.55(E)	 142.42		 47.75   	 -15.26		
 45.47   	-659.18   	  7.12   	 183.11		 47.69   	 -10.17		
 54.93   	-560.61   	  7.85   	 223.80		 47.65   	 -10.17		
 50.96   	-412.90   	  8.75   	 274.67		 47.61   	 -15.26		
 32.04   	-271.30   	  9.85   	 340.79		 47.55   	 -15.26		
  7.32   	-170.90   	 11.21   	 406.92		 47.49   	 -15.26		
-11.60   	-116.88   	 12.84   	 483.21		 47.43   	 -20.35		
-18.92   	-93.69   	 14.77   	 559.51		 47.34   	 -15.26		
-18.92   	-83.01   	 17.01   	 645.98		 47.28   	 -20.35		
-18.01   	-72.94   	 19.59   	 727.36		 47.20   	 -20.35		
-20.75   	-61.04   	 22.50   	 813.83		 47.12   	 -25.43		
-25.94   	-49.13   	 25.76   	 890.13		 47.02   	 -20.35		
-31.13   	-40.89   	 29.32   	 961.34		 46.94   	 -20.35		
-33.26   	-36.62   	 33.16   	1027.46		 46.86   	 -20.35		
-31.43   	-33.87   	 37.27   	1068.15		 46.77   	 -20.35		
-28.38   	-29.91   	 41.55   	1098.67		 46.69   	 -15.26		
-26.25   	-24.72   	 45.94   	1088.50		 46.63   	 -15.26		
-26.86   	-21.06   	 50.29   	1057.98		 46.57   	 -15.26		
-28.99   	-19.84   	 54.53   	 996.94		 46.51   	 -10.17		
-30.82   	-20.45   	 58.51   	 910.47		 46.47   	  -5.09		
-31.43   	-20.75   	 62.16   	 813.83		 46.45   	  -5.09		
-30.52   	-19.23   	 65.41   	 717.19		 46.43(D)	   5.09		
-27.77   	-15.87   	 68.28   	 630.72		 46.45   	  10.17		
-24.11   	-11.60   	 70.80   	 564.60		 46.49   	  25.43		
-21.67   	 -9.46   	 73.06   	 523.90		 46.59   	  35.61		
-20.45   	 -9.77   	 75.16   	 513.73		 46.73   	  55.95		
-21.06   	-11.60   	 77.21   	 528.99		 46.96   	  86.47		
-22.28   	-12.82   	 79.33   	 549.34		 47.30   	 116.99		
-22.89   	-12.82   	 81.53   	 569.68		 47.77   	 157.68		
-22.89   	-11.90   	 83.80   	 584.94		 48.40   	 198.37		
-22.28   	-10.68   	 86.14   	 579.86		 49.20   	 254.32		
