  I     	  II     	  LV     	  LV'		
-26.86   	-60.42   	 87.51   	2517.79		
-22.28   	-59.51   	 97.58   	1780.26		
-17.40   	-57.07   	104.70   	1068.15		
-14.65   	-53.41   	108.97   	 345.88		
-13.73   	-50.05   	110.36   	-462.87		
-13.73   	-48.52   	108.50   	-854.52		
-12.51   	-48.22   	105.09   	-971.51		
 -9.46   	-48.52   	101.20   	-824.00		
 -5.80   	-48.52   	 97.90   	-401.83		
 -2.14   	-46.69   	 96.30   	  55.95		
  2.75   	-42.72   	 96.52   	 503.56		
  8.54   	-37.84   	 98.53   	 864.70		
 15.56   	-32.96   	101.99   	1093.59		
 21.97   	-29.30   	106.37   	1246.18		
 26.25   	-27.16   	111.35   	1174.97		
 28.38   	-25.63   	116.05   	 915.56		
 31.13   	-23.19   	119.71   	 630.72		
 36.01   	-20.14   	122.24   	 350.97		
 43.03   	-16.48   	123.64   	 137.33		
 50.96   	-12.21   	124.19   	  15.26		
 59.51   	 -6.71   	124.25   	-101.73		
 68.05   	  0.31   	123.84   	-198.37		
 77.21   	  7.93   	123.05   	-198.37		
 86.36   	 14.65   	122.26   	 -61.04		
 94.91   	 20.14   	122.01   	 101.73		
103.76   	 25.94   	122.42   	 269.58		
112.30   	 33.57   	123.50   	 432.35		
119.93   	 42.72   	125.23   	 523.90		
126.65   	 51.27   	127.32   	 513.73		
133.36   	 58.59   	129.38   	 467.95		
140.38   	 64.09   	131.25   	 386.57		
147.09   	 68.66   	132.80   	 284.84		
153.20   	 73.24   	133.94   	 198.37		
157.17   	 77.21   	134.73   	  66.12		
158.08   	 80.26   	134.99   	 -61.04		
157.17   	 82.09   	134.75   	-116.99		
155.03   	 83.31   	134.28   	-116.99		
151.67   	 84.53   	133.81   	 -81.38		
147.09   	 85.14   	133.49   	 -40.69		
141.60   	 85.75   	133.33   	  15.26		
134.28   	 85.45   	133.39   	  50.86		
124.51   	 82.09   	133.59   	  76.30		
111.39   	 76.60   	133.90   	 101.73		
 97.66   	 69.89   	134.30   	 106.82		
 84.23   	 63.48   	134.73   	  66.12		
 71.72   	 57.98   	134.99   	  15.26		
 58.90   	 52.49   	135.06(S)	 -15.26		
 43.64   	 45.17   	134.99   	 -25.43		
 26.86   	 35.40   	134.89   	 -66.12		
 10.99   	 24.11   	134.63   	 -76.30		
 -1.83   	 13.43   	134.32   	 -76.30		
-11.29   	  3.66   	134.02   	 -81.38		
-19.53   	 -5.19   	133.69   	 -71.21		
-28.99   	-14.34   	133.41   	 -55.95		
-37.54   	-22.58   	133.18   	 -45.78		
-43.95   	-29.30   	133.00   	 -40.69		
-47.91   	-34.18   	132.84   	 -45.78		
-50.96   	-36.62   	132.65   	 -76.30		
-54.93   	-37.84   	132.35   	-122.07		
-60.42   	-38.76   	131.86   	-188.20		
-65.92   	-39.67   	131.11   	-259.41		
-68.97   	-40.89   	130.07   	-340.79		
-69.89   	-42.72   	128.71   	-442.52		
-70.80   	-45.78   	126.94   	-559.51		
-72.33   	-49.13   	124.70   	-686.67		
-73.85   	-50.96   	121.95   	-829.09		
-74.46   	-50.66   	118.64   	-956.25		
-73.24   	-47.91   	114.81   	-1047.81		
-71.41   	-45.17   	110.62   	-1119.02		
-71.11   	-45.17   	106.14   	-1144.45		
-72.33   	-47.61   	101.57   	-1078.33		
-73.55   	-51.27   	 97.25   	-946.08		
-72.94   	-53.41   	 93.47   	-986.77		
-71.11   	-52.80   	 89.52   	-1759.91		
-69.89   	-50.35   	 82.48   	-2100.70		
-70.50   	-47.91   	 74.08   	-2014.23		
-72.33   	-46.69   	 66.02   	-2355.03		
-73.55   	-46.39   	 56.60   	-2212.61		
-73.24   	-46.69   	 47.75   	-1932.85		
-72.02   	-47.00   	 40.02   	-1637.84		
-71.11   	-46.39   	 33.47   	-1083.41		
-71.11   	-45.47   	 29.14   	-778.23		
-71.41   	-43.64   	 26.02   	-503.56		
-71.11   	-42.11   	 24.01   	-167.85		
-69.58   	-40.28   	 23.34   	 -66.12		
-67.44   	-37.84   	 23.07   	 -96.64		
-64.70   	-34.48   	 22.69   	-106.82		
-62.56   	-31.43   	 22.26   	-223.80		
-61.95   	-30.52   	 21.36   	-345.88		
-62.56   	-31.74   	 19.98   	-427.26		
-63.78   	-34.79   	 18.27   	-523.90		
-65.00   	-37.84   	 16.17   	-579.86		
-64.70   	-39.67   	 13.86   	-554.42		
-64.09   	-39.98   	 11.64   	-508.65		
-63.17   	-39.06   	  9.60   	-473.04		
-62.87   	-37.84   	  7.71   	-401.83		
-62.26   	-36.62   	  6.10   	-284.84		
-61.34   	-35.10   	  4.96   	-183.11		
-60.42   	-33.57   	  4.23   	-101.73		
-59.81   	-32.04   	  3.83   	 -45.78		
-60.12   	-30.52   	  3.64(D)	  25.43		
-59.81   	-28.99   	  3.74   	  81.38		
-59.81   	-27.47   	  4.07   	 106.82		
-59.20   	-26.55   	  4.50   	 101.73		
-59.51   	-27.16   	  4.90   	  81.38		
-60.73   	-29.30   	  5.23   	  76.30		
-63.17   	-32.65   	  5.53   	  71.21		
-66.53   	-36.62   	  5.82   	 -15.26		
-69.89   	-40.59   	  5.76   	 -81.38		
-71.72   	-43.33   	  5.43   	 -66.12		
-72.02   	-44.56   	  5.17   	 -50.86		
-70.19   	-43.03   	  4.96   	 -35.61		
-66.83   	-38.76   	  4.82   	 -15.26		
-62.87   	-33.26   	  4.76   	  20.35		
-60.42   	-28.99   	  4.84   	  40.69		
-59.81   	-27.77   	  5.01   	  50.86		
-61.04   	-30.52   	  5.21   	  55.95		
-63.78   	-35.71   	  5.43   	  55.95		
-66.83   	-40.89   	  5.66   	  50.86		
-68.97   	-44.56   	  5.86   	  25.43		
-68.97   	-45.78   	  5.96   	  10.17		
-66.53   	-45.47   	  6.00   	   0.00		
-61.95   	-44.25   	  6.00   	   0.00		
-58.59   	-43.33   	  6.00   	 -10.17		
-57.98   	-43.03   	  5.96   	 -10.17		
-59.51   	-42.42   	  5.92   	  -5.09		
-61.95   	-42.11   	  5.90   	  -5.09		
-63.17   	-42.72   	  5.88   	   5.09		
-62.87   	-44.56   	  5.90   	   5.09		
-62.87   	-47.61   	  5.92   	   5.09		
-62.87   	-50.66   	  5.94   	   5.09		
-62.26   	-51.27   	  5.96   	  15.26		
-60.12   	-48.83   	  6.02   	  20.35		
-57.07   	-44.86   	  6.10   	  15.26		
-55.85   	-42.11   	  6.16   	  25.43		
-57.07   	-41.81   	  6.27   	  30.52		
-59.51   	-43.33   	  6.39   	  30.52		
-61.65   	-44.25   	  6.51   	  25.43		
-61.65   	-44.25   	  6.61   	  25.43		
-60.12   	-43.33   	  6.71   	  20.35		
-58.90   	-42.42   	  6.80   	  15.26		
-58.90   	-42.11   	  6.86   	   5.09		
-59.51   	-42.11   	  6.88   	   0.00		
-59.20   	-41.20   	  6.88   	   5.09		
-57.37   	-40.28   	  6.90   	   5.09		
-54.93   	-39.06   	  6.92   	  10.17		
-52.80   	-38.76   	  6.96   	  10.17		
-51.57   	-38.76   	  7.00   	  10.17		
-51.27   	-39.06   	  7.04   	  10.17		
-51.57   	-39.37   	  7.08   	   5.09		
-52.19   	-39.06   	  7.10   	  10.17		
-52.80   	-39.06   	  7.14   	   5.09		
-54.02   	-39.98   	  7.16   	   5.09		
-54.32   	-40.59   	  7.18   	   5.09		
-53.41   	-40.28   	  7.20   	   5.09		
-51.57   	-37.23   	  7.22   	   5.09		
-48.22   	-28.99   	  7.24   	  10.17		
-42.72   	-14.95   	  7.28   	  10.17		
-35.40   	  3.36   	  7.32   	   5.09		
-27.16   	 22.28   	  7.34   	   0.00		
-19.23   	 36.62   	  7.34   	   0.00		
-14.65   	 42.11   	  7.34   	   0.00		
-13.43   	 39.37   	  7.34   	   0.00		
-13.73   	 33.87   	  7.34   	   0.00		
-12.21   	 33.26   	  7.34   	   0.00		
 -7.02   	 42.11   	  7.34   	   0.00		
  0.31   	 58.59   	  7.34   	  -5.09		
  7.32   	 76.29   	  7.32   	  -5.09		
 11.60   	 86.06   	  7.30   	  -5.09		
 13.73   	 83.92   	  7.28   	 -10.17		
 15.87   	 73.24   	  7.24   	 -15.26		
 19.53   	 61.34   	  7.18   	 -20.35		
 25.02   	 55.85   	  7.10   	 -30.52		
 29.91   	 57.68   	  6.98   	 -35.61		
 30.82   	 61.04   	  6.84   	 -35.61		
 24.41   	 59.20   	  6.69   	 -30.52		
  8.85   	 48.22   	  6.57   	 -20.35		
-13.12   	 29.30   	  6.49   	  -5.09		
-36.62   	  5.80   	  6.47   	  25.43		
-55.24   	-18.01   	  6.57   	  40.69		
-65.92   	-40.28   	  6.73   	  55.95		
-69.58   	-58.90   	  6.96   	  71.21		
-69.58   	-71.41   	  7.24   	  66.12		
-69.27   	-76.90   	  7.51   	  50.86		
-68.97   	-76.90   	  7.71   	  55.95		
-68.36   	-74.16   	  7.93   	  45.78		
-67.14   	-71.11   	  8.12   	  40.69		
-67.75   	-67.44   	  8.28   	  30.52		
-72.33   	-57.68   	  8.40   	  15.26		
-77.51   	-35.40   	  8.46   	  25.43		
-65.92   	  5.19   	  8.57   	  40.69		
 -8.24   	 68.97   	  8.73   	  40.69		
123.90   	158.39   	  8.89   	  61.04		
344.85   	273.13   	  9.14   	  66.12		
639.04   	408.63   	  9.40   	  45.78		
954.59   	552.67   	  9.58   	  61.04		
1205.44   	677.80   	  9.83   	  81.38		
1291.50(R)	735.78   	 10.15(E)	  91.56		
1141.36   	673.22   	 10.52   	  76.30		
766.91   	466.92   	 10.82   	  50.86		
281.68   	155.33   	 11.03   	  66.12		
-140.08   	-160.52   	 11.29   	 111.90		
-356.75   	-362.85   	 11.74   	 142.42		
-343.02   	-389.40   	 12.31   	 203.46		
-192.26   	-272.52   	 13.12   	 305.19		
-39.67   	-111.69   	 14.34   	 432.35		
 27.47   	 -3.36   	 16.07   	 554.42		
  7.93   	 14.95   	 18.29   	 625.63		
-43.64   	-27.77   	 20.79   	 666.32		
-75.68   	-76.90   	 23.46   	 707.02		
-74.46   	-97.05   	 26.29   	 681.58		
-57.07   	-88.20   	 29.01   	 564.60		
-44.56   	-70.80   	 31.27   	 574.77		
-44.25   	-61.65   	 33.57   	 701.93		
-50.66   	-63.17   	 36.38   	 742.62		
-54.93   	-67.75   	 39.35   	1220.75		
-53.10   	-69.27   	 44.23   	1703.96		
-48.22   	-66.22   	 51.05   	1907.42		
-43.95   	-61.65   	 58.68   	2339.77		
-43.03   	-59.51   	 68.04   	2573.74		
-44.56   	-60.42   	 78.33   	2609.35		
-45.78   	-63.17   	 88.77   	2573.74		
-45.47   	-64.70   	 99.06   	2105.79		
-43.64   	-64.39   	107.49   	1180.06		
-40.28   	-61.34   	112.21   	 279.75		
-35.10   	-55.54   	113.33   	-310.27		
-28.08   	-48.83   	112.09   	-717.19		
-20.75   	-43.03   	109.22   	-920.65		
-16.17   	-40.89   	105.53   	-813.83		
-15.87   	-42.42   	102.28   	-600.20		
-17.40   	-45.47   	 99.88   	-315.36		
-17.40   	-46.08   	 98.62   	 137.33		
-12.82   	-42.11   	 99.17   	 625.63		
 -4.27   	-33.87   	101.67   	 976.60		
  5.19   	-24.72   	105.57   	1210.58		
 12.51   	-17.40   	110.42   	1276.70		
 17.09   	-12.82   	115.52   	1144.45		
 20.45   	-10.68   	120.10   	 895.22		
 24.41   	 -9.16   	123.68   	 645.98		
 30.82   	 -6.41   	126.27   	 356.05		
 38.15   	 -1.53   	127.69   	  10.17		
 45.78   	  5.49   	127.73   	-188.20		
 52.80   	 12.51   	126.98   	-249.24		
 59.81   	 18.31   	125.98   	-244.15		
 67.44   	 23.19   	125.00   	-142.42		
 76.60   	 27.77   	124.43   	 -25.43		
 85.75   	 33.87   	124.33   	 162.77		
 94.60   	 40.28   	124.98   	 376.40		
101.93   	 46.69   	126.49   	 478.13		
109.25   	 52.19   	128.40   	 549.34		
117.49   	 57.98   	130.60   	 539.16		
126.65   	 64.70   	132.76   	 447.61		
135.19   	 72.63   	134.55   	 361.14		
141.60   	 80.26   	135.99   	 228.89		
146.18   	 86.06   	136.91   	 132.25		
149.54   	 90.03   	137.44   	 122.07		
152.59   	 93.08   	137.92   	  76.30		
155.03   	 96.44   	138.23   	  15.26		
155.33   	 99.49   	138.29   	 -25.43		
152.59   	101.62   	138.19   	 -45.78		
146.79   	101.62   	138.01   	 -40.69		
139.16   	100.40   	137.84   	   5.09		
131.84   	 99.18   	137.86   	  61.04		
124.82   	 98.27   	138.11   	  55.95		
115.97   	 96.13   	138.33   	  40.69		
102.54   	 90.94   	138.49   	  55.95		
 86.06   	 82.70   	138.72   	  30.52		
 68.36   	 72.63   	138.84   	  10.17		
 52.49   	 62.56   	138.88   	  20.35		
 39.67   	 54.02   	138.96   	  10.17		
 28.08   	 46.08   	139.00   	   5.09		
 15.87   	 37.23   	139.02(S)	  -5.09		
  3.66   	 28.38   	139.00   	 -30.52		
 -7.63   	 19.84   	138.88   	 -45.78		
-18.01   	 11.29   	138.70   	 -66.12		
-27.47   	  3.05   	138.43   	 -71.21		
-36.32   	 -5.49   	138.15   	-101.73		
-43.64   	-12.82   	137.74   	-142.42		
-47.91   	-17.70   	137.17   	-142.42		
-49.44   	-19.23   	136.60   	-162.77		
-50.35   	-19.53   	135.95   	-183.11		
-52.80   	-20.45   	135.22   	-218.72		
-56.76   	-22.28   	134.34   	-259.41		
-61.65   	-25.02   	133.31   	-330.62		
-65.61   	-28.38   	131.98   	-406.92		
-68.05   	-32.04   	130.36   	-493.39		
-69.89   	-36.32   	128.38   	-615.46		
-71.11   	-40.59   	125.92   	-747.71		
-71.11   	-42.42   	122.93   	-879.96		
-69.27   	-40.59   	119.41   	-1007.12		
-65.61   	-36.01   	115.38   	-1134.28		
-62.56   	-31.43   	110.84   	-1236.01		
-63.17   	-30.21   	105.90   	-1205.49		
-66.83   	-32.65   	101.08   	-976.60		
-71.72   	-35.10   	 97.17   	-1052.90		
-73.85   	-34.48   	 92.96   	-1881.99		
-72.94   	-30.82   	 85.43   	-1993.89		
-69.89   	-26.86   	 77.46   	-1963.37		
-67.75   	-26.55   	 69.60   	-2375.37		
-68.05   	-30.82   	 60.10   	-2141.40		
-69.27   	-36.32   	 51.54   	-1998.97		
-69.27   	-38.15   	 43.54   	-1709.05		
-67.75   	-34.79   	 36.70   	-1093.59		
-65.92   	-28.99   	 32.33   	-874.87		
-65.00   	-25.02   	 28.83   	-569.68		
-65.61   	-25.02   	 26.55   	-228.89		
-65.92   	-27.77   	 25.64   	-233.98		
-65.00   	-30.21   	 24.70   	-208.54		
-63.17   	-30.21   	 23.87   	-178.03		
-62.26   	-28.38   	 23.15   	-305.19		
-62.87   	-25.94   	 21.93   	-391.66		
-65.00   	-24.11   	 20.37   	-447.61		
-65.92   	-23.19   	 18.58   	-528.99		
-64.70   	-21.97   	 16.46   	-564.60		
-61.65   	-21.06   	 14.20   	-549.34		
-59.20   	-21.06   	 12.00   	-508.65		
-58.59   	-22.58   	  9.97   	-437.43		
-60.12   	-24.72   	  8.22   	-356.05		
-62.56   	-26.86   	  6.80   	-284.84		
-64.39   	-27.77   	  5.66   	-198.37		
-65.92   	-27.47   	  4.86   	-106.82		
-66.83   	-25.33   	  4.44   	 -35.61		
-66.53   	-21.36   	  4.29   	   0.00		
-65.31   	-16.78   	  4.29   	   5.09		
-63.78   	-13.73   	  4.31   	  25.43		
-62.87   	-14.04   	  4.42   	  55.95		
-63.17   	-17.40   	  4.64   	  30.52		
-64.39   	-21.67   	  4.76   	 -35.61		
-64.09   	-23.50   	  4.62   	 -86.47		
-62.26   	-21.97   	  4.27   	-122.07		
-60.42   	-19.23   	  3.78   	-111.90		
-61.34   	-18.31   	  3.34   	 -45.78		
-65.31   	-20.14   	  3.15   	  15.26		
-70.19   	-23.80   	  3.21   	  35.61		
-72.94   	-26.86   	  3.36   	  71.21		
-71.72   	-28.38   	  3.64   	 106.82		
-66.53   	-28.69   	  4.07   	  96.64		
-61.34   	-28.99   	  4.46   	  76.30		
-58.90   	-28.69   	  4.76   	  61.04		
-60.73   	-26.86   	  5.01   	  40.69		
-65.00   	-22.89   	  5.17   	   5.09		
-68.66   	-18.62   	  5.19   	 -20.35		
-69.27   	-15.56   	  5.11   	 -35.61		
-66.83   	-15.87   	  4.96   	 -40.69		
-63.78   	-19.23   	  4.80   	 -50.86		
-62.26   	-23.19   	  4.60   	 -45.78		
-62.56   	-25.33   	  4.42   	 -30.52		
-63.17   	-24.11   	  4.29   	 -20.35		
-62.87   	-20.75   	  4.21   	 -10.17		
-62.26   	-18.92   	  4.17   	   5.09		
-62.26   	-20.75   	  4.19   	   5.09		
-63.17   	-24.72   	  4.21   	  10.17		
-64.09   	-27.77   	  4.25   	  10.17		
-64.09   	-27.47   	  4.29   	   5.09		
-63.17   	-23.50   	  4.31   	  -5.09		
-62.56   	-18.01   	  4.29   	  -5.09		
-62.87   	-14.04   	  4.27   	 -10.17		
-64.09   	-13.12   	  4.23   	 -15.26		
-65.00   	-15.56   	  4.17   	  -5.09		
-64.39   	-20.75   	  4.15   	  -5.09		
-61.95   	-25.63   	  4.13   	  -5.09		
-58.59   	-27.77   	  4.11   	  -5.09		
-55.85   	-25.02   	  4.09   	  -5.09		
-55.54   	-19.23   	  4.07   	   0.00		
-58.29   	-14.95   	  4.07   	   0.00		
-61.95   	-14.34   	  4.07   	 -10.17		
-64.09   	-17.70   	  4.03   	 -10.17		
-63.17   	-22.28   	  3.99   	  -5.09		
-59.51   	-25.33   	  3.97   	  -5.09		
-55.85   	-25.02   	  3.95   	 -10.17		
-54.32   	-22.28   	  3.91   	 -10.17		
-54.63   	-18.92   	  3.87   	 -10.17		
-55.85   	-16.48   	  3.83   	  -5.09		
-55.85   	-14.65   	  3.80   	  -5.09		
-54.32   	-12.21   	  3.78   	 -10.17		
-51.88   	 -9.46   	  3.74   	 -15.26		
-50.35   	 -7.32   	  3.68   	 -10.17		
-50.66   	 -7.32   	  3.64   	 -10.17		
-52.49   	-10.07   	  3.60   	 -15.26		
-55.24   	-14.95   	  3.54   	 -15.26		
-56.76   	-20.45   	  3.48   	 -10.17		
-56.15   	-24.11   	  3.44   	 -15.26		
-54.32   	-23.80   	  3.38   	 -15.26		
-50.05   	-16.48   	  3.32   	 -15.26		
-43.64   	 -1.22   	  3.26   	  -5.09		
