  I     	  II     	  LVp     	  LVp'		
-19.84   	-56.76   	 87.63   	-1200.40		
-26.55   	-70.19   	 82.83   	-1185.14		
-29.91   	-80.57   	 78.09   	-1159.71		
-27.47   	-80.26   	 73.45   	-1124.11		
-22.28   	-69.89   	 68.95   	-1088.50		
-18.62   	-57.37   	 64.60   	-1047.81		
-18.31   	-51.57   	 60.41   	-1002.03		
-18.92   	-52.49   	 56.40   	-951.17		
-17.09   	-54.93   	 52.59   	-905.39		
-11.90   	-54.63   	 48.97   	-854.52		
 -7.02   	-52.80   	 45.55   	-803.66		
 -6.71   	-55.54   	 42.34   	-757.88		
-11.60   	-65.61   	 39.31   	-707.02		
-17.70   	-78.74   	 36.48   	-656.15		
-20.14   	-87.28   	 33.86   	-615.46		
-17.70   	-87.89   	 31.39   	-569.68		
-14.34   	-83.31   	 29.11   	-528.99		
-14.04   	-78.43   	 27.00   	-488.30		
-18.01   	-75.38   	 25.05   	-452.69		
-22.58   	-72.94   	 23.23   	-422.18		
-25.02   	-69.27   	 21.55   	-401.83		
-23.80   	-66.22   	 19.94   	-401.83		
-19.23   	-65.00   	 18.33   	-412.00		
-12.51   	-65.00   	 16.68   	-432.35		
 -7.63   	-65.00   	 14.95   	-452.69		
 -8.24   	-65.31   	 13.14   	-478.13		
-15.26   	-66.83   	 11.23   	-488.30		
-25.33   	-69.89   	  9.28   	-488.30		
-30.82   	-72.33   	  7.32   	-462.87		
-28.08   	-71.72   	  5.47   	-432.35		
-19.23   	-67.75   	  3.74   	-386.57		
-12.82   	-64.70   	  2.20   	-325.53		
-14.65   	-66.83   	  0.90   	-269.58		
-22.28   	-73.85   	 -0.18   	-203.46		
-28.69   	-81.48   	 -1.00   	-152.59		
-29.30   	-86.67   	 -1.61   	 -91.56		
-24.41   	-88.20   	 -1.97   	 -40.69		
-17.09   	-86.36   	 -2.14   	  10.17		
-13.73   	-84.23   	 -2.10   	  50.86		
-16.17   	-83.62   	 -1.89   	  86.47		
-22.28   	-83.92   	 -1.55   	 111.90		
-28.08   	-83.31   	 -1.10   	 132.25		
-30.52   	-79.96   	 -0.57   	 142.42		
-27.16   	-72.63   	  0.00   	 147.51		
-20.45   	-61.95   	  0.59   	 142.42		
-12.82   	-50.66   	  1.16   	 132.25		
 -6.10   	-42.42   	  1.69   	 122.07		
 -1.83   	-37.54   	  2.18   	 106.82		
 -1.53   	-35.40   	  2.60   	  96.64		
 -6.10   	-33.57   	  2.99   	  76.30		
-14.65   	-29.91   	  3.30   	  66.12		
-20.75   	-23.19   	  3.56   	  55.95		
-20.14   	-14.95   	  3.78   	  45.78		
-13.12   	 -7.93   	  3.97   	  35.61		
 -5.80   	 -1.53   	  4.11   	  25.43		
 -5.49   	  3.36   	  4.21   	  25.43		
-11.60   	  6.41   	  4.31   	  20.35		
-16.48   	  8.24   	  4.39   	  20.35		
-13.73   	  8.24   	  4.48   	  20.35		
 -5.80   	  4.27   	  4.56   	  15.26		
 -2.44   	 -4.27   	  4.62   	  20.35		
 -9.77   	-14.95   	  4.70   	  20.35		
-23.80   	-27.16   	  4.78   	  15.26		
-33.57   	-37.84   	  4.84   	  20.35		
-29.91   	-43.33   	  4.92   	  15.26		
-15.26   	-43.03   	  4.98   	  20.35		
 -2.14   	-43.95   	  5.07   	  15.26		
 -2.75   	-51.27   	  5.13   	  20.35		
-18.31   	-66.53   	  5.21   	  25.43		
-39.67   	-84.84   	  5.31   	  25.43		
-54.02   	-97.35   	  5.41   	  25.43		
-54.02   	-97.96   	  5.51   	  30.52		
-42.72   	-92.16   	  5.64   	  35.61		
-29.30   	-89.42   	  5.78   	  35.61		
-21.97   	-94.30   	  5.92   	  45.78		
-21.36   	-104.68   	  6.10   	  45.78		
-23.19   	-113.53   	  6.29   	  45.78		
-22.28   	-116.58   	  6.47   	  55.95		
-18.31   	-115.05   	  6.69   	  55.95		
-12.82   	-113.83   	  6.92   	  55.95		
 -7.63   	-114.75   	  7.14   	  61.04		
 -2.75   	-116.58   	  7.39   	  61.04		
  2.75   	-116.27   	  7.63   	  61.04		
  7.63   	-113.53   	  7.87   	  61.04		
  8.24   	-110.47   	  8.12   	  55.95		
  1.83   	-110.47   	  8.34   	  61.04		
 -9.46   	-112.61   	  8.59   	  55.95		
-18.62   	-114.44   	  8.81   	  55.95		
-20.45   	-112.92   	  9.03   	  50.86		Beg---------
-14.04   	-108.03   	  9.24   	  55.95		
 -5.80   	-99.79   	  9.46   	  50.86		
 -2.44   	-89.72   	  9.66   	  50.86		
 -5.49   	-78.13   	  9.87   	  50.86		
-11.60   	-66.53   	 10.07   	  50.86		
-16.78   	-58.90   	 10.27   	  50.86		
-19.23   	-57.68   	 10.48   	  50.86		
-21.06   	-63.48   	 10.68   	  55.95		
-25.63   	-72.33   	 10.91   	  50.86		
-33.26   	-80.57   	 11.11   	  50.86		
-41.20   	-86.67   	 11.31   	  55.95		
-46.08   	-92.16   	 11.54   	  55.95		
-47.61   	-99.79   	 11.76   	  50.86		
-47.61   	-107.73   	 11.96   	  55.95		
-47.91   	-109.25   	 12.19   	  55.95		
-47.61   	-98.88   	 12.41   	  61.04		
-44.56   	-77.82   	 12.66   	  55.95		
-39.06   	-55.24   	 12.88   	  61.04		
-34.79   	-42.11   	 13.12   	  55.95		
-35.40   	-42.72   	 13.35   	  61.04		
-42.42   	-51.88   	 13.59   	  61.04		
-53.10   	-62.56   	 13.84   	  61.04		
-63.17   	-73.85   	 14.08   	  61.04		
-69.58   	-87.59   	 14.32   	  66.12		
-68.66   	-99.79   	 14.59   	  61.04		
-57.07   	-93.69   	 14.83   	  66.12		
-30.82   	-45.47   	 15.10   	  66.12		
 11.60   	 56.15   	 15.36   	  71.21		
 68.66   	200.81   	 15.65   	  71.21		
136.41   	363.16   	 15.93   	  76.30		
207.82   	519.41   	 16.24   	  81.38		
274.96   	660.10   	 16.56   	 188.20		
372.62   	864.87   	 17.31   	 101.73		
390.01   	889.28(R)	 17.72(E)	 116.99		
377.81   	834.05   	 18.19   	 132.25		
331.12   	700.99   	 18.72   	 142.42		
252.99   	515.75   	 19.29   	 162.77		
159.00   	321.66   	 19.94   	 183.11		
 72.63   	156.56   	 20.67   	 208.54		
 12.82   	 40.89   	 21.51   	 233.98		
-16.17   	-24.11   	 22.44   	 264.50		
-25.33   	-53.41   	 23.50   	 310.27		
-30.21   	-68.97   	 24.74   	 350.97		
-38.45   	-86.98   	 26.14   	 401.83		
-48.22   	-109.25   	 27.75   	 452.69		
-57.07   	-130.92   	 29.56   	 513.73		
-65.61   	-147.40   	 31.62   	 564.60		
-75.68   	-157.78   	 33.88   	 615.46		
-87.89   	-165.71   	 36.34   	 666.32		
-96.13   	-171.51   	 39.00   	 712.10		
-94.30   	-174.26   	 41.85   	 752.79		
-83.01   	-174.87   	 44.86   	 798.57		
-69.58   	-174.87   	 48.06   	 834.18		
-60.73   	-175.17   	 51.39   	 869.78		
-58.29   	-174.56   	 54.87   	 879.96		
-59.20   	-171.20   	 58.39   	 874.87		
-59.81   	-165.10   	 61.89   	 859.61		
-60.12   	-160.83   	 65.33   	 824.00		
-62.26   	-161.13   	 68.63   	 778.23		
-66.22   	-164.18   	 71.74   	 727.36		
-69.27   	-166.32   	 74.65   	 676.50		
-69.27   	-164.79   	 77.35   	 625.63		
-66.22   	-160.52   	 79.86   	 574.77		
-63.17   	-155.94   	 82.16   	 534.08		
-61.95   	-152.89   	 84.29   	 493.39		
-62.56   	-150.45   	 86.27   	 457.78		
-63.78   	-148.93   	 88.10   	 422.18		
-65.31   	-148.01   	 89.79   	 391.66		
-66.22   	-147.40   	 91.35   	 376.40		
-65.61   	-146.18   	 92.86   	 361.14		
-61.65   	-144.04   	 94.30   	 356.05		
-55.85   	-140.99   	 95.73   	 356.05		
-51.88   	-140.69   	 97.15   	 356.05		
-52.80   	-145.26   	 98.58   	 361.14		
-59.20   	-152.89   	100.02   	 361.14		
-66.53   	-157.47   	101.46   	 361.14		
-69.27   	-153.81   	102.91   	 361.14		
-65.00   	-142.21   	104.35   	 361.14		
-55.54   	-128.17   	105.80   	 356.05		
-46.08   	-119.32   	107.22   	 350.97		
-42.11   	-119.63   	108.63   	 345.88		
-45.78   	-129.39   	110.01   	 330.62		
-54.32   	-145.57   	111.33   	 325.53		
-62.87   	-162.96   	112.63   	 320.45		
-68.05   	-176.09   	113.92   	 310.27		
-68.66   	-180.05   	115.16   	 305.19		
-67.44   	-173.95   	116.38   	 300.10		
-67.14   	-161.44   	117.58   	 295.01		
-67.44   	-148.32   	118.76   	 295.01		
-66.83   	-137.02   	119.94   	 289.93		
-64.39   	-126.95   	121.10   	 284.84		
-60.12   	-118.41   	122.24   	 279.75		
-56.46   	-112.00   	123.36   	 274.67		
-54.02   	-109.25   	124.46   	 269.58		
-51.88   	-107.73   	125.53   	 269.58		
-46.08   	-101.01   	126.61   	 259.41		
-37.23   	-84.53   	127.65   	 254.32		
-27.77   	-60.73   	128.67   	 244.15		
-21.67   	-37.23   	129.64   	 239.06		
-20.45   	-19.23   	130.60   	 228.89		
-22.58   	 -6.10   	131.52   	 223.80		
-26.25   	  6.41   	132.41   	 218.72		
-28.69   	 21.67   	133.29   	 208.54		
-29.60   	 39.06   	134.12   	 208.54		
-28.38   	 56.46   	134.95   	 198.37		
-24.72   	 72.63   	135.75   	 198.37		
-17.40   	 88.81   	136.54   	 188.20		
 -8.24   	105.59   	137.29   	 183.11		
  0.31   	120.54   	138.03   	 172.94		
  6.10   	133.06   	138.72   	 172.94		
  7.93   	141.60   	139.41   	 162.77		
  5.80   	147.71   	140.06   	 157.68		
  3.66   	153.50   	140.69   	 157.68		
  5.49   	160.22   	141.32   	 142.42		
 12.82   	168.46   	141.89   	 142.42		
 21.97   	177.31   	142.46   	 137.33		
 28.08   	185.85   	143.01   	 132.25		
 29.30   	192.26   	143.54   	 122.07		
 27.77   	193.18   	144.03   	 116.99		
 26.55   	185.85   	144.50   	 111.90		
 28.69   	172.12   	144.94   	 101.73		
 29.60   	154.42   	145.35   	  91.56		
 24.72   	136.72   	145.72   	  86.47		
 13.73   	122.68   	146.06   	  71.21		
 -0.61   	110.17   	146.35   	  66.12		
-13.73   	 98.88   	146.61   	  45.78		
-21.36   	 90.03   	146.79   	  40.69		
-20.75   	 86.98   	146.96   	  25.43		
-14.65   	 89.11   	147.06   	  15.26		
 -7.63   	 90.94   	147.12   	   5.09		
 -4.88   	 87.28   	147.14(S)	 -10.17		
 -7.63   	 76.29   	147.10   	 -20.35		
-13.12   	 60.73   	147.02   	 -40.69		
-16.17   	 46.08   	146.86   	 -50.86		
-14.95   	 36.93   	146.65   	 -71.21		
-11.90   	 31.74   	146.37   	 -96.64		
-11.60   	 28.99   	145.98   	-122.07		
-13.73   	 29.60   	145.49   	-147.51		
-14.65   	 33.26   	144.90   	-178.03		
-10.38   	 39.37   	144.19   	-213.63		
 -2.44   	 43.33   	143.34   	-244.15		
  4.27   	 41.81   	142.36   	-264.50		
  3.97   	 33.87   	141.30   	-295.01		
 -4.88   	 22.28   	140.12   	-330.62		
-16.17   	 13.12   	138.80   	-391.66		
-21.67   	 11.90   	137.23   	-473.04		
-17.70   	 18.62   	135.34   	-579.86		
 -5.80   	 31.74   	133.02   	-701.93		
  7.93   	 46.39   	130.21   	-813.83		
 12.82   	 54.63   	126.96   	-920.65		
  4.58   	 49.74   	123.28   	-1017.29		
-13.73   	 30.52   	119.21   	-1083.41		
-33.57   	  2.14   	114.87   	-1139.36		
-45.78   	-22.58   	110.31   	-1180.06		
-43.64   	-31.74   	105.59   	-1200.40		
-29.30   	-23.19   	100.79   	-1210.58		
-12.82   	 -7.02   	 95.95   	-1210.58		
 -1.53   	  6.71   	 91.11   	-1205.49		
  2.44   	 12.21   	 86.29   	-1185.14		
  0.61   	 10.99   	 81.55   	-1154.62		
 -3.05   	  7.93   	 76.93   	-1129.19		
 -8.24   	  4.88   	 72.41   	-1093.59		
-18.01   	 -0.92   	 68.04   	-1047.81		
-31.13   	-10.68   	 63.85   	-1002.03		
-41.50   	-22.58   	 59.84   	-961.34		
-40.28   	-31.13   	 55.99   	-905.39		
-25.63   	-32.65   	 52.37   	-859.61		
 -6.10   	-28.08   	 48.93   	-808.75		
  6.10   	-22.89   	 45.70   	-762.97		
  4.88   	-21.67   	 42.64   	-712.10		
 -7.63   	-25.63   	 39.80   	-661.24		
-21.97   	-32.35   	 37.15   	-625.63		
-30.52   	-39.37   	 34.65   	-569.68		
-32.65   	-44.86   	 32.37   	-528.99		
-30.52   	-47.61   	 30.25   	-478.13		
-26.86   	-47.30   	 28.34   	-437.43		
-21.67   	-43.64   	 26.59   	-406.92		
-15.26   	-38.15   	 24.96   	-386.57		
 -9.46   	-34.79   	 23.42   	-391.66		
 -6.71   	-37.23   	 21.85   	-406.92		
 -7.63   	-45.47   	 20.22   	-432.35		
-10.68   	-56.46   	 18.49   	-467.95		
-14.65   	-65.92   	 16.62   	-493.39		
-17.70   	-71.41   	 14.65   	-518.82		
-18.92   	-71.72   	 12.57   	-523.90		
-19.84   	-67.75   	 10.48   	-513.73		
-21.97   	-61.04   	  8.42   	-478.13		
-25.63   	-53.71   	  6.51   	-432.35		
-30.52   	-47.61   	  4.78   	-376.40		
-33.57   	-44.86   	  3.28   	-310.27		
-30.82   	-45.47   	  2.03   	-244.15		
-22.58   	-48.52   	  1.06   	-183.11		
-12.51   	-53.10   	  0.33   	-127.16		
 -5.80   	-58.59   	 -0.18   	 -81.38		
 -4.88   	-65.00   	 -0.51   	 -25.43		
 -6.41   	-70.19   	 -0.61(D)	  10.17		
 -7.32   	-73.55   	 -0.57   	  45.78		
 -8.54   	-75.68   	 -0.39   	  81.38		
-11.90   	-75.68   	 -0.06   	 111.90		
-18.62   	-73.55   	  0.39   	 127.16		
-25.63   	-68.36   	  0.90   	 142.42		
-27.47   	-60.42   	  1.46   	 147.51		
-22.89   	-51.57   	  2.05   	 142.42		
-15.87   	-43.33   	  2.62   	 137.33		
-12.82   	-34.48   	  3.17   	 122.07		
-15.56   	-22.89   	  3.66   	 101.73		
-21.67   	 -8.24   	  4.07   	  86.47		
-24.72   	  6.41   	  4.42   	  71.21		
-20.75   	 17.09   	  4.70   	  50.86		
-12.82   	 21.36   	  4.90   	  40.69		
 -7.93   	 18.62   	  5.07   	  30.52		
-11.29   	 11.60   	  5.19   	  25.43		
-23.50   	  3.36   	  5.29   	  15.26		
-37.54   	 -2.75   	  5.35   	  20.35		
-44.25   	 -3.66   	  5.43   	  15.26		
-38.45   	  2.14   	  5.49   	  15.26		
-23.19   	 10.68   	  5.55   	  15.26		
 -5.80   	 17.09   	  5.62   	  15.26		
  6.71   	 17.40   	  5.68   	  15.26		
  9.16   	  9.16   	  5.74   	  15.26		
  1.83   	 -6.71   	  5.80   	  15.26		
-10.68   	-25.63   	  5.86   	  20.35		
-21.67   	-43.03   	  5.94   	  15.26		
-25.33   	-54.93   	  6.00   	  20.35		
-21.06   	-57.07   	  6.08   	  25.43		
-12.82   	-53.41   	  6.19   	  25.43		
 -7.32   	-52.19   	  6.29   	  25.43		
 -9.46   	-60.12   	  6.39   	  30.52		
-18.01   	-77.21   	  6.51   	  30.52		
-28.69   	-96.74   	  6.63   	  30.52		
-37.84   	-109.25   	  6.75   	  35.61		
-42.11   	-111.39   	  6.90   	  35.61		
-42.11   	-108.03   	  7.04   	  35.61		
-37.84   	-106.51   	  7.18   	  40.69		
-28.69   	-108.64   	  7.34   	  40.69		
-16.17   	-113.83   	  7.51   	  40.69		
 -4.27   	-119.02   	  7.67   	  50.86		
  3.36   	-124.51   	  7.87   	  45.78		
  3.97   	-130.62   	  8.06   	  50.86		
 -0.31   	-135.80   	  8.26   	  55.95		
 -4.58   	-135.80   	  8.48   	  55.95		
 -7.02   	-129.39   	  8.71   	  55.95		
 -9.16   	-121.15   	  8.93   	  61.04		
-13.73   	-117.19   	  9.18   	  55.95		
-19.53   	-120.54   	  9.40   	  61.04		
-21.36   	-126.04   	  9.64   	  55.95		
-14.95   	-126.34   	  9.87   	  61.04		
 -1.53   	-115.66   	 10.11   	  50.86		
 10.38   	-98.27   	 10.32   	  55.95		
 13.43   	-82.09   	 10.54   	  50.86		
  6.71   	-72.33   	 10.74   	  50.86		
 -5.49   	-69.89   	 10.95   	  50.86		
-17.70   	-71.41   	 11.15   	  50.86		
-26.86   	-73.55   	 11.35   	  55.95		
-31.74   	-75.38   	 11.58   	  50.86		
-33.26   	-77.21   	 11.78   	  50.86		
-31.43   	-77.51   	 11.98   	  55.95		
-27.16   	-74.77   	 12.21   	  61.04		
-22.89   	-69.27   	 12.45   	  61.04		
-21.36   	-66.22   	 12.70   	  61.04		
-24.11   	-70.19   	 12.94   	  61.04		
-32.65   	-80.87   	 13.18   	  61.04		
-43.64   	-92.77   	 13.43   	  66.12		
-53.10   	-97.05   	 13.69   	  61.04		
-56.76   	-90.94   	 13.94   	  66.12		
-54.02   	-79.65   	 14.20   	  66.12		
-47.30   	-69.27   	 14.47   	  61.04		
-39.37   	-62.26   	 14.71   	  71.21		
-33.26   	-57.07   	 14.99   	  66.12		
-28.38   	-51.88   	 15.26   	  71.21		
-23.80   	-51.57   	 15.54   	  66.12		
-22.58   	-63.78   	 15.81   	  76.30		
-26.55   	-85.45   	 16.11   	  71.21		
-34.18   	-97.05   	 16.40   	  76.30		
-37.54   	-69.58   	 16.70   	  81.38		
-22.89   	 17.40   	 17.03   	  76.30		
 20.14   	161.74   	 17.33   	  86.47		
 92.77   	338.13   	 17.68   	  86.47		
184.02   	514.22   	 18.03   	  91.56		
276.79   	667.72   	 18.39   	 193.29		
404.05   	860.90   	 19.17   	 111.90		
418.70   	874.02(R)	 19.61(E)	 116.99		
392.46   	814.21   	 20.08   	 127.16		
326.23   	683.59   	 20.59   	 137.33		
232.54   	505.98   	 21.14   	 157.68		
133.36   	320.13   	 21.77   	 178.03		
 53.71   	161.74   	 22.48   	 198.37		
  3.97   	 50.35   	 23.28   	 228.89		
-19.53   	-13.43   	 24.19   	 259.41		
-29.91   	-43.95   	 25.23   	 300.10		
-39.37   	-62.87   	 26.43   	 345.88		
-50.66   	-85.14   	 27.81   	 391.66		
-57.07   	-112.00   	 29.38   	 447.61		
-57.37   	-136.11   	 31.17   	 503.56		
-55.85   	-150.76   	 33.18   	 554.42		
-57.07   	-155.03   	 35.40   	 610.37		
-65.00   	-155.33   	 37.84   	 656.15		
-77.51   	-159.30   	 40.47   	 707.02		
-87.59   	-166.63   	 43.30   	 752.79		
-89.42   	-171.81   	 46.31   	 803.66		
-82.09   	-170.90   	 49.52   	 839.26		
-69.27   	-165.10   	 52.88   	 859.61		
-57.07   	-159.00   	 56.32   	 864.70		
-50.66   	-155.94   	 59.78   	 854.52		
-52.19   	-155.94   	 63.19   	 818.92		
-57.37   	-155.64   	 66.47   	 773.14		
-61.04   	-153.81   	 69.56   	 727.36		
-61.34   	-151.37   	 72.47   	 676.50		
-57.98   	-151.37   	 75.18   	 630.72		
-53.71   	-155.64   	 77.70   	 584.94		
-51.27   	-162.66   	 80.04   	 544.25		
-51.27   	-169.07   	 82.22   	 503.56		
-54.02   	-172.73   	 84.23   	 467.95		
-59.20   	-173.95   	 86.10   	 437.43		
-64.09   	-173.65   	 87.85   	 412.00		
-66.83   	-171.81   	 89.50   	 386.57		
-65.92   	-167.24   	 91.05   	 366.22		
-63.48   	-160.52   	 92.51   	 350.97		
-61.65   	-155.94   	 93.92   	 345.88		
-61.34   	-157.17   	 95.30   	 345.88		
-62.56   	-164.79   	 96.68   	 345.88		
-64.39   	-174.56   	 98.07   	 345.88		
-66.53   	-180.36   	 99.45   	 345.88		
-69.89   	-179.44   	100.83   	 345.88		
-73.55   	-174.56   	102.22   	 345.88		
-75.07   	-169.07   	103.60   	 340.79		
-72.33   	-165.41   	104.96   	 335.71		
-66.83   	-162.35   	106.31   	 335.71		
-61.04   	-158.39   	107.65   	 330.62		
-57.37   	-153.20   	108.97   	 330.62		
-57.07   	-149.23   	110.29   	 325.53		
-57.68   	-147.09   	111.60   	 320.45		
-59.51   	-147.09   	112.88   	 320.45		
-64.09   	-148.62   	114.16   	 310.27		
-70.19   	-149.84   	115.40   	 300.10		
-75.38   	-149.23   	116.60   	 295.01		
-74.16   	-144.96   	117.78   	 289.93		
-64.39   	-136.11   	118.94   	 274.67		
-52.49   	-125.12   	120.04   	 274.67		
-47.91   	-115.36   	121.14   	 264.50		
-53.71   	-109.86   	122.20   	 259.41		
-64.09   	-107.12   	123.23   	 249.24		
-68.36   	-101.93   	124.23   	 249.24		
-59.51   	-90.94   	125.23   	 244.15		
-41.50   	-75.99   	126.20   	 244.15		
-25.63   	-61.34   	127.18   	 239.06		
-19.53   	-48.83   	128.14   	 239.06		
-21.67   	-37.23   	129.09   	 233.98		
-25.94   	-24.72   	130.03   	 228.89		
-28.69   	-12.21   	130.95   	 223.80		
-30.21   	 -1.53   	131.84   	 218.72		
-31.43   	  7.02   	132.72   	 203.46		
-31.43   	 18.62   	133.53   	 203.46		
-28.08   	 38.45   	134.34   	 193.29		
-20.75   	 64.70   	135.12   	 188.20		
-11.90   	 89.11   	135.87   	 178.03		
 -3.97   	104.98   	136.58   	 172.94		
  2.44   	112.00   	137.27   	 162.77		
  7.32   	116.27   	137.92   	 157.68		
  9.46   	124.21   	138.55   	 152.59		
  8.54   	136.72   	139.17   	 142.42		
  6.10   	149.54   	139.73   	 137.33		
  5.49   	157.17   	140.28   	 127.16		
 10.07   	159.30   	140.79   	 127.16		
 20.75   	160.22   	141.30   	 111.90		
 33.87   	163.88   	141.75   	 111.90		
 42.42   	170.29   	142.20   	 101.73		
 43.03   	174.56   	142.60   	  86.47		
 36.32   	172.42   	142.95   	  81.38		
 26.55   	162.05   	143.28   	  71.21		
 18.62   	147.09   	143.56   	  61.04		
 15.87   	133.06   	143.80   	  50.86		
 16.78   	120.85   	144.01   	  40.69		
 18.31   	109.25   	144.17   	  35.61		
 18.92   	 97.66   	144.31   	  20.35		
 18.31   	 86.06   	144.39   	  20.35		
 14.95   	 75.68   	144.48   	   5.09		
  7.63   	 66.83   	144.50(S)	  -5.09		
 -1.53   	 60.42   	144.48   	 -20.35		
 -8.85   	 56.15   	144.39   	 -35.61		
-10.99   	 52.19   	144.25   	 -45.78		
 -7.02   	 46.39   	144.07   	 -71.21		
 -2.14   	 36.32   	143.78   	 -91.56		
 -3.66   	 21.67   	143.42   	-106.82		
-12.21   	  6.41   	142.99   	-137.33		
-21.67   	 -2.75   	142.44   	-157.68		
-25.63   	 -3.97   	141.81   	-188.20		
-21.36   	  0.31   	141.06   	-223.80		
-13.12   	  4.88   	140.16   	-244.15		
 -7.02   	  5.49   	139.19   	-274.67		
 -6.41   	  1.53   	138.09   	-300.10		
 -9.77   	 -4.58   	136.89   	-345.88		
-11.29   	 -9.16   	135.50   	-417.09		
 -8.54   	 -9.77   	133.83   	-503.56		
 -4.27   	 -8.24   	131.82   	-620.55		
 -3.36   	 -9.16   	129.34   	-742.62		
 -7.93   	-13.73   	126.37   	-854.52		
-14.34   	-19.53   	122.95   	-956.25		
-17.70   	-21.67   	119.12   	-1042.72		
-15.87   	-16.78   	114.95   	-1098.67		
-10.99   	 -8.54   	110.56   	-1144.45		
 -8.85   	 -5.49   	105.98   	-1169.88		
-12.51   	-12.82   	101.30   	-1190.23		
-19.53   	-26.55   	 96.54   	-1200.40		
-24.41   	-37.84   	 91.74   	-1200.40		
-24.41   	-40.59   	 86.94   	-1185.14		
-19.84   	-34.79   	 82.20   	-1174.97		
-14.65   	-27.77   	 77.50   	-1144.45		
-13.73   	-26.25   	 72.92   	-1108.85		
-16.78   	-31.43   	 68.48   	-1068.15		
-19.53   	-37.54   	 64.21   	-1017.29		
-17.70   	-37.54   	 60.14   	-966.43		
