  I     	  II     	  PW     	  PW'		
-103.45   	 13.12   	 31.66   	 -10.17		
-102.84   	 15.56   	 31.62   	 -10.17		
-102.54   	 18.31   	 31.58   	 -10.17		
-103.15   	 21.97   	 31.54   	 -10.17		
-105.59   	 27.16   	 31.50   	   0.00		
-109.86   	 34.18   	 31.50   	   0.00		
-115.97   	 43.95   	 31.50   	  10.17		
-122.07   	 56.46   	 31.54   	  10.17		
-126.95   	 71.72   	 31.58   	  15.26		
-130.31   	 87.89   	 31.64   	  15.26		
-132.14   	101.01   	 31.70   	   5.09		
-133.06   	105.90   	 31.72   	   0.00		
-133.97   	 98.88   	 31.72   	 -10.17		
-135.19   	 81.18   	 31.68   	 -20.35		
-137.33   	 58.59   	 31.60   	 -15.26		
-141.30   	 40.59   	 31.54   	 -10.17		
-145.57   	 36.01   	 31.50   	 -15.26		
-148.93   	 45.17   	 31.43   	 -10.17		
-149.84   	 61.65   	 31.39   	 -20.35		
-146.79   	 76.60   	 31.31   	 -15.26		
-140.08   	 83.92   	 31.25   	 -20.35		
-132.14   	 85.14   	 31.17   	 -15.26		
-124.51   	 85.75   	 31.11   	 -20.35		
-119.02   	 89.72   	 31.03   	 -25.43		
-115.36   	 96.74   	 30.93   	 -30.52		
-109.86   	104.98   	 30.80   	 -40.69		
-100.71   	111.39   	 30.64   	 -55.95		
-86.67   	114.44   	 30.42   	 -71.21		
-70.80   	113.53   	 30.13   	 -91.56		
-58.59   	108.64   	 29.77   	-111.90		
-52.80   	102.54   	 29.32   	-127.16		
-53.41   	100.40   	 28.81   	-137.33		
-56.76   	103.45   	 28.26   	-137.33		
-58.59   	108.95   	 27.71   	-137.33		
-56.46   	111.08   	 27.16   	-127.16		
-50.96   	104.98   	 26.65   	-106.82		
-45.17   	 90.33   	 26.23   	 -71.21		
-42.72   	 69.58   	 25.94   	 -30.52		
-43.64   	 47.61   	 25.82   	   0.00		
-45.78   	 27.77   	 25.82   	  25.43		
-46.69   	 11.29   	 25.92   	  15.26		
-44.86   	  0.31   	 25.98   	 -40.69		
-42.42   	 -4.88   	 25.82   	-132.25		
-42.42   	 -5.19   	 25.29   	-239.06		
-45.78   	 -4.27   	 24.33   	-320.45		
-50.35   	 -5.49   	 23.05   	-366.22		
-53.71   	-10.07   	 21.59   	-350.97		
-55.24   	-17.09   	 20.18   	-279.75		
-57.37   	-23.50   	 19.06   	-172.94		
-60.42   	-26.25   	 18.37   	 -61.04		
-62.87   	-24.72   	 18.13   	  20.35		
-62.87   	-21.97   	 18.21   	  71.21		
-59.81   	-21.36   	 18.49   	  66.12		
-56.15   	-25.63   	 18.76   	  20.35		
-54.63   	-33.26   	 18.84   	 -40.69		
-55.24   	-39.37   	 18.68   	-106.82		
-55.24   	-37.84   	 18.25   	-142.42		
-52.80   	-28.69   	 17.68   	-162.77		
-49.44   	-17.40   	 17.03   	-142.42		
-47.91   	-12.82   	 16.46   	-106.82		
-50.05   	-18.62   	 16.03   	 -71.21		
-54.02   	-30.21   	 15.75   	 -35.61		
-56.76   	-37.23   	 15.61   	 -20.35		
-55.85   	-33.57   	 15.52   	 -20.35		
-52.19   	-23.19   	 15.44   	 -35.61		
-48.83   	-14.95   	 15.30   	 -61.04		
-47.30   	-14.34   	 15.06   	 -91.56		
-48.22   	-18.31   	 14.69   	-101.73		
-49.74   	-20.14   	 14.28   	-111.90		
-51.27   	-16.78   	 13.84   	-106.82		
-52.19   	-11.90   	 13.41   	 -96.64		
-53.41   	-11.90   	 13.02   	 -76.30		
-54.32   	-18.62   	 12.72   	 -66.12		
-54.02   	-26.55   	 12.45   	 -45.78		
