  I     	  II     	  LV     	  LV'		  FA     	  FA'		
 52.49   	-15.87   	  7.20   	  96.64		 73.71   	 -25.43		
 48.83   	-17.40   	  7.59   	 106.82		 73.61   	 -25.43		
 39.06   	-21.67   	  8.02   	 116.99		 73.51   	 -20.35		
 24.11   	-27.47   	  8.48   	 111.90		 73.43   	 -25.43		
  6.71   	-35.71   	  8.93   	 101.73		 73.33   	 -25.43		
 -7.63   	-46.08   	  9.34   	  86.47		 73.22   	 -25.43		
-15.87   	-54.63   	  9.68   	  55.95		 73.12   	 -35.61		
-17.70   	-56.15   	  9.91   	  40.69		 72.98   	 -35.61		
-14.95   	-47.91   	 10.07   	  15.26		 72.84   	 -35.61		
-12.21   	-33.87   	 10.13   	   0.00		 72.70   	 -45.78		
-11.60   	-22.28   	 10.13   	  -5.09		 72.51   	 -45.78		
-14.04   	-18.01   	 10.11   	  -5.09		 72.33   	 -45.78		
-17.09   	-21.06   	 10.09   	   0.00		 72.15   	 -50.86		
-18.92   	-26.86   	 10.09   	  20.35		 71.94   	 -50.86		
-18.92   	-29.91   	 10.17   	  35.61		 71.74   	 -55.95		
-18.31   	-29.30   	 10.32   	  61.04		 71.52   	 -50.86		
-18.92   	-27.16   	 10.56   	  71.21		 71.31   	 -55.95		
-20.75   	-25.02   	 10.84   	  86.47		 71.09   	 -50.86		
-23.19   	-24.11   	 11.19   	 101.73		 70.88   	 -55.95		
-25.94   	-21.36   	 11.60   	 101.73		 70.66   	 -50.86		
-31.74   	-12.82   	 12.00   	 111.90		 70.46   	 -55.95		
-46.39   	  4.88   	 12.45   	 116.99		 70.23   	 -50.86		
-75.68   	 30.52   	 12.92   	 122.07		 70.03   	 -55.95		
-116.88   	 58.29   	 13.41   	 127.16		 69.81   	 -50.86		
-154.42   	 83.01   	 13.92   	 137.33		 69.60   	 -50.86		
-163.27   	105.29   	 14.47   	 147.51		 69.40   	 -50.86		
-119.63   	136.72   	 15.06   	 152.59		 69.20   	 -50.86		
 -9.77   	197.45   	 15.67   	 162.77		 68.99   	 -45.78		
163.57   	303.96   	 16.32   	 157.68		 68.81   	 -45.78		
381.47   	455.02   	 16.95   	 152.59		 68.63   	 -50.86		
610.66   	608.22   	 17.56   	 142.42		 68.42   	 -40.69		
804.14   	679.63(R)	 18.13(E)	 127.16		 68.26   	 -45.78		
910.34   	588.99   	 18.64   	 106.82		 68.08   	 -45.78		
898.74   	321.66   	 19.06   	  86.47		 67.89   	 -45.78		
779.42   	-39.67   	 19.41   	  71.21		 67.71   	 -40.69		
603.03   	-344.54   	 19.69   	  55.95		 67.55   	 -40.69		
432.74   	-469.06   	 19.92   	  55.95		 67.39   	 -45.78		
307.31   	-403.14   	 20.14   	  50.86		 67.20   	 -35.61		
220.95   	-240.48   	 20.35   	  66.12		 67.06   	 -40.69		
147.71   	-98.27   	 20.61   	  91.56		 66.90   	 -40.69		
 73.24   	-34.48   	 20.98   	 127.16		 66.73   	 -35.61		
  5.49   	-30.52   	 21.49   	 178.03		 66.59   	 -35.61		
-36.32   	-36.93   	 22.20   	 223.80		 66.45   	 -35.61		
-47.00   	-26.25   	 23.09   	 289.93		 66.31   	 -30.52		
-39.37   	 -4.58   	 24.25   	 350.97		 66.18   	 -30.52		
-33.87   	  9.77   	 25.66   	 417.09		 66.06   	 -30.52		
-39.67   	 11.60   	 27.32   	 473.04		 65.94   	 -30.52		
-53.10   	  8.85   	 29.22   	 539.16		 65.82   	 -25.43		
-64.39   	 10.07   	 31.37   	 605.29		 65.72   	 -25.43		
-68.66   	 15.56   	 33.79   	 671.41		 65.62   	 -25.43		
-68.05   	 20.75   	 36.48   	 757.88		 65.51   	 -25.43		
-67.44   	 23.50   	 39.51   	 839.26		 65.41   	 -25.43		
-68.66   	 23.19   	 42.87   	 935.91		 65.31   	 -25.43		
-72.02   	 22.28   	 46.61   	1007.12		 65.21   	 -30.52		
-75.07   	 21.97   	 50.64   	1063.07		 65.09   	 -25.43		
-76.60   	 23.19   	 54.89   	1083.41		 64.98   	 -30.52		
-76.29   	 25.02   	 59.23   	1083.41		 64.86   	 -30.52		
-75.38   	 25.94   	 63.56   	1052.90		 64.74   	 -30.52		
-75.38   	 25.33   	 67.77   	1002.03		 64.62   	 -30.52		
-76.60   	 23.80   	 71.78   	 956.25		 64.50   	 -30.52		
-78.74   	 23.19   	 75.60   	 915.56		 64.37   	 -35.61		
-80.87   	 24.11   	 79.27   	 874.87		 64.23   	 -30.52		
-81.18   	 26.25   	 82.77   	 854.52		 64.11   	 -30.52		
-80.57   	 28.99   	 86.18   	 834.18		 63.99   	 -30.52		
-79.35   	 30.82   	 89.52   	 818.92		 63.87   	 -25.43		
-78.74   	 31.13   	 92.80   	 793.49		 63.76   	 -20.35		
-79.35   	 30.52   	 95.97   	 768.05		 63.68   	 -10.17		
-79.96   	 30.21   	 99.04   	 722.28		 63.64   	   5.09		
-80.87   	 30.82   	101.93   	 681.58		 63.66   	  20.35		
-81.79   	 32.96   	104.66   	 630.72		 63.74   	  45.78		
-82.70   	 34.79   	107.18   	 584.94		 63.93   	  66.12		
-84.23   	 36.01   	109.52   	 549.34		 64.19   	 101.73		
-85.75   	 36.01   	111.72   	 523.90		 64.60   	 132.25		
-86.98   	 35.71   	113.81   	 498.47		 65.13   	 162.77		
-87.89   	 35.71   	115.81   	 483.21		 65.78   	 203.46		
-88.50   	 36.32   	117.74   	 478.13		 66.59   	 233.98		
-88.81   	 37.54   	119.65   	 457.78		 67.53   	 274.67		
-89.11   	 39.37   	121.48   	 452.69		 68.63   	 305.19		
-88.50   	 41.20   	123.30   	 427.26		 69.85   	 335.71		
-87.59   	 43.33   	125.00   	 412.00		 71.19   	 371.31		
-86.98   	 44.86   	126.65   	 391.66		 72.68   	 391.66		
-87.28   	 46.08   	128.22   	 371.31		 74.24   	 417.09		
-88.50   	 47.30   	129.70   	 356.05		 75.91   	 437.43		
-90.33   	 48.83   	131.13   	 340.79		 77.66   	 457.78		
-91.55   	 51.27   	132.49   	 330.62		 79.49   	 473.04		
-92.47   	 54.02   	133.81   	 325.53		 81.38   	 483.21		
-93.69   	 56.76   	135.12   	 315.36		 83.32   	 498.47		
-94.91   	 58.90   	136.38   	 305.19		 85.31   	 508.65		
-96.44   	 61.65   	137.60   	 289.93		 87.34   	 518.82		
-97.35   	 65.00   	138.76   	 274.67		 89.42   	 523.90		
-97.96   	 69.58   	139.86   	 254.32		 91.52   	 528.99		
-98.88   	 74.77   	140.87   	 239.06		 93.63   	 534.08		
-100.71   	 79.65   	141.83   	 228.89		 95.77   	 539.16		
-104.06   	 83.31   	142.75   	 223.80		 97.92   	 539.16		
-107.73   	 85.45   	143.64   	 213.63		100.08   	 539.16		
-111.08   	 86.67   	144.50   	 218.72		102.24   	 539.16		
-112.61   	 88.50   	145.37   	 218.72		104.39   	 539.16		
-112.92   	 91.55   	146.25   	 213.63		106.55   	 539.16		
-112.00   	 95.52   	147.10   	 213.63		108.71   	 528.99		
-111.08   	 99.79   	147.95   	 203.46		110.82   	 528.99		
-110.17   	103.45   	148.77   	 198.37		112.94   	 518.82		
-108.95   	106.51   	149.56   	 178.03		115.01   	 508.65		
-107.12   	109.86   	150.27   	 162.77		117.05   	 503.56		
-103.45   	113.22   	150.93   	 147.51		119.06   	 493.39		
-97.96   	116.27   	151.52   	 127.16		121.04   	 478.13		
-90.03   	118.41   	152.02   	 106.82		122.95   	 473.04		
-80.26   	119.02   	152.45   	  96.64		124.84   	 457.78		
-68.36   	118.10   	152.84   	  81.38		126.67   	 442.52		
-55.85   	115.97   	153.16   	  66.12		128.44   	 432.35		
-43.64   	111.39   	153.43   	  50.86		130.17   	 417.09		
-33.57   	103.45   	153.63   	  30.52		131.84   	 401.83		
-26.55   	 91.86   	153.75   	  20.35		133.45   	 391.66		
-22.28   	 77.82   	153.83   	   5.09		135.01   	 376.40		
-19.53   	 63.17   	153.85(S)	  -5.09		136.52   	 356.05		
-17.09   	 49.44   	153.83   	 -15.26		137.94   	 345.88		
-14.34   	 36.93   	153.77   	 -30.52		139.33   	 330.62		
-11.90   	 25.63   	153.65   	 -35.61		140.65   	 320.45		
-10.68   	 14.65   	153.51   	 -55.95		141.93   	 300.10		
-10.99   	  4.27   	153.29   	 -71.21		143.13   	 284.84		
-11.90   	 -5.49   	153.00   	 -91.56		144.27   	 269.58		
-13.73   	-14.04   	152.63   	-111.90		145.35   	 254.32		
-15.26   	-21.36   	152.19   	-137.33		146.37   	 244.15		
-16.48   	-27.16   	151.64   	-167.85		147.34   	 223.80		
-18.01   	-32.04   	150.97   	-193.29		148.24   	 208.54		
-19.53   	-36.62   	150.19   	-223.80		149.07   	 188.20		
-20.75   	-41.20   	149.30   	-254.32		149.83   	 178.03		
-21.36   	-45.17   	148.28   	-289.93		150.54   	 152.59		
-21.36   	-48.52   	147.12   	-325.53		151.15   	 137.33		
-20.75   	-50.66   	145.82   	-371.31		151.70   	 111.90		
-20.45   	-51.88   	144.33   	-412.00		152.15   	  86.47		
-20.45   	-53.41   	142.69   	-457.78		152.49   	  66.12		
-21.06   	-55.85   	140.85   	-503.56		152.76   	  40.69		
-21.97   	-58.29   	138.84   	-554.42		152.92   	  15.26		
-22.58   	-60.73   	136.62   	-610.37		152.98(S)	 -15.26		
-22.58   	-62.56   	134.18   	-661.24		152.92   	 -45.78		
-21.97   	-64.09   	131.54   	-722.28		152.74   	 -76.30		
-21.06   	-65.31   	128.65   	-773.14		152.43   	-106.82		
-20.14   	-67.14   	125.55   	-824.00		152.00   	-142.42		
-19.84   	-68.97   	122.26   	-874.87		151.43   	-167.85		
-19.53   	-70.80   	118.76   	-925.73		150.76   	-208.54		
-19.23   	-71.72   	115.06   	-966.43		149.93   	-233.98		
-18.92   	-72.02   	111.19   	-1017.29		148.99   	-264.50		
-19.23   	-72.02   	107.12   	-1052.90		147.93   	-295.01		
-20.45   	-72.02   	102.91   	-1088.50		146.75   	-325.53		
-21.67   	-72.33   	 98.56   	-1124.11		145.45   	-345.88		
-22.28   	-71.72   	 94.06   	-1154.62		144.07   	-371.31		
-21.67   	-70.80   	 89.44   	-1174.97		142.58   	-391.66		
-20.45   	-68.97   	 84.74   	-1185.14		141.02   	-406.92		
-20.14   	-67.44   	 80.00   	-1185.14		139.39   	-422.18		
-20.45   	-66.83   	 75.26   	-1164.80		137.70   	-437.43		
-21.36   	-66.83   	 70.60   	-1139.36		135.95   	-442.52		
-21.97   	-66.83   	 66.04   	-1088.50		134.18   	-447.61		
-22.28   	-66.53   	 61.69   	-1027.46		132.39   	-447.61		
-22.89   	-65.31   	 57.58   	-971.51		130.60   	-447.61		
-24.11   	-64.70   	 53.69   	-900.30		128.81   	-442.52		
-25.63   	-64.39   	 50.09   	-839.26		127.04   	-442.52		
-26.25   	-64.39   	 46.73   	-788.40		125.27   	-432.35		
-25.94   	-63.78   	 43.58   	-732.45		123.54   	-422.18		
-25.02   	-62.87   	 40.65   	-681.58		121.85   	-412.00		
-24.41   	-61.65   	 37.92   	-640.89		120.20   	-401.83		
-25.02   	-60.73   	 35.36   	-600.20		118.60   	-391.66		
-25.63   	-60.73   	 32.96   	-554.42		117.03   	-381.48		
-25.94   	-61.34   	 30.74   	-513.73		115.50   	-366.22		
-25.63   	-61.65   	 28.69   	-467.95		114.04   	-356.05		
-25.02   	-61.65   	 26.82   	-432.35		112.61   	-345.88		
-25.02   	-61.95   	 25.09   	-386.57		111.23   	-330.62		
-25.33   	-61.95   	 23.54   	-345.88		109.91   	-320.45		
-25.63   	-62.26   	 22.16   	-305.19		108.63   	-310.27		
-25.63   	-62.26   	 20.94   	-269.58		107.39   	-295.01		
-24.72   	-61.65   	 19.86   	-239.06		106.21   	-279.75		
-24.11   	-61.34   	 18.90   	-203.46		105.09   	-269.58		
-23.50   	-60.73   	 18.09   	-183.11		104.01   	-254.32		
-23.19   	-60.42   	 17.35   	-157.68		102.99   	-239.06		
-22.89   	-60.12   	 16.72   	-142.42		102.03   	-228.89		
-22.58   	-60.12   	 16.15   	-132.25		101.12   	-218.72		
-21.97   	-60.12   	 15.63   	-127.16		100.24   	-203.46		
-21.36   	-60.42   	 15.12   	-127.16		 99.43   	-193.29		
-20.75   	-61.04   	 14.61   	-127.16		 98.66   	-188.20		
-20.14   	-61.95   	 14.10   	-137.33		 97.90   	-172.94		
-20.14   	-62.87   	 13.55   	-142.42		 97.21   	-162.77		
-20.14   	-64.09   	 12.98   	-137.33		 96.56   	-157.68		
-20.14   	-65.00   	 12.43   	-142.42		 95.93   	-152.59		
-19.53   	-65.31   	 11.86   	-132.25		 95.32   	-142.42		
-18.62   	-65.31   	 11.33   	-116.99		 94.75   	-137.33		
-17.70   	-65.00   	 10.86   	-101.73		 94.20   	-132.25		
-17.40   	-64.09   	 10.46   	 -76.30		 93.67   	-127.16		
-18.01   	-63.48   	 10.15   	 -50.86		 93.16   	-127.16		
-19.53   	-64.09   	  9.95   	 -25.43		 92.65   	-122.07		
-21.36   	-65.61   	  9.85(D)	   0.00		 92.17   	-122.07		
-22.89   	-67.44   	  9.85   	  10.17		 91.68   	-122.07		
-24.11   	-68.97   	  9.89   	  30.52		 91.19   	-116.99		
-24.72   	-69.89   	 10.01   	  35.61		 90.72   	-122.07		
-24.72   	-70.19   	 10.15   	  30.52		 90.23   	-122.07		
-24.72   	-70.50   	 10.27   	  30.52		 89.75   	-122.07		
-25.33   	-71.11   	 10.40   	  15.26		 89.26   	-116.99		
-26.55   	-71.72   	 10.46   	  10.17		 88.79   	-122.07		
-28.08   	-72.02   	 10.50   	   0.00		 88.30   	-116.99		
-29.30   	-72.33   	 10.50   	   0.00		 87.83   	-116.99		
-29.91   	-72.63   	 10.50   	   0.00		 87.36   	-122.07		
-30.21   	-73.24   	 10.50   	   0.00		 86.88   	-111.90		
-30.21   	-73.24   	 10.50   	   5.09		 86.43   	-116.99		
-30.52   	-73.24   	 10.52   	  10.17		 85.96   	-111.90		
-30.82   	-72.63   	 10.56   	  20.35		 85.51   	-106.82		
-31.74   	-72.02   	 10.64   	  20.35		 85.09   	-106.82		
-32.96   	-71.72   	 10.72   	  20.35		 84.66   	-106.82		
-34.48   	-71.41   	 10.80   	  15.26		 84.23   	-101.73		
-35.71   	-71.11   	 10.86   	  10.17		 83.82   	 -96.64		
-36.32   	-71.11   	 10.91   	   5.09		 83.44   	 -91.56		
-35.71   	-71.11   	 10.93   	   0.00		 83.07   	 -86.47		
-34.79   	-70.50   	 10.93   	  -5.09		 82.73   	 -86.47		
-34.48   	-69.89   	 10.91   	  -5.09		 82.38   	 -81.38		
-33.87   	-68.66   	 10.89   	   0.00		 82.05   	 -76.30		
-33.57   	-66.83   	 10.89   	   5.09		 81.75   	 -66.12		
-32.35   	-64.70   	 10.91   	   5.09		 81.48   	 -66.12		
-30.82   	-62.87   	 10.93   	  15.26		 81.22   	 -61.04		
-29.60   	-61.95   	 10.99   	  20.35		 80.98   	 -55.95		
-28.99   	-61.95   	 11.07   	  15.26		 80.75   	 -50.86		
-28.99   	-62.26   	 11.13   	  20.35		 80.55   	 -50.86		
-29.30   	-62.56   	 11.21   	  20.35		 80.35   	 -45.78		
-29.91   	-62.26   	 11.29   	  15.26		 80.16   	 -40.69		
-29.91   	-61.65   	 11.35   	  10.17		 80.00   	 -40.69		
-29.60   	-61.34   	 11.39   	   5.09		 79.84   	 -40.69		
-29.30   	-61.04   	 11.41   	  10.17		 79.67   	 -35.61		
-29.30   	-60.42   	 11.45   	   5.09		 79.53   	 -40.69		
-29.60   	-59.51   	 11.48   	   5.09		 79.37   	 -35.61		
-29.60   	-58.29   	 11.50   	  15.26		 79.23   	 -40.69		
-29.30   	-56.76   	 11.56   	  15.26		 79.06   	 -35.61		
-28.69   	-55.54   	 11.62   	  20.35		 78.92   	 -40.69		
-27.77   	-54.63   	 11.70   	  25.43		 78.76   	 -40.69		
-25.94   	-52.49   	 11.80   	  20.35		 78.60   	 -40.69		
-22.89   	-48.83   	 11.88   	  25.43		 78.43   	 -40.69		
-18.01   	-42.42   	 11.98   	  20.35		 78.27   	 -45.78		
-11.29   	-34.18   	 12.07   	  20.35		 78.09   	 -45.78		
 -3.66   	-24.41   	 12.15   	  15.26		 77.90   	 -45.78		
  3.97   	-14.95   	 12.21   	  15.26		 77.72   	 -45.78		
 10.68   	 -6.71   	 12.27   	  10.17		 77.54   	 -50.86		
 15.56   	 -1.22   	 12.31   	  15.26		 77.33   	 -50.86		
 19.53   	  2.14   	 12.37   	   5.09		 77.13   	 -50.86		
 23.19   	  4.88   	 12.39   	  15.26		 76.93   	 -50.86		
 26.55   	  6.71   	 12.45   	  10.17		 76.72   	 -55.95		
 29.30   	  7.02   	 12.49   	  15.26		 76.50   	 -55.95		
 29.60   	  3.05   	 12.55   	  15.26		 76.28   	 -55.95		
 26.55   	 -6.41   	 12.61   	  15.26		 76.05   	 -55.95		
 20.75   	-20.45   	 12.68   	  20.35		 75.83   	 -61.04		
 16.17   	-35.71   	 12.76   	  10.17		 75.58   	 -61.04		
 17.09   	-48.52   	 12.80   	  10.17		 75.34   	 -61.04		
 25.63   	-57.07   	 12.84   	   5.09		 75.10   	 -61.04		
 38.45   	-62.26   	 12.86   	   0.00		 74.85   	 -61.04		
 49.44   	-66.22   	 12.86   	  -5.09		 74.61   	 -61.04		
 54.63   	-70.19   	 12.84   	   0.00		 74.36   	 -61.04		
 52.49   	-74.16   	 12.84   	  -5.09		 74.12   	 -66.12		
 46.69   	-75.38   	 12.82   	   5.09		 73.86   	 -61.04		
 42.42   	-72.33   	 12.84   	   0.00		 73.61   	 -61.04		
 42.11   	-64.09   	 12.84   	   5.09		 73.37   	 -61.04		
 45.78   	-53.41   	 12.86   	   0.00		 73.12   	 -61.04		
 51.57   	-44.56   	 12.86   	   5.09		 72.88   	 -55.95		
 56.15   	-39.98   	 12.88   	  -5.09		 72.65   	 -61.04		
 57.07   	-40.28   	 12.86   	   0.00		 72.41   	 -61.04		
 51.88   	-42.42   	 12.86   	   0.00		 72.17   	 -55.95		
 39.98   	-44.56   	 12.86   	   5.09		 71.94   	 -55.95		
 23.50   	-47.91   	 12.88   	  10.17		 71.72   	 -61.04		
  5.80   	-55.24   	 12.92   	  20.35		 71.47   	 -55.95		
 -9.16   	-66.83   	 13.00   	  30.52		 71.25   	 -55.95		
-18.01   	-77.82   	 13.12   	  35.61		 71.03   	 -55.95		
-20.45   	-81.18   	 13.27   	  45.78		 70.80   	 -50.86		
-18.62   	-73.85   	 13.45   	  45.78		 70.60   	 -55.95		
-15.56   	-60.12   	 13.63   	  45.78		 70.38   	 -55.95		
-14.95   	-48.52   	 13.81   	  45.78		 70.15   	 -55.95		
-16.78   	-45.17   	 14.00   	  45.78		 69.93   	 -55.95		
-20.45   	-49.13   	 14.18   	  40.69		 69.70   	 -55.95		
-23.19   	-54.63   	 14.34   	  40.69		 69.48   	 -55.95		
-23.50   	-55.85   	 14.51   	  40.69		 69.26   	 -61.04		
-22.58   	-51.88   	 14.67   	  50.86		 69.01   	 -55.95		
-21.36   	-45.78   	 14.87   	  55.95		 68.79   	 -55.95		
-21.06   	-40.89   	 15.10   	  71.21		 68.57   	 -55.95		
-21.67   	-38.45   	 15.38   	  71.21		 68.34   	 -61.04		
-24.11   	-35.71   	 15.67   	  86.47		 68.10   	 -55.95		
-31.74   	-28.69   	 16.01   	  96.64		 67.87   	 -61.04		
-50.05   	-11.90   	 16.40   	 101.73		 67.63   	 -55.95		
-84.23   	 14.04   	 16.81   	 111.90		 67.41   	 -61.04		
-130.00   	 43.95   	 17.25   	 111.90		 67.16   	 -55.95		
-171.20   	 71.41   	 17.70   	 111.90		 66.94   	 -61.04		
-179.44   	 93.99   	 18.15   	 122.07		 66.69   	 -55.95		
-127.26   	121.77   	 18.64   	 116.99		 66.47   	 -61.04		
  3.66   	172.12   	 19.10   	 122.07		 66.23   	 -61.04		
213.01   	262.15   	 19.59   	 116.99		 65.98   	 -55.95		
478.82   	389.10   	 20.06   	 111.90		 65.76   	 -55.95		
758.97   	510.56   	 20.51   	 106.82		 65.53   	 -55.95		
991.21   	547.49(R)	 20.94(E)	 101.73		 65.31   	 -55.95		
1110.53   	431.21   	 21.34   	  96.64		 65.09   	 -55.95		
1081.85   	158.39   	 21.73   	  86.47		 64.86   	 -50.86		
922.85   	-183.11   	 22.08   	  81.38		 64.66   	 -55.95		
700.07   	-450.13   	 22.40   	  71.21		 64.44   	 -50.86		
492.25   	-534.97   	 22.69   	  71.21		 64.23   	 -50.86		
343.02   	-439.76   	 22.97   	  71.21		 64.03   	 -55.95		
244.45   	-263.06   	 23.26   	  81.38		 63.80   	 -45.78		
163.27   	-117.19   	 23.58   	 101.73		 63.62   	 -50.86		
 81.48   	-53.10   	 23.99   	 127.16		 63.42   	 -50.86		
  6.71   	-49.74   	 24.50   	 178.03		 63.21   	 -45.78		
-41.20   	-57.37   	 25.21   	 233.98		 63.03   	 -50.86		
-54.93   	-48.83   	 26.14   	 295.01		 62.83   	 -40.69		
-49.13   	-29.91   	 27.32   	 371.31		 62.67   	 -45.78		
-44.56   	-17.09   	 28.81   	 437.43		 62.48   	 -45.78		
-51.27   	-15.87   	 30.56   	 498.47		 62.30   	 -40.69		
-65.61   	-19.23   	 32.55   	 564.60		 62.14   	 -40.69		
-77.82   	-19.84   	 34.81   	 615.46		 61.97   	 -35.61		
-83.62   	-16.48   	 37.27   	 671.41		 61.83   	 -40.69		
-83.31   	-10.99   	 39.96   	 732.45		 61.67   	 -35.61		
-81.48   	 -5.80   	 42.89   	 798.57		 61.53   	 -35.61		
-80.87   	 -1.53   	 46.08   	 859.61		 61.38   	 -30.52		
-82.09   	  1.53   	 49.52   	 920.65		 61.26   	 -35.61		
-84.53   	  3.36   	 53.20   	 971.51		 61.12   	 -30.52		
-86.67   	  4.27   	 57.09   	1002.03		 61.00   	 -30.52		
-87.89   	  5.49   	 61.10   	1017.29		 60.87   	 -30.52		
-88.20   	  7.32   	 65.17   	1017.29		 60.75   	 -30.52		
-88.50   	  9.46   	 69.24   	 996.94		 60.63   	 -30.52		
-88.50   	 12.51   	 73.22   	 971.51		 60.51   	 -25.43		
-88.81   	 14.95   	 77.11   	 935.91		 60.41   	 -25.43		
-88.81   	 16.17   	 80.85   	 905.39		 60.30   	 -20.35		
-89.42   	 15.56   	 84.48   	 864.70		 60.22   	 -20.35		
-90.33   	 14.34   	 87.93   	 839.26		 60.14   	 -15.26		
-90.94   	 13.12   	 91.29   	 798.57		 60.08   	 -10.17		
-90.64   	 12.82   	 94.49   	 768.05		 60.04   	  -5.09		
-90.64   	 12.21   	 97.56   	 727.36		 60.02(D)	  10.17		
-91.25   	 10.99   	100.47   	 686.67		 60.06   	  25.43		
-93.08   	  9.46   	103.21   	 645.98		 60.16   	  45.78		
-95.83   	  8.24   	105.80   	 600.20		 60.35   	  66.12		
-97.66   	  9.77   	108.20   	 559.51		 60.61   	  96.64		
-97.05   	 13.43   	110.44   	 528.99		 61.00   	 127.16		
-94.60   	 18.31   	112.55   	 493.39		 61.51   	 157.68		
-91.55   	 23.19   	114.53   	 467.95		 62.14   	 193.29		
-89.72   	 27.47   	116.40   	 452.69		 62.91   	 228.89		
