  I     	  II     	  LVp     	  LVp'		  CH2     	  CH2'		
  9.46   	 -9.77   	 14.26   	   0.00		 55.79   	 -25.43		
  8.24   	-17.40   	 14.26   	   0.00		 55.69   	 -20.35		
  7.93   	-29.30   	 14.26   	   0.00		 55.61   	 -25.43		
  5.49   	-48.22   	 14.26   	   5.09		 55.50   	 -25.43		
 -0.92   	-76.60   	 14.28   	   0.00		 55.40   	 -25.43		
 -9.46   	-110.47   	 14.28   	   0.00		 55.30   	 -20.35		
-13.12   	-130.00   	 14.28   	   0.00		 55.22   	 -25.43		
 -3.05   	-98.88   	 14.28   	   0.00		 55.12   	 -25.43		
 25.33   	 24.11   	 14.28   	   0.00		 55.02   	 -20.35		
 68.66   	257.57   	 14.28   	   0.00		 54.93   	 -25.43		
115.05   	579.83   	 14.28   	   0.00		 54.83   	 -25.43		
148.62   	922.85   	 14.28   	   0.00		 54.73   	 -45.78		
132.45   	1325.38(R)	 14.28   	   0.00		 54.55   	 -25.43		
 82.09   	1281.74   	 14.28   	   0.00		 54.45   	 -20.35		
 22.28   	1086.73   	 14.28   	   0.00		 54.36   	 -25.43		
-25.63   	804.44   	 14.28   	   0.00		 54.26   	 -25.43		
-46.69   	511.78   	 14.28   	   5.09		 54.16   	 -25.43		
-38.15   	267.33   	 14.30   	   0.00		 54.06   	 -20.35		
-13.12   	 99.79   	 14.30   	   0.00		 53.98   	 -25.43		
 10.07   	  8.54   	 14.30   	   0.00		 53.88   	 -25.43		
 19.23   	-26.25   	 14.30   	   0.00		 53.77   	 -20.35		
 14.34   	-29.91   	 14.30   	  -5.09		 53.69   	 -25.43		
  4.88   	-23.80   	 14.28   	   0.00		 53.59   	 -20.35		
 -1.22   	-19.84   	 14.28   	   0.00		 53.51   	 -25.43		
 -0.92   	-24.41   	 14.28   	   0.00		 53.41   	 -20.35		
  3.05   	-37.23   	 14.28   	   0.00		 53.33   	 -25.43		
  6.41   	-56.15   	 14.28   	   0.00		 53.22   	 -20.35		
  7.02   	-76.90   	 14.28   	   0.00		 53.14   	 -20.35		
  6.10   	-94.60   	 14.28   	   0.00		 53.06   	 -20.35		
  3.66   	-104.68   	 14.28   	   0.00		 52.98   	 -20.35		
  1.83   	-102.54   	 14.28   	   0.00		 52.90   	 -20.35		
  1.53   	-88.81   	 14.28   	   0.00		 52.82   	 -15.26		
  3.66   	-70.19   	 14.28   	   0.00		 52.76   	 -20.35		
  8.24   	-56.76   	 14.28   	  -5.09		 52.68   	 -20.35		
 13.12   	-56.76   	 14.26   	   0.00		 52.59   	 -20.35		
 14.95   	-71.72   	 14.26   	   0.00		 52.51   	 -25.43		
 13.12   	-94.91   	 14.26   	   0.00		 52.41   	 -20.35		
  9.46   	-115.66   	 14.26   	   0.00		 52.33   	 -20.35		
  6.71   	-125.12   	 14.26   	   0.00		 52.25   	 -25.43		
  6.71   	-121.15   	 14.26   	   0.00		 52.15   	 -25.43		
  9.46   	-107.42   	 14.26   	   0.00		 52.04   	 -30.52		
 12.21   	-91.55   	 14.26   	   0.00		 51.92   	 -25.43		
 13.12   	-80.57   	 14.26   	   0.00		 51.82   	 -30.52		
 11.90   	-79.35   	 14.26   	   0.00		 51.70   	 -30.52		
  9.46   	-87.59   	 14.26   	   0.00		 51.58   	 -30.52		
  7.02   	-101.01   	 14.26   	   0.00		 51.45   	 -35.61		
  5.49   	-113.83   	 14.26   	   0.00		 51.31   	 -30.52		
  4.88   	-121.15   	 14.26   	   0.00		 51.19   	 -35.61		
  5.19   	-122.07   	 14.26   	   0.00		 51.05   	 -35.61		
  6.10   	-118.71   	 14.26   	   0.00		 50.91   	 -35.61		
  8.24   	-113.83   	 14.26   	  -5.09		 50.76   	 -35.61		
 10.99   	-109.86   	 14.24   	   0.00		 50.62   	 -35.61		
 13.73   	-105.90   	 14.24   	   0.00		 50.48   	 -30.52		
 14.95   	-101.01   	 14.24   	   0.00		 50.36   	 -30.52		
 13.73   	-94.60   	 14.24   	   0.00		 50.23   	 -30.52		
 11.29   	-86.36   	 14.24   	   0.00		 50.11   	 -20.35		
  8.54   	-78.43   	 14.24   	   0.00		 50.03   	 -20.35		
  7.63   	-73.55   	 14.24   	   0.00		 49.95   	  -5.09		
  8.85   	-73.85   	 14.24   	   0.00		 49.93   	   5.09		
 10.99   	-79.04   	 14.24   	   0.00		 49.95   	  20.35		
 12.82   	-86.67   	 14.24   	   0.00		 50.03   	  40.69		
 14.04   	-92.16   	 14.24   	   5.09		 50.19   	  61.04		
 14.65   	-92.77   	 14.26   	   0.00		 50.44   	  86.47		
 14.95   	-88.20   	 14.26   	   0.00		 50.78   	 116.99		
 15.26   	-81.79   	 14.26   	   0.00		 51.25   	 137.33		
 16.48   	-77.51   	 14.26   	   5.09		 51.80   	 162.77		
 18.01   	-76.90   	 14.28   	   0.00		 52.45   	 183.11		
 20.45   	-78.43   	 14.28   	   0.00		 53.18   	 208.54		
 23.80   	-79.04   	 14.28   	   0.00		 54.02   	 223.80		
 28.38   	-77.51   	 14.28   	   5.09		 54.91   	 239.06		
 32.96   	-73.55   	 14.30   	   0.00		 55.87   	 259.41		
 36.93   	-69.89   	 14.30   	   0.00		 56.91   	 269.58		
 39.37   	-68.05   	 14.30   	   0.00		 57.99   	 284.84		
 40.89   	-68.97   	 14.30   	   0.00		 59.12   	 289.93		
 41.81   	-70.50   	 14.30   	   0.00		 60.28   	 305.19		
 43.64   	-70.80   	 14.30   	   0.00		 61.51   	 310.27		
 46.08   	-68.66   	 14.30   	   0.00		 62.75   	 320.45		
 49.13   	-64.70   	 14.30   	   0.00		 64.03   	 325.53		
 51.88   	-59.20   	 14.30   	  -5.09		 65.33   	 330.62		
 54.93   	-53.10   	 14.28   	   0.00		 66.65   	 335.71		
 57.98   	-46.69   	 14.28   	   0.00		 68.00   	 340.79		
 61.34   	-40.28   	 14.28   	   0.00		 69.36   	 335.71		
 63.78   	-33.87   	 14.28   	   0.00		 70.70   	 335.71		
 64.70   	-28.08   	 14.28   	  -5.09		 72.04   	 335.71		
 64.39   	-21.36   	 14.26   	   0.00		 73.39   	 330.62		
 62.26   	-13.43   	 14.26   	   0.00		 74.71   	 325.53		
 59.51   	 -4.58   	 14.26   	   0.00		 76.01   	 320.45		
 55.54   	  4.27   	 14.26   	  -5.09		 77.29   	 310.27		
 50.66   	 11.90   	 14.24   	   0.00		 78.53   	 300.10		
 45.47   	 18.31   	 14.24   	   0.00		 79.74   	 284.84		
 40.28   	 24.11   	 14.24   	   0.00		 80.87   	 279.75		
 35.40   	 30.21   	 14.24   	   0.00		 81.99   	 259.41		
 31.13   	 36.32   	 14.24   	   0.00		 83.03   	 249.24		
 27.16   	 41.20   	 14.24   	   0.00		 84.03   	 233.98		
 23.80   	 44.86   	 14.24   	   5.09		 84.96   	 218.72		
 21.06   	 47.91   	 14.26   	   0.00		 85.84   	 203.46		
 18.62   	 51.27   	 14.26   	   0.00		 86.65   	 183.11		
 16.17   	 55.24   	 14.26   	   0.00		 87.39   	 172.94		
 13.43   	 59.51   	 14.26   	   0.00		 88.08   	 152.59		
 10.38   	 62.87   	 14.26   	   5.09		 88.69   	 137.33		
  7.32   	 64.70   	 14.28   	   0.00		 89.24   	 116.99		
  4.88   	 65.00   	 14.28   	   5.09		 89.70   	 106.82		
  3.66   	 63.17   	 14.30   	   0.00		 90.13   	  86.47		
  3.36   	 60.73   	 14.30   	   5.09		 90.48   	  76.30		
  3.66   	 57.98   	 14.32   	   0.00		 90.78   	  61.04		
  4.27   	 56.76   	 14.32   	   5.09		 91.03   	  45.78		
  4.58   	 57.37   	 14.34   	   5.09		 91.21   	  30.52		
  4.88   	 58.29   	 14.36   	   0.00		 91.33   	  20.35		
  4.88   	 57.98   	 14.36   	   5.09		 91.41   	   5.09		
  4.88   	 56.15   	 14.38   	   0.00		 91.43   	  -5.09		
  4.88   	 54.32   	 14.38   	   5.09		 91.41   	 -15.26		
  4.88   	 53.71   	 14.40   	   0.00		 91.35   	 -25.43		
  5.19   	 54.63   	 14.40   	   5.09		 91.25   	 -35.61		
  5.49   	 56.46   	 14.43   	   0.00		 91.11   	 -45.78		
  5.49   	 57.07   	 14.43   	   0.00		 90.93   	 -55.95		
  5.19   	 55.54   	 14.43   	   0.00		 90.70   	 -61.04		
  5.19   	 53.71   	 14.43   	   0.00		 90.46   	 -71.21		
  5.49   	 53.41   	 14.43   	  -5.09		 90.17   	 -76.30		
  5.49   	 55.54   	 14.40   	   0.00		 89.87   	 -86.47		
  5.19   	 59.81   	 14.40   	  -5.09		 89.52   	 -96.64		
  4.27   	 63.78   	 14.38   	   0.00		 89.13   	-101.73		
  3.05   	 65.61   	 14.38   	  -5.09		 88.73   	-106.82		
  1.53   	 65.00   	 14.36   	  -5.09		 88.30   	-116.99		
 -0.31   	 62.56   	 14.34   	  -5.09		 87.83   	-127.16		
 -2.14   	 60.12   	 14.32   	  -5.09		 87.32   	-132.25		
 -3.66   	 58.29   	 14.30   	  -5.09		 86.80   	-137.33		
 -4.58   	 57.07   	 14.28   	  -5.09		 86.25   	-147.51		
 -5.19   	 55.54   	 14.26   	  -5.09		 85.66   	-147.51		
 -5.19   	 54.02   	 14.24   	  -5.09		 85.07   	-152.59		
 -4.58   	 53.71   	 14.22   	  -5.09		 84.46   	-152.59		
 -3.66   	 54.93   	 14.20   	   0.00		 83.85   	-152.59		
 -2.44   	 57.68   	 14.20   	  -5.09		 83.23   	-152.59		
 -1.22   	 59.81   	 14.18   	  -5.09		 82.62   	-147.51		
  0.31   	 60.12   	 14.16   	   0.00		 82.03   	-147.51		
  1.22   	 58.29   	 14.16   	  -5.09		 81.44   	-137.33		
  2.14   	 55.24   	 14.14   	   0.00		 80.89   	-137.33		
  3.05   	 52.19   	 14.14   	   0.00		 80.35   	-132.25		
  4.27   	 49.74   	 14.14   	  -5.09		 79.82   	-127.16		
  6.41   	 47.61   	 14.12   	   0.00		 79.31   	-122.07		
  8.85   	 46.08   	 14.12   	   0.00		 78.82   	-116.99		
 10.99   	 44.86   	 14.12   	  -5.09		 78.35   	-111.90		
 12.82   	 43.03   	 14.10   	   0.00		 77.90   	-111.90		
 13.12   	 40.28   	 14.10   	   0.00		 77.46   	-106.82		
 12.51   	 36.01   	 14.10   	   0.00		 77.03   	-106.82		
 10.68   	 31.13   	 14.10   	   0.00		 76.60   	-101.73		
  8.24   	 26.25   	 14.10   	  -5.09		 76.20   	-101.73		
  5.80   	 22.28   	 14.08   	   0.00		 75.79   	-101.73		
  3.66   	 17.40   	 14.08   	   0.00		 75.38   	-101.73		
  2.44   	 10.38   	 14.08   	  -5.09		 74.97   	-101.73		
  2.44   	  2.75   	 14.06   	   0.00		 74.57   	 -91.56		
  3.36   	 -2.75   	 14.06   	   0.00		 74.20   	 -91.56		
  5.49   	 -3.66   	 14.06   	   0.00		 73.83   	 -76.30		
  7.93   	 -0.92   	 14.06   	   0.00		 73.53   	 -66.12		
  9.46   	  3.05   	 14.06   	   5.09		 73.27   	 -45.78		
  9.16   	  5.19   	 14.08   	   5.09		 73.08   	 -35.61		
  7.02   	  4.58   	 14.10   	   5.09		 72.94   	 -35.61		
  3.66   	  2.75   	 14.12   	  10.17		 72.80   	 -35.61		
  0.61   	  1.53   	 14.16   	   5.09		 72.65   	 -35.61		
 -0.92   	  2.14   	 14.18   	   5.09		 72.51   	 -40.69		
 -1.22   	  4.27   	 14.20   	   5.09		 72.35   	 -45.78		
 -1.22   	  7.63   	 14.22   	   0.00		 72.17   	 -45.78		
 -1.53   	 11.60   	 14.22   	  -5.09		 71.98   	 -55.95		
 -2.75   	 15.87   	 14.20   	 -10.17		 71.76   	 -50.86		
 -4.58   	 20.14   	 14.16   	 -10.17		 71.56   	 -55.95		
 -6.41   	 25.02   	 14.12   	 -20.35		 71.33   	 -55.95		
 -7.63   	 30.82   	 14.04   	 -15.26		 71.11   	 -55.95		
 -7.32   	 37.54   	 13.98   	 -25.43		 70.88   	 -45.78		
 -6.71   	 44.86   	 13.88   	 -15.26		 70.70   	 -45.78		
 -5.80   	 51.88   	 13.81   	 -20.35		 70.52   	 -45.78		
 -5.19   	 57.37   	 13.73   	 -10.17		 70.34   	 -35.61		
 -5.19   	 61.65   	 13.69   	 -10.17		 70.19   	 -35.61		
 -5.80   	 64.39   	 13.65   	   0.00		 70.05   	 -25.43		
 -6.71   	 66.22   	 13.65   	  10.17		 69.95   	 -25.43		
 -7.93   	 66.22   	 13.69   	  15.26		 69.85   	 -20.35		
 -9.16   	 65.00   	 13.75   	  20.35		 69.77   	 -20.35		
 -9.46   	 61.65   	 13.84   	  30.52		 69.68   	 -15.26		
 -8.85   	 57.68   	 13.96   	  35.61		 69.62   	 -15.26		
 -7.93   	 54.63   	 14.10   	  35.61		 69.56   	 -15.26		
 -6.71   	 53.41   	 14.24   	  45.78		 69.50   	 -15.26		
 -5.49   	 53.10   	 14.43   	  40.69		 69.44   	 -20.35		
 -3.97   	 52.49   	 14.59   	  40.69		 69.36   	 -15.26		
 -3.05   	 50.05   	 14.75   	  40.69		 69.30   	 -15.26		
 -1.83   	 45.47   	 14.91   	  40.69		 69.24   	 -20.35		
 -0.92   	 40.59   	 15.08   	  35.61		 69.16   	 -15.26		
  0.61   	 36.93   	 15.22   	  30.52		 69.09   	 -15.26		
  2.14   	 34.79   	 15.34   	  25.43		 69.03   	 -20.35		
  3.66   	 34.18   	 15.44   	  15.26		 68.95   	 -15.26		
  3.36   	 34.79   	 15.50   	  15.26		 68.89   	 -20.35		
  1.22   	 35.71   	 15.56   	   5.09		 68.81   	 -20.35		
 -1.83   	 36.01   	 15.58   	   0.00		 68.73   	 -20.35		
 -4.88   	 34.18   	 15.58   	  -5.09		 68.65   	 -25.43		
 -7.02   	 28.99   	 15.56   	 -10.17		 68.55   	 -20.35		
 -7.63   	 21.97   	 15.52   	 -15.26		 68.46   	 -25.43		
 -7.32   	 15.87   	 15.46   	 -20.35		 68.36   	 -25.43		
 -6.71   	 13.73   	 15.38   	 -20.35		 68.26   	 -25.43		
 -5.80   	 15.87   	 15.30   	 -25.43		 68.16   	 -25.43		
 -5.19   	 20.14   	 15.20   	 -30.52		 68.06   	 -25.43		
 -4.88   	 23.19   	 15.08   	 -25.43		 67.95   	 -25.43		
 -4.58   	 24.11   	 14.97   	 -30.52		 67.85   	 -30.52		
 -4.58   	 24.11   	 14.85   	 -30.52		 67.73   	 -25.43		
 -4.88   	 25.02   	 14.73   	 -25.43		 67.63   	 -25.43		
 -5.19   	 27.77   	 14.63   	 -25.43		 67.53   	 -25.43		
 -5.80   	 32.04   	 14.53   	 -25.43		 67.43   	 -25.43		
 -6.41   	 35.71   	 14.43   	 -20.35		 67.32   	 -25.43		
 -6.71   	 38.76   	 14.34   	 -20.35		 67.22   	 -25.43		
 -6.41   	 41.20   	 14.26   	 -15.26		 67.12   	 -25.43		
 -5.80   	 43.33   	 14.20   	 -10.17		 67.02   	 -25.43		
 -4.88   	 44.86   	 14.16   	 -10.17		 66.92   	 -25.43		
 -4.27   	 44.25   	 14.12   	  -5.09		 66.82   	 -25.43		
 -4.27   	 42.11   	 14.10   	  -5.09		 66.71   	 -25.43		
 -5.19   	 39.98   	 14.08   	   0.00		 66.61   	 -25.43		
 -7.02   	 38.76   	 14.08   	   5.09		 66.51   	 -20.35		
 -9.46   	 38.76   	 14.10   	   5.09		 66.43   	 -25.43		
-11.29   	 38.76   	 14.12   	  10.17		 66.33   	 -25.43		
-11.60   	 36.93   	 14.16   	  10.17		 66.23   	 -30.52		
-10.99   	 33.57   	 14.20   	  10.17		 66.10   	 -25.43		
 -9.46   	 30.52   	 14.24   	  10.17		 66.00   	 -25.43		
 -7.93   	 29.30   	 14.28   	  10.17		 65.90   	 -25.43		
 -7.63   	 30.21   	 14.32   	  15.26		 65.80   	 -25.43		
 -7.32   	 32.96   	 14.38   	  10.17		 65.70   	 -25.43		
 -7.02   	 36.32   	 14.43   	  10.17		 65.59   	 -30.52		
 -6.10   	 38.45   	 14.47   	  10.17		 65.47   	 -25.43		
 -4.58   	 37.54   	 14.51   	   5.09		 65.37   	 -25.43		
 -3.05   	 33.57   	 14.53   	   5.09		 65.27   	 -30.52		
 -2.14   	 27.47   	 14.55   	   5.09		 65.15   	 -25.43		
 -1.53   	 21.67   	 14.57   	   5.09		 65.05   	 -25.43		
 -1.22   	 18.92   	 14.59   	   0.00		 64.94   	 -25.43		
 -0.92   	 19.53   	 14.59   	   0.00		 64.84   	 -25.43		
 -0.61   	 21.06   	 14.59   	  -5.09		 64.74   	 -30.52		
 -0.61   	 21.36   	 14.57   	   0.00		 64.62   	 -25.43		
 -1.22   	 20.14   	 14.57   	  -5.09		 64.52   	 -25.43		
 -2.44   	 18.31   	 14.55   	  -5.09		 64.41   	 -30.52		
 -3.97   	 18.01   	 14.53   	  -5.09		 64.29   	 -25.43		
 -4.27   	 19.23   	 14.51   	  -5.09		 64.19   	 -25.43		
 -3.66   	 21.06   	 14.49   	  -5.09		 64.09   	 -25.43		
 -2.75   	 21.36   	 14.47   	  -5.09		 63.99   	 -25.43		
 -2.75   	 19.84   	 14.45   	  -5.09		 63.89   	 -20.35		
 -3.97   	 16.78   	 14.43   	   0.00		 63.80   	 -25.43		
 -6.41   	 13.73   	 14.43   	  -5.09		 63.70   	 -25.43		
 -8.85   	 10.99   	 14.40   	  -5.09		 63.60   	 -20.35		
-10.38   	  8.85   	 14.38   	   0.00		 63.52   	 -20.35		
-10.07   	  7.32   	 14.38   	   0.00		 63.44   	 -25.43		
 -9.46   	  5.80   	 14.38   	  -5.09		 63.34   	 -20.35		
 -9.77   	  4.58   	 14.36   	   5.09		 63.26   	 -25.43		
-11.29   	  3.97   	 14.38   	   0.00		 63.15   	 -20.35		
-14.65   	  1.53   	 14.38   	   0.00		 63.07   	 -25.43		
-18.92   	 -6.71   	 14.38   	   0.00		 62.97   	 -20.35		
-22.89   	-21.06   	 14.38   	   5.09		 62.89   	 -25.43		
-25.02   	-38.45   	 14.40   	   0.00		 62.79   	 -25.43		
-24.41   	-50.96   	 14.40   	   0.00		 62.69   	 -25.43		
-21.06   	-51.27   	 14.40   	   0.00		 62.58   	 -30.52		
-16.48   	-39.06   	 14.40   	   0.00		 62.46   	 -25.43		
-12.82   	-21.36   	 14.40   	  -5.09		 62.36   	 -25.43		
-11.29   	 -7.63   	 14.38   	   0.00		 62.26   	 -25.43		
-11.90   	 -2.14   	 14.38   	 -10.17		 62.16   	 -25.43		
-12.82   	 -3.05   	 14.34   	  -5.09		 62.05   	 -25.43		
-13.43   	 -6.41   	 14.32   	 -10.17		 61.95   	 -30.52		
-13.73   	-11.60   	 14.28   	 -10.17		 61.83   	 -25.43		
-13.12   	-23.19   	 14.24   	 -10.17		 61.73   	 -25.43		
 -9.16   	-40.59   	 14.20   	 -10.17		 61.63   	 -30.52		
  0.61   	-50.05   	 14.16   	 -10.17		 61.51   	 -25.43		
 18.31   	-21.36   	 14.12   	 -10.17		 61.40   	 -25.43		
 42.72   	 83.01   	 14.08   	  -5.09		 61.30   	 -30.52		
 68.36   	287.17   	 14.06   	   0.00		 61.18   	 -25.43		
 90.33   	583.50   	 14.06   	   0.00		 61.08   	 -30.52		
106.51   	923.46   	 14.06   	   5.09		 60.96   	 -55.95		
114.44   	1390.99(R)	 14.08   	   0.00		 60.73   	 -30.52		
 97.05   	1377.26   	 14.08   	   5.09		 60.61   	 -30.52		
 62.56   	1188.35   	 14.10   	   5.09		 60.49   	 -25.43		
 18.62   	893.25   	 14.12   	   5.09		 60.39   	 -25.43		
-18.62   	587.16   	 14.14   	   0.00		 60.28   	 -25.43		
-33.87   	344.24   	 14.14   	   5.09		 60.18   	 -25.43		
-25.33   	189.21   	 14.16   	   0.00		 60.08   	 -25.43		
 -5.80   	104.98   	 14.16   	  -5.09		 59.98   	 -25.43		
  8.85   	 58.90   	 14.14   	   0.00		 59.88   	 -20.35		
 10.68   	 25.33   	 14.14   	  -5.09		 59.80   	 -25.43		
  2.44   	 -3.97   	 14.12   	  -5.09		 59.69   	 -20.35		
 -7.02   	-27.47   	 14.10   	  -5.09		 59.61   	 -25.43		
-11.90   	-43.03   	 14.08   	  -5.09		 59.51   	 -15.26		
-12.21   	-53.10   	 14.06   	  -5.09		 59.45   	 -20.35		
-11.60   	-60.73   	 14.04   	  -5.09		 59.37   	 -10.17		
-11.90   	-68.05   	 14.02   	 -10.17		 59.33   	  -5.09		
-13.12   	-75.07   	 13.98   	  -5.09		 59.31   	  -5.09		
-14.65   	-80.87   	 13.96   	  -5.09		 59.29   	   0.00		
-15.87   	-85.14   	 13.94   	 -10.17		 59.29   	  10.17		
-16.78   	-87.59   	 13.90   	  -5.09		 59.33   	  10.17		
-17.09   	-89.42   	 13.88   	   0.00		 59.37   	  15.26		
-16.78   	-90.64   	 13.88   	  -5.09		 59.43   	  20.35		
-15.87   	-90.94   	 13.86   	   5.09		 59.51   	  25.43		
-14.65   	-90.33   	 13.88   	   0.00		 59.61   	  25.43		
-14.04   	-90.03   	 13.88   	   5.09		 59.71   	  20.35		
-14.65   	-91.55   	 13.90   	  10.17		 59.80   	  25.43		
-15.56   	-93.99   	 13.94   	  15.26		 59.90   	  20.35		
-15.56   	-95.83   	 14.00   	  10.17		 59.98   	  10.17		
-14.04   	-95.21   	 14.04   	  20.35		 60.02   	  10.17		
-11.60   	-91.86   	 14.12   	  15.26		 60.06   	  -5.09		
 -9.77   	-86.98   	 14.18   	  15.26		 60.04   	 -10.17		
 -9.16   	-82.40   	 14.24   	  10.17		 60.00   	 -20.35		
-10.38   	-79.35   	 14.28   	  10.17		 59.92   	 -25.43		
-11.90   	-77.51   	 14.32   	   5.09		 59.82   	 -35.61		
-12.82   	-76.90   	 14.34   	   0.00		 59.67   	 -45.78		
-13.43   	-77.21   	 14.34   	 -10.17		 59.49   	 -45.78		
-13.73   	-78.74   	 14.30   	 -15.26		 59.31   	 -50.86		
-14.95   	-82.40   	 14.24   	 -20.35		 59.10   	 -50.86		
-16.48   	-87.59   	 14.16   	 -30.52		 58.90   	 -45.78		
-18.01   	-93.38   	 14.04   	 -30.52		 58.72   	 -50.86		
-18.92   	-98.27   	 13.92   	 -40.69		 58.51   	 -35.61		
-18.01   	-100.71   	 13.75   	 -40.69		 58.37   	 -25.43		
-15.87   	-99.79   	 13.59   	 -45.78		 58.27   	  -5.09		
-13.12   	-97.05   	 13.41   	 -40.69		 58.25   	  15.26		
-10.68   	-94.30   	 13.25   	 -40.69		 58.31   	  45.78		
 -8.54   	-93.38   	 13.08   	 -35.61		 58.49   	  81.38		
