  I     	  II     	  RV     	  RV'		  LV     	  LV'		
-27.16   	-50.96   	 14.63   	  20.35		 15.67   	  61.04		
-29.60   	-54.93   	 14.71   	  10.17		 15.91   	  55.95		
-30.82   	-58.90   	 14.75   	  15.26		 16.13   	  50.86		
-30.82   	-61.65   	 14.81   	  15.26		 16.34   	  50.86		
-28.99   	-61.65   	 14.87   	  10.17		 16.54   	  45.78		
-27.77   	-59.81   	 14.91   	  10.17		 16.72   	  45.78		
-27.47   	-57.37   	 14.95   	  10.17		 16.91   	  35.61		
-28.38   	-55.54   	 14.99   	  10.17		 17.05   	  30.52		
-29.30   	-54.63   	 15.04   	   5.09		 17.17   	  20.35		
-28.99   	-53.71   	 15.06   	  10.17		 17.25   	  20.35		
-26.55   	-52.19   	 15.10   	   5.09		 17.33   	  10.17		
-23.50   	-50.96   	 15.12   	  10.17		 17.38   	   5.09		
-21.36   	-49.74   	 15.16   	   5.09		 17.40   	   5.09		
-21.97   	-49.74   	 15.18   	   5.09		 17.42   	   0.00		
-24.11   	-50.05   	 15.20   	   5.09		 17.42   	   0.00		
-25.94   	-50.05   	 15.22   	   5.09		 17.42   	  -5.09		
-25.63   	-49.44   	 15.24   	   0.00		 17.40   	  -5.09		
-23.19   	-47.91   	 15.24   	   0.00		 17.38   	  -5.09		
-20.75   	-46.08   	 15.24   	   0.00		 17.35   	  -5.09		
-19.23   	-43.33   	 15.24   	   0.00		 17.33   	  -5.09		
-18.01   	-39.06   	 15.24   	   0.00		 17.31   	   0.00		
-15.26   	-31.74   	 15.24   	  -5.09		 17.31   	  -5.09		
-10.07   	-20.45   	 15.22   	   0.00		 17.29   	   0.00		
 -3.66   	 -6.41   	 15.22   	  -5.09		 17.29   	   0.00		
  1.22   	  7.93   	 15.20   	   0.00		 17.29   	   5.09		
  2.75   	 18.92   	 15.20   	   0.00		 17.31   	   5.09		
  1.53   	 25.33   	 15.20   	   0.00		 17.33   	  10.17		
  0.61   	 27.16   	 15.20   	  -5.09		 17.38   	  10.17		
  3.05   	 26.25   	 15.18   	   0.00		 17.42   	  10.17		
  8.54   	 25.63   	 15.18   	   0.00		 17.46   	   5.09		
 15.26   	 27.16   	 15.18   	   5.09		 17.48   	   5.09		
 21.06   	 32.96   	 15.20   	   0.00		 17.50   	   5.09		
 24.72   	 41.81   	 15.20   	   0.00		 17.52   	   0.00		
 26.86   	 51.27   	 15.20   	   5.09		 17.52   	   0.00		
 28.38   	 56.15   	 15.22   	   0.00		 17.52   	  -5.09		
 30.52   	 53.10   	 15.22   	   5.09		 17.50   	   0.00		
 33.26   	 43.33   	 15.24   	   0.00		 17.50   	 -10.17		
 36.93   	 30.82   	 15.24   	  -5.09		 17.46   	 -10.17		
 40.28   	 20.45   	 15.22   	  -5.09		 17.42   	 -10.17		
 41.20   	 14.04   	 15.20   	 -10.17		 17.38   	 -15.26		
 38.45   	  9.77   	 15.16   	 -10.17		 17.31   	 -10.17		
 32.04   	  5.80   	 15.12   	 -15.26		 17.27   	  -5.09		
 22.89   	  2.14   	 15.06   	 -20.35		 17.25   	   5.09		
 12.21   	 -0.92   	 14.97   	 -20.35		 17.27   	  10.17		
  0.61   	 -3.36   	 14.89   	 -15.26		 17.31   	  25.43		
-12.21   	 -7.63   	 14.83   	 -15.26		 17.42   	  25.43		
-24.72   	-16.48   	 14.77   	 -10.17		 17.52   	  35.61		
-33.87   	-28.99   	 14.73   	   5.09		 17.66   	  35.61		
-37.54   	-40.28   	 14.75   	  10.17		 17.80   	  35.61		
-35.10   	-46.39   	 14.79   	  20.35		 17.94   	  30.52		
-30.21   	-46.39   	 14.87   	  25.43		 18.07   	  35.61		
-26.55   	-43.03   	 14.97   	  25.43		 18.21   	  30.52		
-25.94   	-40.28   	 15.08   	  25.43		 18.33   	  30.52		
-27.77   	-39.37   	 15.18   	  20.35		 18.45   	  35.61		
-29.91   	-39.67   	 15.26   	  10.17		 18.60   	  40.69		
-30.82   	-39.98   	 15.30   	   0.00		 18.76   	  35.61		
-30.82   	-39.67   	 15.30   	 -10.17		 18.90   	  40.69		
-30.82   	-39.37   	 15.26   	 -20.35		 19.06   	  35.61		
-30.82   	-38.76   	 15.18   	 -25.43		 19.21   	  35.61		
-30.21   	-37.23   	 15.08   	 -35.61		 19.35   	  40.69		
-28.38   	-34.48   	 14.93   	 -30.52		 19.51   	  40.69		
-26.86   	-30.82   	 14.81   	 -20.35		 19.67   	  45.78		
-26.55   	-27.16   	 14.73   	 -10.17		 19.86   	  61.04		
-27.77   	-24.41   	 14.69   	   5.09		 20.10   	  71.21		
-29.60   	-22.28   	 14.71   	  15.26		 20.39   	  76.30		
-30.82   	-21.36   	 14.77   	  25.43		 20.69   	  91.56		
-31.13   	-21.36   	 14.87   	  25.43		 21.06   	  96.64		
-30.52   	-21.06   	 14.97   	  35.61		 21.44   	  96.64		
-27.47   	-18.01   	 15.12   	  35.61		 21.83   	  91.56		
-16.48   	 -7.63   	 15.26   	  30.52		 22.20   	  86.47		
 10.38   	 13.43   	 15.38   	  35.61		 22.54   	  66.12		
 59.51   	 48.52   	 15.52   	  35.61		 22.81   	  50.86		
131.53   	102.54   	 15.67   	  35.61		 23.01   	  35.61		
221.25   	180.97   	 15.81   	  25.43		 23.15   	  25.43		
316.47   	282.59   	 15.91   	  20.35		 23.26   	  15.26		
400.09   	387.57   	 15.99   	  15.26		 23.32   	  15.26		
451.66   	454.41(R)	 16.05   	   5.09		 23.38(E)	  25.43		
450.74   	441.59   	 16.07   	  -5.09		 23.48   	  40.69		
387.57   	336.30   	 16.05   	 -15.26		 23.64   	  71.21		
271.61   	171.20   	 15.99   	 -20.35		 23.93   	 101.73		
133.06   	  9.16   	 15.91   	 -20.35		 24.33   	 152.59		
  9.77   	-94.60   	 15.83   	 -15.26		 24.94   	 208.54		
-70.80   	-123.90   	 15.77(E)	   0.00		 25.78   	 274.67		
-101.32   	-101.01   	 15.77   	  25.43		 26.88   	 356.05		
-95.21   	-62.56   	 15.87   	  40.69		 28.30   	 442.52		
-72.94   	-32.04   	 16.03   	  71.21		 30.07   	 534.08		
-50.66   	-15.87   	 16.32   	  91.56		 32.21   	 635.81		
-36.93   	-11.29   	 16.68   	 127.16		 34.75   	 727.36		
-32.96   	-14.04   	 17.19   	 157.68		 37.66   	 824.00		
-35.71   	-20.14   	 17.82   	 188.20		 40.96   	 910.47		
-39.98   	-25.94   	 18.58   	 208.54		 44.60   	1002.03		
-41.81   	-28.08   	 19.41   	 223.80		 48.61   	1083.41		
-40.59   	-26.55   	 20.31   	 213.63		 52.94   	1144.45		
-38.45   	-24.41   	 21.16   	 198.37		 57.52   	1169.88		
-36.93   	-23.50   	 21.95   	 178.03		 62.20   	1174.97		
-36.93   	-23.19   	 22.67   	 162.77		 66.90   	1149.54		
-36.01   	-21.36   	 23.32   	 152.59		 71.50   	1108.85		
-33.57   	-18.31   	 23.93   	 147.51		 75.93   	1057.98		
-30.52   	-15.56   	 24.52   	 152.59		 80.16   	 986.77		
-28.99   	-14.65   	 25.13   	 167.85		 84.11   	 895.22		
-29.91   	-15.26   	 25.80   	 183.11		 87.69   	 793.49		
-31.74   	-15.87   	 26.53   	 198.37		 90.86   	 671.41		
-32.04   	-15.56   	 27.32   	 213.63		 93.55   	 559.51		
-29.91   	-14.04   	 28.18   	 223.80		 95.79   	 457.78		
-26.55   	-12.21   	 29.07   	 223.80		 97.62   	 401.83		
-24.11   	 -9.77   	 29.97   	 218.72		 99.23   	 376.40		
-23.50   	 -7.02   	 30.84   	 203.46		100.73   	 376.40		
-24.41   	 -4.27   	 31.66   	 178.03		102.24   	 396.74		
-25.63   	 -2.14   	 32.37   	 147.51		103.82   	 396.74		
-25.02   	  0.00   	 32.96   	 116.99		105.41   	 381.48		
-22.28   	  2.14   	 33.43   	  86.47		106.94   	 350.97		
-18.01   	  4.58   	 33.77   	  55.95		108.34   	 305.19		
-13.73   	  7.02   	 34.00   	  20.35		109.56   	 264.50		
-10.68   	  9.16   	 34.08   	  -5.09		110.62   	 233.98		
 -8.85   	 10.07   	 34.06   	 -20.35		111.56   	 223.80		
 -7.63   	 11.60   	 33.98   	 -25.43		112.45   	 228.89		
 -7.32   	 13.43   	 33.88   	 -20.35		113.37   	 244.15		
 -7.32   	 16.17   	 33.79   	  -5.09		114.34   	 254.32		
 -6.41   	 19.53   	 33.77   	  10.17		115.36   	 259.41		
 -3.36   	 22.89   	 33.81   	  25.43		116.40   	 249.24		
  1.83   	 26.86   	 33.92   	  20.35		117.40   	 239.06		
  8.24   	 31.43   	 34.00   	  20.35		118.35   	 218.72		
 14.04   	 36.32   	 34.08   	  10.17		119.23   	 208.54		
 18.62   	 41.81   	 34.12   	   5.09		120.06   	 203.46		
 21.97   	 48.52   	 34.14   	  -5.09		120.87   	 208.54		
 24.41   	 56.15   	 34.12   	 -10.17		121.71   	 213.63		
 26.55   	 64.70   	 34.08   	  -5.09		122.56   	 213.63		
 29.30   	 73.85   	 34.06   	  -5.09		123.42   	 208.54		
 33.57   	 82.70   	 34.04   	   0.00		124.25   	 198.37		
 39.98   	 91.55   	 34.04   	   5.09		125.05   	 183.11		
 48.52   	100.71   	 34.06   	  10.17		125.78   	 167.85		
 57.98   	110.47   	 34.10   	  10.17		126.45   	 167.85		
 66.22   	119.93   	 34.14   	  20.35		127.12   	 157.68		
 72.63   	128.48   	 34.22   	  20.35		127.75   	 157.68		
 77.51   	136.11   	 34.30   	  20.35		128.38   	 162.77		
 81.79   	143.13   	 34.38   	  20.35		129.03   	 152.59		
 86.67   	150.15   	 34.47   	  10.17		129.64   	 152.59		
 91.25   	156.86   	 34.51(S)	   0.00		130.25   	 142.42		
 95.83   	162.96   	 34.51   	 -10.17		130.82   	 132.25		
100.10   	167.85   	 34.47   	 -20.35		131.35   	 122.07		
104.06   	171.81   	 34.38   	 -20.35		131.84   	 116.99		
107.12   	174.87   	 34.30   	 -20.35		132.31   	 111.90		
108.03   	176.70   	 34.22   	 -25.43		132.76   	 101.73		
107.12   	176.70   	 34.12   	 -15.26		133.16   	 101.73		
104.98   	174.26   	 34.06   	 -15.26		133.57   	  91.56		
102.54   	169.07   	 34.00   	 -15.26		133.94   	  86.47		
 99.79   	162.05   	 33.94   	 -10.17		134.28   	  81.38		
 96.13   	154.42   	 33.90   	 -10.17		134.61   	  71.21		
 91.25   	146.79   	 33.86   	  -5.09		134.89   	  66.12		
 83.92   	138.55   	 33.84   	 -10.17		135.16   	  61.04		
 75.38   	128.48   	 33.79   	  -5.09		135.40   	  50.86		
 66.53   	115.97   	 33.77   	 -10.17		135.60   	  45.78		
 58.59   	101.32   	 33.73   	 -10.17		135.79   	  30.52		
 52.19   	 86.98   	 33.69   	 -20.35		135.91   	  25.43		
 46.08   	 74.46   	 33.61   	 -35.61		136.01   	  10.17		
 38.76   	 63.48   	 33.47   	 -50.86		136.05(S)	   0.00		
 29.91   	 52.49   	 33.27   	 -66.12		136.05   	 -15.26		
 20.45   	 40.59   	 33.00   	 -91.56		135.99   	 -25.43		
 12.21   	 28.08   	 32.63   	-116.99		135.89   	 -40.69		
  5.19   	 16.78   	 32.17   	-137.33		135.73   	 -61.04		
  0.00   	  7.63   	 31.62   	-162.77		135.48   	 -76.30		
 -4.58   	  0.31   	 30.97   	-183.11		135.18   	-106.82		
 -8.24   	 -6.41   	 30.23   	-198.37		134.75   	-142.42		
-10.38   	-13.12   	 29.44   	-213.63		134.18   	-178.03		
-11.29   	-19.53   	 28.59   	-228.89		133.47   	-223.80		
-12.21   	-25.63   	 27.67   	-233.98		132.57   	-274.67		
-13.73   	-30.21   	 26.73   	-239.06		131.47   	-320.45		
-15.87   	-33.57   	 25.78   	-233.98		130.19   	-376.40		
-17.70   	-35.10   	 24.84   	-233.98		128.69   	-437.43		
-18.31   	-35.40   	 23.91   	-223.80		126.94   	-508.65		
-17.40   	-35.10   	 23.01   	-223.80		124.90   	-605.29		
-16.17   	-35.40   	 22.12   	-213.63		122.48   	-732.45		
-15.87   	-36.62   	 21.26   	-208.54		119.55   	-885.04		
-15.87   	-37.84   	 20.43   	-198.37		116.01   	-1063.07		
-15.87   	-37.54   	 19.63   	-172.94		111.76   	-1215.66		
-14.95   	-35.40   	 18.94   	-152.59		106.90   	-1347.91		
-14.34   	-32.35   	 18.33   	-132.25		101.51   	-1429.29		
-14.65   	-30.52   	 17.80   	-122.07		 95.79   	-1459.81		
-16.17   	-30.52   	 17.31   	-106.82		 89.95   	-1459.81		
-18.62   	-31.74   	 16.89   	-106.82		 84.11   	-1424.21		
-20.45   	-32.35   	 16.46   	-101.73		 78.41   	-1363.17		
-21.36   	-31.13   	 16.05   	 -91.56		 72.96   	-1302.13		
-21.06   	-28.99   	 15.69   	 -76.30		 67.75   	-1230.92		
-20.14   	-27.16   	 15.38   	 -66.12		 62.83   	-1169.88		
-18.92   	-26.25   	 15.12   	 -50.86		 58.15   	-1093.59		
-17.70   	-26.86   	 14.91   	 -45.78		 53.77   	-1022.38		
-17.09   	-28.08   	 14.73   	 -50.86		 49.68   	-946.08		
-18.01   	-28.99   	 14.53   	 -45.78		 45.90   	-869.78		
-20.14   	-28.99   	 14.34   	 -50.86		 42.42   	-793.49		
-23.19   	-28.08   	 14.14   	 -45.78		 39.25   	-717.19		
-25.63   	-26.25   	 13.96   	 -50.86		 36.38   	-661.24		
-26.25   	-23.80   	 13.75   	 -40.69		 33.73   	-605.29		
-25.63   	-21.97   	 13.59   	 -40.69		 31.31   	-559.51		
-24.11   	-21.06   	 13.43   	 -40.69		 29.07   	-518.82		
-23.19   	-21.67   	 13.27   	 -35.61		 27.00   	-473.04		
-23.80   	-23.80   	 13.12   	 -30.52		 25.11   	-437.43		
-26.25   	-26.25   	 13.00   	 -30.52		 23.36   	-386.57		
-29.30   	-28.38   	 12.88   	 -25.43		 21.81   	-335.71		
-32.04   	-28.69   	 12.78   	 -20.35		 20.47   	-295.01		
-34.18   	-26.86   	 12.70   	 -10.17		 19.29   	-249.24		
-34.48   	-22.89   	 12.66   	  -5.09		 18.29   	-218.72		
-33.57   	-18.92   	 12.63   	 -10.17		 17.42   	-188.20		
-32.04   	-16.48   	 12.59   	  -5.09		 16.66   	-167.85		
-30.21   	-16.78   	 12.57   	  -5.09		 15.99   	-147.51		
-29.60   	-19.84   	 12.55   	  -5.09		 15.40   	-132.25		
-30.52   	-24.11   	 12.53   	  -5.09		 14.87   	-111.90		
-32.65   	-27.16   	 12.51(D)	   0.00		 14.43   	 -96.64		
-35.10   	-29.30   	 12.51   	   0.00		 14.04   	 -81.38		
-36.01   	-30.82   	 12.51   	  15.26		 13.71   	 -61.04		
-35.40   	-31.74   	 12.57   	  15.26		 13.47   	 -50.86		
-33.57   	-32.65   	 12.63   	  15.26		 13.27   	 -40.69		
-31.74   	-33.87   	 12.70   	  20.35		 13.10   	 -35.61		
-30.82   	-35.71   	 12.78   	  20.35		 12.96   	 -30.52		
-30.82   	-38.45   	 12.86   	  20.35		 12.84   	 -20.35		
-31.74   	-41.81   	 12.94   	  10.17		 12.76   	 -20.35		
-32.96   	-44.86   	 12.98   	  10.17		 12.68   	 -15.26		
-33.87   	-46.08   	 13.02   	  10.17		 12.61   	 -10.17		
-33.57   	-44.25   	 13.06   	   5.09		 12.57   	   0.00		
-32.04   	-40.89   	 13.08   	   5.09		 12.57   	  -5.09		
-29.30   	-37.54   	 13.10   	  10.17		 12.55(D)	   0.00		
-26.86   	-36.32   	 13.14   	  10.17		 12.55   	   0.00		
-25.94   	-37.84   	 13.18   	  15.26		 12.55   	   0.00		
-26.55   	-41.20   	 13.25   	  15.26		 12.55   	   0.00		
-27.77   	-44.25   	 13.31   	  15.26		 12.55   	   5.09		
-28.69   	-45.17   	 13.37   	  15.26		 12.57   	   5.09		
-28.69   	-43.95   	 13.43   	  20.35		 12.59   	  15.26		
-28.38   	-41.20   	 13.51   	  10.17		 12.66   	  15.26		
-28.08   	-39.06   	 13.55   	  15.26		 12.72   	  25.43		
-28.38   	-38.45   	 13.61   	  10.17		 12.82   	  25.43		
-29.60   	-40.28   	 13.65   	   5.09		 12.92   	  30.52		
-30.82   	-43.64   	 13.67   	   5.09		 13.04   	  25.43		
-32.04   	-47.61   	 13.69   	   5.09		 13.14   	  30.52		
-32.96   	-50.35   	 13.71   	   0.00		 13.27   	  30.52		
-33.26   	-51.27   	 13.71   	   0.00		 13.39   	  30.52		
-32.35   	-50.35   	 13.71   	  -5.09		 13.51   	  35.61		
-30.52   	-47.30   	 13.69   	   0.00		 13.65   	  30.52		
-28.08   	-43.64   	 13.69   	  -5.09		 13.77   	  35.61		
-26.25   	-40.59   	 13.67   	   0.00		 13.92   	  35.61		
-25.94   	-39.98   	 13.67   	   5.09		 14.06   	  35.61		
-27.16   	-42.72   	 13.69   	   5.09		 14.20   	  30.52		
-28.69   	-47.61   	 13.71   	   5.09		 14.32   	  30.52		
-28.69   	-52.80   	 13.73   	  10.17		 14.45   	  25.43		
-27.77   	-56.15   	 13.77   	  15.26		 14.55   	  25.43		
-26.55   	-56.15   	 13.84   	  10.17		 14.65   	  25.43		
-25.94   	-53.41   	 13.88   	  15.26		 14.75   	  20.35		
-27.16   	-49.13   	 13.94   	  10.17		 14.83   	  20.35		
-29.30   	-44.25   	 13.98   	  10.17		 14.91   	  20.35		
-31.13   	-40.59   	 14.02   	  10.17		 14.99   	  10.17		
-32.04   	-39.37   	 14.06   	  10.17		 15.04   	  15.26		
-31.43   	-41.20   	 14.10   	  10.17		 15.10   	   5.09		
-28.99   	-44.86   	 14.14   	   5.09		 15.12   	  10.17		
-25.63   	-48.52   	 14.16   	   5.09		 15.16   	   0.00		
-22.58   	-51.57   	 14.18   	   0.00		 15.16   	   0.00		
-20.75   	-52.49   	 14.18   	   0.00		 15.16   	   0.00		
-19.84   	-50.05   	 14.18   	   0.00		 15.16   	  -5.09		
-18.01   	-41.81   	 14.18   	  -5.09		 15.14   	 -10.17		
-13.43   	-27.77   	 14.16   	  -5.09		 15.10   	  -5.09		
 -8.24   	-10.68   	 14.14   	 -10.17		 15.08   	 -10.17		
 -3.66   	  3.05   	 14.10   	  -5.09		 15.04   	 -10.17		
 -2.75   	  8.24   	 14.08   	 -10.17		 14.99   	  -5.09		
 -4.27   	  5.19   	 14.04   	 -10.17		 14.97   	 -10.17		
 -4.88   	 -0.92   	 14.00   	 -10.17		 14.93   	  -5.09		
 -1.83   	 -3.36   	 13.96   	 -10.17		 14.91   	  -5.09		
  5.19   	  2.14   	 13.92   	 -10.17		 14.89   	   0.00		
 13.73   	 12.82   	 13.88   	 -15.26		 14.89   	  -5.09		
 21.06   	 23.50   	 13.81   	 -10.17		 14.87   	  -5.09		
 25.02   	 28.69   	 13.77   	 -10.17		 14.85   	  -5.09		
 26.86   	 26.55   	 13.73   	 -15.26		 14.83   	 -10.17		
 27.77   	 18.92   	 13.67   	 -15.26		 14.79   	 -10.17		
 29.91   	  9.46   	 13.61   	 -15.26		 14.75   	 -15.26		
 32.65   	  1.22   	 13.55   	 -15.26		 14.69   	 -15.26		
 35.40   	 -4.88   	 13.49   	 -20.35		 14.63   	 -20.35		
 37.54   	 -9.46   	 13.41   	 -20.35		 14.55   	 -15.26		
 36.32   	-15.26   	 13.33   	 -20.35		 14.49   	 -10.17		
 31.13   	-22.89   	 13.25   	 -25.43		 14.45   	  -5.09		
 22.28   	-32.04   	 13.14   	 -20.35		 14.43   	  -5.09		
 10.99   	-39.67   	 13.06   	 -20.35		 14.40   	  10.17		
 -1.22   	-44.86   	 12.98   	 -10.17		 14.45   	  15.26		
-13.12   	-49.44   	 12.94   	   0.00		 14.51   	  20.35		
-24.11   	-56.15   	 12.94   	  15.26		 14.59   	  25.43		
-33.57   	-65.61   	 13.00   	  35.61		 14.69   	  25.43		
-38.76   	-74.77   	 13.14   	  50.86		 14.79   	  20.35		
-39.06   	-80.26   	 13.35   	  55.95		 14.87   	  25.43		
-36.01   	-81.79   	 13.57   	  61.04		 14.97   	  20.35		
-32.65   	-81.79   	 13.81   	  50.86		 15.06   	  20.35		
-32.04   	-83.92   	 14.02   	  40.69		 15.14   	  20.35		
-33.87   	-87.28   	 14.18   	  25.43		 15.22   	  20.35		
-35.40   	-89.72   	 14.28   	   5.09		 15.30   	  15.26		
-34.79   	-88.20   	 14.30   	 -10.17		 15.36   	  15.26		
-32.04   	-83.31   	 14.26   	 -35.61		 15.42   	  10.17		
-30.21   	-76.60   	 14.12   	 -50.86		 15.46   	   0.00		
-30.52   	-70.80   	 13.92   	 -61.04		 15.46   	   0.00		
-32.35   	-66.83   	 13.67   	 -66.12		 15.46   	 -10.17		
-33.87   	-63.78   	 13.41   	 -61.04		 15.42   	  -5.09		
-33.87   	-62.26   	 13.16   	 -50.86		 15.40   	 -15.26		
-32.04   	-62.87   	 12.96   	 -25.43		 15.34   	 -10.17		
-30.21   	-66.83   	 12.86   	   0.00		 15.30   	  -5.09		
-30.21   	-74.46   	 12.86   	  25.43		 15.28   	  -5.09		
-32.04   	-83.62   	 12.96   	  45.78		 15.26   	  -5.09		
-35.40   	-90.64   	 13.14   	  71.21		 15.24   	   5.09		
-38.45   	-91.25   	 13.43   	  76.30		 15.26(E)	  15.26		
-38.15   	-84.23   	 13.73   	  91.56		 15.32   	  20.35		
-30.21   	-70.19   	 14.10   	  86.47		 15.40   	  30.52		
 -8.24   	-51.57   	 14.45   	  86.47		 15.52   	  40.69		
 33.87   	-28.08   	 14.79   	  76.30		 15.69   	  50.86		
 98.88   	  4.27   	 15.10   	  66.12		 15.89   	  61.04		
183.41   	 54.32   	 15.36   	  55.95		 16.13   	  61.04		
279.24   	130.31   	 15.58   	  40.69		 16.38   	  61.04		
371.70   	225.22   	 15.75   	  25.43		 16.62   	  66.12		
440.98   	309.45   	 15.85   	   5.09		 16.89   	  66.12		
464.17   	342.10(R)	 15.87   	 -10.17		 17.15   	  66.12		
423.58   	297.24   	 15.83   	 -25.43		 17.42   	  76.30		
317.08   	182.80   	 15.73   	 -35.61		 17.72   	  96.64		
168.15   	 42.11   	 15.58   	 -40.69		 18.11   	 132.25		
 18.92   	-72.63   	 15.42   	 -40.69		 18.64   	 167.85		
-89.42   	-133.06   	 15.26   	 -35.61		 19.31   	 223.80		
-135.80   	-143.43   	 15.12   	 -25.43		 20.20   	 284.84		
-129.39   	-126.34   	 15.02(E)	  -5.09		 21.34   	 361.14		
-97.66   	-101.01   	 14.99   	  20.35		 22.79   	 447.61		
-67.44   	-77.82   	 15.08   	  61.04		 24.58   	 544.25		
-50.35   	-60.42   	 15.32   	 116.99		 26.75   	 645.98		
-44.86   	-50.66   	 15.79   	 172.94		 29.34   	 742.62		
-43.64   	-48.83   	 16.48   	 218.72		 32.31   	 844.35		
-41.81   	-51.57   	 17.35   	 233.98		 35.69   	 930.82		
-38.45   	-52.80   	 18.29   	 228.89		 39.41   	1012.20		
-36.01   	-48.52   	 19.21   	 203.46		 43.46   	1083.41		
-35.40   	-41.81   	 20.02   	 188.20		 47.79   	1139.36		
-36.32   	-38.76   	 20.77   	 188.20		 52.35   	1174.97		
-37.23   	-42.11   	 21.53   	 193.29		 57.05   	1174.97		
-37.23   	-49.74   	 22.30   	 213.63		 61.75   	1164.80		
-35.40   	-56.46   	 23.15   	 233.98		 66.41   	1129.19		
-32.65   	-58.90   	 24.09   	 244.15		 70.93   	1083.41		
-31.43   	-57.07   	 25.07   	 239.06		 75.26   	1027.46		
-32.35   	-53.10   	 26.02   	 233.98		 79.37   	 966.43		
-34.18   	-48.83   	 26.96   	 218.72		 83.23   	 874.87		
-35.71   	-45.47   	 27.83   	 208.54		 86.73   	 773.14		
-34.48   	-42.42   	 28.67   	 183.11		 89.83   	 656.15		
-31.13   	-39.37   	 29.40   	 167.85		 92.45   	 539.16		
