  I     	  II     	  LV     	  LV'		  PW     	  PW'		
 22.89   	 49.74   	195.22   	  50.86		  7.20   	 -10.17		
 16.78   	 37.23   	195.42   	  20.35		  7.16   	 -10.17		
 13.12   	 27.16   	195.50(S)	 -10.17		  7.12   	 -15.26		
  9.16   	 16.17   	195.46   	 -40.69		  7.06   	 -10.17		
  4.58   	  3.05   	195.30   	 -71.21		  7.02   	 -15.26		
  0.00   	-10.68   	195.01   	-101.73		  6.96   	 -10.17		
 -4.27   	-23.50   	194.61   	-137.33		  6.92   	 -15.26		
 -8.54   	-34.18   	194.06   	-188.20		  6.86   	 -10.17		
-13.43   	-41.50   	193.31   	-233.98		  6.82   	 -10.17		
-18.92   	-47.61   	192.37   	-284.84		  6.78   	 -15.26		
-23.80   	-53.71   	191.23   	-345.88		  6.71   	 -15.26		
-25.94   	-59.51   	189.85   	-406.92		  6.65   	 -15.26		
-25.63   	-64.70   	188.22   	-467.95		  6.59   	 -20.35		
-23.80   	-67.75   	186.35   	-528.99		  6.51   	 -20.35		
-22.58   	-68.05   	184.23   	-600.20		  6.43   	 -20.35		
-23.19   	-68.05   	181.83   	-676.50		  6.35   	 -20.35		
-26.25   	-70.19   	179.12   	-773.14		  6.27   	 -25.43		
-30.21   	-75.99   	176.03   	-869.78		  6.16   	 -20.35		
-33.57   	-82.09   	172.55   	-966.43		  6.08   	 -25.43		
-34.79   	-85.75   	168.69   	-1078.33		  5.98   	 -25.43		
-33.57   	-84.84   	164.37   	-1169.88		  5.88   	 -25.43		
-31.43   	-82.09   	159.69   	-1261.44		  5.78   	 -20.35		
-30.52   	-80.87   	154.65   	-1342.82		  5.70   	 -20.35		
-32.65   	-83.62   	149.28   	-1419.12		  5.62   	  -5.09		
-36.01   	-87.59   	143.60   	-1475.07		  5.60   	   0.00		
-38.45   	-88.81   	137.70   	-1525.93		  5.60   	  15.26		
-37.54   	-84.84   	131.60   	-1566.63		  5.66   	  25.43		
-33.87   	-78.43   	125.33   	-1597.15		  5.76   	  30.52		
-30.21   	-73.55   	118.94   	-1612.40		  5.88   	  40.69		
-30.21   	-72.94   	112.49   	-1617.49		  6.04   	  45.78		
-34.18   	-76.29   	106.02   	-1602.23		  6.23   	  40.69		
-38.76   	-79.96   	 99.61   	-1592.06		  6.39   	  40.69		
-41.50   	-81.48   	 93.24   	-1561.54		  6.55   	  35.61		
-41.20   	-81.18   	 87.00   	-1531.02		  6.69   	  25.43		
-39.98   	-80.26   	 80.87   	-1490.33		  6.80   	  15.26		
-39.98   	-79.35   	 74.91   	-1444.55		  6.86   	  10.17		
-41.20   	-77.51   	 69.14   	-1378.43		  6.90   	   0.00		
-41.20   	-73.24   	 63.62   	-1307.22		  6.90   	  -5.09		
-38.45   	-68.05   	 58.39   	-1230.92		  6.88   	 -10.17		
-33.57   	-65.00   	 53.47   	-1149.54		  6.84   	 -10.17		
-30.21   	-65.31   	 48.87   	-1063.07		  6.80   	 -10.17		
-30.21   	-66.83   	 44.62   	-986.77		  6.75   	 -10.17		
-33.26   	-64.39   	 40.67   	-905.39		  6.71   	  -5.09		
