  I     	  II     	  LV     	  LV'		  RV     	  RV'		
-25.63   	-14.95   	  8.65   	   5.09		  7.18   	   5.09		
-23.80   	-13.12   	  8.67   	   5.09		  7.20   	   0.00		
-21.36   	 -8.24   	  8.69   	   0.00		  7.20   	   0.00		
-17.09   	  1.83   	  8.69   	   0.00		  7.20   	   0.00		
-10.68   	 17.70   	  8.69   	   5.09		  7.20   	   5.09		
 -5.19   	 35.40   	  8.71   	   0.00		  7.22   	   0.00		
 -3.97   	 49.13   	  8.71   	   5.09		  7.22   	   0.00		
 -7.93   	 54.93   	  8.73   	   0.00		  7.22   	   0.00		
-13.73   	 52.80   	  8.73   	   5.09		  7.22   	   5.09		
-17.40   	 47.00   	  8.75   	   5.09		  7.24   	   0.00		
-17.40   	 44.56   	  8.77   	   5.09		  7.24   	   0.00		
-14.65   	 47.61   	  8.79   	   5.09		  7.24   	   5.09		
-11.60   	 55.24   	  8.81   	  10.17		  7.26   	   0.00		
 -8.85   	 62.87   	  8.85   	   5.09		  7.26   	   0.00		
 -6.10   	 67.14   	  8.87   	   0.00		  7.26   	   5.09		
 -2.75   	 68.36   	  8.87   	   5.09		  7.28   	  -5.09		
  0.61   	 69.58   	  8.89   	   5.09		  7.26   	   0.00		
  1.83   	 73.24   	  8.91   	   5.09		  7.26   	  -5.09		
  0.31   	 76.90   	  8.93   	   0.00		  7.24   	  -5.09		
 -1.83   	 75.07   	  8.93   	   5.09		  7.22   	  -5.09		
 -2.14   	 62.87   	  8.95   	   0.00		  7.20   	  -5.09		
  0.00   	 42.42   	  8.95   	   0.00		  7.18   	 -10.17		
  4.27   	 23.50   	  8.95   	  -5.09		  7.14   	 -15.26		
 11.29   	 16.78   	  8.93   	 -10.17		  7.08   	 -10.17		
 21.67   	 26.55   	  8.89   	 -20.35		  7.04   	 -15.26		
 34.18   	 46.39   	  8.81   	 -20.35		  6.98   	 -10.17		
 45.17   	 63.17   	  8.73   	 -25.43		  6.94   	 -10.17		
 48.22   	 65.61   	  8.63   	 -25.43		  6.90   	  -5.09		
 39.67   	 51.27   	  8.52   	 -20.35		  6.88   	   0.00		
 20.45   	 25.63   	  8.44   	 -15.26		  6.88   	   5.09		
 -3.05   	 -0.31   	  8.38   	 -10.17		  6.90   	  10.17		
-23.19   	-19.53   	  8.34   	   5.09		  6.94   	  15.26		
-34.79   	-29.60   	  8.36   	  15.26		  7.00   	  15.26		
-37.54   	-33.57   	  8.42   	  30.52		  7.06   	  25.43		
-34.79   	-34.48   	  8.55   	  40.69		  7.16   	  20.35		
-32.04   	-35.40   	  8.71   	  55.95		  7.24   	  20.35		
-32.04   	-36.62   	  8.93   	  66.12		  7.32   	  15.26		
-35.10   	-38.15   	  9.20   	  76.30		  7.39   	   5.09		
-38.76   	-39.67   	  9.50   	  76.30		  7.41   	   5.09		
-41.20   	-41.20   	  9.81   	  71.21		  7.43   	  -5.09		
-41.20   	-42.72   	 10.09   	  55.95		  7.41   	  -5.09		
-40.28   	-43.95   	 10.32   	  45.78		  7.39   	  -5.09		
-39.37   	-45.47   	 10.50   	  20.35		  7.37   	   0.00		
-40.28   	-47.30   	 10.58   	   0.00		  7.37   	   0.00		
-41.50   	-48.22   	 10.58   	 -15.26		  7.37   	   5.09		
-41.50   	-47.61   	 10.52   	 -30.52		  7.39   	  15.26		
-39.37   	-44.86   	 10.40   	 -35.61		  7.45   	  15.26		
-37.54   	-41.20   	 10.25   	 -40.69		  7.51   	  15.26		
-37.84   	-37.84   	 10.09   	 -40.69		  7.57   	  20.35		
-41.50   	-36.62   	  9.93   	 -30.52		  7.65   	  20.35		
-47.61   	-36.01   	  9.81   	 -20.35		  7.73   	  30.52		
-51.88   	-34.48   	  9.73   	 -15.26		  7.85   	  30.52		
-52.80   	-28.69   	  9.66   	  -5.09		  7.98   	  35.61		
-53.71   	-14.95   	  9.64   	   0.00		  8.12   	  40.69		
-59.51   	  8.54   	  9.64(E)	   5.09		  8.28   	  45.78		
-70.19   	 41.20   	  9.66   	  10.17		  8.46   	  45.78		
-78.13   	 79.96   	  9.70   	  10.17		  8.65   	  45.78		
-65.92   	120.85   	  9.75   	  10.17		  8.83   	  40.69		
-13.12   	160.22   	  9.79   	  15.26		  8.99   	  35.61		
 89.11   	198.36   	  9.85   	  20.35		  9.14   	  30.52		
227.05   	230.41   	  9.93   	  30.52		  9.26   	  25.43		
367.43   	231.32   	 10.05   	  35.61		  9.36   	  15.26		
467.83   	160.83   	 10.19   	  55.95		  9.42   	  10.17		
501.10   	 -1.22   	 10.42   	  66.12		  9.46   	   5.09		
470.28   	-225.83   	 10.68   	  86.47		  9.48   	   5.09		
401.31   	-438.84   	 11.03   	 106.82		  9.50   	   5.09		
323.49   	-567.02   	 11.45   	 116.99		  9.52   	   0.00		
255.13   	-597.53   	 11.92   	 132.25		  9.52   	   5.09		
199.58   	-586.24   	 12.45   	 142.42		  9.54   	   5.09		
156.25   	-600.59   	 13.02   	 152.59		  9.56   	   5.09		
129.70   	-655.82   	 13.63   	 157.68		  9.58   	   5.09		
122.38   	-703.43(R)	 14.26   	 167.85		  9.60(E)	   0.00		
127.87   	-680.54   	 14.93   	 193.29		  9.60   	   5.09		
131.23   	-567.63   	 15.71   	 223.80		  9.62   	   5.09		
119.32   	-405.27   	 16.60   	 259.41		  9.64   	  10.17		
 89.72   	-254.21   	 17.64   	 320.45		  9.68   	  20.35		
 50.35   	-152.59   	 18.92   	 381.48		  9.77   	  25.43		
 13.73   	-101.62   	 20.45   	 462.87		  9.87   	  35.61		
-12.21   	-80.87   	 22.30   	 544.25		 10.01   	  45.78		
-26.25   	-68.36   	 24.48   	 630.72		 10.19   	  66.12		
-30.21   	-54.32   	 27.00   	 712.10		 10.46   	  76.30		
-28.08   	-37.54   	 29.85   	 788.40		 10.76   	  86.47		
-24.72   	-21.97   	 33.00   	 849.44		 11.11   	  91.56		
-23.19   	-11.60   	 36.40   	 900.30		 11.48   	 101.73		
-24.11   	 -6.71   	 40.00   	 946.08		 11.88   	 101.73		
-27.16   	 -4.88   	 43.78   	 971.51		 12.29   	 116.99		
-30.82   	 -2.44   	 47.67   	 976.60		 12.76   	 122.07		
-34.18   	  1.22   	 51.58   	 961.34		 13.25   	 142.42		
-36.32   	  4.27   	 55.42   	 905.39		 13.81   	 157.68		
-36.93   	  4.88   	 59.04   	 829.09		 14.45   	 183.11		
-36.32   	  3.66   	 62.36   	 732.45		 15.18   	 193.29		
-34.79   	  3.36   	 65.29   	 630.72		 15.95   	 203.46		
-32.65   	  5.49   	 67.81   	 539.16		 16.76   	 203.46		
-31.13   	  9.16   	 69.97   	 467.95		 17.58   	 188.20		
-29.60   	 13.43   	 71.84   	 432.35		 18.33   	 172.94		
-30.21   	 16.17   	 73.57   	 427.26		 19.02   	 147.51		
-34.18   	 16.17   	 75.28   	 447.61		 19.61   	 116.99		
-40.59   	 14.65   	 77.07   	 483.21		 20.08   	  91.56		
-45.47   	 13.12   	 79.00   	 513.73		 20.45   	  66.12		
-45.78   	 13.73   	 81.06   	 539.16		 20.71   	  55.95		
-39.37   	 17.09   	 83.21   	 539.16		 20.94   	  40.69		
-28.99   	 22.28   	 85.37   	 508.65		 21.10   	  35.61		
-20.75   	 27.16   	 87.41   	 447.61		 21.24   	  30.52		
-18.62   	 29.30   	 89.20   	 366.22		 21.36   	  35.61		
-21.97   	 28.38   	 90.66   	 244.15		 21.51   	  30.52		
-27.16   	 25.94   	 91.64   	 101.73		 21.63   	  35.61		
-29.30   	 23.19   	 92.04   	 -61.04		 21.77   	  30.52		
-26.86   	 22.28   	 91.80   	-239.06		 21.89   	  35.61		
-22.89   	 23.80   	 90.84   	-396.74		 22.03   	  45.78		
-19.84   	 27.77   	 89.26   	-534.08		 22.22   	  45.78		
-18.62   	 32.04   	 87.12   	-590.03		 22.40   	  55.95		
-18.31   	 36.01   	 84.76   	-569.68		 22.62   	  61.04		
-17.70   	 38.45   	 82.48   	-447.61		 22.87   	  61.04		
-16.17   	 39.98   	 80.69   	-228.89		 23.11   	  61.04		
-13.43   	 41.50   	 79.78   	  40.69		 23.36   	  55.95		
-11.60   	 44.25   	 79.94   	 320.45		 23.58   	  45.78		
-11.29   	 49.13   	 81.22   	 574.77		 23.76   	  40.69		
-13.73   	 57.07   	 83.52   	 747.71		 23.93   	  35.61		
-19.23   	 66.83   	 86.51   	 849.44		 24.07   	  30.52		
-24.72   	 75.99   	 89.91   	 844.35		 24.19   	  25.43		
-25.94   	 81.48   	 93.29   	 757.88		 24.29   	  20.35		
-20.14   	 82.70   	 96.32   	 610.37		 24.37   	  20.35		
 -7.93   	 82.40   	 98.76   	 417.09		 24.46   	  20.35		
  4.88   	 83.92   	100.43   	 208.54		 24.54   	  25.43		
 11.60   	 88.20   	101.26   	  20.35		 24.64   	  15.26		
  9.16   	 93.38   	101.34   	-127.16		 24.70   	  20.35		
  0.31   	 96.13   	100.83   	-223.80		 24.78   	  15.26		
 -7.63   	 95.83   	 99.94   	-264.50		 24.84   	   5.09		
 -8.24   	 95.52   	 98.88   	-249.24		 24.86   	   5.09		
 -0.61   	 98.57   	 97.88   	-193.29		 24.88(S)	   0.00		
 10.38   	105.59   	 97.11   	-116.99		 24.88   	   0.00		
 19.23   	114.44   	 96.64   	 -20.35		 24.88   	 -10.17		
 22.89   	120.54   	 96.56   	  61.04		 24.84   	 -15.26		
 22.89   	123.29   	 96.81   	 127.16		 24.78   	 -10.17		
 21.97   	124.21   	 97.31   	 157.68		 24.74   	 -15.26		
 23.80   	125.43   	 97.94   	 172.94		 24.68   	 -15.26		
 28.08   	128.17   	 98.64   	 152.59		 24.62   	 -15.26		
 33.87   	131.23   	 99.25   	 116.99		 24.56   	 -20.35		
 39.98   	133.67   	 99.71   	  76.30		 24.48   	 -15.26		
 46.69   	135.50   	100.02   	  35.61		 24.41   	 -10.17		
 53.41   	137.63   	100.16   	  10.17		 24.37   	 -15.26		
 58.29   	139.77   	100.20   	  -5.09		 24.31   	 -10.17		
 60.12   	142.21   	100.18   	  -5.09		 24.27   	 -10.17		
 59.51   	144.04   	100.16   	  20.35		 24.23   	  -5.09		
 59.51   	144.35   	100.24   	  45.78		 24.21   	  -5.09		
 63.17   	143.74   	100.43   	  86.47		 24.19   	  -5.09		
 70.80   	142.21   	100.77   	 111.90		 24.17   	  -5.09		
 78.74   	139.47   	101.22   	 127.16		 24.15   	 -10.17		
 84.84   	136.11   	101.73   	 122.07		 24.11   	 -10.17		
 90.03   	132.45   	102.22   	 101.73		 24.07   	 -15.26		
 96.74   	128.78   	102.62   	  66.12		 24.01   	 -20.35		
104.98   	125.43   	102.89   	  30.52		 23.93   	 -25.43		
112.30   	122.68   	103.01(S)	  -5.09		 23.82   	 -30.52		
115.97   	119.63   	102.99   	 -40.69		 23.70   	 -25.43		
116.88   	115.66   	102.83   	 -76.30		 23.60   	 -30.52		
118.41   	111.69   	102.52   	-101.73		 23.48   	 -25.43		
122.99   	106.81   	102.12   	-147.51		 23.38   	 -30.52		
129.39   	101.32   	101.53   	-183.11		 23.26   	 -30.52		
133.67   	 95.52   	100.79   	-223.80		 23.13   	 -30.52		
131.84   	 89.11   	 99.90   	-249.24		 23.01   	 -35.61		
124.21   	 82.70   	 98.90   	-269.58		 22.87   	 -35.61		
113.83   	 75.68   	 97.82   	-264.50		 22.73   	 -40.69		
104.06   	 68.36   	 96.76   	-249.24		 22.56   	 -50.86		
 96.13   	 61.34   	 95.77   	-208.54		 22.36   	 -50.86		
 90.03   	 55.24   	 94.93   	-172.94		 22.16   	 -61.04		
 84.23   	 50.05   	 94.24   	-127.16		 21.91   	 -71.21		
 77.51   	 46.08   	 93.73   	 -96.64		 21.63   	 -76.30		
 68.66   	 41.81   	 93.35   	 -71.21		 21.32   	 -81.38		
 57.98   	 36.62   	 93.06   	 -66.12		 21.00   	 -91.56		
 46.08   	 31.13   	 92.80   	 -76.30		 20.63   	 -96.64		
 34.48   	 25.94   	 92.49   	-101.73		 20.24   	-106.82		
 25.33   	 22.28   	 92.09   	-142.42		 19.82   	-106.82		
 19.84   	 21.06   	 91.52   	-198.37		 19.39   	-116.99		
 16.78   	 21.97   	 90.72   	-259.41		 18.92   	-116.99		
 14.65   	 23.19   	 89.68   	-305.19		 18.45   	-122.07		
 11.29   	 23.80   	 88.46   	-330.62		 17.97   	-122.07		
  6.41   	 21.97   	 87.14   	-340.79		 17.48   	-127.16		
  1.53   	 18.62   	 85.78   	-315.36		 16.97   	-132.25		
 -1.22   	 15.26   	 84.52   	-274.67		 16.44   	-132.25		
 -2.14   	 12.82   	 83.42   	-218.72		 15.91   	-132.25		
 -2.14   	 12.21   	 82.54   	-147.51		 15.38   	-142.42		
 -2.75   	 12.51   	 81.95   	 -91.56		 14.81   	-142.42		
 -4.58   	 12.82   	 81.59   	 -35.61		 14.24   	-147.51		
 -6.41   	 11.90   	 81.44   	  -5.09		 13.65   	-147.51		
 -7.63   	 10.68   	 81.42   	  15.26		 13.06   	-147.51		
 -9.16   	  9.16   	 81.48   	   0.00		 12.47   	-147.51		
-13.12   	  7.93   	 81.48   	 -30.52		 11.88   	-137.33		
-19.53   	  7.02   	 81.36   	 -71.21		 11.33   	-132.25		
-25.33   	  6.41   	 81.08   	-127.16		 10.80   	-116.99		
-27.77   	  6.71   	 80.57   	-183.11		 10.34   	-111.90		
-25.94   	  7.32   	 79.84   	-233.98		  9.89   	-101.73		
-22.58   	  7.93   	 78.90   	-269.58		  9.48   	 -86.47		
-21.97   	  7.93   	 77.82   	-289.93		  9.14   	 -81.38		
-24.72   	  7.63   	 76.66   	-295.01		  8.81   	 -76.30		
-27.47   	  7.93   	 75.48   	-279.75		  8.50   	 -66.12		
-25.33   	  9.77   	 74.36   	-259.41		  8.24   	 -66.12		
-18.31   	 13.12   	 73.33   	-228.89		  7.98   	 -61.04		
 -9.16   	 16.78   	 72.41   	-203.46		  7.73   	 -61.04		
 -3.66   	 18.92   	 71.60   	-172.94		  7.49   	 -55.95		
 -4.88   	 18.31   	 70.91   	-157.68		  7.26   	 -55.95		
-11.60   	 15.26   	 70.27   	-147.51		  7.04   	 -50.86		
-18.31   	 10.68   	 69.68   	-152.59		  6.84   	 -40.69		
-21.06   	  6.71   	 69.07   	-157.68		  6.67   	 -40.69		
-18.31   	  5.49   	 68.44   	-172.94		  6.51   	 -35.61		
-12.51   	  7.02   	 67.75   	-193.29		  6.37   	 -30.52		
 -7.02   	 10.07   	 66.98   	-213.63		  6.25   	 -30.52		
 -5.49   	 12.82   	 66.12   	-239.06		  6.12   	 -30.52		
 -8.85   	 14.04   	 65.17   	-259.41		  6.00   	 -30.52		
-14.95   	 13.43   	 64.13   	-295.01		  5.88   	 -30.52		
-21.36   	 12.21   	 62.95   	-320.45		  5.76   	 -30.52		
-25.02   	 11.29   	 61.67   	-366.22		  5.64   	 -35.61		
-25.02   	 11.60   	 60.20   	-417.09		  5.49   	 -25.43		
-22.58   	 12.51   	 58.53   	-473.04		  5.39   	 -20.35		
-18.92   	 14.04   	 56.64   	-534.08		  5.31   	 -20.35		
-14.34   	 14.95   	 54.51   	-605.29		  5.23   	 -10.17		
 -9.16   	 15.56   	 52.09   	-666.32		  5.19   	  -5.09		
 -4.88   	 15.87   	 49.42   	-727.36		  5.17   	   0.00		
 -3.66   	 15.56   	 46.51   	-768.05		  5.17   	   5.09		
 -7.02   	 15.26   	 43.44   	-783.31		  5.19   	   5.09		
-14.04   	 14.34   	 40.31   	-778.23		  5.21   	   5.09		
-21.06   	 12.82   	 37.19   	-742.62		  5.23   	  10.17		
-24.41   	 10.68   	 34.22   	-686.67		  5.27   	   5.09		
-23.19   	  8.85   	 31.47   	-600.20		  5.29   	  10.17		
-18.62   	  7.32   	 29.07   	-508.65		  5.33   	   5.09		
-13.73   	  6.41   	 27.04   	-412.00		  5.35   	  10.17		
-11.60   	  5.80   	 25.39   	-310.27		  5.39   	   5.09		
-12.51   	  4.58   	 24.15   	-228.89		  5.41   	   5.09		
-16.48   	  3.05   	 23.23   	-147.51		  5.43   	  10.17		
-20.14   	  1.83   	 22.64   	 -91.56		  5.47   	  10.17		
-21.36   	  2.14   	 22.28   	 -55.95		  5.51   	  10.17		
-19.53   	  4.58   	 22.05   	 -25.43		  5.55   	  10.17		
-16.48   	  7.32   	 21.95   	 -10.17		  5.60   	   5.09		
-14.34   	  8.54   	 21.91   	 -10.17		  5.62   	  10.17		
-13.73   	  7.63   	 21.87   	 -10.17		  5.66   	  10.17		
-14.65   	  6.10   	 21.83   	 -15.26		  5.70   	  10.17		
-15.26   	  7.63   	 21.77   	 -20.35		  5.74   	  10.17		
-13.73   	 16.48   	 21.69   	 -25.43		  5.78   	   5.09		
 -9.46   	 32.35   	 21.59   	 -30.52		  5.80   	   5.09		
 -2.14   	 52.19   	 21.46   	 -40.69		  5.82   	  10.17		
  7.93   	 70.50   	 21.30   	 -40.69		  5.86   	   0.00		
 17.40   	 82.09   	 21.14   	 -45.78		  5.86   	   5.09		
 20.45   	 84.23   	 20.96   	 -50.86		  5.88   	   5.09		
 14.95   	 78.74   	 20.75   	 -55.95		  5.90   	   0.00		
  2.14   	 70.80   	 20.53   	 -66.12		  5.90   	   0.00		
-10.99   	 66.53   	 20.26   	 -66.12		  5.90   	   0.00		
-16.48   	 69.58   	 20.00   	 -76.30		  5.90   	   0.00		
-10.68   	 78.74   	 19.69   	 -76.30		  5.90   	   0.00		
  3.05   	 89.72   	 19.39   	 -81.38		  5.90   	   0.00		
 18.01   	 96.13   	 19.06   	 -81.38		  5.90   	  -5.09		
 27.47   	 94.60   	 18.74   	 -76.30		  5.88   	   0.00		
 29.60   	 86.06   	 18.43   	 -76.30		  5.88   	   0.00		
 25.33   	 74.46   	 18.13   	 -76.30		  5.88   	  -5.09		
 17.70   	 61.95   	 17.82   	 -76.30		  5.86   	  -5.09		
  8.85   	 49.44   	 17.52   	 -71.21		  5.84   	  -5.09		
 -0.31   	 35.40   	 17.23   	 -76.30		  5.82   	  -5.09		
 -6.71   	 21.06   	 16.93   	 -71.21		  5.80   	  -5.09		
 -7.63   	 10.68   	 16.64   	 -66.12		  5.78   	 -10.17		
 -0.31   	  9.16   	 16.38   	 -71.21		  5.74   	 -10.17		
 14.95   	 18.62   	 16.09   	 -66.12		  5.70   	  -5.09		
 34.79   	 34.79   	 15.83   	 -66.12		  5.68   	  -5.09		
 52.19   	 49.74   	 15.56   	 -61.04		  5.66   	  -5.09		
 60.12   	 54.93   	 15.32   	 -55.95		  5.64   	   0.00		
 54.93   	 47.00   	 15.10   	 -55.95		  5.64   	   5.09		
 37.23   	 27.77   	 14.87   	 -50.86		  5.66   	   5.09		
 11.60   	  3.05   	 14.67   	 -55.95		  5.68   	  10.17		
-14.34   	-18.62   	 14.45   	 -50.86		  5.72   	  15.26		
-33.57   	-32.35   	 14.24   	 -55.95		  5.78   	  15.26		
-42.72   	-36.62   	 14.02   	 -55.95		  5.84   	  15.26		
-43.64   	-35.10   	 13.79   	 -50.86		  5.90   	  20.35		
-41.50   	-32.04   	 13.59   	 -45.78		  5.98   	  15.26		
-40.59   	-30.21   	 13.41   	 -40.69		  6.04   	  15.26		
-42.11   	-30.21   	 13.25   	 -30.52		  6.10   	  10.17		
-43.95   	-31.43   	 13.12   	 -20.35		  6.14   	   5.09		
-43.95   	-32.35   	 13.04   	 -10.17		  6.16   	   5.09		
-41.20   	-32.65   	 13.00   	   5.09		  6.19   	  -5.09		
-38.45   	-32.65   	 13.02   	  10.17		  6.16   	  -5.09		
-37.54   	-33.26   	 13.06   	  10.17		  6.14   	  -5.09		
-39.06   	-35.10   	 13.10   	  15.26		  6.12   	  -5.09		
-42.42   	-36.62   	 13.16   	  10.17		  6.10   	  -5.09		
-45.17   	-37.23   	 13.20   	   0.00		  6.08   	   0.00		
-46.39   	-36.01   	 13.20   	  -5.09		  6.08   	  10.17		
-44.56   	-33.26   	 13.18   	 -15.26		  6.12   	  15.26		
-40.28   	-30.82   	 13.12   	 -25.43		  6.19   	  25.43		
-36.01   	-29.30   	 13.02   	 -35.61		  6.29   	  25.43		
-34.18   	-28.08   	 12.88   	 -45.78		  6.39   	  35.61		
-35.71   	-27.16   	 12.70   	 -50.86		  6.53   	  40.69		
-39.06   	-26.25   	 12.49   	 -55.95		  6.69   	  35.61		
-41.50   	-25.33   	 12.27   	 -66.12		  6.84   	  35.61		
-41.81   	-24.72   	 12.00   	 -61.04		  6.98   	  30.52		
-40.28   	-23.80   	 11.76   	 -71.21		  7.10   	  25.43		
-40.28   	-18.62   	 11.48   	 -71.21		  7.20   	  15.26		
-47.00   	 -5.19   	 11.19   	 -66.12		  7.26   	  10.17		
-61.34   	 20.14   	 10.93   	 -61.04		  7.30   	   5.09		
-79.96   	 56.15   	 10.68   	 -55.95		  7.32   	   5.09		
-90.64   	 98.27   	 10.46   	 -45.78		  7.34   	   0.00		
-73.24   	139.47   	 10.27   	 -25.43		  7.34   	   0.00		
 -8.54   	175.48   	 10.17   	  -5.09		  7.34   	   5.09		
108.03   	205.08   	 10.15   	  25.43		  7.37   	   5.09		
255.74   	221.56   	 10.25   	  50.86		  7.39   	   5.09		
392.76   	199.28   	 10.46   	  86.47		  7.41   	  10.17		
474.24   	101.93   	 10.80   	 111.90		  7.45   	  15.26		
478.82   	-82.70   	 11.25   	 122.07		  7.51   	  10.17		
419.62   	-318.60   	 11.74   	 127.16		  7.55   	  10.17		
332.34   	-531.31   	 12.25   	 116.99		  7.59   	  10.17		
249.33   	-653.08   	 12.72   	  91.56		  7.63   	   5.09		
186.16   	-677.49   	 13.08   	  66.12		  7.65   	   0.00		
140.38   	-662.84   	 13.35   	  30.52		  7.65   	  -5.09		
108.03   	-671.69   	 13.47   	   5.09		  7.63   	   0.00		
 89.72   	-712.28   	 13.49   	  -5.09		  7.63   	  -5.09		
 86.98   	-735.47(R)	 13.47(E)	  -5.09		  7.61(E)	   0.00		
 92.47   	-684.81   	 13.45   	  10.17		  7.61   	   5.09		
 93.38   	-548.40   	 13.49   	  50.86		  7.63   	  10.17		
 79.65   	-370.48   	 13.69   	  96.64		  7.67   	   5.09		
 53.41   	-212.10   	 14.08   	 162.77		  7.69   	   5.09		
 24.11   	-108.34   	 14.73   	 223.80		  7.71   	   0.00		
  2.44   	-59.20   	 15.63   	 300.10		  7.71   	 -10.17		
 -7.93   	-42.42   	 16.83   	 376.40		  7.67   	 -15.26		
-10.68   	-35.40   	 18.33   	 447.61		  7.61   	 -15.26		
-11.90   	-26.55   	 20.12   	 508.65		  7.55   	   5.09		
-14.34   	-14.34   	 22.16   	 574.77		  7.57   	  30.52		
-18.92   	 -1.83   	 24.46   	 635.81		  7.69   	  55.95		
-23.50   	  7.32   	 27.00   	 691.76		  7.91   	  91.56		
-27.16   	 12.51   	 29.77   	 737.54		  8.28   	 122.07		
-29.30   	 14.95   	 32.72   	 783.31		  8.77   	 142.42		
-30.82   	 17.70   	 35.85   	 829.09		  9.34   	 162.77		
-32.96   	 21.06   	 39.17   	 854.52		  9.99   	 167.85		
-35.40   	 23.80   	 42.58   	 879.96		 10.66   	 178.03		
-36.62   	 25.63   	 46.10   	 874.87		 11.37   	 167.85		
-35.40   	 27.47   	 49.60   	 864.70		 12.04   	 167.85		
-30.52   	 29.91   	 53.06   	 834.18		 12.72   	 157.68		
-23.80   	 32.96   	 56.40   	 778.23		 13.35   	 157.68		
-18.92   	 35.10   	 59.51   	 712.10		 13.98   	 152.59		
-17.70   	 36.32   	 62.36   	 635.81		 14.59   	 147.51		
-21.67   	 36.93   	 64.90   	 559.51		 15.18   	 152.59		
-28.69   	 37.23   	 67.14   	 483.21		 15.79   	 147.51		
-34.79   	 37.23   	 69.07   	 422.18		 16.38   	 142.42		
-36.32   	 37.23   	 70.76   	 381.48		 16.95   	 137.33		
-31.13   	 37.84   	 72.29   	 350.97		 17.50   	 127.16		
-21.97   	 39.06   	 73.69   	 345.88		 18.01   	 111.90		
-13.73   	 41.81   	 75.08   	 356.05		 18.45   	  86.47		
 -9.46   	 45.17   	 76.50   	 376.40		 18.80   	  71.21		
 -9.46   	 48.52   	 78.01   	 406.92		 19.08   	  45.78		
-10.68   	 50.96   	 79.63   	 422.18		 19.27   	  25.43		
-10.99   	 51.88   	 81.32   	 432.35		 19.37   	   5.09		
 -9.46   	 51.57   	 83.05   	 437.43		 19.39   	   5.09		
 -8.24   	 50.66   	 84.80   	 427.26		 19.41   	   5.09		
 -8.54   	 49.74   	 86.51   	 401.83		 19.43   	  15.26		
 -9.46   	 49.13   	 88.12   	 371.31		 19.49   	  30.52		
 -8.85   	 49.44   	 89.60   	 330.62		 19.61   	  35.61		
 -6.10   	 50.35   	 90.93   	 279.75		 19.76   	  50.86		
 -2.44   	 52.49   	 92.04   	 228.89		 19.96   	  55.95		
 -0.31   	 55.24   	 92.96   	 167.85		 20.18   	  50.86		
 -0.31   	 57.68   	 93.63   	  96.64		 20.39   	  50.86		
 -2.14   	 59.81   	 94.02   	   5.09		 20.59   	  35.61		
 -2.75   	 61.95   	 94.04   	 -81.38		 20.73   	  25.43		
 -0.31   	 64.70   	 93.71   	-178.03		 20.83   	  15.26		
  4.88   	 68.05   	 93.00   	-254.32		 20.90   	   5.09		
 10.07   	 71.41   	 91.98   	-295.01		 20.92   	   0.00		
 13.12   	 73.85   	 90.80   	-295.01		 20.92   	   0.00		
 13.73   	 74.46   	 89.62   	-244.15		 20.92   	   0.00		
