  I     	  II     	  LV     	  LV'		  AO     	  AO'		
-370.18   	-843.81   	  6.55   	 132.25		 53.92   	 -20.35		
-371.40   	-732.42   	  7.08   	 142.42		 53.83   	 -10.17		
-367.43   	-630.49   	  7.65   	 147.51		 53.79   	 -15.26		
-351.26   	-565.80   	  8.24   	 147.51		 53.73   	 -20.35		
-319.52   	-544.13   	  8.83   	 147.51		 53.65   	 -15.26		
-276.79   	-547.49   	  9.42   	 142.42		 53.59   	 -25.43		
-233.76   	-545.96   	  9.99   	 132.25		 53.49   	 -30.52		
-201.11   	-517.27   	 10.52   	 127.16		 53.37   	 -35.61		
-183.41   	-457.15   	 11.03   	 127.16		 53.22   	 -45.78		
-176.09   	-381.47   	 11.54   	 142.42		 53.04   	 -45.78		
-172.12   	-309.45   	 12.11   	 172.94		 52.86   	 -55.95		
-165.71   	-251.77   	 12.80   	 218.72		 52.63   	 -55.95		
-157.17   	-208.13   	 13.67   	 300.10		 52.41   	 -55.95		
-148.62   	-177.61   	 14.87   	 386.57		 52.19   	 -40.69		
-141.60   	-161.74   	 16.42   	 503.56		 52.02   	 -25.43		
-135.80   	-159.30   	 18.43   	 625.63		 51.92   	  -5.09		
-127.26   	-159.61   	 20.94   	 747.71		 51.90   	  20.35		
-113.22   	-148.01   	 23.93   	 864.70		 51.98   	  55.95		
-91.55   	-116.88   	 27.39   	 961.34		 52.21   	  86.47		
-63.17   	-72.02   	 31.23   	1032.55		 52.55   	 122.07		
-32.35   	-29.30   	 35.36   	1073.24		 53.04   	 162.77		
 -4.27   	 -1.53   	 39.65   	1088.50		 53.69   	 193.29		
 16.48   	 10.38   	 44.01   	1063.07		 54.47   	 233.98		
 28.99   	 15.56   	 48.26   	1017.29		 55.40   	 264.50		
 34.79   	 23.80   	 52.33   	 956.25		 56.46   	 295.01		
 37.84   	 37.84   	 56.15   	 869.78		 57.64   	 315.36		
 41.50   	 53.71   	 59.63   	 788.40		 58.90   	 340.79		
 46.39   	 63.17   	 62.79   	 691.76		 60.26   	 356.05		
 52.49   	 62.56   	 65.55   	 610.37		 61.69   	 366.22		
 59.20   	 54.02   	 68.00   	 518.82		 63.15   	 371.31		
 66.53   	 44.25   	 70.07   	 442.52		 64.64   	 371.31		
 74.46   	 40.89   	 71.84   	 366.22		 66.12   	 371.31		
 83.62   	 46.08   	 73.31   	 305.19		 67.61   	 356.05		
 93.08   	 55.85   	 74.53   	 239.06		 69.03   	 345.88		
101.93   	 61.65   	 75.48   	 183.11		 70.42   	 325.53		
109.86   	 58.59   	 76.22   	 127.16		 71.72   	 300.10		
117.80   	 47.61   	 76.72   	  76.30		 72.92   	 269.58		
126.34   	 38.76   	 77.03   	  30.52		 74.00   	 233.98		
135.80   	 42.42   	 77.15(S)	 -15.26		 74.93   	 198.37		
146.18   	 65.00   	 77.09   	 -40.69		 75.73   	 162.77		
155.64   	104.68   	 76.93   	 -71.21		 76.38   	 127.16		
164.18   	152.28   	 76.64   	-172.94		 76.89   	 142.42		
176.09   	236.82   	 75.95   	 -91.56		 77.46   	  30.52		
181.27   	265.81   	 75.58   	 -81.38		 77.58   	   5.09		
186.77   	288.39   	 75.26   	 -81.38		 77.60   	 -20.35		
192.87   	307.92   	 74.93   	 -71.21		 77.52   	 -30.52		
198.97   	326.23   	 74.65   	 -71.21		 77.40   	 -50.86		
204.77   	345.46   	 74.36   	 -66.12		 77.19   	 -61.04		
210.27   	366.82   	 74.10   	 -71.21		 76.95   	 -66.12		
216.37   	390.32   	 73.81   	 -76.30		 76.68   	 -76.30		
223.39   	415.65   	 73.51   	 -76.30		 76.38   	 -81.38		
231.93   	441.59   	 73.20   	 -86.47		 76.05   	 -81.38		
240.17   	466.61   	 72.86   	 -91.56		 75.73   	 -86.47		
246.58   	490.42   	 72.49   	 -91.56		 75.38   	 -86.47		
249.94   	512.70   	 72.13   	 -96.64		 75.04   	 -81.38		
250.24   	532.84   	 71.74   	 -96.64		 74.71   	 -81.38		
248.72   	551.15   	 71.35   	 -96.64		 74.38   	 -81.38		
245.67   	566.41   	 70.97   	 -96.64		 74.06   	 -81.38		
241.70   	578.61   	 70.58   	 -96.64		 73.73   	 -71.21		
237.12   	586.85   	 70.19   	 -96.64		 73.45   	 -71.21		
230.41   	590.52   	 69.81   	 -96.64		 73.16   	 -71.21		
221.86   	589.60   	 69.42   	-101.73		 72.88   	 -61.04		
210.57   	583.19   	 69.01   	-106.82		 72.63   	 -61.04		
197.75   	571.59   	 68.59   	-122.07		 72.39   	 -50.86		
184.02   	554.50   	 68.10   	-142.42		 72.19   	 -50.86		
170.29   	532.53   	 67.53   	-172.94		 71.98   	 -50.86		
156.86   	506.29   	 66.84   	-213.63		 71.78   	 -50.86		
143.74   	476.38   	 65.98   	-259.41		 71.58   	 -55.95		
131.23   	444.03   	 64.94   	-310.27		 71.35   	 -55.95		
119.63   	410.16   	 63.70   	-356.05		 71.13   	 -61.04		
108.64   	375.37   	 62.28   	-401.83		 70.88   	 -66.12		
 97.96   	339.66   	 60.67   	-442.52		 70.62   	 -71.21		
 86.98   	303.34   	 58.90   	-473.04		 70.34   	 -66.12		
 75.68   	266.72   	 57.01   	-493.39		 70.07   	 -71.21		
 64.39   	230.10   	 55.04   	-518.82		 69.79   	 -71.21		
 54.02   	194.09   	 52.96   	-528.99		 69.50   	 -66.12		
 43.95   	159.61   	 50.84   	-534.08		 69.24   	 -61.04		
 34.48   	126.65   	 48.71   	-534.08		 68.99   	 -61.04		
 25.02   	 96.44   	 46.57   	-539.16		 68.75   	 -50.86		
 15.87   	 68.05   	 44.41   	-534.08		 68.55   	 -45.78		
  7.02   	 41.20   	 42.28   	-534.08		 68.36   	 -40.69		
 -1.53   	 15.56   	 40.14   	-528.99		 68.20   	 -40.69		
 -9.46   	 -8.24   	 38.03   	-518.82		 68.04   	 -30.52		
-16.48   	-29.91   	 35.95   	-508.65		 67.91   	 -35.61		
-22.28   	-48.52   	 33.92   	-488.30		 67.77   	 -30.52		
-26.55   	-64.70   	 31.96   	-467.95		 67.65   	 -25.43		
-29.91   	-78.13   	 30.09   	-432.35		 67.55   	 -25.43		
-32.65   	-90.03   	 28.36   	-386.57		 67.45   	 -25.43		
-35.10   	-100.40   	 26.82   	-350.97		 67.34   	 -20.35		
-37.54   	-108.95   	 25.41   	-300.10		 67.26   	 -20.35		
-39.67   	-115.66   	 24.21   	-264.50		 67.18   	 -20.35		
-40.89   	-121.46   	 23.15   	-233.98		 67.10   	 -15.26		
-41.81   	-126.34   	 22.22   	-218.72		 67.04   	 -15.26		
-42.72   	-130.92   	 21.34   	-208.54		 66.98   	 -15.26		
-43.33   	-134.28   	 20.51   	-208.54		 66.92   	 -10.17		
-44.25   	-136.72   	 19.67   	-218.72		 66.88   	 -10.17		
-45.17   	-138.55   	 18.80   	-223.80		 66.84   	 -10.17		
-45.78   	-140.38   	 17.90   	-228.89		 66.80   	  -5.09		
-46.69   	-142.52   	 16.99   	-244.15		 66.77   	  -5.09		
-48.22   	-144.96   	 16.01   	-244.15		 66.75   	  -5.09		
-49.44   	-147.40   	 15.04   	-249.24		 66.73   	  -5.09		
-50.66   	-149.23   	 14.04   	-239.06		 66.71   	 -10.17		
-50.96   	-150.76   	 13.08   	-239.06		 66.67   	 -15.26		
-50.96   	-152.28   	 12.13   	-223.80		 66.61   	 -15.26		
-50.66   	-153.81   	 11.23   	-208.54		 66.55   	 -25.43		
-50.96   	-155.64   	 10.40   	-198.37		 66.45   	 -25.43		
-51.57   	-157.17   	  9.60   	-183.11		 66.35   	 -30.52		
-52.49   	-158.08   	  8.87   	-162.77		 66.23   	 -35.61		
-53.41   	-159.00   	  8.22   	-142.42		 66.08   	 -40.69		
-54.63   	-159.30   	  7.65   	-127.16		 65.92   	 -40.69		
-55.24   	-159.91   	  7.14   	-101.73		 65.76   	 -40.69		
-55.24   	-160.52   	  6.73   	 -81.38		 65.59   	 -45.78		
-54.93   	-162.05   	  6.41   	 -55.95		 65.41   	 -40.69		
-54.32   	-163.57   	  6.19   	 -40.69		 65.25   	 -40.69		
-53.71   	-165.10   	  6.02   	 -20.35		 65.09   	 -35.61		
-52.80   	-166.32   	  5.94   	  -5.09		 64.94   	 -30.52		
-52.19   	-167.24   	  5.92   	  15.26		 64.82   	 -30.52		
-52.19   	-168.46   	  5.98   	  25.43		 64.70   	 -25.43		
-52.49   	-169.68   	  6.08   	  40.69		 64.60   	 -20.35		
-53.10   	-171.20   	  6.25   	  45.78		 64.52   	 -15.26		
-54.02   	-172.42   	  6.43   	  61.04		 64.46   	 -10.17		
-54.02   	-173.03   	  6.67   	  61.04		 64.41   	 -10.17		
-53.41   	-173.65   	  6.92   	  71.21		 64.37   	  -5.09		
-52.80   	-174.56   	  7.20   	  71.21		 64.35   	  -5.09		
-52.19   	-176.09   	  7.49   	  71.21		 64.33   	   0.00		
-52.19   	-178.53   	  7.77   	  71.21		 64.33   	  -5.09		
-52.19   	-180.66   	  8.06   	  61.04		 64.31   	   0.00		
-51.88   	-181.88   	  8.30   	  55.95		 64.31   	  -5.09		
-50.96   	-181.27   	  8.52   	  45.78		 64.29   	 -10.17		
-50.05   	-180.05   	  8.71   	  30.52		 64.25   	 -10.17		
-48.83   	-178.53   	  8.83   	  25.43		 64.21   	 -15.26		
-48.22   	-178.53   	  8.93   	  10.17		 64.15   	 -20.35		
-47.61   	-180.05   	  8.97   	   5.09		 64.07   	 -30.52		
-47.61   	-183.11   	  8.99   	 -10.17		 63.95   	 -30.52		
-47.30   	-185.85   	  8.95   	 -15.26		 63.82   	 -35.61		
-47.30   	-187.99   	  8.89   	 -20.35		 63.68   	 -40.69		
-47.00   	-189.21   	  8.81   	 -25.43		 63.52   	 -45.78		
-47.30   	-189.82   	  8.71   	 -30.52		 63.34   	 -50.86		
-47.61   	-190.43   	  8.59   	 -20.35		 63.13   	 -45.78		
-47.91   	-191.04   	  8.50   	 -25.43		 62.95   	 -50.86		
-47.91   	-191.96   	  8.40   	 -15.26		 62.75   	 -45.78		
-47.61   	-192.26   	  8.34   	 -15.26		 62.56   	 -50.86		
-47.30   	-191.96   	  8.28   	  -5.09		 62.36   	 -40.69		
-47.00   	-191.96   	  8.26   	  -5.09		 62.20   	 -45.78		
-46.39   	-191.96   	  8.24   	   5.09		 62.01   	 -40.69		
-45.47   	-191.65   	  8.26   	   5.09		 61.85   	 -40.69		
-44.56   	-191.35   	  8.28   	  10.17		 61.69   	 -30.52		
-43.33   	-190.43   	  8.32   	  15.26		 61.57   	 -35.61		
-42.42   	-189.82   	  8.38   	  15.26		 61.42   	 -30.52		
-41.81   	-189.51   	  8.44   	  20.35		 61.30   	 -25.43		
-41.50   	-190.12   	  8.52   	  15.26		 61.20   	 -25.43		
-41.20   	-190.73   	  8.59   	  20.35		 61.10   	 -25.43		
-40.89   	-191.96   	  8.67   	  20.35		 61.00   	 -20.35		
-40.59   	-192.57   	  8.75   	  20.35		 60.92   	 -25.43		
-40.28   	-193.18   	  8.83   	  20.35		 60.81   	 -20.35		
-40.59   	-193.48   	  8.91   	  20.35		 60.73   	 -20.35		
-40.89   	-193.48   	  8.99   	  15.26		 60.65   	 -25.43		
-40.89   	-192.87   	  9.05   	  15.26		 60.55   	 -20.35		
-40.59   	-191.35   	  9.11   	  20.35		 60.47   	 -25.43		
-39.67   	-189.51   	  9.20   	  10.17		 60.37   	 -25.43		
-39.37   	-188.29   	  9.24   	  15.26		 60.26   	 -25.43		
-39.37   	-187.68   	  9.30   	  15.26		 60.16   	 -30.52		
-40.28   	-187.99   	  9.36   	  15.26		 60.04   	 -25.43		
-40.89   	-188.60   	  9.42   	  15.26		 59.94   	 -30.52		
-41.50   	-189.21   	  9.48   	  15.26		 59.82   	 -25.43		
-41.81   	-188.90   	  9.54   	  20.35		 59.71   	 -30.52		
-41.81   	-187.99   	  9.62   	  15.26		 59.59   	 -30.52		
-41.20   	-186.77   	  9.68   	  20.35		 59.47   	 -35.61		
-39.67   	-185.24   	  9.77   	  20.35		 59.33   	 -30.52		
-38.15   	-183.72   	  9.85   	  20.35		 59.21   	 -30.52		
-37.23   	-182.19   	  9.93   	  25.43		 59.08   	 -30.52		
-37.23   	-180.66   	 10.03   	  20.35		 58.96   	 -30.52		
-37.54   	-179.44   	 10.11   	  25.43		 58.84   	 -35.61		
-37.54   	-178.53   	 10.21   	  20.35		 58.70   	 -30.52		
-36.93   	-177.31   	 10.29   	  25.43		 58.58   	 -30.52		
-35.40   	-176.70   	 10.40   	  20.35		 58.45   	 -30.52		
-34.48   	-177.00   	 10.48   	  25.43		 58.33   	 -30.52		
-34.18   	-177.31   	 10.58   	  25.43		 58.21   	 -30.52		
-35.10   	-178.22   	 10.68   	  25.43		 58.09   	 -30.52		
-36.01   	-178.53   	 10.78   	  20.35		 57.97   	 -30.52		
-36.32   	-177.92   	 10.86   	  25.43		 57.84   	 -30.52		
-35.40   	-176.39   	 10.97   	  20.35		 57.72   	 -30.52		
-34.18   	-174.56   	 11.05   	  20.35		 57.60   	 -30.52		
-33.26   	-172.73   	 11.13   	  20.35		 57.48   	 -30.52		
-33.26   	-171.20   	 11.21   	  15.26		 57.35   	 -30.52		
-33.87   	-169.98   	 11.27   	  20.35		 57.23   	 -30.52		
-34.79   	-169.07   	 11.35   	  15.26		 57.11   	 -30.52		
-35.10   	-168.46   	 11.41   	  10.17		 56.99   	 -30.52		
-35.10   	-167.85   	 11.45   	  15.26		 56.87   	 -30.52		
-34.48   	-166.93   	 11.52   	  10.17		 56.74   	 -30.52		
-34.18   	-165.71   	 11.56   	  10.17		 56.62   	 -30.52		
-34.18   	-164.18   	 11.60   	   5.09		 56.50   	 -30.52		
-34.18   	-162.66   	 11.62   	   5.09		 56.38   	 -30.52		
-33.87   	-161.13   	 11.64   	   5.09		 56.26   	 -30.52		
-32.35   	-160.22   	 11.66   	   5.09		 56.13   	 -30.52		
-30.52   	-159.30   	 11.68   	   5.09		 56.01   	 -30.52		
-28.69   	-158.08   	 11.70   	   5.09		 55.89   	 -25.43		
-27.77   	-156.86   	 11.72   	   0.00		 55.79   	 -30.52		
-28.69   	-155.64   	 11.72   	   0.00		 55.67   	 -25.43		
-30.52   	-155.03   	 11.72   	   5.09		 55.56   	 -30.52		
-32.35   	-155.03   	 11.74   	   0.00		 55.44   	 -25.43		
-33.57   	-155.03   	 11.74   	   0.00		 55.34   	 -25.43		
-33.26   	-154.72   	 11.74   	   5.09		 55.24   	 -25.43		
-32.04   	-154.11   	 11.76   	   0.00		 55.14   	 -25.43		
-31.13   	-153.20   	 11.76   	   0.00		 55.04   	 -20.35		
-30.82   	-152.28   	 11.76   	   5.09		 54.95   	 -25.43		
-31.13   	-151.06   	 11.78   	   5.09		 54.85   	 -20.35		
-31.74   	-150.15   	 11.80   	   0.00		 54.77   	 -20.35		
-32.04   	-148.93   	 11.80   	   5.09		 54.69   	 -20.35		
-32.04   	-148.01   	 11.82   	   5.09		 54.61   	 -20.35		
-31.74   	-147.09   	 11.84   	   5.09		 54.53   	 -20.35		
-31.43   	-145.57   	 11.86   	   0.00		 54.45   	 -20.35		
-30.82   	-144.04   	 11.86   	   5.09		 54.36   	 -20.35		
-30.21   	-141.91   	 11.88   	   5.09		 54.28   	 -20.35		
-29.91   	-140.69   	 11.90   	   5.09		 54.20   	 -15.26		
-30.52   	-140.38   	 11.92   	   0.00		 54.14   	 -20.35		
-31.43   	-141.30   	 11.92   	   5.09		 54.06   	 -20.35		
-32.04   	-142.52   	 11.94   	   5.09		 53.98   	 -20.35		
-32.04   	-142.52   	 11.96   	   0.00		 53.90   	 -15.26		
-31.13   	-140.99   	 11.96   	   5.09		 53.83   	 -20.35		
-29.60   	-138.24   	 11.98   	   0.00		 53.75   	 -20.35		
-28.08   	-135.19   	 11.98   	   5.09		 53.67   	 -15.26		
-27.47   	-133.06   	 12.00   	   0.00		 53.61   	 -20.35		
-26.86   	-131.84   	 12.00   	   5.09		 53.53   	 -20.35		
-25.94   	-130.92   	 12.02   	   0.00		 53.45   	 -20.35		
-25.02   	-129.70   	 12.02   	   0.00		 53.37   	 -15.26		
-24.41   	-128.17   	 12.02   	   0.00		 53.31   	 -20.35		
-24.41   	-126.95   	 12.02   	   5.09		 53.22   	 -20.35		
-25.02   	-126.34   	 12.04   	   0.00		 53.14   	 -15.26		
-25.63   	-126.04   	 12.04   	   0.00		 53.08   	 -20.35		
-25.33   	-124.82   	 12.04   	   0.00		 53.00   	 -20.35		
-24.72   	-122.38   	 12.04   	   0.00		 52.92   	 -20.35		
-24.11   	-119.63   	 12.04   	   0.00		 52.84   	 -20.35		
-24.11   	-117.80   	 12.04   	   0.00		 52.76   	 -20.35		
-24.11   	-117.49   	 12.04   	   0.00		 52.68   	 -15.26		
-24.11   	-117.80   	 12.04   	   0.00		 52.61   	 -20.35		
-23.19   	-117.80   	 12.04   	   0.00		 52.53   	 -20.35		
-22.28   	-117.19   	 12.04   	   0.00		 52.45   	 -20.35		
-21.97   	-116.27   	 12.04   	   0.00		 52.37   	 -20.35		
-22.28   	-115.05   	 12.04   	   0.00		 52.29   	 -15.26		
-22.28   	-113.83   	 12.04   	   0.00		 52.23   	 -20.35		
-21.97   	-112.61   	 12.04   	   5.09		 52.15   	 -20.35		
-20.75   	-111.08   	 12.07   	   0.00		 52.06   	 -20.35		
-19.53   	-109.25   	 12.07   	   0.00		 51.98   	 -15.26		
-18.31   	-107.73   	 12.07   	   5.09		 51.92   	 -20.35		
-17.40   	-106.51   	 12.09   	   5.09		 51.84   	 -20.35		
