  I     	  II     	  LV     	  LV'		  RV     	  RV'		
-12.21   	-77.21   	 37.99   	 630.72		 21.97   	 127.16		
-13.43   	-78.74   	 40.51   	 645.98		 22.48   	 137.33		
-12.21   	-80.87   	 43.09   	 645.98		 23.03   	 137.33		
-10.38   	-83.62   	 45.68   	 645.98		 23.58   	 137.33		
 -9.16   	-86.06   	 48.26   	 625.63		 24.13   	 142.42		
 -8.54   	-87.59   	 50.76   	 605.29		 24.70   	 137.33		
 -8.24   	-88.20   	 53.18   	 574.77		 25.25   	 132.25		
 -6.71   	-88.81   	 55.48   	 549.34		 25.78   	 127.16		
 -4.58   	-90.03   	 57.68   	 508.65		 26.29   	 111.90		
 -2.75   	-92.77   	 59.71   	 478.13		 26.73   	 106.82		
 -2.14   	-97.96   	 61.63   	 447.61		 27.16   	  91.56		
 -2.75   	-104.98   	 63.42   	 412.00		 27.53   	  76.30		
 -3.66   	-112.61   	 65.07   	 391.66		 27.83   	  71.21		
 -3.97   	-118.41   	 66.63   	 366.22		 28.12   	  55.95		
 -3.66   	-121.15   	 68.10   	 350.97		 28.34   	  45.78		
 -2.75   	-120.85   	 69.50   	 325.53		 28.52   	  45.78		
 -2.44   	-120.24   	 70.80   	 310.27		 28.71   	  35.61		
 -2.44   	-120.54   	 72.04   	 289.93		 28.85   	  35.61		
 -2.44   	-122.07   	 73.20   	 264.50		 28.99   	  35.61		
 -2.14   	-124.21   	 74.26   	 244.15		 29.14   	  35.61		
 -2.14   	-125.73   	 75.24   	 218.72		 29.28   	  30.52		
 -2.44   	-126.34   	 76.11   	 193.29		 29.40   	  30.52		
 -3.05   	-126.34   	 76.89   	 178.03		 29.52   	  30.52		
 -3.36   	-126.04   	 77.60   	 167.85		 29.64   	  35.61		
 -3.05   	-126.04   	 78.27   	 157.68		 29.79   	  30.52		
 -1.83   	-126.34   	 78.90   	 152.59		 29.91   	  30.52		
 -0.92   	-127.26   	 79.51   	 152.59		 30.03   	  30.52		
  0.00   	-128.48   	 80.12   	 147.51		 30.15   	  35.61		
  1.22   	-128.78   	 80.71   	 142.42		 30.29   	  30.52		
  3.05   	-127.26   	 81.28   	 137.33		 30.42   	  35.61		
  5.49   	-124.21   	 81.83   	 132.25		 30.56   	  35.61		
  7.32   	-119.93   	 82.36   	 122.07		 30.70   	  35.61		
  8.54   	-115.05   	 82.85   	 116.99		 30.84   	  30.52		
  8.85   	-110.78   	 83.32   	 111.90		 30.97   	  35.61		
  9.16   	-107.42   	 83.76   	 106.82		 31.11   	  30.52		
  9.77   	-104.37   	 84.19   	 106.82		 31.23   	  35.61		
 10.99   	-102.54   	 84.62   	 106.82		 31.37   	  30.52		
 12.82   	-100.40   	 85.05   	 111.90		 31.50   	  30.52		
 14.65   	-97.66   	 85.49   	 101.73		 31.62   	  30.52		
 15.87   	-92.77   	 85.90   	 106.82		 31.74   	  30.52		
 16.17   	-86.06   	 86.33   	 101.73		 31.86   	  30.52		
 15.87   	-78.74   	 86.73   	 101.73		 31.98   	  25.43		
 15.87   	-71.72   	 87.14   	  91.56		 32.09   	  25.43		
 17.40   	-67.14   	 87.51   	  91.56		 32.19   	  25.43		
 21.67   	-65.92   	 87.87   	  86.47		 32.29   	  20.35		
 27.47   	-68.66   	 88.22   	  81.38		 32.37   	  20.35		
 34.48   	-73.55   	 88.54   	  76.30		 32.45   	  15.26		
 40.89   	-79.35   	 88.85   	  76.30		 32.51   	  10.17		
 46.39   	-83.31   	 89.16   	  71.21		 32.55   	  10.17		
 50.35   	-84.53   	 89.44   	  76.30		 32.59   	  10.17		
 52.49   	-82.70   	 89.75   	  71.21		 32.63   	   5.09		
 52.49   	-79.35   	 90.03   	  66.12		 32.66   	   5.09		
 49.74   	-74.77   	 90.29   	  66.12		 32.68   	   5.09		
 45.78   	-68.05   	 90.56   	  66.12		 32.70   	   5.09		
 41.20   	-59.20   	 90.82   	  61.04		 32.72   	   5.09		
 37.23   	-48.83   	 91.07   	  55.95		 32.74   	   0.00		
 33.26   	-39.37   	 91.29   	  50.86		 32.74   	   0.00		
 28.99   	-32.65   	 91.50   	  45.78		 32.74   	   0.00		
 24.11   	-30.21   	 91.68   	  45.78		 32.74   	  -5.09		
 18.31   	-30.52   	 91.86   	  40.69		 32.72   	  -5.09		
 13.12   	-32.04   	 92.02   	  35.61		 32.70   	  -5.09		
  9.16   	-33.57   	 92.17   	  30.52		 32.68   	  -5.09		
  7.02   	-33.87   	 92.29   	  30.52		 32.66   	 -15.26		
  6.71   	-33.26   	 92.41   	  20.35		 32.59   	 -10.17		
  6.10   	-32.04   	 92.49   	  15.26		 32.55   	 -15.26		
  4.88   	-31.13   	 92.55   	  10.17		 32.49   	 -15.26		
  2.75   	-30.82   	 92.59   	   5.09		 32.43   	 -20.35		
  0.61   	-31.13   	 92.61(S)	  -5.09		 32.35   	 -25.43		
 -0.61   	-31.13   	 92.59   	 -15.26		 32.25   	 -25.43		
 -0.31   	-30.82   	 92.53   	 -25.43		 32.15   	 -25.43		
  0.31   	-29.60   	 92.43   	 -30.52		 32.04   	 -35.61		
  0.92   	-28.08   	 92.31   	 -40.69		 31.90   	 -35.61		
  0.61   	-25.94   	 92.15   	 -55.95		 31.76   	 -45.78		
  0.31   	-23.19   	 91.92   	 -71.21		 31.58   	 -50.86		
 -0.31   	-20.45   	 91.64   	 -86.47		 31.37   	 -50.86		
 -0.61   	-19.23   	 91.29   	-111.90		 31.17   	 -66.12		
 -1.22   	-19.53   	 90.84   	-127.16		 30.91   	 -71.21		
 -1.53   	-19.53   	 90.34   	-152.59		 30.62   	 -76.30		
 -1.22   	-16.78   	 89.72   	-178.03		 30.32   	 -86.47		
  0.00   	 -9.46   	 89.01   	-208.54		 29.97   	 -96.64		
  1.53   	  1.83   	 88.18   	-239.06		 29.58   	 -96.64		
  1.83   	 13.43   	 87.22   	-274.67		 29.20   	-106.82		
  0.31   	 22.28   	 86.12   	-325.53		 28.77   	-111.90		
 -3.05   	 27.77   	 84.82   	-371.31		 28.32   	-122.07		
 -6.10   	 30.82   	 83.34   	-432.35		 27.83   	-122.07		
 -7.02   	 33.26   	 81.61   	-488.30		 27.34   	-132.25		
 -6.10   	 35.40   	 79.65   	-544.25		 26.82   	-137.33		
 -4.27   	 36.01   	 77.48   	-605.29		 26.27   	-152.59		
 -2.75   	 33.26   	 75.06   	-645.98		 25.66   	-157.68		
 -2.14   	 26.86   	 72.47   	-686.67		 25.03   	-172.94		
 -2.14   	 16.78   	 69.73   	-707.02		 24.33   	-183.11		
 -2.44   	  5.80   	 66.90   	-722.28		 23.60   	-193.29		
 -3.05   	 -3.97   	 64.01   	-722.28		 22.83   	-203.46		
 -3.97   	 -9.46   	 61.12   	-712.10		 22.01   	-208.54		
 -4.58   	 -9.77   	 58.27   	-701.93		 21.18   	-208.54		
 -4.27   	 -5.49   	 55.46   	-686.67		 20.35   	-208.54		
 -3.05   	 -0.92   	 52.72   	-666.32		 19.51   	-203.46		
 -1.83   	  0.61   	 50.05   	-645.98		 18.70   	-198.37		
 -1.22   	 -2.75   	 47.47   	-630.72		 17.90   	-188.20		
 -1.83   	 -9.77   	 44.94   	-605.29		 17.15   	-188.20		
 -3.05   	-16.78   	 42.52   	-579.86		 16.40   	-172.94		
 -3.36   	-20.75   	 40.20   	-559.51		 15.71   	-167.85		
 -1.83   	-20.75   	 37.97   	-528.99		 15.04   	-157.68		
  0.61   	-18.62   	 35.85   	-503.56		 14.40   	-147.51		
  3.36   	-17.09   	 33.84   	-473.04		 13.81   	-142.42		
  4.58   	-18.31   	 31.94   	-452.69		 13.25   	-132.25		
  3.66   	-22.28   	 30.13   	-427.26		 12.72   	-127.16		
  1.53   	-26.86   	 28.42   	-406.92		 12.21   	-122.07		
 -0.31   	-29.60   	 26.80   	-386.57		 11.72   	-111.90		
 -0.61   	-30.52   	 25.25   	-371.31		 11.27   	-106.82		
  0.31   	-30.82   	 23.76   	-350.97		 10.84   	 -96.64		
  1.83   	-32.04   	 22.36   	-335.71		 10.46   	 -91.56		
  2.44   	-34.48   	 21.02   	-320.45		 10.09   	 -81.38		
  2.14   	-36.62   	 19.74   	-295.01		  9.77   	 -81.38		
  1.53   	-37.23   	 18.56   	-284.84		  9.44   	 -71.21		
  0.92   	-36.62   	 17.42   	-259.41		  9.16   	 -66.12		
  0.00   	-36.01   	 16.38   	-244.15		  8.89   	 -55.95		
 -0.92   	-37.23   	 15.40   	-228.89		  8.67   	 -55.95		
 -2.44   	-39.37   	 14.49   	-203.46		  8.44   	 -40.69		
 -4.27   	-40.59   	 13.67   	-188.20		  8.28   	 -40.69		
 -6.10   	-39.37   	 12.92   	-167.85		  8.12   	 -25.43		
 -7.32   	-34.48   	 12.25   	-152.59		  8.02   	 -20.35		
 -7.32   	-27.16   	 11.64   	-132.25		  7.93   	 -10.17		
 -6.71   	-19.53   	 11.11   	-116.99		  7.89   	   0.00		
 -5.49   	-13.12   	 10.64   	 -91.56		  7.89   	  10.17		
 -3.97   	 -9.77   	 10.27   	 -81.38		  7.93   	  25.43		
 -3.05   	-10.38   	  9.95   	 -55.95		  8.04   	  30.52		
 -2.75   	-13.73   	  9.73   	 -45.78		  8.16   	  40.69		
 -2.75   	-18.31   	  9.54   	 -20.35		  8.32   	  55.95		
 -2.44   	-21.36   	  9.46   	 -10.17		  8.55   	  66.12		
 -1.83   	-21.67   	  9.42   	  10.17		  8.81   	  71.21		
 -0.92   	-20.75   	  9.46   	  20.35		  9.09   	  81.38		
 -0.61   	-20.75   	  9.54   	  35.61		  9.42   	  81.38		
 -0.61   	-23.50   	  9.68   	  45.78		  9.75   	  86.47		
 -1.22   	-27.77   	  9.87   	  61.04		 10.09   	  81.38		
 -1.83   	-31.43   	 10.11   	  71.21		 10.42   	  81.38		
 -3.05   	-32.04   	 10.40   	  76.30		 10.74   	  76.30		
 -4.58   	-29.30   	 10.70   	  86.47		 11.05   	  71.21		
 -6.41   	-25.33   	 11.05   	  86.47		 11.33   	  66.12		
 -8.24   	-22.89   	 11.39   	  96.64		 11.60   	  61.04		
 -9.46   	-23.50   	 11.78   	  96.64		 11.84   	  61.04		
 -9.77   	-25.94   	 12.17   	  91.56		 12.09   	  66.12		
 -9.16   	-27.47   	 12.53   	  91.56		 12.35   	  66.12		
 -7.32   	-26.55   	 12.90   	  91.56		 12.61   	  71.21		
 -5.19   	-23.50   	 13.27   	  86.47		 12.90   	  71.21		
 -3.66   	-21.06   	 13.61   	  81.38		 13.18   	  71.21		
 -3.05   	-21.67   	 13.94   	  76.30		 13.47   	  71.21		
 -3.97   	-24.41   	 14.24   	  71.21		 13.75   	  66.12		
 -5.19   	-27.77   	 14.53   	  71.21		 14.02   	  61.04		
 -6.41   	-29.60   	 14.81   	  61.04		 14.26   	  55.95		
 -6.41   	-29.60   	 15.06   	  55.95		 14.49   	  45.78		
 -5.80   	-28.69   	 15.28   	  50.86		 14.67   	  40.69		
 -4.58   	-28.38   	 15.48   	  45.78		 14.83   	  35.61		
 -3.97   	-28.38   	 15.67   	  40.69		 14.97   	  20.35		
 -3.97   	-27.77   	 15.83   	  30.52		 15.06   	  20.35		
 -4.27   	-25.63   	 15.95   	  25.43		 15.14   	  10.17		
 -4.58   	-22.89   	 16.05   	  20.35		 15.18   	  10.17		
 -5.49   	-20.75   	 16.13   	  15.26		 15.22   	   0.00		
 -7.63   	-20.75   	 16.20   	   5.09		 15.22   	  -5.09		
-12.51   	-25.94   	 16.22   	   5.09		 15.20   	 -10.17		
-20.45   	-40.89   	 16.24   	   0.00		 15.16   	  -5.09		
-28.38   	-68.05   	 16.24   	   0.00		 15.14   	 -15.26		
-30.82   	-100.10   	 16.24   	   0.00		 15.08   	 -10.17		
-21.67   	-110.47   	 16.24   	  -5.09		 15.04   	 -10.17		
  2.75   	-58.59   	 16.22   	   0.00		 14.99   	 -10.17		
 42.11   	 92.47   	 16.22   	  -5.09		 14.95   	  -5.09		
 90.33   	350.95   	 16.20   	   0.00		 14.93   	  -5.09		
134.28   	677.80   	 16.20   	   0.00		 14.91   	   0.00		
158.69   	990.91   	 16.20(E)	   5.09		 14.91(E)	  15.26		
104.98   	1249.08(R)	 16.22   	   5.09		 14.97   	  10.17		
 38.15   	1130.68   	 16.24   	  10.17		 15.02   	  15.26		
-23.19   	894.78   	 16.28   	  15.26		 15.08   	  20.35		
-54.32   	616.15   	 16.34   	  25.43		 15.16   	  20.35		
-47.91   	361.94   	 16.44   	  30.52		 15.24   	  20.35		
-18.62   	170.29   	 16.56   	  45.78		 15.32   	  30.52		
  8.54   	 48.83   	 16.74   	  61.04		 15.44   	  25.43		
 16.48   	-14.95   	 16.99   	  81.38		 15.54   	  35.61		
  7.32   	-43.95   	 17.31   	  96.64		 15.69   	  40.69		
 -7.02   	-56.76   	 17.70   	 127.16		 15.85   	  50.86		
-14.34   	-65.00   	 18.21   	 152.59		 16.05   	  61.04		
-13.43   	-72.02   	 18.82   	 188.20		 16.30   	  71.21		
 -9.16   	-77.82   	 19.57   	 218.72		 16.58   	  91.56		
 -6.71   	-81.79   	 20.45   	 264.50		 16.95   	 101.73		
 -7.63   	-83.92   	 21.51   	 305.19		 17.35   	 122.07		
 -9.77   	-85.45   	 22.73   	 350.97		 17.84   	 137.33		
-10.99   	-87.89   	 24.13   	 396.74		 18.39   	 147.51		
-10.68   	-90.64   	 25.72   	 442.52		 18.98   	 142.42		
 -9.77   	-94.60   	 27.49   	 488.30		 19.55   	 142.42		
 -9.46   	-99.49   	 29.44   	 534.08		 20.12   	 132.25		
 -9.77   	-104.98   	 31.58   	 569.68		 20.65   	 116.99		
-10.68   	-109.25   	 33.86   	 610.37		 21.12   	  96.64		
-11.29   	-110.78   	 36.30   	 630.72		 21.51   	  86.47		
-11.60   	-109.56   	 38.82   	 656.15		 21.85   	  76.30		
-11.29   	-108.64   	 41.44   	 661.24		 22.16   	  71.21		
-10.99   	-110.47   	 44.09   	 661.24		 22.44   	  81.38		
-10.99   	-116.58   	 46.73   	 656.15		 22.77   	  91.56		
-10.68   	-124.82   	 49.36   	 640.89		 23.13   	 101.73		
-10.38   	-131.53   	 51.92   	 620.55		 23.54   	 101.73		
 -9.77   	-134.58   	 54.40   	 595.11		 23.95   	 106.82		
-10.07   	-133.97   	 56.79   	 564.60		 24.37   	 101.73		
-11.60   	-132.14   	 59.04   	 539.16		 24.78   	  91.56		
-13.43   	-131.53   	 61.20   	 503.56		 25.15   	  76.30		
-14.65   	-133.06   	 63.21   	 483.21		 25.45   	  61.04		
-14.34   	-136.72   	 65.15   	 447.61		 25.70   	  45.78		
-12.51   	-140.38   	 66.94   	 422.18		 25.88   	  40.69		
-10.38   	-141.91   	 68.63   	 396.74		 26.04   	  25.43		
 -8.54   	-139.77   	 70.21   	 366.22		 26.14   	  25.43		
 -7.02   	-133.67   	 71.68   	 340.79		 26.25   	  25.43		
 -5.19   	-126.34   	 73.04   	 310.27		 26.35   	  20.35		
 -3.97   	-120.24   	 74.28   	 284.84		 26.43   	  20.35		
 -3.66   	-117.19   	 75.42   	 259.41		 26.51   	  20.35		
 -3.97   	-116.88   	 76.46   	 233.98		 26.59   	  20.35		
 -4.27   	-116.58   	 77.40   	 213.63		 26.67   	  25.43		
 -4.27   	-114.14   	 78.25   	 198.37		 26.78   	  20.35		
 -3.05   	-108.03   	 79.04   	 188.20		 26.86   	  25.43		
 -1.53   	-99.79   	 79.80   	 178.03		 26.96   	  25.43		
 -1.22   	-92.77   	 80.51   	 167.85		 27.06   	  35.61		
 -1.83   	-89.42   	 81.18   	 157.68		 27.20   	  35.61		
 -3.66   	-90.64   	 81.81   	 142.42		 27.34   	  40.69		
 -4.88   	-94.91   	 82.38   	 137.33		 27.51   	  35.61		
 -3.97   	-100.10   	 82.93   	 127.16		 27.65   	  40.69		
 -1.22   	-104.37   	 83.44   	 111.90		 27.81   	  35.61		
  2.75   	-106.81   	 83.89   	 106.82		 27.96   	  35.61		
  6.71   	-108.34   	 84.31   	 101.73		 28.10   	  25.43		
  8.85   	-109.86   	 84.72   	  91.56		 28.20   	  25.43		
  9.77   	-111.69   	 85.09   	  91.56		 28.30   	  20.35		
  9.77   	-113.53   	 85.45   	  86.47		 28.38   	  20.35		
 10.38   	-115.05   	 85.80   	  86.47		 28.46   	  15.26		
 12.21   	-116.27   	 86.14   	  86.47		 28.52   	  10.17		
 15.26   	-116.27   	 86.49   	  86.47		 28.57   	  10.17		
 19.53   	-115.97   	 86.84   	  81.38		 28.61   	  10.17		
 23.50   	-114.14   	 87.16   	  81.38		 28.65   	   5.09		
 27.47   	-110.78   	 87.49   	  81.38		 28.67(S)	   0.00		
 31.13   	-106.81   	 87.81   	  81.38		 28.67   	   0.00		
 34.79   	-103.76   	 88.14   	  76.30		 28.67   	  -5.09		
 39.37   	-102.23   	 88.44   	  71.21		 28.65   	  -5.09		
 43.64   	-101.32   	 88.73   	  76.30		 28.63   	 -10.17		
 47.00   	-97.96   	 89.03   	  71.21		 28.59   	 -10.17		
 48.83   	-90.64   	 89.32   	  66.12		 28.55   	 -10.17		
 48.52   	-80.26   	 89.58   	  66.12		 28.50   	 -10.17		
 47.00   	-69.27   	 89.85   	  61.04		 28.46   	 -10.17		
 43.64   	-60.42   	 90.09   	  61.04		 28.42   	 -10.17		
 39.06   	-54.32   	 90.34   	  55.95		 28.38   	 -15.26		
 32.96   	-50.05   	 90.56   	  50.86		 28.32   	 -15.26		
 27.16   	-45.17   	 90.76   	  45.78		 28.26   	 -10.17		
 22.89   	-38.76   	 90.95   	  40.69		 28.22   	 -15.26		
 20.45   	-31.74   	 91.11   	  30.52		 28.16   	 -15.26		
 19.53   	-25.33   	 91.23   	  30.52		 28.10   	 -15.26		
 17.70   	-20.14   	 91.35   	  25.43		 28.04   	 -20.35		
 14.34   	-16.48   	 91.45   	  20.35		 27.96   	 -15.26		
  9.46   	-13.73   	 91.54   	  15.26		 27.89   	 -20.35		
  5.19   	-10.07   	 91.60   	  15.26		 27.81   	 -20.35		
  2.14   	 -5.49   	 91.66   	  15.26		 27.73   	 -20.35		
  1.83   	 -0.61   	 91.72   	   5.09		 27.65   	 -20.35		
  2.75   	  2.44   	 91.74   	  -5.09		 27.57   	 -20.35		
  3.36   	  2.14   	 91.72   	 -10.17		 27.49   	 -25.43		
  3.05   	 -1.22   	 91.68   	 -25.43		 27.39   	 -25.43		
  0.61   	 -6.10   	 91.58   	 -35.61		 27.28   	 -30.52		
 -3.05   	-11.29   	 91.43   	 -45.78		 27.16   	 -30.52		
 -7.32   	-15.26   	 91.25   	 -66.12		 27.04   	 -35.61		
-10.07   	-18.01   	 90.99   	 -76.30		 26.90   	 -40.69		
-10.38   	-19.23   	 90.68   	 -96.64		 26.73   	 -45.78		
 -8.54   	-18.92   	 90.29   	-116.99		 26.55   	 -50.86		
 -6.10   	-17.70   	 89.83   	-137.33		 26.35   	 -55.95		
 -3.97   	-15.87   	 89.28   	-162.77		 26.12   	 -61.04		
 -3.36   	-14.34   	 88.63   	-193.29		 25.88   	 -66.12		
 -3.05   	-14.95   	 87.85   	-223.80		 25.62   	 -71.21		
 -2.75   	-18.01   	 86.96   	-259.41		 25.33   	 -71.21		
 -2.44   	-23.50   	 85.92   	-305.19		 25.05   	 -81.38		
 -2.14   	-30.21   	 84.70   	-350.97		 24.72   	 -91.56		
 -3.05   	-36.62   	 83.30   	-412.00		 24.35   	 -91.56		
 -4.88   	-40.89   	 81.65   	-467.95		 23.99   	-106.82		
 -6.71   	-42.42   	 79.78   	-534.08		 23.56   	-111.90		
 -8.54   	-41.20   	 77.64   	-595.11		 23.11   	-122.07		
 -9.16   	-38.45   	 75.26   	-651.07		 22.62   	-127.16		
 -9.16   	-35.40   	 72.65   	-691.76		 22.12   	-142.42		
 -9.16   	-31.74   	 69.89   	-717.19		 21.55   	-152.59		
 -9.46   	-27.77   	 67.02   	-732.45		 20.94   	-157.68		
-10.07   	-22.89   	 64.09   	-742.62		 20.31   	-167.85		
-10.68   	-17.40   	 61.12   	-732.45		 19.63   	-172.94		
-10.99   	-11.60   	 58.19   	-727.36		 18.94   	-183.11		
-10.38   	 -6.71   	 55.28   	-722.28		 18.21   	-188.20		
 -9.46   	 -3.36   	 52.39   	-707.02		 17.46   	-188.20		
 -8.85   	 -2.75   	 49.56   	-691.76		 16.70   	-193.29		
 -8.85   	 -3.97   	 46.80   	-681.58		 15.93   	-193.29		
 -9.16   	 -4.58   	 44.07   	-666.32		 15.16   	-183.11		
 -9.46   	 -2.75   	 41.40   	-645.98		 14.43   	-188.20		
 -9.16   	  1.53   	 38.82   	-620.55		 13.67   	-178.03		
 -7.93   	  6.71   	 36.34   	-600.20		 12.96   	-178.03		
 -5.49   	  9.77   	 33.94   	-574.77		 12.25   	-167.85		
 -2.44   	 10.07   	 31.64   	-544.25		 11.58   	-167.85		
  0.31   	  8.24   	 29.46   	-508.65		 10.91   	-157.68		
  2.44   	  6.71   	 27.43   	-488.30		 10.27   	-157.68		
  3.36   	  6.41   	 25.47   	-452.69		  9.64   	-152.59		
  3.36   	  7.02   	 23.66   	-432.35		  9.03   	-142.42		
  2.14   	  6.71   	 21.93   	-406.92		  8.46   	-137.33		
  0.92   	  5.80   	 20.31   	-386.57		  7.91   	-127.16		
 -0.92   	  4.27   	 18.76   	-361.14		  7.41   	-122.07		
 -3.36   	  2.14   	 17.31   	-350.97		  6.92   	-111.90		
 -6.71   	 -0.92   	 15.91   	-325.53		  6.47   	-106.82		
 -9.77   	 -4.88   	 14.61   	-305.19		  6.04   	 -86.47		
-11.29   	 -8.85   	 13.39   	-279.75		  5.70   	 -81.38		
-10.99   	-11.60   	 12.27   	-259.41		  5.37   	 -61.04		
 -9.16   	-13.43   	 11.23   	-233.98		  5.13   	 -50.86		
 -7.63   	-15.87   	 10.29   	-208.54		  4.92   	 -35.61		
 -7.93   	-20.75   	  9.46   	-183.11		  4.78   	 -15.26		
 -9.16   	-27.47   	  8.73   	-152.59		  4.72   	  -5.09		
-10.38   	-33.87   	  8.12   	-127.16		  4.70(D)	  10.17		
-10.38   	-37.23   	  7.61   	-101.73		  4.74   	  30.52		
-10.07   	-36.62   	  7.20   	 -76.30		  4.86   	  35.61		
-10.38   	-33.87   	  6.90   	 -50.86		  5.01   	  55.95		
-11.90   	-31.13   	  6.69   	 -30.52		  5.23   	  71.21		
-14.04   	-30.52   	  6.57   	  -5.09		  5.51   	  81.38		
-15.26   	-31.43   	  6.55(D)	  20.35		  5.84   	  96.64		
-15.26   	-33.26   	  6.63   	  35.61		  6.23   	 106.82		
-14.04   	-33.87   	  6.78   	  55.95		  6.65   	 116.99		
-12.82   	-32.65   	  7.00   	  76.30		  7.12   	 127.16		
-12.21   	-30.52   	  7.30   	  86.47		  7.63   	 132.25		
-12.51   	-29.30   	  7.65   	  96.64		  8.16   	 132.25		
-13.43   	-29.91   	  8.04   	 111.90		  8.69   	 132.25		
-14.34   	-32.04   	  8.48   	 111.90		  9.22   	 127.16		
-14.34   	-33.57   	  8.93   	 122.07		  9.73   	 116.99		
-13.12   	-32.65   	  9.42   	 116.99		 10.19   	 116.99		
-10.99   	-28.08   	  9.89   	 122.07		 10.66   	 101.73		
 -8.54   	-21.97   	 10.38   	 116.99		 11.07   	 101.73		
 -7.63   	-17.09   	 10.84   	 116.99		 11.48   	  96.64		
 -8.24   	-15.56   	 11.31   	 111.90		 11.86   	  91.56		
-10.68   	-17.09   	 11.76   	 106.82		 12.23   	  86.47		
-12.82   	-18.62   	 12.19   	  96.64		 12.57   	  86.47		
-13.73   	-18.01   	 12.57   	  91.56		 12.92   	  81.38		
-12.51   	-14.34   	 12.94   	  86.47		 13.25   	  76.30		
-10.38   	 -9.16   	 13.29   	  81.38		 13.55   	  71.21		
 -8.24   	 -4.88   	 13.61   	  71.21		 13.84   	  66.12		
 -7.02   	 -1.83   	 13.90   	  61.04		 14.10   	  55.95		
 -6.41   	  0.61   	 14.14   	  55.95		 14.32   	  55.95		
