  I     	  II     	  LV     	  LV'		  AO     	  AO'		
-17.40   	 21.97   	121.63   	-951.17		 53.98   	   5.09		
-18.62   	 17.70   	117.82   	-966.43		 54.00   	   0.00		
-20.75   	 12.82   	113.96   	-981.68		 54.00   	   0.00		
-22.58   	  9.46   	110.03   	-991.86		 54.00   	   0.00		
-24.41   	  9.16   	106.06   	-991.86		 54.00   	   5.09		
-25.94   	 11.60   	102.10   	-996.94		 54.02   	   0.00		
-26.86   	 14.95   	 98.11   	-996.94		 54.02   	   0.00		
-26.55   	 17.09   	 94.12   	-996.94		 54.02   	   5.09		
-26.25   	 16.78   	 90.13   	-996.94		 54.04   	   0.00		
-26.55   	 14.34   	 86.14   	-991.86		 54.04   	   0.00		
-28.38   	 12.21   	 82.18   	-986.77		 54.04   	   0.00		
-31.43   	 11.60   	 78.23   	-981.68		 54.04   	   0.00		
-34.18   	 14.04   	 74.30   	-966.43		 54.04   	   0.00		
-35.71   	 18.01   	 70.44   	-946.08		 54.04   	   0.00		
-36.32   	 21.67   	 66.65   	-925.73		 54.04   	   0.00		
-36.01   	 22.28   	 62.95   	-895.22		 54.04   	  -5.09		
-35.71   	 19.84   	 59.37   	-859.61		 54.02   	   0.00		
-35.40   	 16.48   	 55.93   	-829.09		 54.02   	   0.00		
-35.10   	 14.34   	 52.61   	-788.40		 54.02   	   0.00		
-34.48   	 15.26   	 49.46   	-752.79		 54.02   	  -5.09		
-34.48   	 18.62   	 46.45   	-717.19		 54.00   	   0.00		
-35.10   	 21.97   	 43.58   	-681.58		 54.00   	  -5.09		
-35.40   	 23.80   	 40.85   	-640.89		 53.98   	   0.00		
-35.40   	 23.19   	 38.29   	-610.37		 53.98   	  -5.09		
-35.10   	 21.97   	 35.85   	-574.77		 53.96   	   0.00		
-34.48   	 21.36   	 33.55   	-539.16		 53.96   	  -5.09		
-33.87   	 21.67   	 31.39   	-498.47		 53.94   	   0.00		
-33.26   	 21.97   	 29.40   	-462.87		 53.94   	  -5.09		
-33.87   	 21.67   	 27.55   	-422.18		 53.92   	   0.00		
-34.79   	 21.06   	 25.86   	-381.48		 53.92   	  -5.09		
-36.01   	 20.45   	 24.33   	-345.88		 53.90   	   0.00		
-36.32   	 21.06   	 22.95   	-305.19		 53.90   	   0.00		
-35.40   	 21.97   	 21.73   	-269.58		 53.90   	  -5.09		
-34.18   	 22.58   	 20.65   	-233.98		 53.88   	   0.00		
-33.26   	 21.67   	 19.72   	-208.54		 53.88   	  -5.09		
-32.65   	 19.84   	 18.88   	-188.20		 53.86   	   0.00		
-32.04   	 18.62   	 18.13   	-162.77		 53.86   	   0.00		
-30.52   	 18.62   	 17.48   	-147.51		 53.86   	   0.00		
-28.99   	 19.84   	 16.89   	-137.33		 53.86   	   0.00		
-28.08   	 20.75   	 16.34   	-122.07		 53.86   	   0.00		
-28.38   	 19.53   	 15.85   	-111.90		 53.86   	   0.00		
-29.91   	 16.48   	 15.40   	-106.82		 53.86   	   0.00		
-31.43   	 12.51   	 14.97   	 -96.64		 53.86   	   0.00		
-32.65   	  9.46   	 14.59   	 -91.56		 53.86   	   0.00		
-32.96   	  8.24   	 14.22   	 -81.38		 53.86   	   0.00		
-32.65   	  9.16   	 13.90   	 -81.38		 53.86   	   0.00		
-31.74   	 11.29   	 13.57   	 -71.21		 53.86   	   0.00		
-30.82   	 12.51   	 13.29   	 -66.12		 53.86   	   0.00		
-29.60   	 11.60   	 13.02   	 -61.04		 53.86   	   0.00		
-28.99   	  8.85   	 12.78   	 -61.04		 53.86   	   0.00		
-29.30   	  5.80   	 12.53   	 -50.86		 53.86   	   0.00		
-30.21   	  5.19   	 12.33   	 -50.86		 53.86   	   5.09		
-31.43   	  8.24   	 12.13   	 -45.78		 53.88   	   0.00		
-31.74   	 13.12   	 11.94   	 -45.78		 53.88   	  -5.09		
-31.43   	 17.09   	 11.76   	 -35.61		 53.86   	   0.00		
-30.52   	 17.09   	 11.62   	 -35.61		 53.86   	   0.00		
-29.91   	 12.51   	 11.48   	 -30.52		 53.86   	   0.00		
-29.91   	  5.80   	 11.35   	 -25.43		 53.86   	  -5.09		
-30.21   	  0.61   	 11.25   	 -20.35		 53.83   	   0.00		
-29.91   	 -0.92   	 11.17   	 -15.26		 53.83   	   0.00		
-28.99   	  1.83   	 11.11   	 -10.17		 53.83   	  -5.09		
-28.08   	  6.41   	 11.07   	 -10.17		 53.81   	  -5.09		
-26.86   	 10.68   	 11.03   	  -5.09		 53.79   	   0.00		
-25.63   	 12.51   	 11.01   	  -5.09		 53.79   	  -5.09		
-25.33   	 11.29   	 10.99   	  -5.09		 53.77   	  -5.09		
-26.25   	  7.32   	 10.97   	  -5.09		 53.75   	   0.00		
-28.99   	  3.05   	 10.95   	  -5.09		 53.75   	  -5.09		
-32.35   	  0.61   	 10.93   	  -5.09		 53.73   	   0.00		
-34.18   	  1.83   	 10.91   	   0.00		 53.73   	  -5.09		
-32.96   	  6.41   	 10.91   	  -5.09		 53.71   	   0.00		
-29.60   	 12.21   	 10.89   	  -5.09		 53.71   	  -5.09		
-26.25   	 15.87   	 10.86   	   0.00		 53.69   	   0.00		
-24.72   	 15.26   	 10.86   	   0.00		 53.69   	  -5.09		
-25.94   	 11.90   	 10.86   	   0.00		 53.67   	   0.00		
-28.08   	  7.63   	 10.86   	   0.00		 53.67   	   0.00		
-30.21   	  4.88   	 10.86   	   0.00		 53.67   	  -5.09		
-30.82   	  4.88   	 10.86   	   0.00		 53.65   	   0.00		
-30.21   	  6.41   	 10.86   	   0.00		 53.65   	  -5.09		
-29.60   	  8.24   	 10.86   	   5.09		 53.63   	  -5.09		
-29.30   	  9.46   	 10.89   	   0.00		 53.61   	 -10.17		
-28.69   	  9.16   	 10.89   	   0.00		 53.57   	  -5.09		
-28.08   	  7.63   	 10.89   	   5.09		 53.55   	 -10.17		
-27.47   	  6.10   	 10.91   	   0.00		 53.51   	 -10.17		
-26.86   	  4.58   	 10.91   	   0.00		 53.47   	 -10.17		
-26.55   	  3.66   	 10.91   	   0.00		 53.43   	  -5.09		
-26.55   	  3.66   	 10.91   	  -5.09		 53.41   	  -5.09		
-25.94   	  4.58   	 10.89   	   0.00		 53.39   	  -5.09		
-24.72   	  6.71   	 10.89   	 -10.17		 53.37   	   0.00		
-22.58   	  9.77   	 10.84   	  -5.09		 53.37   	  10.17		
-20.45   	 12.82   	 10.82   	 -15.26		 53.41   	  15.26		
-19.23   	 14.34   	 10.76   	 -25.43		 53.47   	  30.52		
-18.92   	 13.73   	 10.66   	 -30.52		 53.59   	  35.61		
-19.23   	 11.60   	 10.54   	 -40.69		 53.73   	  50.86		
-19.53   	  9.77   	 10.38   	 -45.78		 53.94   	  55.95		
-19.53   	  9.46   	 10.19   	 -40.69		 54.16   	  30.52		
-18.62   	 10.99   	 10.03   	 -35.61		 54.28   	 -30.52		
-18.01   	 13.12   	  9.89   	 -25.43		 54.16   	-142.42		
-18.62   	 14.04   	  9.79   	   0.00		 53.59   	-284.84		
-20.75   	 13.12   	  9.79   	  25.43		 52.45   	-452.69		
-23.19   	 10.99   	  9.89   	  45.78		 50.64   	-595.11		
-25.02   	  7.93   	 10.07   	  66.12		 48.26   	-722.28		
-24.72   	  5.80   	 10.34   	  81.38		 45.37   	-788.40		
-22.89   	  5.80   	 10.66   	  96.64		 42.22   	-808.75		
-20.75   	  7.32   	 11.05   	  91.56		 38.98   	-762.97		
-19.84   	 10.07   	 11.41   	  91.56		 35.93   	-666.32		
-20.75   	 12.21   	 11.78   	  81.38		 33.27   	-523.90		
-21.97   	 13.43   	 12.11   	  66.12		 31.17   	-345.88		
-22.58   	 13.43   	 12.37   	  50.86		 29.79   	-147.51		
-21.97   	 13.12   	 12.57   	  30.52		 29.20   	  45.78		
-20.75   	 13.12   	 12.70   	  10.17		 29.38   	 233.98		
-20.45   	 13.12   	 12.74   	   0.00		 30.32   	 412.00		
-21.36   	 12.82   	 12.74   	 -10.17		 31.96   	 554.42		
-23.19   	 11.29   	 12.70   	 -15.26		 34.18   	 671.41		
-24.41   	  9.16   	 12.63   	 -20.35		 36.87   	 747.71		
-24.11   	  7.63   	 12.55   	 -10.17		 39.86   	 803.66		
-22.28   	  7.93   	 12.51   	  -5.09		 43.07   	 818.92		
-19.53   	  9.46   	 12.49   	   0.00		 46.35   	 813.83		
-18.01   	 11.29   	 12.49   	   5.09		 49.60   	 783.31		
-18.92   	 12.51   	 12.51   	  15.26		 52.74   	 732.45		
-21.36   	 13.73   	 12.57   	  15.26		 55.67   	 671.41		
-22.58   	 16.17   	 12.63   	  20.35		 58.35   	 600.20		
-20.45   	 22.28   	 12.72   	  20.35		 60.75   	 518.82		
-14.65   	 32.35   	 12.80   	  20.35		 62.83   	 447.61		
 -7.02   	 45.47   	 12.88   	  15.26		 64.62   	 371.31		
  0.31   	 58.59   	 12.94   	  10.17		 66.10   	 300.10		
  5.19   	 69.58   	 12.98   	   5.09		 67.30   	 228.89		
  7.32   	 77.51   	 13.00   	   0.00		 68.22   	 172.94		
  7.93   	 82.70   	 13.00   	   0.00		 68.91   	 122.07		
  8.54   	 86.67   	 13.00   	  -5.09		 69.40   	  71.21		
 10.68   	 90.33   	 12.98   	  -5.09		 69.68   	  35.61		
 15.26   	 95.83   	 12.96   	   0.00		 69.83   	   5.09		
 20.75   	103.45   	 12.96   	  -5.09		 69.85   	 -15.26		
 25.33   	113.53   	 12.94   	   0.00		 69.79   	 -40.69		
 27.77   	124.21   	 12.94   	   0.00		 69.62   	 -50.86		
 28.99   	133.67   	 12.94   	   0.00		 69.42   	 -66.12		
 30.82   	139.77   	 12.94   	  -5.09		 69.16   	 -71.21		
 35.40   	141.30   	 12.92   	  -5.09		 68.87   	 -76.30		
 42.72   	139.16   	 12.90   	  -5.09		 68.57   	 -81.38		
 50.66   	134.58   	 12.88   	 -15.26		 68.24   	 -81.38		
 57.37   	129.39   	 12.82   	 -10.17		 67.91   	 -76.30		
 62.56   	125.12   	 12.78   	 -15.26		 67.61   	 -76.30		
 66.22   	122.07   	 12.72   	 -10.17		 67.30   	 -76.30		
 68.36   	118.10   	 12.68   	 -10.17		 67.00   	 -71.21		
 66.53   	110.47   	 12.63   	  -5.09		 66.71   	 -71.21		
 59.51   	 97.35   	 12.61   	   5.09		 66.43   	 -61.04		
 47.91   	 79.35   	 12.63   	   5.09		 66.18   	 -61.04		
 33.87   	 60.73   	 12.66   	   5.09		 65.94   	 -55.95		
 20.14   	 45.17   	 12.68   	  10.17		 65.72   	 -55.95		
  7.02   	 34.48   	 12.72   	  10.17		 65.49   	 -50.86		
 -4.88   	 26.86   	 12.76   	  10.17		 65.29   	 -45.78		
-14.65   	 18.31   	 12.80   	  10.17		 65.11   	 -45.78		
-21.06   	  7.32   	 12.84   	   5.09		 64.92   	 -35.61		
-23.50   	 -4.88   	 12.86   	  10.17		 64.78   	 -40.69		
-23.80   	-15.87   	 12.90   	  15.26		 64.62   	 -30.52		
-24.41   	-23.19   	 12.96   	  15.26		 64.50   	 -30.52		
-27.47   	-27.77   	 13.02   	  20.35		 64.37   	 -30.52		
-31.43   	-30.82   	 13.10   	  30.52		 64.25   	 -25.43		
-34.48   	-33.57   	 13.22   	  35.61		 64.15   	 -20.35		
-35.40   	-36.62   	 13.37   	  45.78		 64.07   	 -20.35		
-35.40   	-39.06   	 13.55   	  55.95		 63.99   	 -15.26		
-35.71   	-39.98   	 13.77   	  61.04		 63.93   	 -15.26		
-37.23   	-38.76   	 14.02   	  76.30		 63.87   	 -15.26		
-38.76   	-35.71   	 14.32   	  76.30		 63.80   	 -10.17		
-39.37   	-32.65   	 14.63   	  76.30		 63.76   	  -5.09		
-38.76   	-31.13   	 14.93   	  71.21		 63.74   	  -5.09		
-38.45   	-31.43   	 15.22   	  71.21		 63.72   	   0.00		
-40.28   	-32.35   	 15.50   	  66.12		 63.72   	   5.09		
-47.30   	-32.65   	 15.77   	  50.86		 63.74   	   5.09		
-62.26   	-31.13   	 15.97   	  45.78		 63.76   	   5.09		
-85.14   	-27.16   	 16.15   	  35.61		 63.78   	   0.00		
-110.47   	-18.92   	 16.30   	  30.52		 63.78   	   5.09		
-125.12   	 -2.75   	 16.42   	  15.26		 63.80   	  -5.09		
-115.05   	 24.11   	 16.48   	  15.26		 63.78   	 -10.17		
-70.50   	 60.73   	 16.54   	  15.26		 63.74   	 -10.17		
 10.38   	102.84   	 16.60   	  10.17		 63.70   	 -15.26		
126.04   	148.62   	 16.64   	  20.35		 63.64   	 -20.35		
279.85   	203.25   	 16.72   	  20.35		 63.56   	 -25.43		
476.38   	280.46   	 16.81   	  25.43		 63.46   	 -25.43		
706.18   	386.96   	 16.91   	  35.61		 63.36   	 -35.61		
929.87   	498.66   	 17.05   	 101.73		 63.21   	 -66.12		
1101.07   	513.00   	 17.46   	  61.04		 62.95   	 -40.69		
982.97   	335.39   	 17.70   	  71.21		 62.79   	 -35.61		
778.20   	 72.63   	 17.99   	  81.38		 62.64   	 -35.61		
569.76   	-192.57   	 18.31   	  91.56		 62.50   	 -40.69		
420.23   	-395.81   	 18.68   	  91.56		 62.34   	 -40.69		
336.61   	-519.71   	 19.04   	 106.82		 62.18   	 -35.61		
280.15   	-582.58   	 19.47   	 106.82		 62.03   	 -40.69		
208.74   	-603.94(R)	 19.90(E)	 127.16		 61.87   	 -40.69		
108.64   	-581.97   	 20.41   	 137.33		 61.71   	 -35.61		
 -4.27   	-508.73   	 20.96   	 167.85		 61.57   	 -40.69		
-105.29   	-402.22   	 21.63   	 193.29		 61.40   	 -30.52		
-181.88   	-300.60   	 22.40   	 239.06		 61.28   	 -30.52		
-236.51   	-236.51   	 23.36   	 295.01		 61.16   	 -20.35		
-277.71   	-211.18   	 24.54   	 350.97		 61.08   	 -20.35		
-309.45   	-201.72   	 25.94   	 417.09		 61.00   	 -10.17		
-329.28   	-181.88   	 27.61   	 493.39		 60.96   	  -5.09		
-335.39   	-146.48   	 29.58   	 559.51		 60.94   	   5.09		
-328.06   	-111.08   	 31.82   	 635.81		 60.96   	  10.17		
-309.45   	-92.47   	 34.36   	 696.84		 61.00   	  15.26		
-281.37   	-90.94   	 37.15   	 757.88		 61.06   	  30.52		
-245.06   	-92.16   	 40.18   	 798.57		 61.18   	  35.61		
-203.86   	-80.26   	 43.38   	 829.09		 61.32   	  50.86		
-162.66   	-51.88   	 46.69   	 854.52		 61.53   	  61.04		
-129.09   	-19.23   	 50.11   	 854.52		 61.77   	  81.38		
-107.42   	  1.22   	 53.53   	 849.44		 62.10   	  96.64		
-97.05   	  1.83   	 56.93   	 829.09		 62.48   	 116.99		
-94.30   	-10.68   	 60.24   	 798.57		 62.95   	 137.33		
-93.69   	-23.19   	 63.44   	 762.97		 63.50   	 157.68		
-92.77   	-26.55   	 66.49   	 717.19		 64.13   	 178.03		
-90.94   	-22.58   	 69.36   	 676.50		 64.84   	 203.46		
-89.11   	-18.31   	 72.06   	 630.72		 65.66   	 213.63		
-87.89   	-18.62   	 74.59   	 590.03		 66.51   	 228.89		
-86.98   	-22.58   	 76.95   	 554.42		 67.43   	 244.15		
-86.36   	-25.94   	 79.17   	 518.82		 68.40   	 249.24		
-85.45   	-25.33   	 81.24   	 498.47		 69.40   	 249.24		
-83.92   	-22.58   	 83.23   	 473.04		 70.40   	 259.41		
-81.79   	-20.75   	 85.13   	 442.52		 71.43   	 254.32		
-80.57   	-22.58   	 86.90   	 427.26		 72.45   	 254.32		
-80.87   	-27.77   	 88.61   	 396.74		 73.47   	 249.24		
-82.40   	-32.04   	 90.19   	 371.31		 74.47   	 249.24		
-83.31   	-32.96   	 91.68   	 345.88		 75.46   	 244.15		
-82.70   	-29.60   	 93.06   	 325.53		 76.44   	 244.15		
-81.48   	-24.41   	 94.36   	 310.27		 77.42   	 244.15		
-80.26   	-20.45   	 95.60   	 289.93		 78.39   	 249.24		
-80.87   	-19.53   	 96.76   	 289.93		 79.39   	 254.32		
-82.09   	-22.58   	 97.92   	 289.93		 80.41   	 254.32		
-83.01   	-27.77   	 99.08   	 300.10		 81.42   	 264.50		
-83.31   	-32.65   	100.28   	 315.36		 82.48   	 274.67		
-83.62   	-35.71   	101.55   	 345.88		 83.58   	 279.75		
-83.92   	-36.01   	102.93   	 366.22		 84.70   	 289.93		
-84.53   	-34.79   	104.39   	 381.48		 85.86   	 295.01		
-84.53   	-32.65   	105.92   	 386.57		 87.04   	 305.19		
-84.23   	-30.82   	107.47   	 386.57		 88.26   	 310.27		
-83.92   	-29.60   	109.01   	 371.31		 89.50   	 315.36		
-83.31   	-28.99   	110.50   	 340.79		 90.76   	 315.36		
-82.70   	-28.69   	111.86   	 320.45		 92.02   	 320.45		
-81.79   	-28.08   	113.14   	 295.01		 93.31   	 315.36		
-80.57   	-26.86   	114.32   	 279.75		 94.57   	 320.45		
-79.35   	-25.33   	115.44   	 264.50		 95.85   	 320.45		
-78.43   	-22.89   	116.50   	 269.58		 97.13   	 320.45		
-77.82   	-19.84   	117.58   	 269.58		 98.41   	 325.53		
-77.82   	-16.17   	118.66   	 274.67		 99.71   	 325.53		
-78.43   	-12.51   	119.76   	 279.75		101.02   	 325.53		
-79.96   	-10.38   	120.87   	 284.84		102.32   	 330.62		
-81.48   	-10.38   	122.01   	 279.75		103.64   	 335.71		
-82.09   	-12.21   	123.13   	 279.75		104.98   	 335.71		
-80.87   	-13.43   	124.25   	 274.67		106.33   	 340.79		
-79.35   	-12.51   	125.35   	 259.41		107.69   	 335.71		
-79.04   	 -8.54   	126.39   	 254.32		109.03   	 345.88		
-80.57   	 -2.75   	127.41   	 244.15		110.42   	 340.79		
-83.31   	  3.36   	128.38   	 233.98		111.78   	 345.88		
-84.53   	  9.46   	129.32   	 228.89		113.16   	 350.97		
-83.31   	 15.56   	130.23   	 228.89		114.57   	 345.88		
-80.26   	 21.67   	131.15   	 228.89		115.95   	 350.97		
-77.51   	 27.77   	132.06   	 239.06		117.35   	 345.88		
-75.68   	 32.96   	133.02   	 244.15		118.74   	 350.97		
-75.38   	 37.54   	134.00   	 259.41		120.14   	 345.88		
-75.38   	 42.72   	135.04   	 264.50		121.53   	 345.88		
-74.46   	 50.96   	136.09   	 269.58		122.91   	 345.88		
-72.33   	 62.56   	137.17   	 269.58		124.29   	 340.79		
-69.58   	 75.68   	138.25   	 269.58		125.66   	 340.79		
-66.83   	 86.98   	139.33   	 259.41		127.02   	 335.71		
-63.78   	 93.69   	140.37   	 254.32		128.36   	 335.71		
-60.12   	 95.83   	141.38   	 249.24		129.70   	 330.62		
-55.24   	 96.44   	142.38   	 249.24		131.03   	 325.53		
-50.35   	 97.66   	143.38   	 249.24		132.33   	 325.53		
-45.47   	101.01   	144.37   	 249.24		133.63   	 320.45		
-39.98   	105.90   	145.37   	 249.24		134.91   	 320.45		
-32.96   	111.69   	146.37   	 244.15		136.19   	 315.36		
-24.72   	117.49   	147.34   	 239.06		137.46   	 315.36		
-15.56   	122.68   	148.30   	 223.80		138.72   	 305.19		
 -8.24   	126.04   	149.20   	 203.46		139.94   	 295.01		
 -3.36   	126.95   	150.01   	 183.11		141.12   	 289.93		
  0.00   	125.43   	150.74   	 157.68		142.28   	 269.58		
  3.36   	123.29   	151.37   	 127.16		143.36   	 259.41		
  6.71   	121.46   	151.88   	 106.82		144.39   	 239.06		
 10.38   	119.93   	152.31   	  86.47		145.35   	 218.72		
 11.90   	117.80   	152.65   	  61.04		146.23   	 198.37		
 11.29   	113.22   	152.90   	  40.69		147.02   	 178.03		
  8.54   	105.90   	153.06   	  15.26		147.73   	 157.68		
  5.19   	 96.44   	153.12(S)	   0.00		148.36   	 137.33		
  2.14   	 87.28   	153.12   	 -30.52		148.91   	 116.99		
  0.31   	 79.35   	153.00   	 -61.04		149.38   	  91.56		
 -1.22   	 72.63   	152.76   	 -91.56		149.75   	  71.21		
 -3.36   	 66.22   	152.39   	-127.16		150.03   	  45.78		
 -6.41   	 60.42   	151.88   	-167.85		150.21   	  25.43		
 -9.46   	 54.93   	151.21   	-203.46		150.31(S)	  -5.09		
-11.90   	 50.66   	150.40   	-244.15		150.29   	 -25.43		
-14.04   	 47.30   	149.42   	-284.84		150.19   	 -55.95		
-14.95   	 43.95   	148.28   	-315.36		149.97   	 -81.38		
-15.26   	 39.98   	147.02   	-350.97		149.64   	-111.90		
-14.65   	 35.10   	145.61   	-381.48		149.20   	-137.33		
-14.04   	 30.82   	144.09   	-412.00		148.65   	-162.77		
-13.73   	 27.77   	142.44   	-447.61		148.00   	-188.20		
-14.65   	 26.25   	140.65   	-483.21		147.24   	-213.63		
-16.17   	 25.33   	138.72   	-528.99		146.39   	-239.06		
-17.70   	 24.41   	136.60   	-584.94		145.43   	-259.41		
-18.62   	 23.19   	134.26   	-640.89		144.39   	-279.75		
-19.23   	 20.75   	131.70   	-701.93		143.28   	-295.01		
-19.53   	 18.01   	128.89   	-773.14		142.10   	-315.36		
-19.84   	 15.26   	125.80   	-829.09		140.83   	-325.53		
-20.45   	 13.73   	122.48   	-895.22		139.53   	-330.62		
-21.67   	 13.73   	118.90   	-940.99		138.21   	-340.79		
-23.80   	 14.95   	115.14   	-976.60		136.85   	-340.79		
-26.86   	 15.56   	111.23   	-1012.20		135.48   	-340.79		
-29.60   	 12.82   	107.18   	-1022.38		134.12   	-335.71		
-31.43   	  7.63   	103.09   	-1032.55		132.78   	-325.53		
-31.43   	  3.05   	 98.96   	-1022.38		131.47   	-315.36		
-30.21   	  1.83   	 94.87   	-1017.29		130.21   	-310.27		
-28.69   	  5.80   	 90.80   	-996.94		128.97   	-289.93		
-27.77   	 12.21   	 86.82   	-981.68		127.81   	-279.75		
-28.38   	 17.40   	 82.89   	-966.43		126.69   	-269.58		
-29.91   	 18.62   	 79.02   	-946.08		125.61   	-259.41		
-31.43   	 16.17   	 75.24   	-930.82		124.58   	-249.24		
-32.65   	 12.21   	 71.52   	-910.47		123.58   	-239.06		
-34.48   	  9.16   	 67.87   	-900.30		122.62   	-233.98		
-36.01   	  7.32   	 64.27   	-885.04		121.69   	-223.80		
-37.23   	  6.71   	 60.73   	-864.70		120.79   	-218.72		
-37.54   	  6.41   	 57.27   	-844.35		119.92   	-218.72		
-36.01   	  7.32   	 53.90   	-818.92		119.04   	-213.63		
-34.18   	  9.46   	 50.62   	-798.57		118.19   	-213.63		
-32.96   	 12.51   	 47.43   	-768.05		117.33   	-208.54		
-33.87   	 15.26   	 44.35   	-737.54		116.50   	-208.54		
-36.62   	 16.48   	 41.40   	-707.02		115.67   	-208.54		
-40.59   	 15.26   	 38.58   	-671.41		114.83   	-203.46		
-44.56   	 12.82   	 35.89   	-635.81		114.02   	-203.46		
-46.69   	 10.68   	 33.35   	-595.11		113.20   	-198.37		
-46.39   	 10.07   	 30.97   	-554.42		112.41   	-198.37		
-43.95   	 11.90   	 28.75   	-508.65		111.62   	-193.29		
-39.98   	 14.34   	 26.71   	-473.04		110.84   	-193.29		
-37.54   	 15.87   	 24.82   	-432.35		110.07   	-183.11		
-37.54   	 14.65   	 23.09   	-386.57		109.34   	-188.20		
-39.37   	 11.60   	 21.55   	-350.97		108.59   	-178.03		
-41.81   	  9.16   	 20.14   	-305.19		107.87   	-178.03		
-43.03   	  8.24   	 18.92   	-274.67		107.16   	-167.85		
-42.72   	  8.54   	 17.82   	-244.15		106.49   	-172.94		
-42.11   	  8.24   	 16.85   	-213.63		105.80   	-162.77		
-41.81   	  6.41   	 15.99   	-183.11		105.15   	-167.85		
-41.81   	  4.27   	 15.26   	-167.85		104.48   	-157.68		
-41.81   	  2.44   	 14.59   	-142.42		103.84   	-162.77		
-40.89   	  2.14   	 14.02   	-132.25		103.19   	-157.68		
-39.37   	  2.75   	 13.49   	-116.99		102.56   	-152.59		
-38.45   	  3.66   	 13.02   	-111.90		101.95   	-152.59		
-38.45   	  5.19   	 12.57   	-101.73		101.34   	-152.59		
-38.76   	  6.41   	 12.17   	 -91.56		100.73   	-142.42		
-38.76   	  7.32   	 11.80   	 -91.56		100.16   	-142.42		
-39.06   	  6.71   	 11.43   	 -86.47		 99.59   	-137.33		
-39.98   	  4.27   	 11.09   	 -81.38		 99.04   	-137.33		
-41.81   	 -0.31   	 10.76   	 -76.30		 98.49   	-127.16		
-43.64   	 -5.80   	 10.46   	 -76.30		 97.99   	-127.16		
-44.86   	-10.38   	 10.15   	 -66.12		 97.48   	-127.16		
-44.56   	-13.12   	  9.89   	 -61.04		 96.97   	-127.16		
-43.03   	-12.51   	  9.64   	 -50.86		 96.46   	-122.07		
-40.59   	 -9.46   	  9.44   	 -40.69		 95.97   	-122.07		
-37.84   	 -4.58   	  9.28   	 -35.61		 95.48   	-122.07		
