  I     	  II     	  LV     	  LV'		  RV     	  RV'		
 30.52   	 57.07   	120.43   	 172.94		 28.79   	  15.26		
 36.01   	 68.36   	121.12   	 172.94		 28.85   	  35.61		
 39.98   	 76.90   	121.81   	 167.85		 28.99   	  55.95		
 43.03   	 83.92   	122.48   	 157.68		 29.22   	  71.21		
 46.39   	 89.72   	123.11   	 152.59		 29.50   	  81.38		
 51.57   	 93.99   	123.72   	 152.59		 29.83   	  71.21		
 58.29   	 96.44   	124.33   	 142.42		 30.11   	  50.86		
 65.00   	 99.18   	124.90   	 142.42		 30.32   	  25.43		
 71.41   	104.68   	125.47   	 137.33		 30.42   	  -5.09		
 76.90   	115.36   	126.02   	 132.25		 30.40   	 -35.61		
 82.09   	129.09   	126.55   	 127.16		 30.25   	 -40.69		
 87.59   	142.21   	127.06   	 127.16		 30.09   	 -40.69		
 92.16   	151.06   	127.57   	 116.99		 29.93   	 -15.26		
 94.60   	153.81   	128.04   	 111.90		 29.87   	  10.17		
 94.91   	152.28   	128.48   	 106.82		 29.91   	  35.61		
 93.69   	150.15   	128.91   	 101.73		 30.05   	  55.95		
 93.08   	149.84   	129.32   	  96.64		 30.27   	  66.12		
 93.99   	151.37   	129.70   	  86.47		 30.54   	  66.12		
 95.83   	152.59   	130.05   	  81.38		 30.80   	  45.78		
 96.13   	151.98   	130.38   	  76.30		 30.99   	  30.52		
 93.08   	148.01   	130.68   	  66.12		 31.11   	   5.09		
 86.06   	140.38   	130.95   	  61.04		 31.13   	  -5.09		
 77.21   	130.62   	131.19   	  55.95		 31.11   	 -20.35		
 69.58   	119.63   	131.41   	  40.69		 31.03   	 -25.43		
 63.78   	108.95   	131.58   	  35.61		 30.93   	 -20.35		
 58.59   	 98.57   	131.72   	  20.35		 30.84   	 -25.43		
 51.57   	 87.28   	131.80   	  10.17		 30.74   	 -25.43		
 41.50   	 73.85   	131.84   	   5.09		 30.64   	 -30.52		
 30.52   	 58.90   	131.86   	  -5.09		 30.52   	 -40.69		
 20.75   	 42.42   	131.84   	 -20.35		 30.36   	 -55.95		
 12.82   	 25.94   	131.76   	 -30.52		 30.13   	 -71.21		
  5.19   	 10.38   	131.64   	 -45.78		 29.85   	 -86.47		
 -2.75   	 -3.05   	131.45   	 -66.12		 29.50   	-106.82		
-10.07   	-12.82   	131.19   	 -91.56		 29.07   	-116.99		
-14.34   	-17.70   	130.82   	-122.07		 28.61   	-127.16		
-15.87   	-18.62   	130.34   	-162.77		 28.10   	-142.42		
-16.17   	-17.40   	129.68   	-208.54		 27.53   	-147.51		
-18.01   	-17.70   	128.85   	-269.58		 26.94   	-162.77		
-21.67   	-21.97   	127.77   	-330.62		 26.29   	-178.03		
-26.25   	-29.30   	126.45   	-396.74		 25.57   	-198.37		
-28.99   	-37.23   	124.86   	-467.95		 24.78   	-208.54		
-28.99   	-41.50   	122.99   	-549.34		 23.95   	-223.80		
-27.77   	-41.20   	120.79   	-635.81		 23.05   	-228.89		
-27.16   	-38.45   	118.25   	-752.79		 22.14   	-223.80		
-27.77   	-35.71   	115.24   	-864.70		 21.24   	-223.80		
-29.30   	-34.79   	111.78   	-991.86		 20.35   	-213.63		
-30.52   	-35.10   	107.81   	-1108.85		 19.49   	-203.46		
-30.52   	-35.40   	103.38   	-1215.66		 18.68   	-183.11		
-29.91   	-34.48   	 98.51   	-1302.13		 17.94   	-167.85		
-29.60   	-32.96   	 93.31   	-1368.26		 17.27   	-157.68		
-30.52   	-32.65   	 87.83   	-1403.86		 16.64   	-147.51		
-32.65   	-32.96   	 82.22   	-1403.86		 16.05   	-142.42		
-34.48   	-32.96   	 76.60   	-1378.43		 15.48   	-132.25		
-35.10   	-32.96   	 71.09   	-1332.65		 14.95   	-122.07		
-34.18   	-33.57   	 65.76   	-1281.79		 14.47   	-106.82		
-32.96   	-36.32   	 60.63   	-1215.66		 14.04   	 -96.64		
-33.87   	-41.20   	 55.77   	-1144.45		 13.65   	 -86.47		
-36.62   	-47.00   	 51.19   	-1068.15		 13.31   	 -76.30		
-40.28   	-51.27   	 46.92   	-986.77		 13.00   	 -76.30		
-42.42   	-53.10   	 42.97   	-910.47		 12.70   	 -71.21		
-42.72   	-51.88   	 39.33   	-834.18		 12.41   	 -76.30		
-41.20   	-46.69   	 35.99   	-768.05		 12.11   	 -81.38		
-39.67   	-39.06   	 32.92   	-701.93		 11.78   	 -81.38		
-37.84   	-31.13   	 30.11   	-640.89		 11.45   	 -76.30		
-36.32   	-25.02   	 27.55   	-579.86		 11.15   	 -71.21		
-35.40   	-21.97   	 25.23   	-528.99		 10.86   	 -61.04		
-35.40   	-21.97   	 23.11   	-478.13		 10.62   	 -55.95		
-37.54   	-22.89   	 21.20   	-432.35		 10.40   	 -45.78		
-41.20   	-24.41   	 19.47   	-381.48		 10.21   	 -35.61		
-45.17   	-26.86   	 17.94   	-335.71		 10.07   	 -35.61		
-48.22   	-29.91   	 16.60   	-289.93		  9.93   	 -25.43		
-49.13   	-32.65   	 15.44   	-254.32		  9.83   	 -25.43		
-48.52   	-33.26   	 14.43   	-218.72		  9.73   	 -25.43		
-47.30   	-31.43   	 13.55   	-183.11		  9.62   	 -20.35		
-45.78   	-27.77   	 12.82   	-152.59		  9.54   	 -25.43		
-44.56   	-25.02   	 12.21   	-132.25		  9.44   	 -25.43		
-43.64   	-25.33   	 11.68   	-106.82		  9.34   	 -30.52		
-43.33   	-29.91   	 11.25   	 -86.47		  9.22   	 -25.43		
-43.95   	-36.62   	 10.91   	 -66.12		  9.11   	 -15.26		
-45.47   	-42.11   	 10.64   	 -55.95		  9.05   	 -10.17		
-47.61   	-43.33   	 10.42   	 -45.78		  9.01   	   0.00		
-49.44   	-39.98   	 10.23   	 -35.61		  9.01   	  20.35		
-50.66   	-34.48   	 10.09   	 -30.52		  9.09   	  35.61		
-50.96   	-30.82   	  9.97   	 -20.35		  9.24   	  45.78		
-50.96   	-29.91   	  9.89   	 -15.26		  9.42   	  55.95		
-50.05   	-31.43   	  9.83   	  -5.09		  9.64   	  61.04		
-48.52   	-33.57   	  9.81   	 -10.17		  9.89   	  61.04		
-47.30   	-35.71   	  9.77   	   0.00		 10.13   	  50.86		
-45.78   	-39.37   	  9.77   	   5.09		 10.34   	  40.69		
-44.86   	-45.17   	  9.79   	  10.17		 10.50   	  35.61		
-43.64   	-51.27   	  9.83   	  10.17		 10.64   	  30.52		
-42.72   	-55.24   	  9.87   	  10.17		 10.76   	  25.43		
-42.42   	-55.85   	  9.91   	  15.26		 10.86   	  35.61		
-42.42   	-52.49   	  9.97   	  20.35		 11.01   	  40.69		
-42.42   	-47.91   	 10.05   	  15.26		 11.17   	  50.86		
-41.81   	-44.56   	 10.11   	  25.43		 11.37   	  45.78		
-40.89   	-43.95   	 10.21   	  25.43		 11.56   	  50.86		
-40.28   	-45.78   	 10.32   	  25.43		 11.76   	  45.78		
-41.50   	-48.83   	 10.42   	  30.52		 11.94   	  40.69		
-43.64   	-50.66   	 10.54   	  35.61		 12.11   	  35.61		
-46.39   	-51.27   	 10.68   	  30.52		 12.25   	  30.52		
-47.00   	-50.05   	 10.80   	  35.61		 12.37   	  30.52		
-45.47   	-47.91   	 10.95   	  35.61		 12.49   	  25.43		
-42.11   	-45.78   	 11.09   	  40.69		 12.59   	  25.43		
-39.06   	-44.56   	 11.25   	  35.61		 12.70   	  20.35		
-38.45   	-44.86   	 11.39   	  30.52		 12.78   	  25.43		
-40.89   	-46.39   	 11.52   	  35.61		 12.88   	  15.26		
-44.56   	-47.30   	 11.66   	  30.52		 12.94   	  20.35		
-46.39   	-46.39   	 11.78   	  30.52		 13.02   	  20.35		
-44.86   	-44.25   	 11.90   	  30.52		 13.10   	  15.26		
-41.81   	-42.72   	 12.02   	  25.43		 13.16   	  20.35		
-39.67   	-43.33   	 12.13   	  25.43		 13.25   	  20.35		
-40.59   	-46.69   	 12.23   	  20.35		 13.33   	  15.26		
-43.95   	-50.35   	 12.31   	  20.35		 13.39   	  15.26		
-47.00   	-52.19   	 12.39   	  15.26		 13.45   	  10.17		
-47.30   	-51.27   	 12.45   	  20.35		 13.49   	   5.09		
-44.25   	-48.52   	 12.53   	  15.26		 13.51   	   0.00		
-39.67   	-46.39   	 12.59   	  15.26		 13.51   	   0.00		
-36.32   	-46.08   	 12.66   	  15.26		 13.51   	  -5.09		
-35.71   	-47.00   	 12.72   	  15.26		 13.49   	  -5.09		
-36.93   	-47.61   	 12.78   	  15.26		 13.47   	  -5.09		
-38.45   	-45.78   	 12.84   	  10.17		 13.45   	   0.00		
-37.84   	-42.42   	 12.88   	  15.26		 13.45   	   0.00		
-33.87   	-38.45   	 12.94   	  10.17		 13.45   	  10.17		
-27.47   	-33.87   	 12.98   	  10.17		 13.49   	  10.17		
-22.28   	-28.69   	 13.02   	  15.26		 13.53   	  15.26		
-19.53   	-21.36   	 13.08   	  10.17		 13.59   	  25.43		
-19.23   	-11.60   	 13.12   	  10.17		 13.69   	  25.43		
-20.45   	 -2.14   	 13.16   	  15.26		 13.79   	  30.52		
-21.06   	  4.27   	 13.22   	  10.17		 13.92   	  25.43		
-18.92   	  6.71   	 13.27   	  10.17		 14.02   	  30.52		
-14.65   	  5.49   	 13.31   	   5.09		 14.14   	  15.26		
 -9.46   	  2.75   	 13.33   	  10.17		 14.20   	  15.26		
 -4.58   	  1.53   	 13.37   	   5.09		 14.26   	   0.00		
 -0.61   	  3.05   	 13.39   	   0.00		 14.26   	 -10.17		
  2.44   	  7.02   	 13.39   	   0.00		 14.22   	 -15.26		
  5.49   	 10.68   	 13.39   	  -5.09		 14.16   	 -25.43		
  9.16   	 10.99   	 13.37   	  -5.09		 14.06   	 -20.35		
 13.73   	  6.41   	 13.35   	 -10.17		 13.98   	 -25.43		
 18.62   	  0.31   	 13.31   	 -10.17		 13.88   	 -30.52		
 24.11   	 -2.75   	 13.27   	 -10.17		 13.75   	 -35.61		
 28.69   	 -2.14   	 13.22   	 -10.17		 13.61   	 -35.61		
 29.91   	 -1.83   	 13.18   	 -10.17		 13.47   	 -35.61		
 24.72   	 -6.41   	 13.14   	  -5.09		 13.33   	 -35.61		
 12.51   	-18.62   	 13.12   	   0.00		 13.18   	 -25.43		
 -4.58   	-34.48   	 13.12   	   0.00		 13.08   	 -10.17		
-22.28   	-48.22   	 13.12   	   5.09		 13.04   	  10.17		
-36.32   	-57.37   	 13.14   	  10.17		 13.08   	  40.69		
-45.47   	-62.56   	 13.18   	   5.09		 13.25   	  61.04		
-49.74   	-66.22   	 13.20   	  10.17		 13.49   	  81.38		
-49.74   	-69.27   	 13.25   	  15.26		 13.81   	  96.64		
-47.30   	-72.63   	 13.31   	  10.17		 14.20   	 101.73		
-44.25   	-76.60   	 13.35   	  15.26		 14.61   	  86.47		
-43.03   	-82.40   	 13.41   	  15.26		 14.95   	  71.21		
-44.56   	-88.81   	 13.47   	  10.17		 15.24   	  55.95		
-47.30   	-93.69   	 13.51   	  10.17		 15.46   	  35.61		
-49.13   	-94.30   	 13.55   	   5.09		 15.61   	  15.26		
-48.52   	-90.64   	 13.57   	   5.09		 15.67   	   5.09		
-46.39   	-84.84   	 13.59   	   0.00		 15.69   	  -5.09		
-44.86   	-79.35   	 13.59   	  -5.09		 15.67   	 -20.35		
-44.86   	-75.99   	 13.57   	  -5.09		 15.58   	 -35.61		
-47.00   	-75.07   	 13.55   	 -10.17		 15.44   	 -40.69		
-48.83   	-76.29   	 13.51   	 -10.17		 15.28   	 -50.86		
-49.13   	-77.82   	 13.47   	 -15.26		 15.08   	 -35.61		
-47.00   	-78.13   	 13.41   	 -20.35		 14.93   	 -10.17		
-43.33   	-75.99   	 13.33   	 -15.26		 14.89   	  30.52		
-39.06   	-71.72   	 13.27   	 -20.35		 15.02   	  86.47		
-36.93   	-68.05   	 13.18   	 -15.26		 15.36   	 122.07		
-37.84   	-67.75   	 13.12   	 -20.35		 15.85   	 157.68		
-41.20   	-70.50   	 13.04   	 -15.26		 16.48   	 157.68		
-44.86   	-74.16   	 12.98   	 -10.17		 17.11   	 152.59		
-42.72   	-74.77   	 12.94   	 -10.17		 17.72   	 116.99		
-27.16   	-70.50   	 12.90   	  -5.09		 18.19   	  76.30		
 10.68   	-58.29   	 12.88   	   0.00		 18.49   	  40.69		
 73.55   	-33.26   	 12.88(E)	   5.09		 18.66   	   0.00		
157.78   	 13.43   	 12.90   	  15.26		 18.66   	 -20.35		
252.38   	 91.86   	 12.96   	  20.35		 18.58   	 -35.61		
338.13   	198.67   	 13.04   	  30.52		 18.43   	 -45.78		
393.07   	305.48   	 13.16   	  45.78		 18.25   	 -50.86		
395.81   	368.96(R)	 13.35   	  66.12		 18.05   	 -55.95		
332.95   	356.45   	 13.61   	  96.64		 17.82   	 -50.86		
209.35   	265.50   	 14.00   	 122.07		 17.62   	 -50.86		
 54.93   	131.23   	 14.49   	 167.85		 17.42   	 -35.61		
-85.75   	  3.97   	 15.16   	 203.46		 17.27(E)	 -10.17		
-172.12   	-83.01   	 15.97   	 254.32		 17.23   	  25.43		
-190.43   	-124.21   	 16.99   	 305.19		 17.33   	  71.21		
-158.69   	-130.31   	 18.21   	 371.31		 17.62   	 106.82		
-111.08   	-115.05   	 19.69   	 447.61		 18.05   	 137.33		
-74.77   	-88.50   	 21.49   	 518.82		 18.60   	 162.77		
-58.29   	-59.81   	 23.56   	 595.11		 19.25   	 172.94		
-54.63   	-38.45   	 25.94   	 661.24		 19.94   	 172.94		
-53.41   	-31.13   	 28.59   	 732.45		 20.63   	 167.85		
-50.66   	-36.32   	 31.52   	 793.49		 21.30   	 162.77		
-48.83   	-46.39   	 34.69   	 854.52		 21.95   	 157.68		
-49.44   	-52.80   	 38.11   	 920.65		 22.58   	 162.77		
-51.57   	-53.10   	 41.79   	 986.77		 23.23   	 188.20		
-52.80   	-49.13   	 45.74   	1052.90		 23.99   	 213.63		
-50.96   	-44.25   	 49.95   	1093.59		 24.84   	 249.24		
-47.30   	-40.89   	 54.32   	1108.85		 25.84   	 279.75		
-43.95   	-39.06   	 58.76   	1108.85		 26.96   	 295.01		
-43.03   	-39.06   	 63.19   	1088.50		 28.14   	 305.19		
-44.56   	-39.67   	 67.55   	1052.90		 29.36   	 279.75		
-47.30   	-40.28   	 71.76   	1007.12		 30.48   	 254.32		
-47.91   	-39.67   	 75.79   	 940.99		 31.50   	 203.46		
-45.78   	-36.62   	 79.55   	 854.52		 32.31   	 162.77		
-41.50   	-31.13   	 82.97   	 768.05		 32.96   	 116.99		
-37.23   	-24.41   	 86.04   	 676.50		 33.43   	  86.47		
-34.79   	-18.01   	 88.75   	 605.29		 33.77   	  61.04		
-35.10   	-13.73   	 91.17   	 528.99		 34.02   	  45.78		
-36.32   	-12.21   	 93.29   	 478.13		 34.20   	  35.61		
-35.71   	-12.21   	 95.20   	 422.18		 34.34   	  25.43		
-33.26   	-13.12   	 96.89   	 391.66		 34.45   	  10.17		
-30.21   	-13.12   	 98.45   	 366.22		 34.49   	   0.00		
-28.38   	-12.21   	 99.92   	 356.05		 34.49   	 -15.26		
-27.77   	 -9.16   	101.34   	 345.88		 34.43   	 -25.43		
-28.08   	 -4.88   	102.73   	 335.71		 34.32   	 -35.61		
-27.77   	 -0.61   	104.07   	 325.53		 34.18   	 -35.61		
-26.25   	  2.14   	105.37   	 300.10		 34.04   	 -25.43		
-23.80   	  3.36   	106.57   	 289.93		 33.94   	 -20.35		
-20.75   	  5.49   	107.73   	 269.58		 33.86   	 -10.17		
-17.70   	  9.77   	108.81   	 259.41		 33.81   	   0.00		
-14.65   	 15.87   	109.85   	 249.24		 33.81   	   0.00		
-10.38   	 22.58   	110.84   	 233.98		 33.81   	  10.17		
 -5.19   	 27.77   	111.78   	 213.63		 33.86   	  15.26		
  0.31   	 31.74   	112.63   	 193.29		 33.92   	  30.52		
  5.19   	 35.40   	113.41   	 178.03		 34.04   	  40.69		
  8.54   	 40.89   	114.12   	 157.68		 34.20   	  61.04		
 11.60   	 48.52   	114.75   	 152.59		 34.45   	  71.21		
 15.56   	 58.29   	115.36   	 142.42		 34.73   	  91.56		
 21.36   	 69.27   	115.93   	 132.25		 35.10   	 101.73		
 28.38   	 80.26   	116.46   	 127.16		 35.50   	 106.82		
 34.79   	 89.42   	116.97   	 127.16		 35.93   	 122.07		
 39.98   	 95.83   	117.48   	 116.99		 36.42   	 122.07		
 44.25   	 99.49   	117.94   	 116.99		 36.91   	 132.25		
 48.83   	102.23   	118.41   	 111.90		 37.44   	 122.07		
 55.24   	105.90   	118.86   	 111.90		 37.92   	 122.07		
 62.26   	112.00   	119.31   	 111.90		 38.41   	 106.82		
 68.97   	119.63   	119.76   	 106.82		 38.84   	 101.73		
 74.46   	127.87   	120.18   	 101.73		 39.25   	  91.56		
 78.43   	135.50   	120.59   	 101.73		 39.61   	  81.38		
 80.87   	140.99   	121.00   	  96.64		 39.94   	  81.38		
 81.79   	143.74   	121.38   	  91.56		 40.26   	  76.30		
 81.18   	143.74   	121.75   	  86.47		 40.57   	  71.21		
 80.26   	142.82   	122.10   	  81.38		 40.85   	  66.12		
 80.26   	143.43   	122.42   	  76.30		 41.12   	  55.95		
 82.09   	146.79   	122.73   	  66.12		 41.34   	  50.86		
 84.53   	151.37   	122.99   	  66.12		 41.55   	  45.78		
 84.84   	152.89   	123.25   	  55.95		 41.73   	  30.52		
 82.09   	148.62   	123.48   	  50.86		 41.85   	  25.43		
 75.99   	138.24   	123.68   	  45.78		 41.95   	  15.26		
 68.36   	125.43   	123.87   	  35.61		 42.01   	   5.09		
 60.73   	113.83   	124.01   	  35.61		 42.03(S)	  -5.09		
 53.41   	104.37   	124.15   	  20.35		 42.01   	 -10.17		
 45.47   	 95.21   	124.23   	  20.35		 41.97   	 -25.43		
 35.71   	 84.23   	124.31   	   5.09		 41.87   	 -25.43		
 25.02   	 71.41   	124.33(S)	  -5.09		 41.77   	 -35.61		
 15.26   	 59.20   	124.31   	 -15.26		 41.63   	 -40.69		
  7.32   	 50.35   	124.25   	 -35.61		 41.46   	 -40.69		
  1.53   	 44.25   	124.11   	 -55.95		 41.30   	 -50.86		
 -3.66   	 38.45   	123.89   	 -86.47		 41.10   	 -50.86		
 -9.46   	 29.91   	123.54   	-122.07		 40.90   	 -50.86		
-16.17   	 18.62   	123.05   	-172.94		 40.69   	 -61.04		
-22.58   	  6.71   	122.36   	-228.89		 40.45   	 -61.04		
-28.08   	 -2.75   	121.44   	-289.93		 40.20   	 -66.12		
-31.43   	 -7.93   	120.28   	-356.05		 39.94   	 -71.21		
-34.18   	-10.99   	118.86   	-417.09		 39.65   	 -76.30		
-37.54   	-14.34   	117.19   	-493.39		 39.35   	 -86.47		
-41.81   	-18.92   	115.22   	-590.03		 39.00   	 -86.47		
-46.08   	-23.80   	112.86   	-722.28		 38.66   	 -91.56		
-49.13   	-27.77   	109.97   	-849.44		 38.29   	 -96.64		
-50.05   	-30.21   	106.57   	-976.60		 37.90   	 -96.64		
-49.44   	-32.04   	102.66   	-1088.50		 37.52   	 -96.64		
-49.44   	-34.48   	 98.31   	-1190.23		 37.13   	-101.73		
-51.27   	-37.23   	 93.55   	-1276.70		 36.72   	-116.99		
-53.71   	-37.54   	 88.44   	-1337.74		 36.26   	-137.33		
-55.54   	-35.40   	 83.09   	-1358.08		 35.71   	-157.68		
-55.85   	-31.43   	 77.66   	-1342.82		 35.08   	-183.11		
-54.63   	-27.47   	 72.29   	-1307.22		 34.34   	-193.29		
-53.10   	-25.02   	 67.06   	-1251.27		 33.57   	-203.46		
-52.80   	-24.72   	 62.05   	-1185.14		 32.76   	-208.54		
-53.41   	-25.94   	 57.31   	-1108.85		 31.92   	-208.54		
-54.02   	-27.77   	 52.88   	-1027.46		 31.09   	-203.46		
-53.41   	-29.30   	 48.77   	-946.08		 30.27   	-203.46		
-52.19   	-29.30   	 44.98   	-864.70		 29.46   	-218.72		
-51.57   	-27.47   	 41.53   	-788.40		 28.59   	-223.80		
-52.19   	-25.33   	 38.37   	-717.19		 27.69   	-244.15		
-54.02   	-24.11   	 35.50   	-645.98		 26.71   	-254.32		
-55.85   	-23.80   	 32.92   	-579.86		 25.70   	-264.50		
-56.15   	-22.89   	 30.60   	-528.99		 24.64   	-264.50		
-55.24   	-19.84   	 28.48   	-473.04		 23.58   	-259.41		
-52.80   	-14.65   	 26.59   	-432.35		 22.54   	-244.15		
-49.74   	 -9.16   	 24.86   	-391.66		 21.57   	-228.89		
-47.00   	 -6.41   	 23.30   	-356.05		 20.65   	-208.54		
-44.25   	 -6.71   	 21.87   	-320.45		 19.82   	-198.37		
-42.72   	 -9.46   	 20.59   	-284.84		 19.02   	-183.11		
-42.42   	-12.82   	 19.45   	-259.41		 18.29   	-172.94		
-42.72   	-14.95   	 18.41   	-223.80		 17.60   	-162.77		
-42.72   	-14.95   	 17.52   	-198.37		 16.95   	-157.68		
-42.42   	-12.82   	 16.72   	-178.03		 16.32   	-142.42		
-41.20   	 -9.16   	 16.01   	-152.59		 15.75   	-132.25		
-40.28   	 -5.19   	 15.40   	-132.25		 15.22   	-116.99		
-39.98   	 -2.44   	 14.87   	-111.90		 14.75   	 -91.56		
-40.59   	 -3.05   	 14.43   	 -96.64		 14.38   	 -71.21		
-41.81   	 -7.02   	 14.04   	 -81.38		 14.10   	 -50.86		
-42.11   	-13.12   	 13.71   	 -71.21		 13.90   	 -35.61		
-41.81   	-18.62   	 13.43   	 -55.95		 13.75   	 -20.35		
-40.89   	-20.45   	 13.20   	 -45.78		 13.67   	 -15.26		
-40.28   	-18.92   	 13.02   	 -30.52		 13.61   	  -5.09		
-40.28   	-15.87   	 12.90   	 -25.43		 13.59   	 -10.17		
-40.59   	-13.73   	 12.80   	 -15.26		 13.55   	  -5.09		
-40.89   	-13.73   	 12.74   	 -10.17		 13.53   	  -5.09		
-40.28   	-14.95   	 12.70   	  -5.09		 13.51(D)	   0.00		
-39.37   	-16.78   	 12.68(D)	   5.09		 13.51   	   5.09		
-39.06   	-18.62   	 12.70   	   5.09		 13.53   	  15.26		
-40.59   	-21.36   	 12.72   	  15.26		 13.59   	  25.43		
-43.64   	-25.02   	 12.78   	  15.26		 13.69   	  30.52		
-46.08   	-27.47   	 12.84   	  25.43		 13.81   	  30.52		
-46.69   	-27.16   	 12.94   	  25.43		 13.94   	  30.52		
-45.17   	-24.11   	 13.04   	  30.52		 14.06   	  20.35		
-42.42   	-19.53   	 13.16   	  25.43		 14.14   	  10.17		
-40.59   	-16.17   	 13.27   	  30.52		 14.18   	  -5.09		
-40.59   	-15.26   	 13.39   	  30.52		 14.16   	 -15.26		
-42.11   	-15.87   	 13.51   	  35.61		 14.10   	 -25.43		
-43.33   	-15.87   	 13.65   	  35.61		 14.00   	 -30.52		
-43.64   	-15.26   	 13.79   	  40.69		 13.88   	 -25.43		
-43.64   	-14.65   	 13.96   	  45.78		 13.77   	 -15.26		
-44.25   	-16.17   	 14.14   	  45.78		 13.71   	  -5.09		
-45.78   	-19.23   	 14.32   	  45.78		 13.69   	   0.00		
-47.61   	-22.28   	 14.51   	  50.86		 13.69   	  15.26		
-48.83   	-23.19   	 14.71   	  45.78		 13.75   	  15.26		
-48.83   	-22.28   	 14.89   	  50.86		 13.81   	  25.43		
-47.91   	-20.75   	 15.10   	  45.78		 13.92   	  20.35		
-46.39   	-19.23   	 15.28   	  50.86		 14.00   	  25.43		
-44.86   	-17.09   	 15.48   	  45.78		 14.10   	  20.35		
-43.33   	-13.73   	 15.67   	  50.86		 14.18   	  25.43		
-41.81   	 -9.16   	 15.87   	  45.78		 14.28   	  25.43		
-40.89   	 -6.10   	 16.05   	  40.69		 14.38   	  25.43		
-40.59   	 -6.71   	 16.22   	  45.78		 14.49   	  30.52		
-41.50   	-10.38   	 16.40   	  35.61		 14.61   	  35.61		
-43.03   	-14.95   	 16.54   	  35.61		 14.75   	  35.61		
-44.25   	-17.09   	 16.68   	  30.52		 14.89   	  35.61		
-43.95   	-15.56   	 16.81   	  30.52		 15.04   	  30.52		
-42.42   	-11.60   	 16.93   	  20.35		 15.16   	  30.52		
-40.89   	 -7.93   	 17.01   	  20.35		 15.28   	  25.43		
-40.89   	 -6.10   	 17.09   	  15.26		 15.38   	  20.35		
-41.81   	 -6.41   	 17.15   	  10.17		 15.46   	  10.17		
-42.72   	 -7.63   	 17.19   	  10.17		 15.50   	  10.17		
-41.50   	 -8.54   	 17.23   	   5.09		 15.54   	   5.09		
-38.45   	 -9.77   	 17.25   	   5.09		 15.56   	   0.00		
-34.48   	-10.99   	 17.27   	   0.00		 15.56   	   0.00		
-32.04   	-12.51   	 17.27   	   5.09		 15.56   	   5.09		
-31.74   	-14.04   	 17.29   	   5.09		 15.58   	   0.00		
-32.04   	-14.04   	 17.31   	   0.00		 15.58   	   0.00		
-32.04   	-10.99   	 17.31   	   5.09		 15.58   	   0.00		
-29.91   	 -3.36   	 17.33   	   0.00		 15.58   	   0.00		
-25.33   	  9.46   	 17.33   	   5.09		 15.58   	   0.00		
-20.45   	 24.41   	 17.35   	   5.09		 15.58   	   0.00		
-16.48   	 36.93   	 17.38   	   0.00		 15.58   	   0.00		
-14.65   	 43.03   	 17.38   	   5.09		 15.58   	   0.00		
-14.34   	 43.95   	 17.40   	   5.09		 15.58   	   0.00		
-13.12   	 43.64   	 17.42   	   5.09		 15.58   	   0.00		
-10.07   	 45.17   	 17.44   	   5.09		 15.58   	   0.00		
 -4.88   	 50.05   	 17.46   	  10.17		 15.58   	   0.00		
