  I     	  II     	  LV     	  LV'		  PW     	  PW'		
 97.35   	104.68   	  8.55   	  10.17		  8.48   	 -15.26		
112.30   	127.26   	  8.59   	  10.17		  8.42   	 -15.26		
122.68   	135.50   	  8.63   	  10.17		  8.36   	 -15.26		
126.34   	129.39   	  8.67   	   5.09		  8.30   	 -10.17		
123.29   	112.92   	  8.69   	   0.00		  8.26   	 -15.26		
115.05   	 92.77   	  8.69   	   0.00		  8.20   	 -10.17		
104.06   	 74.77   	  8.69   	  -5.09		  8.16   	 -10.17		
 92.16   	 60.73   	  8.67   	 -10.17		  8.12   	 -10.17		
 79.04   	 47.61   	  8.63   	 -15.26		  8.08   	 -15.26		
 62.87   	 30.52   	  8.57   	 -10.17		  8.02   	 -10.17		
 44.25   	  6.71   	  8.52   	 -15.26		  7.98   	 -15.26		
 25.94   	-19.84   	  8.46   	 -15.26		  7.91   	 -10.17		
 11.90   	-42.11   	  8.40   	 -10.17		  7.87   	 -15.26		
  5.49   	-56.15   	  8.36   	  -5.09		  7.81   	 -15.26		
  5.19   	-62.56   	  8.34   	   0.00		  7.75   	 -20.35		
  6.71   	-67.44   	  8.34   	   5.09		  7.67   	 -20.35		
  6.71   	-74.16   	  8.36   	  10.17		  7.59   	 -25.43		
  3.05   	-82.70   	  8.40   	  10.17		  7.49   	 -30.52		
 -2.14   	-89.72   	  8.44   	  15.26		  7.37   	 -30.52		
 -6.10   	-91.86   	  8.50   	  15.26		  7.24   	 -25.43		
 -7.32   	-90.33   	  8.57   	  15.26		  7.14   	 -20.35		
 -6.10   	-88.20   	  8.63   	  25.43		  7.06   	 -15.26		
 -4.58   	-88.20   	  8.73   	  30.52		  7.00   	  -5.09		
 -3.66   	-91.55   	  8.85   	  40.69		  6.98   	   5.09		
 -4.58   	-96.13   	  9.01   	  55.95		  7.00   	  10.17		
 -6.41   	-98.88   	  9.24   	  66.12		  7.04   	  15.26		
 -7.63   	-97.66   	  9.50   	  71.21		  7.10   	  20.35		
 -7.32   	-92.16   	  9.79   	  71.21		  7.18   	  15.26		
 -6.10   	-84.23   	 10.07   	  71.21		  7.24   	  15.26		
 -4.58   	-78.43   	 10.36   	  55.95		  7.30   	  10.17		
 -5.49   	-80.26   	 10.58   	  50.86		  7.34   	   5.09		
-13.73   	-94.60   	 10.78   	  30.52		  7.37   	  10.17		
-31.74   	-119.02   	 10.91   	  20.35		  7.41   	  10.17		
-58.29   	-141.30   	 10.99   	  15.26		  7.45   	  15.26		
-82.40   	-144.96   	 11.05   	  10.17		  7.51   	  20.35		
-85.14   	-113.83   	 11.09   	  20.35		  7.59   	  25.43		
-44.25   	-44.86   	 11.17   	  25.43		  7.69   	  30.52		
 56.15   	 51.88   	 11.27   	  45.78		  7.81   	  30.52		
226.44   	168.15   	 11.45   	  61.04		  7.93   	  30.52		
473.02   	309.75   	 11.70   	  66.12		  8.06   	  35.61		
788.57   	495.30   	 11.96   	  81.38		  8.20   	  30.52		
1127.32   	724.49   	 12.29   	  76.30		  8.32   	  25.43		
1388.86   	938.42   	 12.59   	  76.30		  8.42   	  20.35		
1450.20(R)	1030.27   	 12.90(E)	  76.30		  8.50   	  15.26		
1238.40   	910.64   	 13.20   	  71.21		  8.57   	   5.09		
797.42   	578.61   	 13.49   	  71.21		  8.59   	   5.09		
286.56   	149.84   	 13.77   	  86.47		  8.61   	  -5.09		
-104.68   	-203.25   	 14.12   	 111.90		  8.59   	  -5.09		
-269.78   	-362.24   	 14.57   	 132.25		  8.57   	  -5.09		
-234.99   	-328.37   	 15.10   	 167.85		  8.55   	  -5.09		
-112.30   	-195.92   	 15.77   	 188.20		  8.52   	   0.00		
-13.12   	-74.16   	 16.52   	 218.72		  8.52   	   5.09		
 14.95   	-21.36   	 17.40   	 249.24		  8.55   	  10.17		
-10.99   	-30.21   	 18.39   	 295.01		  8.59   	  10.17		
-48.83   	-61.95   	 19.57   	 356.05		  8.63   	  15.26		
-70.50   	-85.14   	 21.00   	 432.35		  8.69   	  20.35		
-72.33   	-90.03   	 22.73   	 539.16		  8.77   	  30.52		
-65.00   	-84.53   	 24.88   	 666.32		  8.89   	  40.69		
-59.20   	-79.65   	 27.55   	 798.57		  9.05   	  45.78		
-59.51   	-82.09   	 30.74   	 946.08		  9.24   	  55.95		
-63.78   	-91.25   	 34.53   	1068.15		  9.46   	  66.12		
-67.44   	-99.18   	 38.80   	1174.97		  9.73   	  61.04		
-67.75   	-100.10   	 43.50   	1246.18		  9.97   	  61.04		
-65.92   	-92.77   	 48.48   	1276.70		 10.21   	  55.95		
-64.09   	-82.70   	 53.59   	1286.87		 10.44   	  40.69		
-64.09   	-76.90   	 58.74   	1261.44		 10.60   	  20.35		
-65.31   	-77.82   	 63.78   	1236.01		 10.68   	  10.17		
-66.83   	-82.09   	 68.73   	1195.32		 10.72(A)	  -5.09		
-68.66   	-85.45   	 73.51   	1164.80		 10.70   	 -20.35		
-69.89   	-84.84   	 78.17   	1129.19		 10.62   	 -20.35		
-70.80   	-81.18   	 82.69   	1113.93		 10.54   	 -25.43		
-70.80   	-76.60   	 87.14   	1093.59		 10.44   	 -25.43		
-69.89   	-72.94   	 91.52   	1078.33		 10.34   	 -20.35		
-68.36   	-71.11   	 95.83   	1057.98		 10.25   	 -15.26		
-67.44   	-70.50   	100.06   	1032.55		 10.19   	 -10.17		
-68.05   	-69.27   	104.19   	1002.03		 10.15   	  -5.09		
-69.89   	-66.22   	108.20   	 961.34		 10.13   	  -5.09		
-73.24   	-61.04   	112.04   	 910.47		 10.11   	  -5.09		
-76.60   	-53.71   	115.69   	 859.61		 10.09   	 -10.17		
-78.43   	-46.69   	119.12   	 803.66		 10.05   	 -10.17		
-78.74   	-42.11   	122.34   	 742.62		 10.01   	 -15.26		
-77.82   	-40.28   	125.31   	 681.58		  9.95   	 -20.35		
-77.21   	-40.59   	128.04   	 615.46		  9.87   	 -20.35		
-77.51   	-40.59   	130.50   	 549.34		  9.79   	 -30.52		
-78.43   	-38.76   	132.70   	 483.21		  9.66   	 -30.52		
-79.04   	-33.57   	134.63   	 412.00		  9.54   	 -30.52		
-79.65   	-25.63   	136.28   	 350.97		  9.42   	 -40.69		
-80.87   	-16.78   	137.68   	 305.19		  9.26   	 -40.69		
-83.01   	 -8.54   	138.90   	 274.67		  9.09   	 -40.69		
-85.45   	 -3.05   	140.00   	 259.41		  8.93   	 -50.86		
-87.89   	  0.00   	141.04   	 254.32		  8.73   	 -50.86		
-90.64   	  1.53   	142.05   	 264.50		  8.52   	 -55.95		
-93.69   	  3.66   	143.11   	 269.58		  8.30   	 -50.86		
-97.66   	  8.24   	144.19   	 269.58		  8.10   	 -50.86		
-101.32   	 14.95   	145.27   	 264.50		  7.89   	 -45.78		
-103.45   	 23.80   	146.33   	 239.06		  7.71   	 -45.78		
-104.37   	 33.26   	147.28   	 208.54		  7.53   	 -35.61		
-105.59   	 42.11   	148.12   	 172.94		  7.39   	 -30.52		
-108.95   	 49.13   	148.81   	 132.25		  7.26   	 -35.61		
-114.44   	 55.85   	149.34   	  91.56		  7.12   	 -35.61		
-120.85   	 63.78   	149.70   	  61.04		  6.98   	 -40.69		
-126.65   	 73.85   	149.95   	  30.52		  6.82   	 -45.78		
-131.53   	 85.14   	150.07   	   5.09		  6.63   	 -50.86		
-137.02   	 96.13   	150.09(S)	  -5.09		  6.43   	 -66.12		
-144.65   	105.29   	150.07   	 -20.35		  6.16   	 -66.12		
-154.42   	114.14   	149.99   	 -20.35		  5.90   	 -71.21		
-164.79   	125.43   	149.91   	 -10.17		  5.62   	 -66.12		
-175.48   	139.16   	149.87   	  -5.09		  5.35   	 -66.12		
-185.85   	153.20   	149.85   	  10.17		  5.09   	 -55.95		
-197.14   	164.49   	149.89   	  10.17		  4.86   	 -50.86		
-208.74   	169.68   	149.93   	   5.09		  4.66   	 -40.69		
-220.64   	168.76   	149.95   	 -20.35		  4.50   	 -30.52		
-231.63   	163.88   	149.87   	 -45.78		  4.37   	 -20.35		
-240.78   	158.69   	149.68   	 -86.47		  4.29   	 -20.35		
-248.72   	156.86   	149.34   	-116.99		  4.21   	 -10.17		
-255.74   	159.30   	148.87   	-152.59		  4.17   	  -5.09		
-262.15   	163.57   	148.26   	-183.11		  4.15   	  -5.09		
-267.33   	165.10   	147.53   	-208.54		  4.13   	  -5.09		
-269.78   	162.35   	146.69   	-228.89		  4.11   	   0.00		
-267.64   	155.33   	145.78   	-254.32		  4.11   	   0.00		
-260.93   	146.79   	144.76   	-274.67		  4.11   	   5.09		
-250.55   	137.33   	143.66   	-295.01		  4.13   	   5.09		
-236.82   	126.65   	142.48   	-325.53		  4.15   	  10.17		
-220.03   	112.92   	141.18   	-345.88		  4.19   	  10.17		
-198.97   	 96.13   	139.80   	-376.40		  4.23   	  10.17		
-172.73   	 78.74   	138.29   	-406.92		  4.27   	  15.26		
-142.82   	 61.95   	136.66   	-432.35		  4.33   	  15.26		
-111.69   	 47.00   	134.93   	-462.87		  4.39   	  15.26		
-83.01   	 32.04   	133.08   	-493.39		  4.46   	  10.17		
-59.51   	 16.17   	131.11   	-518.82		  4.50   	  15.26		
-42.11   	  0.31   	129.03   	-549.34		  4.56   	  15.26		
-28.38   	-13.12   	126.84   	-584.94		  4.62   	  10.17		
-16.48   	-22.28   	124.50   	-610.37		  4.66   	  15.26		
 -3.97   	-27.77   	122.05   	-645.98		  4.72   	  10.17		
  7.93   	-31.43   	119.47   	-671.41		  4.76   	  15.26		
 18.01   	-36.32   	116.78   	-696.84		  4.82   	  20.35		
 24.72   	-42.72   	114.00   	-722.28		  4.90   	  15.26		
 28.08   	-49.74   	111.11   	-747.71		  4.96   	  20.35		
 28.69   	-55.24   	108.12   	-768.05		  5.05   	  25.43		
 28.08   	-58.59   	105.05   	-788.40		  5.15   	  20.35		
 28.08   	-58.59   	101.89   	-813.83		  5.23   	  20.35		
 29.60   	-56.15   	 98.64   	-839.26		  5.31   	  25.43		
 31.43   	-52.49   	 95.28   	-869.78		  5.41   	  20.35		
 32.65   	-49.74   	 91.80   	-900.30		  5.49   	  20.35		
 32.35   	-49.74   	 88.20   	-935.91		  5.57   	  20.35		
 31.43   	-53.10   	 84.46   	-956.25		  5.66   	  15.26		
 31.13   	-57.98   	 80.63   	-986.77		  5.72   	  15.26		
 31.43   	-60.73   	 76.68   	-1007.12		  5.78   	  15.26		
 32.04   	-58.90   	 72.65   	-1017.29		  5.84   	   5.09		
 31.43   	-53.41   	 68.59   	-1017.29		  5.86   	  10.17		
 28.99   	-47.61   	 64.52   	-1012.20		  5.90   	   0.00		
 25.63   	-44.86   	 60.47   	-991.86		  5.90(V)	   0.00		
 22.89   	-45.47   	 56.50   	-966.43		  5.90   	  -5.09		
 21.97   	-47.91   	 52.63   	-940.99		  5.88   	  -5.09		
 22.89   	-49.74   	 48.87   	-900.30		  5.86   	   0.00		
 24.41   	-50.05   	 45.27   	-869.78		  5.86   	  -5.09		
 24.41   	-48.83   	 41.79   	-834.18		  5.84   	   0.00		
 22.28   	-46.39   	 38.45   	-798.57		  5.84   	   0.00		
 18.92   	-42.72   	 35.26   	-762.97		  5.84   	   5.09		
 15.56   	-39.37   	 32.21   	-727.36		  5.86   	  10.17		
 14.04   	-37.84   	 29.30   	-686.67		  5.90   	  15.26		
 13.73   	-38.76   	 26.55   	-640.89		  5.96   	  15.26		
 14.04   	-41.81   	 23.99   	-584.94		  6.02   	  20.35		
 13.73   	-44.25   	 21.65   	-534.08		  6.10   	  20.35		
 13.12   	-45.47   	 19.51   	-473.04		  6.19   	  30.52		
 12.21   	-46.39   	 17.62   	-412.00		  6.31   	  25.43		
 11.60   	-47.61   	 15.97   	-361.14		  6.41   	  35.61		
 11.29   	-49.13   	 14.53   	-305.19		  6.55   	  35.61		
 12.51   	-49.13   	 13.31   	-259.41		  6.69   	  40.69		
 14.34   	-46.69   	 12.27   	-223.80		  6.86   	  35.61		
 15.87   	-42.72   	 11.37   	-198.37		  7.00   	  40.69		
 16.17   	-40.89   	 10.58   	-178.03		  7.16   	  35.61		
 14.34   	-43.95   	  9.87   	-157.68		  7.30   	  35.61		
 11.60   	-51.57   	  9.24   	-152.59		  7.45   	  35.61		
 10.38   	-60.42   	  8.63   	-142.42		  7.59   	  25.43		
 10.38   	-66.83   	  8.06   	-132.25		  7.69   	  25.43		
 11.60   	-67.75   	  7.53   	-127.16		  7.79   	  15.26		
 12.51   	-63.17   	  7.02   	-106.82		  7.85   	  15.26		
 12.51   	-55.54   	  6.59   	 -96.64		  7.91   	  10.17		
 11.29   	-48.83   	  6.21   	 -81.38		  7.96   	   5.09		
 10.99   	-44.86   	  5.88   	 -61.04		  7.98   	   5.09		
 12.21   	-43.33   	  5.64   	 -45.78		  8.00   	   0.00		
 14.34   	-43.64   	  5.45   	 -35.61		  8.00   	   5.09		
 16.48   	-44.25   	  5.31   	 -25.43		  8.02   	   0.00		
 17.40   	-45.47   	  5.21   	 -15.26		  8.02   	   0.00		
 16.48   	-47.61   	  5.15   	 -15.26		  8.02   	   5.09		
 14.95   	-50.96   	  5.09   	 -15.26		  8.04   	   0.00		
 14.34   	-53.71   	  5.03   	 -20.35		  8.04   	   5.09		
 14.65   	-55.54   	  4.94   	 -20.35		  8.06   	   0.00		
 14.65   	-57.07   	  4.86   	 -20.35		  8.06   	   0.00		
 13.73   	-57.68   	  4.78   	 -25.43		  8.06   	   0.00		
 11.90   	-56.76   	  4.68   	 -25.43		  8.06   	  -5.09		
 10.38   	-53.71   	  4.58   	 -25.43		  8.04   	 -10.17		
 10.68   	-48.83   	  4.48   	 -20.35		  8.00   	 -15.26		
 12.51   	-44.25   	  4.39   	 -15.26		  7.93   	 -15.26		
 14.34   	-41.50   	  4.33   	 -15.26		  7.87   	 -25.43		
 15.26   	-42.42   	  4.27   	 -10.17		  7.77   	 -20.35		
 15.56   	-46.08   	  4.23   	  -5.09		  7.69   	 -25.43		
 15.26   	-50.05   	  4.21(D)	   0.00		  7.59   	 -30.52		
 14.95   	-52.80   	  4.21   	   5.09		  7.47   	 -25.43		
 14.95   	-53.10   	  4.23   	   5.09		  7.37   	 -25.43		
 14.95   	-51.27   	  4.25   	   0.00		  7.26   	 -20.35		
 14.04   	-48.83   	  4.25   	   5.09		  7.18   	 -25.43		
 11.90   	-47.00   	  4.27   	   0.00		  7.08   	 -20.35		
  9.77   	-46.39   	  4.27   	  -5.09		  7.00   	 -15.26		
  7.63   	-46.69   	  4.25   	   0.00		  6.94   	 -10.17		
  7.32   	-47.30   	  4.25   	  -5.09		  6.90   	 -10.17		
  8.85   	-48.22   	  4.23   	   0.00		  6.86   	 -10.17		
 12.51   	-49.74   	  4.23   	   0.00		  6.82   	  -5.09		
 15.87   	-50.35   	  4.23   	  10.17		  6.80   	   0.00		
 17.70   	-49.44   	  4.27   	  15.26		  6.80   	  -5.09		
 17.40   	-44.56   	  4.33   	  20.35		  6.78   	  -5.09		
 16.48   	-32.96   	  4.42   	  30.52		  6.75   	  -5.09		
 17.70   	-14.34   	  4.54   	  30.52		  6.73   	  -5.09		
 22.89   	  8.24   	  4.66   	  40.69		  6.71   	  -5.09		
 30.82   	 28.99   	  4.82   	  35.61		  6.69   	 -10.17		
 37.54   	 41.20   	  4.96   	  35.61		  6.65   	 -10.17		
 39.98   	 41.20   	  5.11   	  30.52		  6.61   	  -5.09		
 38.76   	 31.13   	  5.23   	  25.43		  6.59   	 -10.17		
 37.23   	 17.70   	  5.33   	  20.35		  6.55   	   0.00		
 39.06   	  6.71   	  5.41   	  20.35		  6.55   	  -5.09		
 45.78   	  3.97   	  5.49   	  15.26		  6.53   	   0.00		
 55.85   	 14.04   	  5.55   	  15.26		  6.53   	   0.00		
 67.14   	 38.15   	  5.62   	  15.26		  6.53   	  -5.09		
 78.43   	 71.41   	  5.68   	  20.35		  6.51   	  -5.09		
 90.03   	105.29   	  5.76   	  20.35		  6.49   	  -5.09		
100.71   	126.65   	  5.84   	  20.35		  6.47   	  -5.09		
108.03   	127.26   	  5.92   	  25.43		  6.45   	 -15.26		
110.78   	111.08   	  6.02   	  25.43		  6.39   	 -10.17		
108.34   	 89.11   	  6.12   	  25.43		  6.35   	 -10.17		
102.54   	 71.72   	  6.23   	  20.35		  6.31   	 -10.17		
 94.60   	 63.48   	  6.31   	  20.35		  6.27   	 -10.17		
 84.84   	 58.90   	  6.39   	  15.26		  6.23   	 -10.17		
 72.94   	 48.83   	  6.45   	  10.17		  6.19   	 -15.26		
 58.29   	 27.47   	  6.49   	  10.17		  6.12   	 -10.17		
 41.50   	 -2.44   	  6.53   	   5.09		  6.08   	 -10.17		
 25.94   	-31.74   	  6.55   	   5.09		  6.04   	 -20.35		
 14.65   	-51.27   	  6.57   	  15.26		  5.96   	 -15.26		
  8.24   	-59.20   	  6.63   	  10.17		  5.90   	 -25.43		
  6.10   	-59.81   	  6.67   	  25.43		  5.80   	 -20.35		
  4.88   	-61.34   	  6.78   	  25.43		  5.72   	 -25.43		
  1.83   	-68.66   	  6.88   	  30.52		  5.62   	 -20.35		
 -2.44   	-79.65   	  7.00   	  40.69		  5.53   	 -15.26		
 -6.41   	-89.72   	  7.16   	  40.69		  5.47   	 -15.26		
 -8.24   	-96.13   	  7.32   	  45.78		  5.41   	 -10.17		
 -7.93   	-98.88   	  7.51   	  45.78		  5.37   	   0.00		
 -6.41   	-98.57   	  7.69   	  50.86		  5.37   	   0.00		
 -5.49   	-94.60   	  7.89   	  45.78		  5.37   	   0.00		
 -5.49   	-87.28   	  8.08   	  45.78		  5.37   	   5.09		
 -6.10   	-80.87   	  8.26   	  45.78		  5.39   	   0.00		
 -7.32   	-79.04   	  8.44   	  40.69		  5.39   	   5.09		
 -8.54   	-84.23   	  8.61   	  45.78		  5.41   	   5.09		
 -9.77   	-93.08   	  8.79   	  35.61		  5.43   	   0.00		
-10.38   	-98.57   	  8.93   	  30.52		  5.43   	  10.17		
-10.68   	-97.66   	  9.05   	  25.43		  5.47   	  10.17		
-13.73   	-96.13   	  9.16   	  15.26		  5.51   	  15.26		
-22.89   	-104.68   	  9.22   	   5.09		  5.57   	  25.43		
-41.20   	-125.12   	  9.24   	  -5.09		  5.68   	  25.43		
-65.31   	-145.87   	  9.22   	 -10.17		  5.78   	  30.52		
-84.23   	-144.96   	  9.18   	 -15.26		  5.90   	  30.52		
-78.13   	-102.84   	  9.11   	 -10.17		  6.02   	  35.61		
-26.55   	-17.70   	  9.07   	  -5.09		  6.16   	  35.61		
 83.92   	 94.91   	  9.05(E)	  10.17		  6.31   	  30.52		
261.84   	222.78   	  9.09   	  20.35		  6.43   	  35.61		
510.56   	373.84   	  9.18   	  40.69		  6.57   	  30.52		
815.43   	570.07   	  9.34   	  55.95		  6.69   	  30.52		
1120.00   	808.72   	  9.56   	  66.12		  6.82   	  30.52		
1319.58(R)	1020.51   	  9.83   	  71.21		  6.94   	  25.43		
1304.93   	1091.61   	 10.11   	  81.38		  7.04   	  25.43		
1032.41   	935.06   	 10.44   	  81.38		  7.14   	  25.43		
578.61   	565.49   	 10.76   	  91.56		  7.24   	  30.52		
114.14   	115.66   	 11.13   	  96.64		  7.37   	  30.52		
-194.70   	-234.38   	 11.52   	 116.99		  7.49   	  30.52		
-283.81   	-375.06   	 11.98   	 147.51		  7.61   	  30.52		
-209.66   	-322.27   	 12.57   	 172.94		  7.73   	  25.43		
-88.50   	-179.75   	 13.27   	 203.46		  7.83   	  20.35		
-10.38   	-58.29   	 14.08   	 239.06		  7.91   	  10.17		
  0.31   	-11.90   	 15.04   	 269.58		  7.96   	   0.00		
-28.99   	-29.30   	 16.11   	 315.36		  7.96   	 -10.17		
-60.73   	-68.66   	 17.38   	 371.31		  7.91   	 -10.17		
-75.99   	-97.96   	 18.86   	 452.69		  7.87   	 -15.26		
-75.68   	-107.42   	 20.67   	 554.42		  7.81   	   5.09		
-68.97   	-104.06   	 22.89   	 676.50		  7.83   	  15.26		
-63.78   	-97.66   	 25.60   	 818.92		  7.89   	  40.69		
-63.78   	-93.99   	 28.87   	 951.17		  8.06   	  61.04		
-67.75   	-93.38   	 32.68   	1078.33		  8.30   	  71.21		
-72.02   	-93.08   	 36.99   	1174.97		  8.59   	  81.38		
-73.24   	-91.55   	 41.69   	1241.09		  8.91   	  76.30		
-72.02   	-89.72   	 46.65   	1271.61		  9.22   	  71.21		
-70.19   	-89.11   	 51.74   	1271.61		  9.50   	  55.95		
-68.97   	-89.42   	 56.83   	1256.35		  9.73   	  40.69		
-68.05   	-89.42   	 61.85   	1220.75		  9.89   	  20.35		
-67.75   	-87.89   	 66.73   	1185.14		  9.97   	   5.09		
-67.75   	-85.75   	 71.47   	1154.62		  9.99(A)	 -10.17		
-68.05   	-83.31   	 76.09   	1124.11		  9.95   	 -20.35		
-68.36   	-79.65   	 80.59   	1098.67		  9.87   	 -25.43		
-68.97   	-74.77   	 84.98   	1088.50		  9.77   	 -25.43		
-69.89   	-69.27   	 89.34   	1073.24		  9.66   	 -25.43		
-71.72   	-65.61   	 93.63   	1057.98		  9.56   	 -20.35		
-74.16   	-66.22   	 97.86   	1032.55		  9.48   	 -15.26		
-76.29   	-69.58   	101.99   	 996.94		  9.42   	 -15.26		
-77.51   	-72.63   	105.98   	 951.17		  9.36   	 -10.17		
-76.90   	-72.02   	109.79   	 895.22		  9.32   	  -5.09		
-75.68   	-65.92   	113.37   	 839.26		  9.30   	  -5.09		
-75.07   	-56.15   	116.72   	 773.14		  9.28   	   0.00		
-75.07   	-46.69   	119.82   	 712.10		  9.28   	  -5.09		
-75.68   	-40.28   	122.66   	 645.98		  9.26   	   0.00		
-76.90   	-37.54   	125.25   	 590.03		  9.26   	 -10.17		
-77.82   	-36.62   	127.61   	 528.99		  9.22   	  -5.09		
-78.43   	-35.71   	129.72   	 467.95		  9.20   	 -15.26		
-79.35   	-33.26   	131.60   	 406.92		  9.14   	 -15.26		
-80.87   	-29.30   	133.22   	 350.97		  9.07   	 -20.35		
-83.01   	-24.11   	134.63   	 305.19		  8.99   	 -25.43		
-85.75   	-16.17   	135.85   	 264.50		  8.89   	 -25.43		
-88.20   	 -6.41   	136.91   	 244.15		  8.79   	 -25.43		
-90.03   	  3.66   	137.88   	 233.98		  8.69   	 -25.43		
-90.94   	 11.90   	138.82   	 239.06		  8.59   	 -25.43		
-92.16   	 16.48   	139.78   	 239.06		  8.48   	 -20.35		
-94.30   	 18.01   	140.73   	 244.15		  8.40   	 -20.35		
-97.66   	 18.62   	141.71   	 244.15		  8.32   	 -20.35		
-101.93   	 20.75   	142.69   	 239.06		  8.24   	 -15.26		
-106.51   	 25.94   	143.64   	 218.72		  8.18   	 -20.35		
-111.08   	 32.96   	144.52   	 198.37		  8.10   	 -15.26		
-115.05   	 40.28   	145.31   	 172.94		  8.04   	 -20.35		
-118.71   	 45.78   	146.00   	 142.42		  7.96   	 -20.35		
-122.68   	 48.83   	146.57   	 122.07		  7.87   	 -25.43		
-127.87   	 52.49   	147.06   	  96.64		  7.77   	 -25.43		
-134.28   	 61.04   	147.45   	  76.30		  7.67   	 -30.52		
-142.21   	 75.68   	147.75   	  71.21		  7.55   	 -30.52		
-150.76   	 94.60   	148.04   	  66.12		  7.43   	 -30.52		
-159.61   	112.00   	148.30   	  76.30		  7.30   	 -25.43		
-168.46   	121.77   	148.61   	  76.30		  7.20   	 -30.52		
-177.92   	123.60   	148.91   	  76.30		  7.08   	 -20.35		
-187.99   	121.15   	149.22   	  66.12		  7.00   	 -20.35		
-198.36   	121.15   	149.48   	  40.69		  6.92   	 -15.26		
-209.05   	125.73   	149.64   	  15.26		  6.86   	 -10.17		
-219.73   	132.75   	149.70(S)	 -20.35		  6.82   	 -10.17		
-229.80   	136.72   	149.62   	 -61.04		  6.78   	  -5.09		
-239.87   	134.89   	149.38   	 -91.56		  6.75   	  -5.09		
-249.63   	128.78   	149.01   	-132.25		  6.73   	  -5.09		
-257.57   	122.07   	148.48   	-162.77		  6.71   	  -5.09		
-262.45   	118.41   	147.83   	-193.29		  6.69   	  -5.09		
-263.06   	117.19   	147.06   	-228.89		  6.67   	  -5.09		
-260.01   	114.75   	146.14   	-254.32		  6.65   	  -5.09		
-254.52   	109.86   	145.13   	-279.75		  6.63   	 -10.17		
-246.89   	102.54   	144.01   	-300.10		  6.59   	  -5.09		
-236.82   	 93.08   	142.81   	-325.53		  6.57   	  -5.09		
-222.78   	 81.18   	141.51   	-345.88		  6.55   	  -5.09		
-203.55   	 67.44   	140.12   	-371.31		  6.53   	   0.00		
-180.36   	 50.66   	138.64   	-391.66		  6.53   	  -5.09		
-154.42   	 32.35   	137.07   	-417.09		  6.51   	   0.00		
-127.87   	 14.34   	135.40   	-442.52		  6.51   	  -5.09		
-101.62   	 -1.22   	133.63   	-483.21		  6.49   	   0.00		
-76.90   	-14.34   	131.70   	-513.73		  6.49   	   0.00		
-54.93   	-24.11   	129.64   	-549.34		  6.49   	  -5.09		
-37.23   	-32.35   	127.45   	-579.86		  6.47   	  -5.09		
-24.72   	-39.98   	125.13   	-615.46		  6.45   	  -5.09		
-17.09   	-48.52   	122.66   	-640.89		  6.43   	   0.00		
-12.21   	-58.59   	120.10   	-661.24		  6.43   	   0.00		
 -7.93   	-68.97   	117.46   	-671.41		  6.43   	   0.00		
 -3.05   	-77.82   	114.77   	-681.58		  6.43   	   5.09		
  2.14   	-84.53   	112.04   	-691.76		  6.45   	  10.17		
  7.02   	-88.81   	109.28   	-701.93		  6.49   	  15.26		
 10.99   	-90.94   	106.47   	-717.19		  6.55   	  15.26		
 13.43   	-91.25   	103.60   	-737.54		  6.61   	  25.43		
 14.65   	-90.03   	100.65   	-773.14		  6.71   	  20.35		
