  I     	  II     	  LV     	  LV'		  AO     	  AO'		
 -8.24   	-21.67   	 14.18   	 -15.26		 66.16   	 -50.86		
-11.90   	-19.84   	 14.12   	 -15.26		 65.96   	 -55.95		
-14.04   	-13.12   	 14.06   	 -10.17		 65.74   	 -55.95		
-14.04   	 -3.36   	 14.02   	 -15.26		 65.51   	 -50.86		
-12.51   	  6.71   	 13.96   	 -10.17		 65.31   	 -55.95		
-10.38   	 14.04   	 13.92   	 -15.26		 65.09   	 -50.86		
 -9.77   	 14.95   	 13.86   	 -10.17		 64.88   	 -50.86		
-10.68   	  7.63   	 13.81   	 -10.17		 64.68   	 -45.78		
-13.43   	 -6.71   	 13.77   	 -15.26		 64.50   	 -50.86		
-16.17   	-23.50   	 13.71   	 -10.17		 64.29   	 -45.78		
-16.78   	-34.79   	 13.67   	  -5.09		 64.11   	 -50.86		
-14.65   	-35.71   	 13.65   	 -10.17		 63.91   	 -40.69		
-10.99   	-27.47   	 13.61   	 -10.17		 63.74   	 -45.78		
 -8.54   	-16.78   	 13.57   	  -5.09		 63.56   	 -40.69		
 -8.54   	-12.21   	 13.55   	  -5.09		 63.40   	 -40.69		
-10.99   	-17.70   	 13.53   	  -5.09		 63.23   	 -40.69		
-13.73   	-31.13   	 13.51   	   0.00		 63.07   	 -35.61		
-15.26   	-45.17   	 13.51   	   0.00		 62.93   	 -35.61		
-14.95   	-53.10   	 13.51   	   0.00		 62.79   	 -35.61		
-14.65   	-54.32   	 13.51   	   5.09		 62.64   	 -30.52		
-14.95   	-50.66   	 13.53   	   5.09		 62.52   	 -30.52		
-16.17   	-46.69   	 13.55   	   0.00		 62.40   	 -30.52		
-17.70   	-44.56   	 13.55   	   5.09		 62.28   	 -30.52		
-17.70   	-43.33   	 13.57   	   5.09		 62.16   	 -25.43		
-16.78   	-41.20   	 13.59   	   5.09		 62.05   	 -30.52		
-15.26   	-37.84   	 13.61   	   5.09		 61.93   	 -25.43		
-14.04   	-33.57   	 13.63   	  10.17		 61.83   	 -20.35		
-13.43   	-28.99   	 13.67   	  10.17		 61.75   	 -25.43		
-12.21   	-24.11   	 13.71   	   5.09		 61.65   	 -20.35		
-10.07   	-18.62   	 13.73   	  15.26		 61.57   	 -20.35		
 -7.32   	-12.82   	 13.79   	  10.17		 61.49   	 -20.35		
 -4.58   	 -7.63   	 13.84   	  10.17		 61.40   	 -20.35		
 -2.75   	 -3.66   	 13.88   	  15.26		 61.32   	 -20.35		
 -2.14   	 -1.22   	 13.94   	  15.26		 61.24   	 -20.35		
 -2.44   	  0.00   	 14.00   	  15.26		 61.16   	 -20.35		
 -2.44   	  0.61   	 14.06   	  20.35		 61.08   	 -15.26		
 -2.44   	  1.22   	 14.14   	  15.26		 61.02   	 -20.35		
 -2.75   	  1.53   	 14.20   	  15.26		 60.94   	 -20.35		
 -3.05   	  1.83   	 14.26   	  20.35		 60.85   	 -20.35		
 -4.27   	  2.14   	 14.34   	  15.26		 60.77   	 -20.35		
 -5.19   	  1.53   	 14.40   	  20.35		 60.69   	 -20.35		
 -6.10   	 -0.31   	 14.49   	  20.35		 60.61   	 -15.26		
 -6.71   	 -3.05   	 14.57   	  15.26		 60.55   	 -25.43		
 -7.02   	 -6.10   	 14.63   	  20.35		 60.45   	 -20.35		
 -7.63   	 -8.24   	 14.71   	  15.26		 60.37   	 -20.35		
 -8.54   	-10.07   	 14.77   	  20.35		 60.28   	 -20.35		
 -9.46   	-11.90   	 14.85   	  20.35		 60.20   	 -20.35		
-10.07   	-14.34   	 14.93   	  20.35		 60.12   	 -20.35		
 -9.77   	-17.40   	 15.02   	  20.35		 60.04   	 -20.35		
 -9.77   	-20.75   	 15.10   	  20.35		 59.96   	 -20.35		
-10.38   	-22.89   	 15.18   	  25.43		 59.88   	 -20.35		
-11.60   	-23.80   	 15.28   	  25.43		 59.80   	 -15.26		
-13.73   	-24.11   	 15.38   	  25.43		 59.74   	 -20.35		
-15.26   	-24.11   	 15.48   	  30.52		 59.65   	 -15.26		
-15.56   	-25.02   	 15.61   	  25.43		 59.59   	 -15.26		
-14.65   	-26.86   	 15.71   	  30.52		 59.53   	 -20.35		
-13.12   	-28.69   	 15.83   	  25.43		 59.45   	 -10.17		
-11.90   	-29.30   	 15.93   	  30.52		 59.41   	 -15.26		
-11.60   	-27.16   	 16.05   	  30.52		 59.35   	 -10.17		
-12.21   	-23.50   	 16.17   	  30.52		 59.31   	 -10.17		
-13.73   	-19.84   	 16.30   	  30.52		 59.27   	 -10.17		
-15.26   	-18.01   	 16.42   	  30.52		 59.23   	 -10.17		
-17.09   	-17.70   	 16.54   	  30.52		 59.19   	  -5.09		
-18.31   	-17.40   	 16.66   	  30.52		 59.17   	  -5.09		
-18.31   	-15.26   	 16.79   	  30.52		 59.15   	  -5.09		
-17.40   	-11.29   	 16.91   	  25.43		 59.12   	  -5.09		
-15.87   	 -6.10   	 17.01   	  25.43		 59.10   	   0.00		
-13.73   	 -1.53   	 17.11   	  20.35		 59.10   	  -5.09		
-11.29   	  2.75   	 17.19   	  25.43		 59.08   	   0.00		
 -8.24   	  8.24   	 17.29   	  20.35		 59.08   	   5.09		
 -4.58   	 15.56   	 17.38   	  25.43		 59.10   	   0.00		
 -0.61   	 24.72   	 17.48   	  20.35		 59.10   	   0.00		
  2.44   	 33.87   	 17.56   	  20.35		 59.10   	   5.09		
  4.58   	 41.20   	 17.64   	  20.35		 59.12   	   0.00		
  5.49   	 46.08   	 17.72   	  20.35		 59.12   	   5.09		
  5.80   	 47.91   	 17.80   	  20.35		 59.15   	   0.00		
  5.49   	 48.22   	 17.88   	  15.26		 59.15   	   5.09		
  4.27   	 48.22   	 17.94   	  20.35		 59.17   	   5.09		
  2.44   	 47.91   	 18.03   	  10.17		 59.19   	   5.09		
  0.00   	 46.08   	 18.07   	  15.26		 59.21   	   0.00		
 -1.22   	 41.50   	 18.13   	  10.17		 59.21   	   5.09		
 -0.92   	 34.79   	 18.17   	  15.26		 59.23   	   5.09		
  0.31   	 28.69   	 18.23   	  10.17		 59.25   	   5.09		
  1.53   	 25.33   	 18.27   	  15.26		 59.27   	   5.09		
  1.53   	 24.41   	 18.33   	  15.26		 59.29   	   5.09		
  0.31   	 24.11   	 18.39   	  15.26		 59.31   	   5.09		
 -1.22   	 21.36   	 18.45   	  15.26		 59.33   	   0.00		
 -2.44   	 15.87   	 18.51   	  20.35		 59.33   	   5.09		
 -2.44   	  8.54   	 18.60   	  15.26		 59.35   	   5.09		
 -2.14   	  1.53   	 18.66   	  20.35		 59.37   	   5.09		
 -1.83   	 -3.36   	 18.74   	  20.35		 59.39   	   5.09		
 -2.44   	 -6.10   	 18.82   	  20.35		 59.41   	   0.00		
 -3.97   	 -8.24   	 18.90   	  20.35		 59.41   	   5.09		
 -5.49   	-10.38   	 18.98   	  20.35		 59.43   	   0.00		
 -6.71   	-13.43   	 19.06   	  15.26		 59.43   	   5.09		
 -7.32   	-16.48   	 19.13   	  20.35		 59.45   	   0.00		
 -8.24   	-18.92   	 19.21   	  20.35		 59.45   	   5.09		
 -9.77   	-19.84   	 19.29   	  20.35		 59.47   	   0.00		
-11.90   	-19.23   	 19.37   	  20.35		 59.47   	   0.00		
-13.73   	-17.09   	 19.45   	  20.35		 59.47   	   0.00		
-14.65   	-14.65   	 19.53   	  20.35		 59.47   	   0.00		
-14.95   	-12.21   	 19.61   	  20.35		 59.47   	   0.00		
-14.95   	 -9.46   	 19.69   	  20.35		 59.47   	   0.00		
-14.65   	 -6.10   	 19.78   	  15.26		 59.47   	  -5.09		
-13.73   	 -1.53   	 19.84   	  20.35		 59.45   	   0.00		
-12.21   	  4.27   	 19.92   	  15.26		 59.45   	  -5.09		
-10.38   	 10.68   	 19.98   	  15.26		 59.43   	   0.00		
 -8.85   	 17.40   	 20.04   	  20.35		 59.43   	  -5.09		
 -7.93   	 23.80   	 20.12   	  15.26		 59.41   	  -5.09		
 -7.02   	 29.60   	 20.18   	  15.26		 59.39   	  -5.09		
 -5.49   	 35.71   	 20.24   	  15.26		 59.37   	  -5.09		
 -3.36   	 41.81   	 20.31   	  20.35		 59.35   	 -10.17		
 -0.92   	 47.91   	 20.39   	  15.26		 59.31   	  -5.09		
  0.92   	 52.80   	 20.45   	  20.35		 59.29   	  -5.09		
  1.83   	 55.85   	 20.53   	  20.35		 59.27   	 -10.17		
  1.53   	 56.46   	 20.61   	  15.26		 59.23   	  -5.09		
  0.61   	 55.85   	 20.67   	  20.35		 59.21   	 -10.17		
 -0.61   	 55.24   	 20.75   	  20.35		 59.17   	  -5.09		
 -1.53   	 54.93   	 20.83   	  15.26		 59.15   	 -10.17		
 -2.14   	 54.63   	 20.90   	  20.35		 59.10   	 -10.17		
 -2.14   	 52.19   	 20.98   	  15.26		 59.06   	 -10.17		
 -2.14   	 47.30   	 21.04   	  20.35		 59.02   	 -10.17		
 -2.14   	 40.59   	 21.12   	  15.26		 58.98   	  -5.09		
 -1.53   	 33.26   	 21.18   	  20.35		 58.96   	 -10.17		
 -0.61   	 27.77   	 21.26   	  20.35		 58.92   	 -10.17		
  0.61   	 24.11   	 21.34   	  15.26		 58.88   	 -10.17		
  1.22   	 20.75   	 21.40   	  15.26		 58.84   	 -10.17		
  1.22   	 16.78   	 21.46   	  20.35		 58.80   	 -15.26		
  0.00   	 11.29   	 21.55   	  15.26		 58.74   	 -10.17		
 -1.22   	  5.49   	 21.61   	  15.26		 58.70   	 -10.17		
 -2.75   	  0.00   	 21.67   	  15.26		 58.66   	 -10.17		
 -3.66   	 -3.97   	 21.73   	  10.17		 58.62   	 -10.17		
 -4.27   	 -7.02   	 21.77   	  15.26		 58.58   	 -10.17		
 -4.88   	-10.38   	 21.83   	  10.17		 58.53   	 -10.17		
 -5.80   	-14.65   	 21.87   	  15.26		 58.49   	 -10.17		
 -7.63   	-19.23   	 21.93   	  10.17		 58.45   	 -10.17		
 -9.77   	-24.11   	 21.97   	  10.17		 58.41   	 -10.17		
-12.21   	-28.69   	 22.01   	  10.17		 58.37   	 -15.26		
-13.43   	-32.65   	 22.05   	   5.09		 58.31   	 -10.17		
-13.43   	-34.48   	 22.08   	  10.17		 58.27   	 -15.26		
-12.21   	-33.26   	 22.12   	  10.17		 58.21   	 -10.17		
-10.68   	-28.69   	 22.16   	   5.09		 58.17   	 -15.26		
 -9.77   	-21.06   	 22.18   	   5.09		 58.11   	 -15.26		
 -9.46   	-11.90   	 22.20   	  10.17		 58.05   	 -15.26		
-10.38   	 -3.66   	 22.24   	   5.09		 57.99   	 -10.17		
-11.90   	  2.44   	 22.26   	   5.09		 57.94   	 -20.35		
-13.43   	  7.02   	 22.28   	  10.17		 57.86   	 -15.26		
-14.34   	 12.21   	 22.32   	   5.09		 57.80   	 -15.26		
-14.04   	 18.31   	 22.34   	   5.09		 57.74   	 -15.26		
-12.21   	 25.33   	 22.36   	   5.09		 57.68   	 -15.26		
-10.07   	 32.35   	 22.38   	   5.09		 57.62   	 -15.26		
 -7.63   	 38.45   	 22.40   	   0.00		 57.56   	 -20.35		
 -5.49   	 43.95   	 22.40   	   5.09		 57.48   	 -15.26		
 -3.66   	 49.13   	 22.42   	   5.09		 57.42   	 -15.26		
 -1.83   	 53.71   	 22.44   	   5.09		 57.35   	 -20.35		
 -0.92   	 56.76   	 22.46   	   5.09		 57.27   	 -15.26		
 -1.22   	 58.90   	 22.48   	   5.09		 57.21   	 -15.26		
 -2.44   	 60.73   	 22.50   	   5.09		 57.15   	 -15.26		
 -4.27   	 62.26   	 22.52   	   5.09		 57.09   	 -15.26		
 -5.49   	 62.26   	 22.54   	   5.09		 57.03   	 -15.26		
 -5.80   	 58.90   	 22.56   	   5.09		 56.97   	 -15.26		
 -4.88   	 51.57   	 22.58   	   5.09		 56.91   	 -15.26		
 -3.97   	 42.42   	 22.60   	   0.00		 56.85   	 -15.26		
 -3.66   	 34.79   	 22.60   	   5.09		 56.79   	 -15.26		
 -3.97   	 29.91   	 22.62   	   5.09		 56.72   	 -15.26		
 -4.88   	 27.47   	 22.64   	   5.09		 56.66   	 -15.26		
 -5.49   	 24.72   	 22.67   	   5.09		 56.60   	 -10.17		
 -5.49   	 20.14   	 22.69   	   5.09		 56.56   	 -15.26		
 -5.80   	 13.43   	 22.71   	   5.09		 56.50   	 -15.26		
 -6.71   	  5.49   	 22.73   	   5.09		 56.44   	 -15.26		
 -8.54   	 -2.14   	 22.75   	   5.09		 56.38   	 -15.26		
-10.68   	 -8.54   	 22.77   	   5.09		 56.32   	 -15.26		
-12.21   	-13.73   	 22.79   	   5.09		 56.26   	 -10.17		
-12.82   	-18.01   	 22.81   	   5.09		 56.22   	 -15.26		
-11.90   	-21.97   	 22.83   	   5.09		 56.15   	 -15.26		
-10.68   	-25.02   	 22.85   	   5.09		 56.09   	 -15.26		
 -9.46   	-27.16   	 22.87   	   5.09		 56.03   	 -15.26		
 -9.16   	-27.47   	 22.89   	   0.00		 55.97   	 -10.17		
 -9.77   	-26.55   	 22.89   	   5.09		 55.93   	 -15.26		
-10.68   	-24.41   	 22.91   	   5.09		 55.87   	 -15.26		
-12.21   	-20.75   	 22.93   	   5.09		 55.81   	 -15.26		
-13.12   	-15.56   	 22.95   	   0.00		 55.75   	 -15.26		
-13.73   	 -9.46   	 22.95   	   5.09		 55.69   	 -10.17		
-13.43   	 -2.44   	 22.97   	   0.00		 55.65   	 -15.26		
-12.21   	  5.49   	 22.97   	   5.09		 55.58   	 -15.26		
-10.68   	 13.73   	 22.99   	   0.00		 55.52   	 -15.26		
 -9.16   	 22.58   	 22.99   	   5.09		 55.46   	 -15.26		
 -7.63   	 31.43   	 23.01   	   0.00		 55.40   	 -15.26		
 -6.41   	 39.37   	 23.01   	   0.00		 55.34   	 -15.26		
 -5.19   	 45.47   	 23.01   	   0.00		 55.28   	 -15.26		
 -3.97   	 49.74   	 23.01   	   0.00		 55.22   	 -10.17		
 -2.44   	 52.49   	 23.01   	   0.00		 55.18   	 -15.26		
 -0.92   	 54.32   	 23.01   	   0.00		 55.12   	 -15.26		
  0.31   	 56.15   	 23.01   	   0.00		 55.06   	 -15.26		
  0.92   	 57.98   	 23.01   	   0.00		 54.99   	 -15.26		
  0.00   	 59.81   	 23.01   	   0.00		 54.93   	 -10.17		
 -1.22   	 61.04   	 23.01   	  -5.09		 54.89   	 -15.26		
 -2.75   	 61.65   	 22.99   	   0.00		 54.83   	 -15.26		
 -3.36   	 61.04   	 22.99   	   0.00		 54.77   	 -15.26		
 -2.75   	 57.98   	 22.99   	   0.00		 54.71   	 -10.17		
 -1.53   	 52.80   	 22.99   	   0.00		 54.67   	 -15.26		
 -0.92   	 45.17   	 22.99   	   0.00		 54.61   	 -10.17		
 -1.83   	 36.93   	 22.99   	   0.00		 54.57   	 -15.26		
 -3.97   	 29.60   	 22.99   	   0.00		 54.51   	 -15.26		
 -6.41   	 24.41   	 22.99   	   0.00		 54.45   	 -10.17		
 -8.85   	 21.67   	 22.99   	   0.00		 54.40   	 -15.26		
 -9.77   	 19.84   	 22.99   	   0.00		 54.34   	 -10.17		
 -9.77   	 16.48   	 22.99   	   0.00		 54.30   	 -15.26		
 -8.54   	 10.68   	 22.99   	   0.00		 54.24   	 -15.26		
 -7.63   	  1.83   	 22.99   	   0.00		 54.18   	 -10.17		
 -7.32   	 -8.54   	 22.99   	   0.00		 54.14   	 -15.26		
 -7.63   	-19.23   	 22.99   	   5.09		 54.08   	 -15.26		
 -8.54   	-27.77   	 23.01   	   0.00		 54.02   	 -10.17		
 -9.16   	-32.65   	 23.01   	   0.00		 53.98   	 -15.26		
 -8.85   	-33.26   	 23.01   	   0.00		 53.92   	 -10.17		
 -8.24   	-29.60   	 23.01   	   5.09		 53.88   	 -15.26		
 -7.63   	-23.19   	 23.03   	   0.00		 53.81   	 -10.17		
 -7.32   	-15.56   	 23.03   	   0.00		 53.77   	 -15.26		
 -7.63   	 -9.16   	 23.03   	   0.00		 53.71   	 -10.17		
 -8.24   	 -4.88   	 23.03   	   0.00		 53.67   	 -15.26		
 -8.24   	 -3.05   	 23.03   	   5.09		 53.61   	 -10.17		
 -7.63   	 -3.05   	 23.05   	   0.00		 53.57   	 -15.26		
 -6.71   	 -3.05   	 23.05   	   0.00		 53.51   	 -10.17		
 -6.10   	 -2.14   	 23.05   	   0.00		 53.47   	 -10.17		
 -6.10   	  1.22   	 23.05   	   5.09		 53.43   	 -15.26		
 -6.71   	  6.41   	 23.07   	   0.00		 53.37   	 -10.17		
 -7.63   	 12.82   	 23.07   	   0.00		 53.33   	 -10.17		
 -7.93   	 19.53   	 23.07   	   5.09		 53.29   	 -15.26		
 -7.02   	 25.94   	 23.09   	   0.00		 53.22   	 -10.17		
 -5.19   	 32.04   	 23.09   	   0.00		 53.18   	 -10.17		
 -3.05   	 37.54   	 23.09   	   5.09		 53.14   	 -10.17		
 -1.53   	 41.50   	 23.11   	   0.00		 53.10   	 -15.26		
 -0.61   	 43.33   	 23.11   	   0.00		 53.04   	 -10.17		
  0.00   	 43.03   	 23.11   	   0.00		 53.00   	 -10.17		
  0.92   	 42.11   	 23.11   	   0.00		 52.96   	 -10.17		
  2.14   	 40.89   	 23.11   	   0.00		 52.92   	 -10.17		
  3.05   	 39.98   	 23.11   	   0.00		 52.88   	 -10.17		
  3.36   	 38.15   	 23.11   	   0.00		 52.84   	 -15.26		
  2.44   	 34.48   	 23.11   	   0.00		 52.78   	 -10.17		
  0.61   	 29.91   	 23.11   	   0.00		 52.74   	 -10.17		
